id,quest_id,difficulty,sugoroku_bgm_id,battle_bgm_id,boss_bgm_id,battle_background_id,act,eventkagi_num,user_exp,zeni,start_script_id,finish_script_id,first_focus_step,dice_id,sugoroku_map_puzzle_color_id,is_cpu_only,danger_line_hp,link_skill_lv_up_prob_rate,sugoroku_map_reward_group_id,cpu_friend_list_id,created_at,updated_at
331,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
332,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
333,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
340,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
341,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
342,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
343,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
410,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
411,,0,21,23,23,44,10,0,200,5250,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
412,,0,21,23,23,44,10,0,400,5500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
413,,0,21,23,23,44,10,0,500,6000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
420,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
421,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
422,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
423,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
430,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
431,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
432,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
433,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
440,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
441,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
442,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
443,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
510,,0,22,24,24,44,10,0,2000,5000,0,0,0,2,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
511,,0,22,24,24,44,10,0,2000,5000,0,0,0,2,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
520,,0,22,24,24,44,15,0,5000,13500,0,0,0,7,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
521,,0,22,24,24,44,15,0,5000,13500,0,0,0,7,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
540,,0,22,24,24,44,15,0,5000,100000,0,0,0,7,1,0,0,0.75,6.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
550,,0,22,24,24,89,20,0,8000,100000,0,0,0,7,1,0,0,1.0,9.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
610,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
620,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
621,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
640,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
710,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
720,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
721,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
740,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
810,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
820,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
821,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
840,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
910,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
920,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
921,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
940,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1010,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1020,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1021,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1040,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1110,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1120,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1121,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1140,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1210,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1220,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1221,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1240,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1310,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1320,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1321,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1340,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1410,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1420,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1421,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1440,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1510,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.345417,2024-02-27 09:32:39.345417
1520,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1521,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1540,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1610,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1620,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1621,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1640,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1710,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1720,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1721,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1740,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1810,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1820,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1821,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1840,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1910,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1920,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1921,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
1940,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2010,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2020,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2021,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2040,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2110,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2120,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2121,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2140,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2210,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2220,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2221,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2240,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2310,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2320,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2321,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2340,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2410,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2420,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2421,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2440,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2510,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2520,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2521,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2540,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2610,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2620,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2621,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
2640,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10000,1000.0,0,1,6,6,44,4,2,20,945,1001000,1001001,13,2,1,0,0,0.2,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10001,1000.0,1,1,6,6,44,8,2,720,2945,1001000,1001001,13,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10002,1000.0,2,1,6,6,44,11,2,3720,8023,1001000,1001001,13,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10010,1001.0,0,2,6,7,19,4,0,20,945,1001010,1001011,21,2,1,0,0,0.2,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10011,1001.0,1,2,6,7,19,8,0,720,2945,0,0,21,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10012,1001.0,2,2,6,7,19,11,0,3720,8023,0,0,21,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10020,1002.0,0,2,6,7,19,4,0,30,978,4000000,1001021,17,7,1,0,0,0.2,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10021,1002.0,1,2,6,7,19,8,0,727,2978,0,0,14,7,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10022,1002.0,2,2,6,7,19,11,0,3727,8036,0,0,14,7,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10030,1003.0,0,2,6,8,19,4,0,35,1076,1001030,1001031,21,2,1,0,0,0.2,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10031,1003.0,1,2,6,8,19,8,0,734,3076,0,0,21,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10032,1003.0,2,2,6,8,19,11,0,3734,8049,0,0,21,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10040,1004.0,0,2,6,7,19,4,0,40,1236,1001040,1001041,24,2,1,0,0,0.2,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10041,1004.0,1,2,6,7,19,8,0,741,3236,0,0,24,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10042,1004.0,2,2,6,7,19,11,0,3741,8062,0,0,24,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10050,1005.0,0,2,6,8,19,4,0,50,1396,1001050,1001051,25,2,1,0,0,0.2,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10051,1005.0,1,2,6,8,19,8,0,748,3396,0,0,25,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
10052,1005.0,2,2,6,8,19,11,0,3748,8075,0,0,25,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20010,2001.0,0,3,6,7,5,5,0,52,1516,1002010,1002011,20,2,1,0,0,0.25,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20011,2001.0,1,3,6,7,5,8,0,805,3516,0,0,17,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20012,2001.0,2,3,6,7,5,11,0,4005,8088,0,0,17,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20020,2002.0,0,3,6,7,5,5,0,55,1596,1002020,3000041,13,2,1,0,0,0.25,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20021,2002.0,1,3,6,7,5,8,0,812,3596,0,0,13,2,1,0,0,0.4,3.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20022,2002.0,2,3,6,7,5,11,0,4012,8101,0,0,13,2,1,0,0,0.55,4.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
20030,2003.0,0,3,6,7,5,5,0,58,1676,1002030,1002032,27,2,1,0,0,0.25,1.0,,2024-02-27 09:32:39.364940,2024-02-27 09:32:39.364940
