id,quest_id,item1_id,item1_type,item2_id,item2_type,item3_id,item3_type,item4_id,item4_type,item5_id,item5_type,item6_id,item6_type,is_show_etc,created_at,updated_at
28,5001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
29,5002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
30,5003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
31,5004,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
32,5005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
33,5006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
34,5007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
35,5008,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
36,5009,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
37,5010,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
38,6001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
39,6002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
40,6003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
41,6004,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
42,6005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
43,6006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
44,6007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
45,6008,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
46,6009,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
47,6010,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
48,7001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
49,7002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
50,7003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
51,7004,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
52,7005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
53,7006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
54,7007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
55,7008,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
56,7009,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
57,7010,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
58,8001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
59,8002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
60,8003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
61,8004,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
62,8005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
63,8006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
64,8007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
65,8008,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
66,8009,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
67,8010,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
68,9001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
69,9002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
70,9003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
71,10001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
72,10002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
73,10003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
74,10004,103.0,AwakeningItem,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
75,10005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
76,10006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
77,10007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
78,10008,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
79,11001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
80,11002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
81,11003,101.0,AwakeningItem,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
82,11004,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
83,11005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
84,11006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
85,11007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
86,11008,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
87,12001,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
88,12002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
89,12003,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
90,12004,102.0,AwakeningItem,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
91,12005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
92,12006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
93,12007,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
94,12008,101.0,AwakeningItem,102.0,AwakeningItem,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
95,13001,101.0,AwakeningItem,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
96,13002,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
97,13003,105.0,AwakeningItem,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
98,13004,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
99,13005,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
100,13006,,,,,,,,,,,,,0,2024-05-17 11:37:58.300820,2024-05-17 11:37:58.300820
101,13007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
102,13008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
103,14001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
104,14002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
105,14003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
106,14004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
107,14005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
108,14006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
109,14007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
110,14008,104.0,AwakeningItem,1002520.0,Card,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
111,15001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
112,15002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
113,15003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
114,16001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
115,16002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
116,16003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
117,16004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
118,16005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
119,16006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
120,16007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
121,16008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
122,17001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
123,17002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
124,17003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
125,17004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
126,17005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
127,17006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
128,17007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
129,17008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
130,18001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
131,18002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
132,18003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
133,18004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
134,18005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
135,18006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
136,18007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
137,18008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
138,19001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
139,19002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
140,19003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
141,19004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
142,19005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
143,19006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
144,19007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
145,19008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
146,20001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
147,20002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
148,20003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
149,20004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
150,20005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
151,20006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
152,20007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
153,20008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
154,21001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
155,21002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
156,21003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
157,22001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
158,22002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
159,22003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
160,22004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
161,22005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
162,22006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
163,22007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
164,22008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
165,23001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
166,23002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
167,23003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
168,23004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
169,23005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
170,23006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
171,23007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
172,23008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
173,24001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
174,24002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
175,24003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
176,24004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
177,24005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
178,24006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
179,24007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
180,24008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
181,25001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
182,25002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
183,25003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
184,25004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
185,25005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
186,25006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
187,25007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
188,25008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
189,26001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
190,26002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
191,26003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
192,26004,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
193,26005,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
194,26006,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
195,26007,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
196,26008,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
197,27001,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
198,27002,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
199,27003,,,,,,,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
200,28001,1005480.0,Card,1002630.0,Card,1002640.0,Card,,,,,,,0,2024-05-17 11:37:58.312190,2024-05-17 11:37:58.312190
201,28002,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
202,28003,1566.0,EquipmentSkillItem,1567.0,EquipmentSkillItem,1568.0,EquipmentSkillItem,1569.0,EquipmentSkillItem,1570.0,EquipmentSkillItem,1571.0,EquipmentSkillItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
203,28004,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
204,28005,1578.0,EquipmentSkillItem,1579.0,EquipmentSkillItem,1580.0,EquipmentSkillItem,1581.0,EquipmentSkillItem,1582.0,EquipmentSkillItem,1583.0,EquipmentSkillItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
205,28006,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
206,28007,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
207,28008,1591.0,EquipmentSkillItem,1592.0,EquipmentSkillItem,1593.0,EquipmentSkillItem,1594.0,EquipmentSkillItem,1595.0,EquipmentSkillItem,1596.0,EquipmentSkillItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
208,29001,1005480.0,Card,1002630.0,Card,1002640.0,Card,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
209,29002,7.0,TrainingField,6.0,TrainingField,8.0,TrainingField,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
210,29003,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
211,29004,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
212,29005,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
213,29006,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
214,29007,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
215,29008,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
216,30001,1002650.0,Card,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
217,30002,22.0,TreasureItem,1.0,TreasureItem,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
218,30003,22.0,TreasureItem,1.0,TreasureItem,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
219,30004,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
220,30005,1779.0,EquipmentSkillItem,1780.0,EquipmentSkillItem,1782.0,EquipmentSkillItem,1783.0,EquipmentSkillItem,1784.0,EquipmentSkillItem,1.0,TreasureItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
221,30006,1791.0,EquipmentSkillItem,1792.0,EquipmentSkillItem,1794.0,EquipmentSkillItem,1795.0,EquipmentSkillItem,1796.0,EquipmentSkillItem,1.0,TreasureItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
222,30007,1803.0,EquipmentSkillItem,1804.0,EquipmentSkillItem,1806.0,EquipmentSkillItem,1807.0,EquipmentSkillItem,1808.0,EquipmentSkillItem,1.0,TreasureItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
223,30008,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
224,31001,1005480.0,Card,1002630.0,Card,1002640.0,Card,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
225,31002,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
226,31003,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
227,31004,22.0,TreasureItem,1.0,TreasureItem,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
228,31005,7.0,TrainingField,6.0,TrainingField,8.0,TrainingField,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
229,31006,7.0,TrainingField,6.0,TrainingField,8.0,TrainingField,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
230,31007,300.0,TrainingItem,301.0,TrainingItem,302.0,TrainingItem,303.0,TrainingItem,304.0,TrainingItem,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
231,31008,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
232,32001,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
233,32002,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
234,32003,1027400.0,Card,22.0,TreasureItem,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
235,32004,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
236,32005,2607.0,EquipmentSkillItem,2610.0,EquipmentSkillItem,2616.0,EquipmentSkillItem,2621.0,EquipmentSkillItem,2623.0,EquipmentSkillItem,1.0,TreasureItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
237,32006,2644.0,EquipmentSkillItem,2639.0,EquipmentSkillItem,2630.0,EquipmentSkillItem,2640.0,EquipmentSkillItem,2641.0,EquipmentSkillItem,1.0,TreasureItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
238,32007,2664.0,EquipmentSkillItem,2660.0,EquipmentSkillItem,2658.0,EquipmentSkillItem,2656.0,EquipmentSkillItem,2646.0,EquipmentSkillItem,1.0,TreasureItem,1,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
239,32008,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
240,33001,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
241,33002,1.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
242,33003,22.0,TreasureItem,,,,,,,,,,,0,2024-05-17 11:37:58.320127,2024-05-17 11:37:58.320127
