id,budokai_id,name,league,created_at,updated_at
31,8,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
32,8,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
33,9,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
34,9,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
35,9,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
36,9,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
37,10,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
38,10,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
39,10,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
40,10,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
41,11,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
42,11,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
43,11,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
44,11,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
45,12,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
46,12,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
47,12,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
48,12,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
49,13,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
50,13,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
51,13,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
52,13,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
53,14,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
54,14,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
55,14,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
56,14,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
57,15,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
58,15,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
59,15,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
60,15,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
61,16,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
62,16,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
63,16,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
64,16,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
170,17,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
171,17,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
172,17,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
173,17,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
180,18,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
181,18,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
182,18,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
183,18,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
190,19,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
191,19,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
192,19,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
193,19,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
200,20,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
201,20,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
202,20,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
203,20,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
210,21,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
211,21,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
212,21,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
213,21,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
220,22,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
221,22,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
222,22,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
223,22,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
230,23,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
231,23,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
232,23,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
233,23,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
240,24,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
241,24,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
242,24,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
243,24,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
250,25,League B,0,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
251,25,League A,1,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
252,25,League S,2,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
253,25,League G,3,2024-04-30 09:32:02.954366,2024-04-30 09:32:02.954366
260,26,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
261,26,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
262,26,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
263,26,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
270,27,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
271,27,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
272,27,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
273,27,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
280,28,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
281,28,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
282,28,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
283,28,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
290,29,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
291,29,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
292,29,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
293,29,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
300,30,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
301,30,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
302,30,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
303,30,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
310,31,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
311,31,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
312,31,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
313,31,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
320,32,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
321,32,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
322,32,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
323,32,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
330,33,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
331,33,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
332,33,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
333,33,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
340,34,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
341,34,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
342,34,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
343,34,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
350,35,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
351,35,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
352,35,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
353,35,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
360,36,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
361,36,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
362,36,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
363,36,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
370,37,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
371,37,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
372,37,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
373,37,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
400,40,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
401,40,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
402,40,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
403,40,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
410,41,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
411,41,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
412,41,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
413,41,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
420,42,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
421,42,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
422,42,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
423,42,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
430,43,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
431,43,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
432,43,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
433,43,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
440,44,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
441,44,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
442,44,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
443,44,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
450,45,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
451,45,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
452,45,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
453,45,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
460,46,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
461,46,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
462,46,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
463,46,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
470,47,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
471,47,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
472,47,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
473,47,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
480,48,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
481,48,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
482,48,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
483,48,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
490,49,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
491,49,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
492,49,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
493,49,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
500,50,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
501,50,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
502,50,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
503,50,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
510,51,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
511,51,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
512,51,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
513,51,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
9210,921,League B,0,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
9211,921,League A,1,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
9212,921,League S,2,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
9213,921,League G,3,2024-04-30 09:32:02.960933,2024-04-30 09:32:02.960933
9220,922,League B,0,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9221,922,League A,1,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9222,922,League S,2,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9223,922,League G,3,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9230,923,League B,0,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9231,923,League A,1,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9232,923,League S,2,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
9233,923,League G,3,2024-04-30 09:32:02.964631,2024-04-30 09:32:02.964631
