id,comment,created_at,updated_at
41,"素材ID=1:20個, 素材ID=6:15個, 素材ID=11:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
42,"素材ID=1:30個, 素材ID=6:15個, 素材ID=11:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
43,"必殺技Lv2以上, 素材ID=1:10個, 素材ID=6:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
44,"必殺技Lv6以上, 素材ID=1:10個, 素材ID=6:10個, 素材ID=11:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
45,"必殺技Lv6以上, 素材ID=1:10個, 素材ID=6:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
46,"必殺技Lv4以上, 素材ID=1:10個, 素材ID=6:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
47,"必殺技Lv4以上, 素材ID=1:10個, 素材ID=6:10個, 素材ID=11:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
48,"必殺技Lv6以上, 素材ID=1:15個, 素材ID=6:15個, 素材ID=11:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
49,"必殺技Lv8以上, 素材ID=1:15個, 素材ID=6:15個, 素材ID=11:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
50,"必殺技Lv10以上, 素材ID=1:15個, 素材ID=6:15個, 素材ID=11:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
51,"必殺技Lv8以上, 素材ID=1:10個, 素材ID=6:10個, 素材ID=11:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
52,"必殺技Lv10以上, 素材ID=1:10個, 素材ID=6:10個, 素材ID=11:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
53,"必殺技Lv10以上, 素材ID=1:30個, 素材ID=6:20個, 素材ID=11:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
54,"素材ID=1:50個, 素材ID=6:25個, 素材ID=11:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
55,"素材ID=2:20個, 素材ID=7:10個, 素材ID=12:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
56,素材ID=2:5個,2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
57,素材ID=2:10個,2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
58,"素材ID=2:10個, 素材ID=7:5個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
59,"素材ID=2:10個, 素材ID=7:10個, 素材ID=12:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
60,"素材ID=2:50個, 素材ID=7:25個, 素材ID=12:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
61,"素材ID=2:20個, 素材ID=7:15個, 素材ID=12:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
62,"素材ID=2:30個, 素材ID=7:15個, 素材ID=12:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
63,"必殺技Lv2以上, 素材ID=2:10個, 素材ID=7:5個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
64,"必殺技Lv2以上, 素材ID=2:10個, 素材ID=7:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
65,"必殺技Lv6以上, 素材ID=2:10個, 素材ID=7:10個, 素材ID=12:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
66,"必殺技Lv6以上, 素材ID=2:10個, 素材ID=7:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
67,"必殺技Lv4以上, 素材ID=2:10個, 素材ID=7:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
68,"必殺技Lv2以上, 素材ID=2:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
69,"必殺技Lv4以上, 素材ID=2:10個, 素材ID=7:5個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
70,"必殺技Lv4以上, 素材ID=2:10個, 素材ID=7:10個, 素材ID=12:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
71,"必殺技Lv8以上, 素材ID=2:10個, 素材ID=7:10個, 素材ID=12:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
72,"必殺技Lv10以上, 素材ID=2:15個, 素材ID=7:15個, 素材ID=12:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
73,"必殺技Lv10以上, 素材ID=2:10個, 素材ID=7:10個, 素材ID=12:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
74,"必殺技Lv10以上, 素材ID=2:30個, 素材ID=7:20個, 素材ID=12:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
75,"必殺技Lv6以上, 素材ID=2:15個, 素材ID=7:15個, 素材ID=12:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
76,"必殺技Lv8以上, 素材ID=2:15個, 素材ID=7:15個, 素材ID=12:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
77,"必殺技Lv10以上, 素材ID=2:50個, 素材ID=7:25個, 素材ID=12:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
78,"素材ID=4:20個, 素材ID=9:10個, 素材ID=14:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
79,素材ID=4:5個,2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
80,素材ID=4:10個,2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
81,"素材ID=4:10個, 素材ID=9:5個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
82,"素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
83,"素材ID=4:50個, 素材ID=9:25個, 素材ID=14:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
84,"素材ID=4:20個, 素材ID=9:15個, 素材ID=14:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
85,"素材ID=4:30個, 素材ID=9:15個, 素材ID=14:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
86,"必殺技Lv2以上, 素材ID=4:10個, 素材ID=9:5個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
87,"必殺技Lv2以上, 素材ID=4:10個, 素材ID=9:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
88,"必殺技Lv6以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
89,"必殺技Lv6以上, 素材ID=4:10個, 素材ID=9:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
90,"必殺技Lv4以上, 素材ID=4:10個, 素材ID=9:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
91,"必殺技Lv2以上, 素材ID=4:10個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
92,"必殺技Lv4以上, 素材ID=4:10個, 素材ID=9:5個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
93,"必殺技Lv4以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
94,"必殺技Lv6以上, 素材ID=4:15個, 素材ID=9:15個, 素材ID=14:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
95,"必殺技Lv8以上, 素材ID=4:15個, 素材ID=9:15個, 素材ID=14:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
96,"必殺技Lv10以上, 素材ID=4:15個, 素材ID=9:15個, 素材ID=14:2個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
97,"必殺技Lv8以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
98,"必殺技Lv10以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
99,"必殺技Lv10以上, 素材ID=4:30個, 素材ID=9:20個, 素材ID=14:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
100,"必殺技Lv10以上, 素材ID=4:50個, 素材ID=9:25個, 素材ID=14:3個",2024-04-30 09:30:47.252708,2024-04-30 09:30:47.252708
101,"素材ID=5:20個, 素材ID=10:10個, 素材ID=15:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
102,素材ID=5:5個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
103,素材ID=5:10個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
104,"素材ID=5:10個, 素材ID=10:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
105,"素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
106,"素材ID=5:50個, 素材ID=10:25個, 素材ID=15:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
107,"素材ID=5:20個, 素材ID=10:15個, 素材ID=15:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
108,"素材ID=5:30個, 素材ID=10:15個, 素材ID=15:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
109,"必殺技Lv2以上, 素材ID=5:10個, 素材ID=10:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
110,"必殺技Lv2以上, 素材ID=5:10個, 素材ID=10:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
111,"必殺技Lv6以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
112,"必殺技Lv6以上, 素材ID=5:10個, 素材ID=10:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
113,"必殺技Lv4以上, 素材ID=5:10個, 素材ID=10:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
114,"必殺技Lv2以上, 素材ID=5:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
115,"必殺技Lv4以上, 素材ID=5:10個, 素材ID=10:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
116,"必殺技Lv4以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
117,"必殺技Lv6以上, 素材ID=5:15個, 素材ID=10:15個, 素材ID=15:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
118,"必殺技Lv8以上, 素材ID=5:15個, 素材ID=10:15個, 素材ID=15:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
119,"必殺技Lv10以上, 素材ID=5:15個, 素材ID=10:15個, 素材ID=15:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
120,"必殺技Lv8以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
121,"必殺技Lv10以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
122,"必殺技Lv10以上, 素材ID=5:30個, 素材ID=10:20個, 素材ID=15:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
123,"必殺技Lv10以上, 素材ID=5:50個, 素材ID=10:25個, 素材ID=15:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
124,"必殺技Lv10以上, 素材ID=1:50個, 素材ID=6:25個, 素材ID=11:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
125,"素材ID=16:20個, 素材ID=17:10個, 素材ID=18:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
126,素材ID=16:5個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
127,素材ID=16:10個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
128,"素材ID=16:10個, 素材ID=17:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
129,"素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
130,"素材ID=16:50個, 素材ID=17:25個, 素材ID=18:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
131,"素材ID=16:20個, 素材ID=17:15個, 素材ID=18:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
132,"素材ID=16:30個, 素材ID=17:15個, 素材ID=18:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
133,"必殺技Lv2以上, 素材ID=16:10個, 素材ID=17:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
134,"必殺技Lv2以上, 素材ID=16:10個, 素材ID=17:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
135,"必殺技Lv6以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
136,"必殺技Lv6以上, 素材ID=16:10個, 素材ID=17:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
137,"必殺技Lv4以上, 素材ID=16:10個, 素材ID=17:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
138,"必殺技Lv2以上, 素材ID=16:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
139,"必殺技Lv4以上, 素材ID=16:10個, 素材ID=17:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
140,"必殺技Lv4以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
141,"必殺技Lv6以上, 素材ID=16:15個, 素材ID=17:15個, 素材ID=18:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
142,"必殺技Lv8以上, 素材ID=16:15個, 素材ID=17:15個, 素材ID=18:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
143,"必殺技Lv10以上, 素材ID=16:15個, 素材ID=17:15個, 素材ID=18:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
144,"必殺技Lv8以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
145,"必殺技Lv10以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
146,"必殺技Lv10以上, 素材ID=16:30個, 素材ID=17:20個, 素材ID=18:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
147,"必殺技Lv10以上, 素材ID=16:50個, 素材ID=17:25個, 素材ID=18:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
148,"素材ID=16:40個, 素材ID=17:20個, 素材ID=18:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
149,"素材ID=16:250個, 素材ID=17:100個, 素材ID=18:15個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
150,"素材ID=16:50個, 素材ID=17:30個, 素材ID=18:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
151,"必殺技Lv10以上, 素材ID=16:250個, 素材ID=17:100個, 素材ID=18:15個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
152,"必殺技Lv10以上, 素材ID=16:500個, 素材ID=17:250個, 素材ID=18:30個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
153,"必殺技Lv6以上, 素材ID=16:250個, 素材ID=17:100個, 素材ID=18:15個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
154,"必殺技Lv2以上, 素材ID=16:50個, 素材ID=17:30個, 素材ID=18:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
155,"素材ID=16:100個, 素材ID=17:50個, 素材ID=18:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
156,"素材ID=16:75個, 素材ID=17:30個, 素材ID=18:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
157,"必殺技Lv2以上, 素材ID=16:100個, 素材ID=17:50個, 素材ID=18:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
158,"素材ID=19:40個, 素材ID=20:20個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
159,"素材ID=19:100個, 素材ID=20:50個, 素材ID=21:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
160,"素材ID=19:50個, 素材ID=20:25個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
161,"素材ID=19:80個, 素材ID=20:40個, 素材ID=21:4個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
162,"素材ID=19:75個, 素材ID=20:30個, 素材ID=21:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
163,"必殺技Lv6以上, 素材ID=19:250個, 素材ID=20:100個, 素材ID=21:15個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
164,"必殺技Lv2以上, 素材ID=19:50個, 素材ID=20:25個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
165,"必殺技Lv10以上, 素材ID=19:500個, 素材ID=20:250個, 素材ID=21:30個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
166,"必殺技Lv2以上, 素材ID=19:100個, 素材ID=20:50個, 素材ID=21:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
167,"素材ID=19:20個, 素材ID=20:10個, 素材ID=21:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
168,素材ID=19:5個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
169,素材ID=19:10個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
170,"素材ID=19:10個, 素材ID=20:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
171,"素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
172,"素材ID=19:250個, 素材ID=20:100個, 素材ID=21:15個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
173,"素材ID=19:20個, 素材ID=20:15個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
174,"素材ID=19:30個, 素材ID=20:15個, 素材ID=21:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
175,"必殺技Lv2以上, 素材ID=19:10個, 素材ID=20:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
176,"必殺技Lv2以上, 素材ID=19:10個, 素材ID=20:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
177,"必殺技Lv6以上, 素材ID=19:10個, 素材ID=20:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
178,"必殺技Lv4以上, 素材ID=19:10個, 素材ID=20:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
179,"必殺技Lv2以上, 素材ID=19:10個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
180,"必殺技Lv4以上, 素材ID=19:10個, 素材ID=20:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
181,"必殺技Lv6以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
182,"必殺技Lv4以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
183,"必殺技Lv6以上, 素材ID=19:15個, 素材ID=20:15個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
184,"必殺技Lv8以上, 素材ID=19:15個, 素材ID=20:15個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
185,"必殺技Lv10以上, 素材ID=19:15個, 素材ID=20:15個, 素材ID=21:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
186,"必殺技Lv8以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
187,"必殺技Lv10以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
188,"必殺技Lv10以上, 素材ID=19:30個, 素材ID=20:20個, 素材ID=21:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
189,"素材ID=22:20個, 素材ID=23:10個, 素材ID=24:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
190,素材ID=22:5個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
191,"素材ID=22:40個, 素材ID=23:20個, 素材ID=24:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
192,素材ID=22:10個,2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
193,"素材ID=22:10個, 素材ID=23:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
194,"素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
195,"素材ID=22:250個, 素材ID=23:100個, 素材ID=24:15個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
196,"素材ID=22:100個, 素材ID=23:50個, 素材ID=24:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
197,"素材ID=22:80個, 素材ID=23:40個, 素材ID=24:4個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
198,"素材ID=22:20個, 素材ID=23:15個, 素材ID=24:2個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
199,"素材ID=22:30個, 素材ID=23:15個, 素材ID=24:3個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
200,"素材ID=22:75個, 素材ID=23:30個, 素材ID=24:5個",2024-04-30 09:30:47.257855,2024-04-30 09:30:47.257855
201,"必殺技Lv2以上, 素材ID=22:10個, 素材ID=23:5個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
202,"必殺技Lv2以上, 素材ID=22:10個, 素材ID=23:10個",2024-04-30 09:30:47.262567,2024-04-30 09:30:47.262567
