id,param_no,idx,value,created_at,updated_at
290,562,2,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
291,562,3,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
292,562,4,100,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
293,562,5,3,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
294,562,6,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
295,562,7,3014,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
296,562,8,3011,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
297,562,9,3012,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
298,562,10,3013,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
301,571,0,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
302,571,1,3,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
303,571,2,80,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
304,571,3,1,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
307,571,4,1,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
308,572,0,50,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
309,572,1,243,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
310,572,2,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
311,572,3,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
312,572,4,100,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
313,572,5,3,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
314,572,6,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
315,572,7,3018,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
316,572,8,3015,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
317,572,9,3016,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
318,572,10,3017,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
321,2,73,20,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
322,2,74,10,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
323,581,0,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
324,581,1,3,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
325,581,2,80,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
326,581,3,1,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
329,581,4,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
330,582,0,50,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
331,582,1,243,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
332,582,2,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
333,582,3,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
334,582,4,100,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
335,582,5,3,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
336,582,6,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
337,582,7,1904,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
338,582,8,3000,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
339,582,9,3001,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
340,582,10,3002,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
343,591,0,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
344,591,1,3,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
345,591,2,80,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
346,591,3,1,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
349,591,4,2,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
350,592,0,50,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
351,592,1,243,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
352,592,2,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
353,592,3,32,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
354,592,4,100,2024-02-27 09:30:23.003809,2024-02-27 09:30:23.003809
355,592,5,3,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
356,592,6,2,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
357,592,7,1904,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
358,592,8,3000,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
359,592,9,3001,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
360,592,10,3002,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
363,2006,0,50,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
364,2006,1,3,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
365,601,0,2,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
366,601,1,3,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
367,601,2,80,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
368,601,3,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
371,601,4,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
372,602,0,50,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
373,602,1,243,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
374,602,2,32,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
375,602,3,32,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
376,602,4,100,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
377,602,5,3,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
378,602,6,2,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
379,602,7,3020,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
380,602,8,3021,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
381,602,9,3022,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
382,602,10,3002,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
385,101,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
386,111,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
387,121,5,2,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
388,501,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
389,511,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
390,521,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
391,531,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
392,541,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
393,551,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
394,561,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
395,571,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
396,581,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
397,591,5,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
398,601,5,2,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
399,1001,5,3,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
400,605,0,2,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
401,605,1,3,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
402,605,2,80,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
403,605,3,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
406,605,4,1,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
407,605,5,4,2024-02-27 09:30:23.010643,2024-02-27 09:30:23.010643
