id,area_id,name,prev_quest_id,any_clear_bonus_stones,all_clear_bonus_stones,visit_count_max,interval_reset_visited_days,can_ignore_difficulty_order,limitation_announcement_master_id,boostable,start_at,enable_sugoroku_auto,enable_battle_auto,created_at,updated_at
6005,6,Android #18's Super Power,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
6006,6,Enter Android #17!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
6007,6,Unending Energy of Terror,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
6008,6,Nightmare Team Assault,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
6009,6,Cell Approaches,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
6010,6,Cell's Ambition,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7001,7,Find Goku! Part 1,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7002,7,Find Goku! Part 2,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7003,7,Find Goku! Part 3,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7004,7,Find Goku! Part 4,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7005,7,Enter Goku!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7006,7,Saiyan Attack,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7007,7,Let the Games Begin,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7008,7,Elite Warrior,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7009,7,Saiyan Tagteam,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
7010,7,Saiyan's Pride,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8001,8,Offense and Defense Part 1,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8002,8,Offense and Defense Part 2,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8003,8,Offense and Defense Part 3,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8004,8,Offense and Defense Part 4,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8005,8,Offense and Defense Part 5,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8006,8,Offense and Defense Part 6,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8007,8,Offense and Defense Part 7,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8008,8,Captain Ginyu Arrives!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8009,8,Raging Battle,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
8010,8,Galactic Overlord Frieza,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
9001,9,Ultimate Saiyan,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
9002,9,Super Saiyan Showdown!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
9003,9,Resolution,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10001,10,To the Lab,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10002,10,Red Ribbon's Return 1,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10003,10,Red Ribbon's Return 2,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10004,10,Red Ribbon's Return 3,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10005,10,Dr. Gero's Ambition,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10006,10,Ace in the Hole,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10007,10,Unexpected Savior,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
10008,10,Conflicting Motives,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11001,11,Find Goku! Part 5,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11002,11,Find Goku! Part 6,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11003,11,The Wayward Champion,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11004,11,The Wayward Invader,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11005,11,Battle-Smart Brawler 1,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11006,11,Battle-Smart Brawler 2,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11007,11,Battle-Smart Brawler 3,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
11008,11,Best Team There Is,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12001,12,Return of the Elites!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12002,12,Battle-Smart Brawler 4,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12003,12,Battle-Smart Brawler 5,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12004,12,Telekinetic Rampage,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12005,12,Exquisite Team-Up,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12006,12,Explosive Power,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12007,12,Intellect and Speed,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
12008,12,Enter the Savior?!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
13001,13,A Peculiar Goku,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
13002,13,Uninvited Enemies,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
13003,13,Unwanted Battle,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
13004,13,Ginyu's Big Mistake,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
13005,13,Dr. Gero's Counterattack,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.824069,2024-04-30 09:29:08.824069
13006,13,Plundered Energy,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
13007,13,Bloodcurdling Message,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
13008,13,Missing Target,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14001,14,In Pursuit of Dr. Gero!,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14002,14,Destiny Repeated,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14003,14,Ultimate Weapon Unleashed,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14004,14,Intense Onslaught,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14005,14,Martial Warrior's Offense,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14006,14,Aggressive Circuitry,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14007,14,All Guns Blazing,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
14008,14,Nightmarish Android,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
15001,15,Extraordinary Evil,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
15002,15,Lost Warrior,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
15003,15,The Challengers,,1.0,,,,1,,1,2015-09-27 08:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16001,16,Reunion with Krillin,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16002,16,Saiyan Trio,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16003,16,Saiyan Tag Team Returns!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16004,16,Turles the New Saiyan,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16005,16,Ginyu's Trespass!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16006,16,Reunion with Goku?,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16007,16,Showdown! New Ginyu Force?!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
16008,16,Ending of the Body Exchange,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17001,17,Frieza's Army Attacks!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17002,17,Breaking the Siege,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17003,17,Zarbon's Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17004,17,The Elite Force's True Power,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17005,17,Imperial Power,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17006,17,Deepening Destiny,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17007,17,Frieza's Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
17008,17,Frieza's Second Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18001,18,Cooler's Armored Squad,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18002,18,Commander's Will,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18003,18,Sovereign of the Warrior Race,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18004,18,Frieza's Final Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18005,18,A Surprising End,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18006,18,"Master of the Demon Realm, Part 1",,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18007,18,"Master of the Demon Realm, Part 2",,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
18008,18,"Master of the Demon Realm, Part 3",,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19001,19,The Forgotten Champion,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19002,19,The Recruited Warrior,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19003,19,An Unseen Enemy Part 1,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19004,19,An Unseen Enemy Part 2,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19005,19,An Unseen Enemy Part 3,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19006,19,An Unseen Enemy Part 4,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19007,19,An Unseen Enemy Part 5,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
19008,19,The Mysterious Duo,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20001,20,Nothing Ventured...,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20002,20,Subjugated by Ambition,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20003,20,The First Assassin,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20004,20,The Second Assassin,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20005,20,Lord of the Demon Realm,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20006,20,Countdown,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20007,20,Resurrection,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
20008,20,The Angry Majin,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
21001,21,After Awakening,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
21002,21,A Mysterious Saiyan,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
21003,21,Probe,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22001,22,The Nightmare Begins,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22002,22,Turles Returns!,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22003,22,Destroyer of the Universe - 1,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22004,22,Destroyer of the Universe - 2,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22005,22,Destroyer of the Universe - 3,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22006,22,Destroyer of the Universe - 4,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22007,22,Indomitable Human Spirit,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
22008,22,Accelerating Danger,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23001,23,A Cruel Twist of Fate,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23002,23,Decisions,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23003,23,Cell and Vegeta,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23004,23,Contact,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23005,23,Evolution,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23006,23,Have the Tables Turned?!,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23007,23,Cell's Predicament,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
23008,23,Fighting Runs in the Family,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
24001,24,A Bad Feeling About This,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
24002,24,One Big Chance,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
24003,24,Promises,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
24004,24,Tenacious Scientist,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,2024-04-30 09:29:08.846307,2024-04-30 09:29:08.846307
