id,budokai_motivation_id,type,description,conditions,created_at,updated_at
2509,2509,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2510,2510,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2511,2511,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2512,2512,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2604,2604,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2605,2605,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2606,2606,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2607,2607,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2608,2608,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2609,2609,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2610,2610,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2611,2611,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2612,2612,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2704,2704,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2705,2705,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.221996,2024-05-17 11:40:56.221996
2706,2706,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2707,2707,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2708,2708,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2709,2709,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2710,2710,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2711,2711,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2712,2712,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2804,2804,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2805,2805,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2806,2806,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2807,2807,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2808,2808,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2809,2809,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2810,2810,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2811,2811,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2812,2812,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2904,2904,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2905,2905,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2906,2906,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2907,2907,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2908,2908,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2909,2909,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2910,2910,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2911,2911,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
2912,2912,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3004,3004,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3005,3005,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3006,3006,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3007,3007,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3008,3008,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3009,3009,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3010,3010,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3011,3011,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3012,3012,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3104,3104,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3105,3105,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3106,3106,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3107,3107,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3108,3108,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3109,3109,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3110,3110,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3111,3111,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3112,3112,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3204,3204,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3205,3205,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3206,3206,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3207,3207,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3208,3208,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3209,3209,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3210,3210,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 7 Wins,"{""title_num"":7}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3211,3211,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 8 Wins,"{""title_num"":8}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3212,3212,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 9 Wins,"{""title_num"":9}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3304,3304,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 1 Win,"{""title_num"":1}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3305,3305,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 2 Wins,"{""title_num"":2}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3306,3306,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 3 Wins,"{""title_num"":3}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3307,3307,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 4 Wins,"{""title_num"":4}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3308,3308,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 5 Wins,"{""title_num"":5}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
3309,3309,BudokaiMotivationUnlockCondition::TitleCondition,Unlocked with 6 Wins,"{""title_num"":6}",2024-05-17 11:40:56.232380,2024-05-17 11:40:56.232380
