id,link_skill_id,skill_lv,description,created_at,updated_at
301,3,1,DEF +20%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
302,3,2,DEF +21%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
303,3,3,DEF +22%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
304,3,4,DEF +23%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
305,3,5,DEF +25%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
306,3,6,DEF +26%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
307,3,7,DEF +27%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
308,3,8,DEF +28%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
309,3,9,DEF +29%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
310,3,10,DEF +30%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
401,4,1,ATK +10%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
402,4,2,ATK +10.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
403,4,3,ATK +11%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
404,4,4,ATK +11.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
405,4,5,ATK +12.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
406,4,6,ATK +13%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
407,4,7,ATK +13.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
408,4,8,ATK +14%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
409,4,9,ATK +14.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
410,4,10,ATK +15%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
501,5,1,ATK +15%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
502,5,2,ATK +15.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
503,5,3,ATK +16%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
504,5,4,ATK +16.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
505,5,5,ATK +17.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
506,5,6,ATK +18%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
507,5,7,ATK +18.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
508,5,8,ATK +19%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
509,5,9,ATK +19.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
510,5,10,ATK +20%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
601,6,1,Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
602,6,2,Ki +1 and ATK & DEF +1%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
603,6,3,Ki +1 and ATK & DEF +2%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
604,6,4,Ki +1 and ATK & DEF +3%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
605,6,5,Ki +1 and ATK & DEF +5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
606,6,6,Ki +1 and ATK & DEF +6%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
607,6,7,Ki +1 and ATK & DEF +7%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
608,6,8,Ki +1 and ATK & DEF +8%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
609,6,9,Ki +1 and ATK & DEF +9%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
610,6,10,Ki +2 and ATK & DEF +10%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
701,7,1,ATK +20%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
702,7,2,ATK +20% and DEF +1%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
703,7,3,ATK +20% and DEF +2%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
704,7,4,ATK +20% and DEF +3%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
705,7,5,ATK +20% and DEF +5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
706,7,6,ATK +20% and DEF +6%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
707,7,7,ATK +20% and DEF +7%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
708,7,8,ATK +20% and DEF +8%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
709,7,9,ATK +20% and DEF +9%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
710,7,10,ATK +20% and DEF +10%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
801,8,1,ATK & DEF +10%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
802,8,2,ATK & DEF +10.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
803,8,3,ATK & DEF +11%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
804,8,4,ATK & DEF +11.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
805,8,5,ATK & DEF +12.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
806,8,6,ATK & DEF +13%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
807,8,7,ATK & DEF +13.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
808,8,8,ATK & DEF +14%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
809,8,9,ATK & DEF +14.5%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
810,8,10,ATK & DEF +15%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
901,9,1,All enemies' DEF -5% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
902,9,2,All enemies' DEF -5.5% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
903,9,3,All enemies' DEF -6% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
904,9,4,All enemies' DEF -6.5% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
905,9,5,All enemies' DEF -7.5% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
906,9,6,All enemies' DEF -8% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
907,9,7,All enemies' DEF -8.5% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
908,9,8,All enemies' DEF -9% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
909,9,9,All enemies' DEF -9.5% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
910,9,10,All enemies' DEF -10% and Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1001,10,1,Ki +1,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1002,10,2,Ki +1 and DEF +2%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1003,10,3,Ki +1 and DEF +4%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1004,10,4,Ki +1 and DEF +6%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1005,10,5,Ki +1 and DEF +10%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1006,10,6,Ki +1 and DEF +12%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1007,10,7,Ki +1 and DEF +14%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1008,10,8,Ki +1 and DEF +16%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1009,10,9,Ki +1 and DEF +18%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1010,10,10,Ki +2 and DEF +20%,2024-04-30 09:29:10.822384,2024-04-30 09:29:10.822384
1101,11,1,Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1102,11,2,All enemies' DEF -2% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1103,11,3,All enemies' DEF -4% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1104,11,4,All enemies' DEF -6% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1105,11,5,All enemies' DEF -10% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1106,11,6,All enemies' DEF -12% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1107,11,7,All enemies' DEF -14% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1108,11,8,All enemies' DEF -16% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1109,11,9,All enemies' DEF -18% and Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1110,11,10,All enemies' DEF -20% and Ki +2,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1201,12,1,Ki +1 when HP is 30% or less,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1202,12,2,"Ki +1 and chance of evading enemy's attack 
(including Super Attack) +1% when HP is 35% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1203,12,3,"Ki +1 and chance of evading enemy's attack 
(including Super Attack) +2% when HP is 40% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1204,12,4,"Ki +1 and chance of evading enemy's attack 
(including Super Attack) +3% when HP is 45% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1205,12,5,"Ki +2 and chance of evading enemy's attack 
(including Super Attack) +5% when HP is 50% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1206,12,6,"Ki +2 and chance of evading enemy's attack 
(including Super Attack) +6% when HP is 50% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1207,12,7,"Ki +2 and chance of evading enemy's attack 
(including Super Attack) +7% when HP is 50% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1208,12,8,"Ki +2 and chance of evading enemy's attack 
(including Super Attack) +8% when HP is 50% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1209,12,9,"Ki +2 and chance of evading enemy's attack 
(including Super Attack) +9% when HP is 50% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1210,12,10,"Ki +2 and chance of evading enemy's attack 
(including Super Attack) +10% when HP is 50% or less",2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1301,13,1,All enemies' DEF -10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1302,13,2,All enemies' DEF -11%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1303,13,3,All enemies' DEF -12%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1304,13,4,All enemies' DEF -13%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1305,13,5,All enemies' DEF -15%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1306,13,6,All enemies' DEF -16%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1307,13,7,All enemies' DEF -17%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1308,13,8,All enemies' DEF -18%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1309,13,9,All enemies' DEF -19%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1310,13,10,All enemies' DEF -20%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1401,14,1,ATK +10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1402,14,2,ATK +10% and DEF +1%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1403,14,3,ATK +10% and DEF +2%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1404,14,4,ATK +10% and DEF +3%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1405,14,5,ATK +10% and DEF +5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1406,14,6,ATK +10% and DEF +6%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1407,14,7,ATK +10% and DEF +7%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1408,14,8,ATK +10% and DEF +8%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1409,14,9,ATK +10% and DEF +9%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1410,14,10,ATK & DEF +10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1501,15,1,DEF +20%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1502,15,2,DEF +20.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1503,15,3,DEF +21%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1504,15,4,DEF +21.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1505,15,5,DEF +22.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1506,15,6,DEF +23%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1507,15,7,DEF +23.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1508,15,8,DEF +24%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1509,15,9,DEF +24.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1510,15,10,DEF +25%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1601,16,1,Ki +1,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1602,16,2,Ki +1 and ATK +1%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1603,16,3,Ki +1 and ATK +2%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1604,16,4,Ki +1 and ATK +3%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1605,16,5,Ki +1 and ATK +5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1606,16,6,Ki +1 and ATK +6%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1607,16,7,Ki +1 and ATK +7%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1608,16,8,Ki +1 and ATK +8%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1609,16,9,Ki +1 and ATK +9%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1610,16,10,Ki +2 and ATK +10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1701,17,1,Ki +2,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1702,17,2,Ki +2 and DEF +1%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1703,17,3,Ki +2 and DEF +2%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1704,17,4,Ki +2 and DEF +3%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1705,17,5,Ki +2 and DEF +5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1706,17,6,Ki +2 and DEF +6%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1707,17,7,Ki +2 and DEF +7%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1708,17,8,Ki +2 and DEF +8%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1709,17,9,Ki +2 and DEF +9%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1710,17,10,Ki +2 and DEF +10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1801,18,1,ATK +10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1802,18,2,ATK +10.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1803,18,3,ATK +11%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1804,18,4,ATK +11.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1805,18,5,ATK +12.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1806,18,6,ATK +13%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1807,18,7,ATK +13.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1808,18,8,ATK +14%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1809,18,9,ATK +14.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1810,18,10,ATK +15%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1901,19,1,ATK +5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1902,19,2,ATK +5.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1903,19,3,ATK +6%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1904,19,4,ATK +6.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1905,19,5,ATK +7.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1906,19,6,ATK +8%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1907,19,7,ATK +8.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1908,19,8,ATK +9%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1909,19,9,ATK +9.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
1910,19,10,ATK +10%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2001,20,1,ATK +15%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2002,20,2,ATK +15.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2003,20,3,ATK +16%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2004,20,4,ATK +16.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2005,20,5,ATK +17.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2006,20,6,ATK +18%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2007,20,7,ATK +18.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2008,20,8,ATK +19%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2009,20,9,ATK +19.5%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2010,20,10,ATK +20%,2024-04-30 09:29:10.828133,2024-04-30 09:29:10.828133
2101,21,1,ATK +20%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2102,21,2,ATK +20% and DEF +2%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2103,21,3,ATK +20% and DEF +4%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2104,21,4,ATK +20% and DEF +6%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2105,21,5,ATK +20% and DEF +10%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2106,21,6,ATK +20% and DEF +12%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2107,21,7,ATK +20% and DEF +14%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2108,21,8,ATK +20% and DEF +16%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2109,21,9,ATK +20% and DEF +18%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2110,21,10,ATK & DEF +20%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2201,22,1,ATK +5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2202,22,2,ATK +5.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2203,22,3,ATK +6%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2204,22,4,ATK +6.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2205,22,5,ATK +7.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2206,22,6,ATK +8%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2207,22,7,ATK +8.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2208,22,8,ATK +9%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2209,22,9,ATK +9.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2210,22,10,ATK +10%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2301,23,1,DEF +15%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2302,23,2,DEF +15.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2303,23,3,DEF +16%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2304,23,4,DEF +16.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2305,23,5,DEF +17.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2306,23,6,DEF +18%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2307,23,7,DEF +18.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2308,23,8,DEF +19%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2309,23,9,DEF +19.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2310,23,10,DEF +20%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2401,24,1,Ki +1,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2402,24,2,"Ki +1 and chance of 
performing a critical hit +0.5%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2403,24,3,"Ki +1 and chance of 
performing a critical hit +1%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2404,24,4,"Ki +1 and chance of 
performing a critical hit +1.5%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2405,24,5,"Ki +1 and chance of 
performing a critical hit +2.5%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2406,24,6,"Ki +1 and chance of 
performing a critical hit +3%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2407,24,7,"Ki +1 and chance of 
performing a critical hit +3.5%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2408,24,8,"Ki +1 and chance of 
performing a critical hit +4%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2409,24,9,"Ki +1 and chance of 
performing a critical hit +4.5%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2410,24,10,"Ki +2 and chance of 
performing a critical hit +5%",2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2501,25,1,ATK +15%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2502,25,2,ATK +15.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2503,25,3,ATK +16%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2504,25,4,ATK +16.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2505,25,5,ATK +17.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2506,25,6,ATK +18%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2507,25,7,ATK +18.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2508,25,8,ATK +19%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2509,25,9,ATK +19.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2510,25,10,ATK +20%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2601,26,1,ATK +10%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2602,26,2,ATK +10.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2603,26,3,ATK +11%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2604,26,4,ATK +11.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2605,26,5,ATK +12.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2606,26,6,ATK +13%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2607,26,7,ATK +13.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2608,26,8,ATK +14%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2609,26,9,ATK +14.5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2610,26,10,ATK +15%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2701,27,1,Ki +1,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2702,27,2,Ki +1 and DEF +1%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2703,27,3,Ki +1 and DEF +2%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2704,27,4,Ki +1 and DEF +3%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2705,27,5,Ki +1 and DEF +5%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2706,27,6,Ki +1 and DEF +6%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2707,27,7,Ki +1 and DEF +7%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2708,27,8,Ki +1 and DEF +8%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2709,27,9,Ki +1 and DEF +9%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
2710,27,10,Ki +2 and DEF +10%,2024-04-30 09:29:10.833734,2024-04-30 09:29:10.833734
