id,enemy_skill_id,link_skill_id,created_at,updated_at
108002,108014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
108003,108017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
109001,109001,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
109002,109008,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
109003,109014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
109004,109017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
110000,1100,1001,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
111000,1110,1001,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
111001,111001,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
111002,111008,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
111003,111014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
111004,111017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
113001,113001,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
113002,113008,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
113003,113014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
113004,113017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
118001,118001,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
118002,118008,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
118003,118014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
118004,118017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
120000,1200,19,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
121000,1210,30,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
122000,1220,42,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
124000,1240,34,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
124001,124001,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
124002,124008,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
124003,124014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
124004,124017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
126000,1260,52,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
127000,1270,52,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
128001,128001,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
128002,128008,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
128003,128014,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
128004,128017,125,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
130000,1300,66,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
131000,1310,66,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
132000,1320,66,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
133000,1330,66,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
140000,1400,40,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
141000,1410,40,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
142000,1420,40,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
143000,1430,40,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
160000,1600,79,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
161000,1610,79,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
162000,1620,79,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
163000,1630,79,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
164000,1640,79,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
170000,1700,127,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
171000,1710,127,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
172000,1720,127,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
173000,1730,127,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
174000,1740,127,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
180000,1800,115,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
181000,1810,115,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
182000,1820,115,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
183000,1830,115,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
230000,2300,1003,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
232000,2320,1003,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
233000,2330,1003,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
234000,2340,1003,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
235000,2350,1003,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
240000,2400,29,2024-02-27 09:32:26.595025,2024-02-27 09:32:26.595025
254000,2540,50,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
273000,2720,116,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
274000,2730,116,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
275000,2740,116,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
276000,2750,116,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
290000,2900,95,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
291000,2910,95,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
292000,2920,95,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
293000,2930,95,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
314000,3130,1004,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
315000,3140,1004,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
328000,3280,109,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
329000,3290,109,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
350000,3500,59,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
351000,3510,59,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
352000,3520,59,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
353000,3530,59,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
430000,4300,79,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
431000,4310,79,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
432000,4320,79,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
433000,4330,79,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
434000,4340,79,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
511000,5110,103,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
580000,5800,115,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
581000,5810,115,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
582000,5820,115,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
583000,5830,115,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
590000,5900,127,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
591000,5910,127,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
592000,5920,127,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
593000,5930,127,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
640000,6400,66,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
641000,6410,66,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
642000,6420,66,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
643000,6430,66,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
644000,6440,66,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
650000,6500,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
651000,6510,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
652000,6520,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
653000,6530,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
654000,6540,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
658000,6580,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
724000,7240,1001,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000007,1000596,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000008,1000597,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000009,1000598,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000010,1000599,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000011,1000677,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000012,1000678,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000013,1000754,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000016,1000858,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000017,1000859,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000019,1000861,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000020,1000907,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000021,1000908,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000022,1000993,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000027,1001032,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000028,1001033,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000029,1001034,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1000030,1001035,125,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1006000,10060,103,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1115000,11150,1004,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1159000,11590,103,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1160000,11600,103,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1373000,13730,79,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1434000,14340,1000,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1435000,14350,1000,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
1793000,17930,1003,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
3064000,30640,40,2024-02-27 09:32:26.600902,2024-02-27 09:32:26.600902
