id,escalation_type,level,escalation_value,created_at,updated_at
192,45,30,1250,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
193,45,31,1300,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
194,46,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
195,46,17,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
196,46,18,115,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
197,46,25,115,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
198,46,26,125,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
199,46,30,125,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
200,50,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
201,50,7,183,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
202,50,15,294,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
203,50,18,350,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
204,50,28,389,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
205,50,30,421,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
206,50,31,424,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
207,51,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
208,51,2,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
209,51,28,156,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
210,51,30,164,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
211,51,31,166,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
212,52,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
213,52,3,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
214,52,28,1444,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
215,52,30,1444,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
216,52,31,1489,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
217,53,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
218,53,17,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
219,53,18,115,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
220,53,25,115,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
221,53,26,125,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
222,53,30,125,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
223,57,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
224,57,20,367,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
225,57,21,433,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
226,57,30,600,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
227,57,31,603,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
228,58,1,100,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
229,58,20,135,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
230,58,21,176,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
231,58,30,203,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
232,58,31,205,2024-02-27 09:33:19.752101,2024-02-27 09:33:19.752101
233,59,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
234,59,20,3000,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
235,59,21,6000,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
236,59,30,8100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
237,59,31,8300,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
238,60,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
239,60,15,110,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
240,60,21,125,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
241,64,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
242,64,7,225,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
243,64,15,292,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
244,64,18,375,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
245,64,30,433,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
246,64,31,442,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
247,65,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
248,65,2,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
249,65,30,137,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
250,65,31,140,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
251,66,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
252,66,3,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
253,66,30,1000,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
254,66,31,1100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
255,67,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
256,67,17,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
257,67,18,110,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
258,67,25,110,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
259,67,26,120,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
260,67,30,120,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
261,60,14,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
262,60,20,110,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
263,60,30,125,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
310,78,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
311,78,10,129,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
312,78,11,157,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
313,78,20,186,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
314,78,21,214,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
315,78,30,243,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
316,78,31,286,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
317,78,40,357,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
318,78,41,429,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
319,78,50,571,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
320,78,100,643,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
321,78,999,786,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
322,79,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
323,79,10,116,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
324,79,11,120,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
325,79,20,136,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
326,79,21,140,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
327,79,30,156,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
328,79,31,160,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
329,79,40,176,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
330,79,41,180,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
331,79,50,200,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
332,79,100,232,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
333,79,999,264,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
334,80,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
335,80,10,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
336,80,11,200,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
337,80,20,400,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
338,80,21,600,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
339,80,30,800,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
340,80,31,1000,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
341,80,40,1200,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
342,80,41,1400,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
343,80,50,1600,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
344,80,100,1800,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
345,80,999,2200,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
346,81,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
347,81,10,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
348,81,11,105,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
349,81,20,105,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
350,81,21,110,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
351,81,30,110,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
352,81,31,115,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
353,81,40,115,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
354,81,41,120,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
355,81,999,120,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
356,85,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
357,85,7,179,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
358,85,15,284,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
359,85,18,337,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
360,85,28,384,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
361,85,30,408,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
362,85,31,411,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
363,86,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
364,86,2,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
365,86,28,156,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
366,86,30,163,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
367,86,31,165,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
368,87,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
369,87,3,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
370,87,28,1222,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
371,87,30,1222,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
372,87,31,1267,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
373,88,1,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
374,88,17,100,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
375,88,18,115,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
376,88,25,115,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
377,88,26,125,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
378,88,30,125,2024-02-27 09:33:19.759396,2024-02-27 09:33:19.759396
379,92,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
380,92,7,188,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
381,92,15,306,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
382,92,18,365,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
383,92,28,418,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
384,92,30,447,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
385,92,31,450,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
386,93,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
387,93,2,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
388,93,28,158,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
389,93,30,165,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
390,93,31,167,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
391,94,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
392,94,3,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
393,94,28,1333,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
394,94,30,1333,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
395,94,31,1378,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
396,95,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
397,95,17,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
398,95,18,115,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
399,95,25,115,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
400,95,26,125,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
401,95,30,125,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
402,99,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
403,99,7,188,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
404,99,15,306,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
405,99,18,365,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
406,99,28,406,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
407,99,30,438,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
408,99,31,441,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
409,100,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
410,100,2,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
411,100,28,154,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
412,100,30,160,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
413,100,31,162,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
414,101,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
415,101,3,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
416,101,28,1340,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
417,101,30,1340,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
418,101,31,1380,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
419,102,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
420,102,17,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
421,102,18,115,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
422,102,25,115,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
423,102,26,125,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
424,102,30,125,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
425,106,1,100,2024-02-27 09:33:19.767044,2024-02-27 09:33:19.767044
