id,z_battle_stage_id,level,z_battle_first_reward_set_id,main_reward_id,created_at,updated_at
136,3,74,136,320,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
137,3,75,137,321,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
138,3,76,138,322,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
139,3,77,139,352,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
140,3,78,140,353,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
141,4,1,141,355,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
142,4,2,142,359,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
143,4,3,143,362,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
144,4,4,144,365,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
145,4,5,145,369,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
146,4,6,146,371,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
147,4,7,147,375,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
148,4,8,148,378,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
149,4,9,149,381,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
150,4,10,150,387,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
151,4,11,151,389,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
152,4,12,152,393,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
153,4,13,153,396,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
154,4,14,154,399,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
155,4,15,155,403,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
156,4,16,156,406,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
157,4,17,157,409,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
158,4,18,158,412,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
159,4,19,159,415,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
160,4,20,160,421,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
161,4,21,161,423,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
162,4,22,162,427,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
163,4,23,163,430,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
164,4,24,164,433,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
165,4,25,165,437,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
166,4,26,166,439,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
167,4,27,167,443,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
168,4,28,168,446,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
169,4,29,169,449,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
170,4,30,170,455,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
171,4,31,171,456,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
203,5,1,203,623,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
204,5,2,204,629,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
205,5,3,205,634,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
206,5,4,206,639,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
207,5,5,207,645,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
208,5,6,208,650,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
209,5,7,209,655,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
210,5,8,210,660,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
211,5,9,211,665,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
212,5,10,212,673,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
213,5,11,213,676,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
214,5,12,214,683,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
215,5,13,215,688,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
216,5,14,216,693,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
217,5,15,217,699,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
218,5,16,218,704,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
219,5,17,219,709,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
220,5,18,220,714,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
221,5,19,221,719,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
222,5,20,222,727,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
223,5,21,223,729,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
224,5,22,224,737,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
225,5,23,225,742,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
226,5,24,226,747,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
227,5,25,227,753,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
228,5,26,228,755,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
229,5,27,229,763,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
230,5,28,230,768,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
231,5,29,231,773,2024-02-27 09:33:20.025000,2024-02-27 09:33:20.025000
232,5,30,232,781,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
233,5,31,233,782,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
234,6,1,234,784,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
235,6,2,235,788,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
236,6,3,236,791,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
237,6,4,237,794,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
238,6,5,238,798,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
239,6,6,239,800,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
240,6,7,240,804,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
241,6,8,241,807,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
242,6,9,242,810,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
243,6,10,243,816,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
244,6,11,244,818,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
245,6,12,245,822,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
246,6,13,246,825,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
247,6,14,247,828,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
248,6,15,248,832,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
249,6,16,249,835,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
250,6,17,250,838,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
251,6,18,251,841,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
252,6,19,252,844,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
253,6,20,253,850,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
254,6,21,254,852,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
255,6,22,255,856,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
256,6,23,256,859,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
257,6,24,257,862,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
258,6,25,258,866,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
259,6,26,259,868,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
260,6,27,260,872,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
261,6,28,261,875,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
262,6,29,262,878,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
263,6,30,263,884,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
264,6,31,264,885,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
265,7,1,265,887,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
266,7,2,266,891,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
267,7,3,267,894,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
268,7,4,268,897,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
269,7,5,269,901,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
270,7,6,270,903,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
271,7,7,271,907,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
272,7,8,272,910,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
273,7,9,273,913,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
274,7,10,274,919,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
275,7,11,275,921,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
276,7,12,276,925,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
277,7,13,277,928,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
278,7,14,278,931,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
279,7,15,279,935,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
280,7,16,280,938,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
281,7,17,281,941,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
282,7,18,282,944,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
283,7,19,283,947,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
284,7,20,284,953,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
285,7,21,285,955,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
286,7,22,286,959,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
287,7,23,287,962,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
288,7,24,288,965,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
289,7,25,289,969,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
290,7,26,290,971,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
291,7,27,291,975,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
292,7,28,292,978,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
293,7,29,293,981,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
294,7,30,294,987,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
295,7,31,295,988,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
296,8,1,296,990,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
297,8,31,297,1005,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
298,9,1,298,1007,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
299,9,2,299,1011,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
300,9,3,300,1014,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
301,9,4,301,1017,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
302,9,5,302,1021,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
303,9,6,303,1023,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
304,9,7,304,1027,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
305,9,8,305,1030,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
306,9,9,306,1033,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
307,9,10,307,1037,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
308,9,11,308,1039,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
309,9,12,309,1043,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
310,9,13,310,1046,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
311,9,14,311,1049,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
312,9,15,312,1053,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
313,9,16,313,1056,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
314,9,17,314,1059,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
315,9,18,315,1062,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
316,9,19,316,1065,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
317,9,20,317,1069,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
318,9,21,318,1071,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
319,9,22,319,1075,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
320,9,23,320,1078,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
321,9,24,321,1081,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
322,9,25,322,1085,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
323,9,26,323,1087,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
324,9,27,324,1091,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
325,9,28,325,1094,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
326,9,29,326,1097,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
327,9,30,327,1101,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
328,9,31,328,1106,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
334,10,1,334,1128,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
335,10,21,335,1133,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
336,10,41,336,1138,2024-02-27 09:33:20.031968,2024-02-27 09:33:20.031968
337,10,51,337,1143,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
338,10,101,338,1144,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
339,11,1,339,1150,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
340,11,2,340,1154,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
341,11,3,341,1157,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
342,11,4,342,1160,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
343,11,5,343,1164,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
344,11,6,344,1167,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
345,11,7,345,1170,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
346,11,8,346,1173,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
347,11,9,347,1176,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
348,11,10,348,1182,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
349,11,11,349,1184,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
350,11,12,350,1188,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
351,11,13,351,1191,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
352,11,14,352,1194,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
353,11,15,353,1198,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
354,11,16,354,1201,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
355,11,17,355,1204,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
356,11,18,356,1207,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
357,11,19,357,1210,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
358,11,20,358,1216,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
359,11,21,359,1218,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
360,11,22,360,1222,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
361,11,23,361,1225,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
362,11,24,362,1228,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
363,11,25,363,1232,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
364,11,26,364,1234,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
365,11,27,365,1238,2024-02-27 09:33:20.038973,2024-02-27 09:33:20.038973
