id,type,mission_id,wday,wday_start_at,wday_hours_to_end,dot_character_point,created_at,updated_at
153,MissionPeriod::DailyMissionPeriod,1047,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
154,MissionPeriod::DailyMissionPeriod,1048,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
207,MissionPeriod::DailyMissionPeriod,10161,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
208,MissionPeriod::DailyMissionPeriod,10162,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
209,MissionPeriod::DailyMissionPeriod,10163,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
210,MissionPeriod::DailyMissionPeriod,10164,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
228,MissionPeriod::DailyMissionPeriod,10382,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
272,MissionPeriod::DailyMissionPeriod,10860,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
273,MissionPeriod::DailyMissionPeriod,10861,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
274,MissionPeriod::DailyMissionPeriod,10862,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
275,MissionPeriod::DailyMissionPeriod,10863,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
276,MissionPeriod::DailyMissionPeriod,10864,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
277,MissionPeriod::DailyMissionPeriod,10869,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
278,MissionPeriod::DailyMissionPeriod,10887,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
279,MissionPeriod::DailyMissionPeriod,10888,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
280,MissionPeriod::DailyMissionPeriod,10889,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
281,MissionPeriod::DailyMissionPeriod,10890,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
282,MissionPeriod::DailyMissionPeriod,10891,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
295,MissionPeriod::DailyMissionPeriod,10941,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
296,MissionPeriod::DailyMissionPeriod,10942,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
297,MissionPeriod::DailyMissionPeriod,10943,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
298,MissionPeriod::DailyMissionPeriod,10944,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
299,MissionPeriod::DailyMissionPeriod,10945,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
300,MissionPeriod::DailyMissionPeriod,10946,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
301,MissionPeriod::DailyMissionPeriod,10947,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
302,MissionPeriod::DailyMissionPeriod,10948,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
303,MissionPeriod::DailyMissionPeriod,10949,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
304,MissionPeriod::DailyMissionPeriod,10950,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
305,MissionPeriod::DailyMissionPeriod,10951,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
306,MissionPeriod::DailyMissionPeriod,10952,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
307,MissionPeriod::DailyMissionPeriod,10953,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
308,MissionPeriod::DailyMissionPeriod,10954,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
309,MissionPeriod::DailyMissionPeriod,11125,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
310,MissionPeriod::DailyMissionPeriod,11126,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
311,MissionPeriod::DailyMissionPeriod,11127,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
312,MissionPeriod::DailyMissionPeriod,11128,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
313,MissionPeriod::DailyMissionPeriod,11129,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
909,MissionPeriod::DailyMissionPeriod,11370,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
910,MissionPeriod::DailyMissionPeriod,11371,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
911,MissionPeriod::DailyMissionPeriod,11372,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
912,MissionPeriod::DailyMissionPeriod,11373,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
913,MissionPeriod::DailyMissionPeriod,11374,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
973,MissionPeriod::DailyMissionPeriod,11554,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
974,MissionPeriod::DailyMissionPeriod,11555,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
975,MissionPeriod::DailyMissionPeriod,11556,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
976,MissionPeriod::DailyMissionPeriod,11557,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
977,MissionPeriod::DailyMissionPeriod,11558,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
984,MissionPeriod::DailyMissionPeriod,11661,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
985,MissionPeriod::DailyMissionPeriod,11662,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
986,MissionPeriod::DailyMissionPeriod,11663,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
987,MissionPeriod::DailyMissionPeriod,11664,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
988,MissionPeriod::DailyMissionPeriod,11665,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
989,MissionPeriod::DailyMissionPeriod,11666,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
990,MissionPeriod::DailyMissionPeriod,11667,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
991,MissionPeriod::DailyMissionPeriod,11668,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
992,MissionPeriod::DailyMissionPeriod,11669,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
993,MissionPeriod::DailyMissionPeriod,11670,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
994,MissionPeriod::DailyMissionPeriod,11671,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
995,MissionPeriod::DailyMissionPeriod,11672,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
996,MissionPeriod::DailyMissionPeriod,11673,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
997,MissionPeriod::DailyMissionPeriod,11674,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
998,MissionPeriod::DailyMissionPeriod,11675,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
999,MissionPeriod::DailyMissionPeriod,11794,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1000,MissionPeriod::DailyMissionPeriod,11795,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1001,MissionPeriod::DailyMissionPeriod,11796,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1002,MissionPeriod::DailyMissionPeriod,11797,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1003,MissionPeriod::DailyMissionPeriod,11798,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1004,MissionPeriod::DailyMissionPeriod,11799,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1005,MissionPeriod::DailyMissionPeriod,11800,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1006,MissionPeriod::DailyMissionPeriod,11801,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1007,MissionPeriod::DailyMissionPeriod,11852,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1008,MissionPeriod::DailyMissionPeriod,11853,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1009,MissionPeriod::DailyMissionPeriod,11854,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1010,MissionPeriod::DailyMissionPeriod,11855,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1011,MissionPeriod::DailyMissionPeriod,11856,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1012,MissionPeriod::DailyMissionPeriod,11857,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1013,MissionPeriod::DailyMissionPeriod,11858,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1014,MissionPeriod::DailyMissionPeriod,11859,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1015,MissionPeriod::DailyMissionPeriod,11860,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1016,MissionPeriod::DailyMissionPeriod,11861,,,,0,2024-02-27 09:30:59.657623,2024-02-27 09:30:59.657623
1073,MissionPeriod::DailyMissionPeriod,12041,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1074,MissionPeriod::DailyMissionPeriod,12042,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1075,MissionPeriod::DailyMissionPeriod,12043,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1076,MissionPeriod::DailyMissionPeriod,12044,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1077,MissionPeriod::DailyMissionPeriod,12045,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1078,MissionPeriod::DailyMissionPeriod,12046,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1079,MissionPeriod::DailyMissionPeriod,12047,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1080,MissionPeriod::DailyMissionPeriod,12048,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1081,MissionPeriod::DailyMissionPeriod,12049,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1082,MissionPeriod::DailyMissionPeriod,12050,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1116,MissionPeriod::DailyMissionPeriod,12234,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1117,MissionPeriod::DailyMissionPeriod,12235,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1118,MissionPeriod::DailyMissionPeriod,12236,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1119,MissionPeriod::DailyMissionPeriod,12237,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1120,MissionPeriod::DailyMissionPeriod,12238,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1121,MissionPeriod::DailyMissionPeriod,12239,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1122,MissionPeriod::DailyMissionPeriod,12240,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1123,MissionPeriod::DailyMissionPeriod,12241,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1124,MissionPeriod::DailyMissionPeriod,12242,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1125,MissionPeriod::DailyMissionPeriod,12243,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1129,MissionPeriod::DailyMissionPeriod,12456,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1130,MissionPeriod::DailyMissionPeriod,12457,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1131,MissionPeriod::DailyMissionPeriod,12458,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1132,MissionPeriod::DailyMissionPeriod,12459,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1133,MissionPeriod::DailyMissionPeriod,12460,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1134,MissionPeriod::DailyMissionPeriod,12461,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
1135,MissionPeriod::DailyMissionPeriod,12462,,,,0,2024-02-27 09:30:59.673434,2024-02-27 09:30:59.673434
