id,budokai_id,mission_type,name,priority,target_value,prev_budokai_mission_id,created_at,updated_at
61,5,1,Get 4 wins in the 3rd World Tournament,0,4,60.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
62,5,1,Get 5 wins in the 3rd World Tournament,0,5,61.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
63,5,1,Get 6 wins in the 3rd World Tournament,0,6,62.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
64,5,1,Get 7 wins in the 3rd World Tournament,0,7,63.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
65,5,1,Get 10 wins in the 3rd World Tournament,0,10,64.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
66,5,1,Get 11 wins in the 3rd World Tournament,0,11,65.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
67,5,1,Get 12 wins in the 3rd World Tournament,0,12,66.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
68,5,1,Get 13 wins in the 3rd World Tournament,0,13,67.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
69,5,1,Get 14 wins in the 3rd World Tournament,0,14,68.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
70,5,1,Get 15 wins in the 3rd World Tournament,0,15,69.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
71,5,1,Get 16 wins in the 3rd World Tournament,0,16,70.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
72,5,1,Get 17 wins in the 3rd World Tournament,0,17,71.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
73,5,1,Get 18 wins in the 3rd World Tournament,0,18,72.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
74,5,1,Get 19 wins in the 3rd World Tournament,0,19,73.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
75,5,1,Get 20 wins in the 3rd World Tournament,0,20,74.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
76,5,1,Get 30 wins in the 3rd World Tournament,0,30,75.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
77,5,1,Get 50 wins in the 3rd World Tournament,0,50,76.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
78,5,1,Get 60 wins in the 3rd World Tournament,0,60,77.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
79,5,1,Get 70 wins in the 3rd World Tournament,0,70,78.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
80,5,1,Get 80 wins in the 3rd World Tournament,0,80,79.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
81,5,1,Get 100 wins in the 3rd World Tournament,0,100,80.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
82,5,2,Reach King Chappa Tier,0,2,,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
83,5,2,Reach Hercule Tier,0,3,82.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
84,5,2,Reach Videl Tier,0,4,83.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
85,5,2,Reach Master Roshi Tier,0,5,84.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
86,5,2,Reach Korin Tier,0,6,85.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
87,5,2,Reach Kami Tier,0,7,86.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
88,5,2,Reach King Yemma Tier,0,8,87.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
89,5,2,Reach King Kai Tier,0,9,88.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
90,5,2,Reach Supreme Kai Tier,0,10,89.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
91,5,2,Reach Elder Kai Tier,0,11,90.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
92,5,2,Reach Beerus Tier,0,12,91.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
93,6,1,Get 1 win in the 4th World Tournament,0,1,,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
94,6,1,Get 2 wins in the 4th World Tournament,0,2,93.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
95,6,1,Get 3 wins in the 4th World Tournament,0,3,94.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
96,6,1,Get 4 wins in the 4th World Tournament,0,4,95.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
97,6,1,Get 5 wins in the 4th World Tournament,0,5,96.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
98,6,1,Get 6 wins in the 4th World Tournament,0,6,97.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
99,6,1,Get 7 wins in the 4th World Tournament,0,7,98.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
100,6,1,Get 10 wins in the 4th World Tournament,0,10,99.0,2024-02-27 09:30:24.100539,2024-02-27 09:30:24.100539
101,6,1,Get 11 wins in the 4th World Tournament,0,11,100.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
102,6,1,Get 12 wins in the 4th World Tournament,0,12,101.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
103,6,1,Get 13 wins in the 4th World Tournament,0,13,102.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
104,6,1,Get 14 wins in the 4th World Tournament,0,14,103.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
105,6,1,Get 15 wins in the 4th World Tournament,0,15,104.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
106,6,1,Get 16 wins in the 4th World Tournament,0,16,105.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
107,6,1,Get 17 wins in the 4th World Tournament,0,17,106.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
108,6,1,Get 18 wins in the 4th World Tournament,0,18,107.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
109,6,1,Get 19 wins in the 4th World Tournament,0,19,108.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
110,6,1,Get 20 wins in the 4th World Tournament,0,20,109.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
111,6,1,Get 25 wins in the 4th World Tournament,0,25,110.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
112,6,1,Get 30 wins in the 4th World Tournament,0,30,111.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
113,6,1,Get 40 wins in the 4th World Tournament,0,40,112.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
114,6,1,Get 50 wins in the 4th World Tournament,0,50,113.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
115,6,1,Get 60 wins in the 4th World Tournament,0,60,114.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
116,6,1,Get 70 wins in the 4th World Tournament,0,70,115.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
117,6,1,Get 80 wins in the 4th World Tournament,0,80,116.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
118,6,2,Reach King Chappa Tier,0,2,,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
119,6,2,Reach Hercule Tier,0,3,118.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
120,6,2,Reach Videl Tier,0,4,119.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
121,6,2,Reach Master Roshi Tier,0,5,120.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
122,6,2,Reach Korin Tier,0,6,121.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
123,6,2,Reach Kami Tier,0,7,122.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
124,6,2,Reach King Yemma Tier,0,8,123.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
125,6,2,Reach King Kai Tier,0,9,124.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
126,6,2,Reach Supreme Kai Tier,0,10,125.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
127,6,2,Reach Elder Kai Tier,0,11,126.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
128,6,2,Reach Beerus Tier,0,12,127.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
129,7,1,Get 1 win in the 5th World Tournament,0,1,,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
130,7,1,Get 2 wins in the 5th World Tournament,0,2,129.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
131,7,1,Get 3 wins in the 5th World Tournament,0,3,130.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
132,7,1,Get 4 wins in the 5th World Tournament,0,4,131.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
133,7,1,Get 5 wins in the 5th World Tournament,0,5,132.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
134,7,1,Get 6 wins in the 5th World Tournament,0,6,133.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
135,7,1,Get 7 wins in the 5th World Tournament,0,7,134.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
136,7,1,Get 10 wins in the 5th World Tournament,0,10,135.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
137,7,1,Get 11 wins in the 5th World Tournament,0,11,136.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
138,7,1,Get 12 wins in the 5th World Tournament,0,12,137.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
139,7,1,Get 13 wins in the 5th World Tournament,0,13,138.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
140,7,1,Get 14 wins in the 5th World Tournament,0,14,139.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
141,7,1,Get 15 wins in the 5th World Tournament,0,15,140.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
142,7,1,Get 16 wins in the 5th World Tournament,0,16,141.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
143,7,1,Get 17 wins in the 5th World Tournament,0,17,142.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
144,7,1,Get 18 wins in the 5th World Tournament,0,18,143.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
145,7,1,Get 19 wins in the 5th World Tournament,0,19,144.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
146,7,1,Get 20 wins in the 5th World Tournament,0,20,145.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
147,7,1,Get 25 wins in the 5th World Tournament,0,25,146.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
148,7,1,Get 30 wins in the 5th World Tournament,0,30,147.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
149,7,1,Get 40 wins in the 5th World Tournament,0,40,148.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
150,7,1,Get 50 wins in the 5th World Tournament,0,50,149.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
151,7,1,Get 60 wins in the 5th World Tournament,0,60,150.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
152,7,1,Get 70 wins in the 5th World Tournament,0,70,151.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
153,7,1,Get 80 wins in the 5th World Tournament,0,80,152.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
154,7,2,Reach King Chappa Tier,0,2,,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
155,7,2,Reach Hercule Tier,0,3,154.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
156,7,2,Reach Videl Tier,0,4,155.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
157,7,2,Reach Master Roshi Tier,0,5,156.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
158,7,2,Reach Korin Tier,0,6,157.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
159,7,2,Reach Kami Tier,0,7,158.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
160,7,2,Reach King Yemma Tier,0,8,159.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
161,7,2,Reach King Kai Tier,0,9,160.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
162,7,2,Reach Supreme Kai Tier,0,10,161.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
163,7,2,Reach Elder Kai Tier,0,11,162.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
164,7,2,Reach Beerus Tier,0,12,163.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
165,8,1,Get 1 win in the 8th World Tournament,0,1,,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
166,8,1,Get 2 wins in the 8th World Tournament,0,2,165.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
167,8,1,Get 3 wins in the 8th World Tournament,0,3,166.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
168,8,1,Get 4 wins in the 8th World Tournament,0,4,167.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
169,8,1,Get 5 wins in the 8th World Tournament,0,5,168.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
170,8,1,Get 6 wins in the 8th World Tournament,0,6,169.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
171,8,1,Get 7 wins in the 8th World Tournament,0,7,170.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
172,8,1,Get 10 wins in the 8th World Tournament,0,10,171.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
173,8,1,Get 11 wins in the 8th World Tournament,0,11,172.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
174,8,1,Get 12 wins in the 8th World Tournament,0,12,173.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
175,8,1,Get 13 wins in the 8th World Tournament,0,13,174.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
176,8,1,Get 14 wins in the 8th World Tournament,0,14,175.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
177,8,1,Get 15 wins in the 8th World Tournament,0,15,176.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
178,8,1,Get 16 wins in the 8th World Tournament,0,16,177.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
179,8,1,Get 17 wins in the 8th World Tournament,0,17,178.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
180,8,1,Get 18 wins in the 8th World Tournament,0,18,179.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
181,8,1,Get 19 wins in the 8th World Tournament,0,19,180.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
182,8,1,Get 20 wins in the 8th World Tournament,0,20,181.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
183,8,1,Get 25 wins in the 8th World Tournament,0,25,182.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
184,8,1,Get 30 wins in the 8th World Tournament,0,30,183.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
185,8,1,Get 40 wins in the 8th World Tournament,0,40,184.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
186,8,1,Get 50 wins in the 8th World Tournament,0,50,185.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
187,8,1,Get 60 wins in the 8th World Tournament,0,60,186.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
188,8,1,Get 70 wins in the 8th World Tournament,0,70,187.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
189,8,1,Get 80 wins in the 8th World Tournament,0,80,188.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
190,8,2,Reach King Chappa Tier,0,2,,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
191,8,2,Reach Hercule Tier,0,3,190.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
192,8,2,Reach Videl Tier,0,4,191.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
193,8,2,Reach Master Roshi Tier,0,5,192.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
194,8,2,Reach Korin Tier,0,6,193.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
195,8,2,Reach Kami Tier,0,7,194.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
196,8,2,Reach King Yemma Tier,0,8,195.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
197,8,2,Reach King Kai Tier,0,9,196.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
198,8,2,Reach Supreme Kai Tier,0,10,197.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
199,8,2,Reach Elder Kai Tier,0,11,198.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
200,8,2,Reach Beerus Tier,0,12,199.0,2024-02-27 09:30:24.110209,2024-02-27 09:30:24.110209
201,9,1,Get 1 win in the 6th World Tournament,0,1,,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
202,9,1,Get 2 wins in the 6th World Tournament,0,2,201.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
203,9,1,Get 3 wins in the 6th World Tournament,0,3,202.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
204,9,1,Get 4 wins in the 6th World Tournament,0,4,203.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
205,9,1,Get 5 wins in the 6th World Tournament,0,5,204.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
206,9,1,Get 6 wins in the 6th World Tournament,0,6,205.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
207,9,1,Get 7 wins in the 6th World Tournament,0,7,206.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
208,9,1,Get 10 wins in the 6th World Tournament,0,10,207.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
209,9,1,Get 11 wins in the 6th World Tournament,0,11,208.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
210,9,1,Get 12 wins in the 6th World Tournament,0,12,209.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
211,9,1,Get 13 wins in the 6th World Tournament,0,13,210.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
212,9,1,Get 14 wins in the 6th World Tournament,0,14,211.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
213,9,1,Get 15 wins in the 6th World Tournament,0,15,212.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
214,9,1,Get 16 wins in the 6th World Tournament,0,16,213.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
215,9,1,Get 17 wins in the 6th World Tournament,0,17,214.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
216,9,1,Get 18 wins in the 6th World Tournament,0,18,215.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
217,9,1,Get 19 wins in the 6th World Tournament,0,19,216.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
218,9,1,Get 20 wins in the 6th World Tournament,0,20,217.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
219,9,1,Get 25 wins in the 6th World Tournament,0,25,218.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
220,9,1,Get 30 wins in the 6th World Tournament,0,30,219.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
221,9,1,Get 40 wins in the 6th World Tournament,0,40,220.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
222,9,1,Get 50 wins in the 6th World Tournament,0,50,221.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
223,9,1,Get 60 wins in the 6th World Tournament,0,60,222.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
224,9,1,Get 70 wins in the 6th World Tournament,0,70,223.0,2024-02-27 09:30:24.119477,2024-02-27 09:30:24.119477
