id,quest_id,type,card_category_id,quest_category_bonus_rarity_table_id,created_at,updated_at
45,336004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,11,11,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
46,160001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,12,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
47,160001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,12,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
48,160002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,12,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
49,160002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,12,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
50,160003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,12,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
51,160003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,12,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
52,341001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
53,341002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
54,341003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
55,341004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
56,341005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
57,341006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
58,341007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,13,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
59,344001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
60,344002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
61,344003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
62,344004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
63,344005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
64,344006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
65,344007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
66,344008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
67,344009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,14,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
68,602001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,15,15,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
69,602002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,15,15,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
70,602003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,15,15,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
71,602004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,15,15,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
72,343001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,18,16,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
73,343002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,18,16,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
74,343003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,18,16,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
75,343004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,18,16,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
76,343005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,18,16,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
77,343006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,18,16,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
78,162001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
79,162002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
80,162003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
81,162004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
82,162005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
83,162006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
84,162007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
85,162008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
86,162009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,17,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
87,347001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
88,347002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
89,347003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
90,347004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
91,347005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
92,347006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
93,347007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
94,347008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
95,347009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
96,347010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,13,18,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
97,348001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,19,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
98,348002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,19,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
99,348003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,19,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
100,348004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,19,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
101,328001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
102,328002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
103,328003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
104,328004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
105,328005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
106,328006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
107,328007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,20,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
108,333001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,7,21,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
109,333002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,7,21,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
110,333003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,7,21,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
111,333004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,7,21,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
112,333005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,7,21,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
113,349001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,22,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
114,349002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,22,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
115,349003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,22,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
116,349004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,22,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
117,349005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,22,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
118,352001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
119,352002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
120,352003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
121,352004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
122,352005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
123,352006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23,2024-04-30 09:29:08.665575,2024-04-30 09:29:08.665575
124,160004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,12,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
125,160004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,12,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
126,307001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
127,307002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
128,307003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
129,307004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
130,307005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
131,307006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
132,307007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
133,307008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
134,307009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
135,307010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
137,355001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
138,355002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
139,355003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
140,355004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
141,355005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
142,603001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,27,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
143,603002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,27,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
144,603003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,27,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
145,603001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,27,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
146,603002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,27,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
147,603003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,27,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
148,355006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
149,355007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
150,355008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
151,355009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
152,355010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
153,355011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
154,353001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
155,353002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
156,353003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
157,353004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
158,353005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
159,357001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
160,357002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
161,357003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
162,357004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
163,357005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
164,357006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
165,357007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
166,357008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
167,357009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
168,357010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
169,357011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
170,357012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
171,354001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
172,354002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
173,354003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
174,354004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
175,354005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
176,361001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
177,361002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
178,361003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
179,361004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
180,363001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
181,363002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
182,363003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
183,363004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
184,364001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
185,364002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
186,364003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
187,364004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
188,364005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
189,364006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
190,364007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
191,364008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
192,364009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
193,364010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
194,601001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
195,601002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
196,601003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
197,601004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
198,604001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
199,604002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
200,604003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
201,321001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
202,321002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
203,321003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
204,321004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
205,321005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
206,321006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
207,321007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
208,321008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
209,321009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
210,321010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
211,321011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
212,321012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
213,355012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
217,365001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
218,365002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
219,365003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
220,365004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
221,365005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
222,365006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
223,365007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
224,365008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
225,366001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
226,366002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
227,366003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39,2024-04-30 09:29:08.678122,2024-04-30 09:29:08.678122
228,366004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39,2024-04-30 09:29:08.688474,2024-04-30 09:29:08.688474
