id,active_skill_set_id,target_type,sub_target_type_set_id,calc_option,efficacy_type,eff_val1,eff_val2,eff_val3,efficacy_values,thumb_effect_id,effect_se_id,created_at,updated_at
46,48,1,0,0,76,0,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
47,48,1,0,0,92,0,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
48,49,1,0,0,103,9117670,1,1602,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
49,50,1,0,0,103,9117671,1,1603,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
50,51,1,0,3,1,50,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
51,51,1,0,2,91,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
52,52,1,0,0,103,4019650,1,1608,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
53,53,1,0,0,103,4019651,1,1609,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
54,54,1,0,0,103,4019610,1,1612,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
55,55,1,0,0,103,4019611,1,1613,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
56,56,1,0,0,51,4,3,0,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
57,56,1,0,0,76,0,0,0,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
58,57,1,0,0,5,24,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
59,57,1,0,2,1,70,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
60,57,1,0,3,2,50,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
61,58,1,0,2,1,30,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
62,58,4,0,3,1,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
63,58,4,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
64,59,1,0,0,103,4020470,1,1618,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
65,60,1,0,0,103,4020471,1,1619,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
66,61,1,0,0,103,4020380,1,1620,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
67,62,1,0,0,103,4020381,1,1621,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
68,63,1,0,0,103,4019500,1,1622,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
69,64,1,0,0,103,4019501,1,1623,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
70,65,1,0,0,103,4020100,1,1628,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
71,66,1,0,0,103,4020101,1,1629,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
72,67,1,0,0,103,4020140,1,1630,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
73,68,1,0,0,103,4020141,1,1631,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
74,69,1,0,2,1,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
75,69,1,0,0,5,1,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
76,70,1,0,2,1,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
77,70,1,0,0,5,1,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
78,71,1,0,0,5,24,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
79,72,1,0,0,5,24,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
80,73,1,0,0,103,4020510,1,1636,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
81,74,1,0,0,103,4020511,1,1637,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
82,75,4,0,3,1,40,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
83,75,1,0,2,1,40,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
84,76,1,0,0,5,12,0,0,{},5014.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
85,76,1,0,2,1,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
86,77,1,0,0,103,4021060,1,1640,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
87,78,1,0,0,103,4021061,1,1641,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
88,79,3,0,0,107,1,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
89,80,1,0,0,103,4021300,1,1642,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
90,81,1,0,0,103,4021301,1,1643,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
91,84,2,0,0,5,7,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
92,85,1,0,0,5,7,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
93,85,1,0,2,2,77,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
94,85,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
95,86,2,0,0,5,7,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
96,87,1,0,0,5,6,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
97,87,1,0,2,1,60,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
98,87,1,0,0,76,0,0,0,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
99,88,1,0,0,5,6,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
100,88,1,0,2,91,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
101,89,1,0,2,1,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
102,89,1,0,3,2,20,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
103,90,2,0,0,22,0,0,0,{},,,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
104,90,2,0,2,1,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
105,90,2,0,0,5,3,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
106,91,1,0,0,5,7,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
107,91,4,0,3,1,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
108,94,3,0,3,1,17,0,0,{},5012.0,45.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
109,95,1,0,0,5,6,0,0,{},5014.0,43.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
110,96,1,0,2,4,30,0,0,{},,46.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
111,96,1,0,0,78,0,0,0,{},5011.0,44.0,2024-04-30 09:32:01.701802,2024-04-30 09:32:01.701802
112,96,2,0,2,2,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
113,95,1,0,2,1,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
114,97,1,0,0,103,4022200,1,1644,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
115,98,1,0,0,103,4022201,1,1645,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
116,99,1,0,0,79,4022600,635,636,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
117,100,1,0,0,79,4022601,635,636,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
118,101,3,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
119,102,1,0,0,5,5,0,0,{},5014.0,43.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
120,102,1,0,2,1,50,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
121,105,1,0,0,103,4022890,1,1646,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
122,106,1,0,0,103,4022891,1,1647,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
123,111,1,0,0,103,9522890,1,1652,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
124,112,1,0,0,103,9522891,1,1653,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
125,109,1,0,0,5,24,0,0,{},5014.0,43.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
126,110,1,0,0,5,24,0,0,{},5014.0,43.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
127,113,1,0,0,103,4022840,1,1654,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
128,114,1,0,0,103,4022841,1,1655,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
129,115,1,0,2,1,13,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
130,117,3,0,0,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
131,117,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
132,117,1,0,0,103,4023120,1,1656,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
133,118,3,0,0,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
134,118,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
135,118,1,0,0,103,4023121,1,1657,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
136,119,3,0,0,107,1,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
137,120,1,0,0,103,4023430,1,1658,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
138,121,1,0,0,103,4023431,1,1659,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
139,122,1,0,0,103,4022390,1,1660,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
140,123,1,0,0,103,4022391,1,1661,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
141,124,1,0,0,103,4022430,1,1662,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
142,125,1,0,0,103,4022431,1,1663,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
143,126,1,0,0,103,4023470,1,1664,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
144,127,1,0,0,103,4023471,1,1665,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
145,128,1,0,2,1,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
146,129,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
147,130,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
148,133,1,0,0,79,4023520,643,644,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
149,134,1,0,0,79,4023521,643,644,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
150,131,3,0,0,107,1,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
151,132,3,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
152,135,1,0,0,103,4023780,1,1668,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
153,136,1,0,0,103,4023781,1,1669,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
154,137,3,0,0,107,1,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
155,138,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
156,138,4,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
157,138,1,0,2,4,-18,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
158,141,1,0,0,103,4024150,1,1672,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
159,142,1,0,0,103,4024151,1,1673,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
160,139,3,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
161,140,3,0,3,1,31,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
162,140,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
163,144,1,0,0,103,4024300,1,1674,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
164,145,1,0,0,103,4024301,1,1675,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
165,146,1,0,0,79,4024410,647,648,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
166,147,1,0,0,79,4024411,647,648,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
167,141,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
168,142,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
169,143,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
170,148,1,0,0,103,4024450,1,1680,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
171,149,1,0,0,103,4024451,1,1681,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
172,151,2,0,2,2,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
173,151,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
174,154,1,0,0,103,4025120,0,1682,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
175,155,1,0,0,103,4025121,0,1683,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
176,153,3,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
177,156,1,0,2,90,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
178,152,1,0,0,5,10,0,0,{},5014.0,43.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
179,152,1,0,2,2,30,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
181,157,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
182,158,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
185,163,3,0,2,9,0,0,0,{},5015.0,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
186,160,1,0,2,4,30,0,0,{},,46.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
187,164,1,0,2,90,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
189,165,1,0,0,103,4025420,0,1689,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
190,166,1,0,0,103,4025421,0,1690,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
191,25,3,0,3,2,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
192,48,1,0,2,2,50,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
193,58,1,0,2,2,30,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
194,58,4,0,3,2,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
195,69,1,0,2,2,78,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
196,70,1,0,2,2,78,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
197,75,4,0,3,2,40,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
198,75,1,0,2,2,40,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
199,90,2,0,2,2,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
200,91,4,0,3,2,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
201,94,3,0,3,2,17,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
202,95,1,0,2,2,59,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
203,115,1,0,2,2,13,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
204,128,1,0,2,2,20,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
205,140,3,0,3,2,81,0,0,{},5012.0,45.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
206,167,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
207,168,1,0,2,90,64,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
208,170,2,0,2,4,100,0,0,{},,46.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
209,171,1,0,0,79,4025650,651,652,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
210,172,1,0,0,79,4025651,651,652,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
211,175,1,0,0,79,4025590,653,654,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
212,176,1,0,0,79,4025591,653,654,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
213,169,1,0,0,92,0,0,0,{},5011.0,44.0,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
214,170,2,0,0,22,0,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
215,174,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.713043,2024-04-30 09:32:01.713043
216,173,1,0,2,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
217,173,2,0,0,5,5,0,0,{},5014.0,43.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
218,178,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
219,177,1,0,0,76,0,0,0,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
220,179,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
221,179,1,0,0,103,4026260,0,1703,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
222,180,1,0,0,90,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
223,180,1,0,0,103,4026261,0,1704,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
224,181,1,0,0,103,4026290,0,1705,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
225,182,1,0,0,103,4026291,0,1706,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
226,183,1,0,0,79,9517200,1729,1730,{},1948.0,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
227,184,1,0,0,79,9517201,1729,1730,{},1948.0,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
228,185,1,0,0,103,4026210,0,1709,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
229,186,1,0,0,103,4026211,0,1710,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
230,187,1,0,0,103,4026490,0,1725,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
231,188,1,0,0,103,4026491,0,1726,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
232,189,1,0,2,4,40,0,0,{},,46.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
233,189,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
234,191,1,0,0,105,8,0,0,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
235,190,4,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
236,191,2,0,0,5,7,0,0,{},5014.0,43.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
237,191,2,0,2,1,17,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
238,191,2,0,2,2,17,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
239,191,2,0,0,76,0,0,0,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
240,192,1,0,0,103,9517500,1,1739,{},3079.0,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
241,193,1,0,0,103,9517501,1,1740,{},3079.0,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
242,197,3,0,3,1,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
243,197,3,0,3,2,30,0,0,{},5012.0,45.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
244,197,3,0,0,111,0,0,0,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
245,199,1,0,0,103,4027130,0,1747,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
246,200,1,0,0,103,4027131,0,1748,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
247,201,1,0,2,91,100,0,0,{},5011.0,44.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
248,202,13,0,0,5,3,0,0,{},5014.0,43.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
249,202,1,0,0,103,4027230,0,1749,{},,,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
250,203,13,0,0,5,3,0,0,{},5014.0,43.0,2024-04-30 09:32:01.722150,2024-04-30 09:32:01.722150
