id,sub_target_type_set_id,target_value_type,target_value,created_at,updated_at
167,136,1,52,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
168,137,1,59,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
169,138,1,58,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
170,139,2,58,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
171,139,1,9,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
172,140,2,59,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
173,140,1,53,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
174,141,2,46,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
175,142,1,57,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
176,143,2,57,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
177,143,1,5,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
178,144,2,9,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
179,145,2,51,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
180,146,1,44,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
181,146,2,7,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
182,147,1,60,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
183,148,2,60,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
184,149,1,61,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
185,150,2,61,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
186,151,1,2,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
187,151,2,60,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
188,152,1,62,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
189,153,2,62,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
190,154,1,26,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
191,154,2,62,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
192,155,1,63,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
193,156,2,63,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
194,157,1,64,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
195,158,2,64,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
196,159,1,66,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
197,160,2,66,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
198,161,2,66,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
199,161,1,22,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
200,162,1,67,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
201,163,2,67,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
202,164,2,67,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
203,164,1,22,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
204,165,1,65,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
205,166,2,65,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
206,167,2,6,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
207,167,1,28,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
208,168,1,69,2024-02-27 09:32:39.246897,2024-02-27 09:32:39.246897
209,169,2,69,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
210,169,1,16,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
211,170,1,68,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
212,171,2,68,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
213,172,1,39,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
214,172,2,68,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
215,173,1,70,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
216,174,2,70,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
217,175,2,70,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
218,175,1,4,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
219,176,2,3,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
220,177,1,71,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
221,178,2,71,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
222,179,1,35,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
223,179,2,71,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
224,180,1,72,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
225,181,2,72,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
226,182,1,30,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
227,182,2,72,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
228,183,1,31,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
229,183,2,72,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
230,184,1,73,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
231,185,2,73,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
232,186,2,73,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
233,186,1,21,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
234,187,2,74,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
235,187,1,40,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
238,188,1,74,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
239,189,2,57,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
240,190,1,75,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
241,191,2,75,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
242,192,1,63,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
243,192,2,75,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
244,193,2,64,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
245,193,1,16,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
246,194,1,76,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
247,194,2,17,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
248,195,2,36,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
249,196,1,36,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
250,196,2,45,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
251,197,1,45,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
252,198,1,77,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
253,199,1,36,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
254,199,2,77,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
255,200,1,78,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
256,201,1,14,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
257,201,2,78,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
258,202,2,77,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
259,203,2,78,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
260,204,1,79,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
261,205,1,54,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
262,205,2,79,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
263,206,2,79,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
264,207,1,80,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
265,208,2,80,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
266,209,1,6,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
267,209,2,80,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
268,210,1,81,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
269,211,2,81,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
270,212,1,38,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
271,212,2,81,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
272,213,2,43,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
273,214,1,40,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
274,214,2,63,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
275,215,1,82,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
276,216,2,82,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
277,217,1,19,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
278,217,2,82,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
279,218,1,83,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
280,219,2,83,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
281,220,1,80,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
282,220,2,83,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
283,221,1,9,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
284,221,2,83,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
285,222,1,8,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
286,222,2,1,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
287,223,2,1,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
288,223,1,24,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
289,224,1,84,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
290,224,2,29,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
291,225,1,84,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
292,226,2,84,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
293,227,1,85,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
294,227,2,72,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
295,228,1,85,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
296,229,2,85,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
297,230,1,84,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
298,230,1,39,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
299,231,1,29,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
300,231,1,39,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
301,231,2,84,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
302,232,1,85,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
303,232,1,39,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
304,233,1,72,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
305,233,1,39,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
306,233,2,85,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
307,234,1,5,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
308,234,2,28,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
309,235,1,46,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
310,235,2,55,2024-02-27 09:32:39.253803,2024-02-27 09:32:39.253803
311,236,1,60,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
312,236,2,50,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
313,237,1,28,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
314,237,2,30,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
315,238,1,28,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
316,238,2,31,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
317,239,1,3,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
318,239,2,72,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
319,240,4,30,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
320,241,1,14,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
321,241,2,41,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
322,242,1,62,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
323,242,1,41,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
324,243,1,14,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
325,243,1,62,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
326,243,2,41,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
327,244,1,9,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
328,244,2,31,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
329,245,1,9,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
330,245,1,68,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
331,246,2,9,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
332,246,1,31,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
333,246,1,68,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
334,247,1,86,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
335,248,2,86,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
336,249,1,86,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
337,249,2,17,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
338,250,1,86,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
339,250,1,62,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
340,251,2,86,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
341,251,1,62,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
342,251,1,17,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
343,252,1,58,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
344,252,2,86,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
345,253,2,44,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
346,254,2,36,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
347,254,1,30,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
348,255,1,36,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
349,255,1,38,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
350,256,1,30,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
351,256,1,38,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
352,256,2,36,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
353,257,2,38,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
354,257,1,59,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
355,258,1,38,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
356,258,1,21,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
357,259,1,59,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
358,259,1,21,2024-02-27 09:32:39.261183,2024-02-27 09:32:39.261183
