id,type,conditions,comment,created_at,updated_at
20,PotentialSquareCondition::PotentialItem,"{""item_id"": 1, ""quantity"": 10}",素材ID=1:10個,2016-11-29 03:06:44,2017-07-28 02:18:17
21,PotentialSquareCondition::PotentialItem,"{""item_id"": 6, ""quantity"": 5}",素材ID=6:5個,2016-11-29 03:06:44,2017-07-28 02:18:17
22,PotentialSquareCondition::PotentialItem,"{""item_id"": 11, ""quantity"": 1}",素材ID=11:1個,2016-11-29 03:06:44,2017-07-28 02:18:17
23,PotentialSquareCondition::PotentialItem,"{""item_id"": 1, ""quantity"": 20}",素材ID=1:20個,2016-11-29 03:06:44,2017-07-28 02:18:17
24,PotentialSquareCondition::PotentialItem,"{""item_id"": 6, ""quantity"": 10}",素材ID=6:10個,2016-11-29 03:06:44,2017-07-28 02:18:17
25,PotentialSquareCondition::PotentialItem,"{""item_id"": 11, ""quantity"": 5}",素材ID=11:5個,2016-11-29 03:06:44,2017-07-28 02:18:17
26,PotentialSquareCondition::SkillLv,"{""skill_lv"": 1}",必殺技Lv1以上,2016-11-29 03:06:44,2017-07-28 02:18:17
27,PotentialSquareCondition::PotentialItem,"{""item_id"": 1, ""quantity"": 5}",素材ID=1:5個,2016-11-29 03:06:44,2017-07-28 02:18:17
28,PotentialSquareCondition::PotentialItem,"{""item_id"": 6, ""quantity"": 15}",素材ID=6:15個,2016-11-29 03:06:44,2017-07-28 02:18:17
29,PotentialSquareCondition::PotentialItem,"{""item_id"": 11, ""quantity"": 2}",素材ID=11:2個,2016-11-29 03:06:44,2017-07-28 02:18:17
30,PotentialSquareCondition::PotentialItem,"{""item_id"": 1, ""quantity"": 30}",素材ID=1:30個,2016-11-29 03:06:44,2017-07-28 02:18:17
31,PotentialSquareCondition::PotentialItem,"{""item_id"": 11, ""quantity"": 3}",素材ID=11:3個,2016-11-29 03:06:45,2017-07-28 02:18:17
32,PotentialSquareCondition::PotentialItem,"{""item_id"": 1, ""quantity"": 15}",素材ID=1:15個,2016-11-29 03:06:45,2017-07-28 02:18:17
33,PotentialSquareCondition::PotentialItem,"{""item_id"": 6, ""quantity"": 20}",素材ID=6:20個,2016-11-29 03:06:45,2017-07-28 02:18:17
34,PotentialSquareCondition::PotentialItem,"{""item_id"": 1, ""quantity"": 50}",素材ID=1:50個,2016-11-29 03:06:45,2017-07-28 02:18:17
35,PotentialSquareCondition::PotentialItem,"{""item_id"": 6, ""quantity"": 25}",素材ID=6:25個,2016-11-29 03:06:45,2017-07-28 02:18:17
36,PotentialSquareCondition::PotentialItem,"{""item_id"": 2, ""quantity"": 20}",素材ID=2:20個,2016-11-29 03:06:45,2017-07-28 02:18:17
37,PotentialSquareCondition::PotentialItem,"{""item_id"": 7, ""quantity"": 10}",素材ID=7:10個,2016-11-29 03:06:45,2017-07-28 02:18:17
38,PotentialSquareCondition::PotentialItem,"{""item_id"": 12, ""quantity"": 1}",素材ID=12:1個,2016-11-29 03:06:45,2017-07-28 02:18:17
39,PotentialSquareCondition::PotentialItem,"{""item_id"": 2, ""quantity"": 5}",素材ID=2:5個,2016-11-29 03:06:45,2017-07-28 02:18:17
40,PotentialSquareCondition::PotentialItem,"{""item_id"": 2, ""quantity"": 10}",素材ID=2:10個,2016-11-29 03:06:45,2017-07-28 02:18:17
41,PotentialSquareCondition::PotentialItem,"{""item_id"": 7, ""quantity"": 5}",素材ID=7:5個,2016-11-29 03:06:45,2017-07-28 02:18:17
42,PotentialSquareCondition::PotentialItem,"{""item_id"": 2, ""quantity"": 50}",素材ID=2:50個,2016-11-29 03:06:45,2017-07-28 02:18:17
43,PotentialSquareCondition::PotentialItem,"{""item_id"": 7, ""quantity"": 25}",素材ID=7:25個,2016-11-29 03:06:45,2017-07-28 02:18:17
44,PotentialSquareCondition::PotentialItem,"{""item_id"": 12, ""quantity"": 3}",素材ID=12:3個,2016-11-29 03:06:45,2017-07-28 02:18:17
45,PotentialSquareCondition::PotentialItem,"{""item_id"": 7, ""quantity"": 15}",素材ID=7:15個,2016-11-29 03:06:45,2017-07-28 02:18:17
46,PotentialSquareCondition::PotentialItem,"{""item_id"": 12, ""quantity"": 2}",素材ID=12:2個,2016-11-29 03:06:45,2017-07-28 02:18:17
47,PotentialSquareCondition::PotentialItem,"{""item_id"": 2, ""quantity"": 30}",素材ID=2:30個,2016-11-29 03:06:45,2017-07-28 02:18:17
48,PotentialSquareCondition::PotentialItem,"{""item_id"": 2, ""quantity"": 15}",素材ID=2:15個,2016-11-29 03:06:45,2017-07-28 02:18:17
49,PotentialSquareCondition::PotentialItem,"{""item_id"": 7, ""quantity"": 20}",素材ID=7:20個,2016-11-29 03:06:45,2017-07-28 02:18:17
50,PotentialSquareCondition::PotentialItem,"{""item_id"": 4, ""quantity"": 20}",素材ID=4:20個,2016-11-29 03:06:45,2017-07-28 02:18:17
51,PotentialSquareCondition::PotentialItem,"{""item_id"": 9, ""quantity"": 10}",素材ID=9:10個,2016-11-29 03:06:45,2017-07-28 02:18:17
52,PotentialSquareCondition::PotentialItem,"{""item_id"": 14, ""quantity"": 1}",素材ID=14:1個,2016-11-29 03:06:45,2017-07-28 02:18:18
53,PotentialSquareCondition::PotentialItem,"{""item_id"": 4, ""quantity"": 5}",素材ID=4:5個,2016-11-29 03:06:45,2017-07-28 02:18:18
54,PotentialSquareCondition::PotentialItem,"{""item_id"": 4, ""quantity"": 10}",素材ID=4:10個,2016-11-29 03:06:45,2017-07-28 02:18:18
55,PotentialSquareCondition::PotentialItem,"{""item_id"": 9, ""quantity"": 5}",素材ID=9:5個,2016-11-29 03:06:45,2017-07-28 02:18:18
56,PotentialSquareCondition::PotentialItem,"{""item_id"": 4, ""quantity"": 50}",素材ID=4:50個,2016-11-29 03:06:45,2017-07-28 02:18:18
57,PotentialSquareCondition::PotentialItem,"{""item_id"": 9, ""quantity"": 25}",素材ID=9:25個,2016-11-29 03:06:45,2017-07-28 02:18:18
58,PotentialSquareCondition::PotentialItem,"{""item_id"": 14, ""quantity"": 3}",素材ID=14:3個,2016-11-29 03:06:45,2017-07-28 02:18:18
59,PotentialSquareCondition::PotentialItem,"{""item_id"": 9, ""quantity"": 15}",素材ID=9:15個,2016-11-29 03:06:45,2017-07-28 02:18:18
60,PotentialSquareCondition::PotentialItem,"{""item_id"": 14, ""quantity"": 2}",素材ID=14:2個,2016-11-29 03:06:45,2017-07-28 02:18:18
61,PotentialSquareCondition::PotentialItem,"{""item_id"": 4, ""quantity"": 30}",素材ID=4:30個,2016-11-29 03:06:45,2017-07-28 02:18:18
62,PotentialSquareCondition::PotentialItem,"{""item_id"": 4, ""quantity"": 15}",素材ID=4:15個,2016-11-29 03:06:45,2017-07-28 02:18:18
63,PotentialSquareCondition::PotentialItem,"{""item_id"": 9, ""quantity"": 20}",素材ID=9:20個,2016-11-29 03:06:45,2017-07-28 02:18:18
64,PotentialSquareCondition::PotentialItem,"{""item_id"": 5, ""quantity"": 20}",素材ID=5:20個,2016-11-29 03:06:45,2017-07-28 02:18:18
65,PotentialSquareCondition::PotentialItem,"{""item_id"": 10, ""quantity"": 10}",素材ID=10:10個,2016-11-29 03:06:45,2017-07-28 02:18:18
66,PotentialSquareCondition::PotentialItem,"{""item_id"": 15, ""quantity"": 1}",素材ID=15:1個,2016-11-29 03:06:45,2017-07-28 02:18:18
67,PotentialSquareCondition::PotentialItem,"{""item_id"": 5, ""quantity"": 5}",素材ID=5:5個,2016-11-29 03:06:45,2017-07-28 02:18:18
68,PotentialSquareCondition::PotentialItem,"{""item_id"": 5, ""quantity"": 10}",素材ID=5:10個,2016-11-29 03:06:45,2017-07-28 02:18:18
69,PotentialSquareCondition::PotentialItem,"{""item_id"": 10, ""quantity"": 5}",素材ID=10:5個,2016-11-29 03:06:45,2017-07-28 02:18:18
70,PotentialSquareCondition::PotentialItem,"{""item_id"": 5, ""quantity"": 50}",素材ID=5:50個,2016-11-29 03:06:45,2017-07-28 02:18:18
71,PotentialSquareCondition::PotentialItem,"{""item_id"": 10, ""quantity"": 25}",素材ID=10:25個,2016-11-29 03:06:45,2017-07-28 02:18:18
72,PotentialSquareCondition::PotentialItem,"{""item_id"": 15, ""quantity"": 3}",素材ID=15:3個,2016-11-29 03:06:45,2017-07-28 02:18:18
73,PotentialSquareCondition::PotentialItem,"{""item_id"": 10, ""quantity"": 15}",素材ID=10:15個,2016-11-29 03:06:45,2017-07-28 02:18:18
74,PotentialSquareCondition::PotentialItem,"{""item_id"": 15, ""quantity"": 2}",素材ID=15:2個,2016-11-29 03:06:45,2017-07-28 02:18:18
75,PotentialSquareCondition::PotentialItem,"{""item_id"": 5, ""quantity"": 30}",素材ID=5:30個,2016-11-29 03:06:45,2017-07-28 02:18:18
76,PotentialSquareCondition::PotentialItem,"{""item_id"": 5, ""quantity"": 15}",素材ID=5:15個,2016-11-29 03:06:45,2017-07-28 02:18:18
77,PotentialSquareCondition::PotentialItem,"{""item_id"": 10, ""quantity"": 20}",素材ID=10:20個,2016-11-29 03:06:45,2017-07-28 02:18:18
78,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 20}",素材ID=16:20個,2017-05-08 02:22:06,2017-07-28 02:18:18
79,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 10}",素材ID=17:10個,2017-05-08 02:22:06,2017-07-28 02:18:18
80,PotentialSquareCondition::PotentialItem,"{""item_id"": 18, ""quantity"": 1}",素材ID=18:1個,2017-05-08 02:22:06,2017-07-28 02:18:18
81,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 5}",素材ID=16:5個,2017-05-08 02:22:06,2017-07-28 02:18:18
82,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 10}",素材ID=16:10個,2017-05-08 02:22:06,2017-07-28 02:18:18
83,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 5}",素材ID=17:5個,2017-05-08 02:22:06,2017-07-28 02:18:18
84,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 50}",素材ID=16:50個,2017-05-08 02:22:06,2017-07-28 02:18:18
85,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 25}",素材ID=17:25個,2017-05-08 02:22:06,2017-07-28 02:18:18
86,PotentialSquareCondition::PotentialItem,"{""item_id"": 18, ""quantity"": 3}",素材ID=18:3個,2017-05-08 02:22:06,2017-07-28 02:18:18
87,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 15}",素材ID=17:15個,2017-05-08 02:22:06,2017-07-28 02:18:18
88,PotentialSquareCondition::PotentialItem,"{""item_id"": 18, ""quantity"": 2}",素材ID=18:2個,2017-05-08 02:22:07,2017-07-28 02:18:18
89,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 30}",素材ID=16:30個,2017-05-08 02:22:07,2017-07-28 02:18:18
90,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 15}",素材ID=16:15個,2017-05-08 02:22:07,2017-07-28 02:18:18
91,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 20}",素材ID=17:20個,2017-05-08 02:22:07,2017-07-28 02:18:18
92,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 40}",素材ID=16:40個,2017-05-08 02:22:07,2017-07-28 02:18:18
93,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 250}",素材ID=16:250個,2017-05-08 02:22:07,2017-07-28 02:18:18
94,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 100}",素材ID=17:100個,2017-05-08 02:22:07,2017-07-28 02:18:18
95,PotentialSquareCondition::PotentialItem,"{""item_id"": 18, ""quantity"": 15}",素材ID=18:15個,2017-05-08 02:22:07,2017-07-28 02:18:18
96,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 30}",素材ID=17:30個,2017-05-08 02:22:07,2017-07-28 02:18:18
97,PotentialSquareCondition::PotentialItem,"{""item_id"": 18, ""quantity"": 5}",素材ID=18:5個,2017-05-08 02:22:07,2017-07-28 02:18:18
98,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 500}",素材ID=16:500個,2017-05-08 02:22:07,2017-07-28 02:18:18
99,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 250}",素材ID=17:250個,2017-05-08 02:22:07,2017-07-28 02:18:18
100,PotentialSquareCondition::PotentialItem,"{""item_id"": 18, ""quantity"": 30}",素材ID=18:30個,2017-05-08 02:22:07,2017-07-28 02:18:18
101,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 100}",素材ID=16:100個,2017-05-08 02:22:07,2017-07-28 02:18:18
102,PotentialSquareCondition::PotentialItem,"{""item_id"": 17, ""quantity"": 50}",素材ID=17:50個,2017-05-08 02:22:07,2017-07-28 02:18:18
103,PotentialSquareCondition::PotentialItem,"{""item_id"": 16, ""quantity"": 75}",素材ID=16:75個,2017-05-08 02:22:07,2017-07-28 02:18:18
104,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 40}",素材ID=19:40個,2017-07-28 02:18:18,2017-07-28 02:18:18
105,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 20}",素材ID=20:20個,2017-07-28 02:18:18,2017-07-28 02:18:18
106,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 2}",素材ID=21:2個,2017-07-28 02:18:18,2017-07-28 02:18:18
107,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 100}",素材ID=19:100個,2017-07-28 02:18:18,2017-07-28 02:18:18
108,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 50}",素材ID=20:50個,2017-07-28 02:18:18,2017-07-28 02:18:18
109,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 5}",素材ID=21:5個,2017-07-28 02:18:18,2017-07-28 02:18:18
110,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 50}",素材ID=19:50個,2017-07-28 02:18:18,2017-07-28 02:18:18
111,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 25}",素材ID=20:25個,2017-07-28 02:18:18,2017-07-28 02:18:18
112,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 80}",素材ID=19:80個,2017-07-28 02:18:18,2017-07-28 02:18:18
113,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 40}",素材ID=20:40個,2017-07-28 02:18:18,2017-07-28 02:18:18
114,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 4}",素材ID=21:4個,2017-07-28 02:18:18,2017-07-28 02:18:18
115,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 75}",素材ID=19:75個,2017-07-28 02:18:18,2017-07-28 02:18:18
116,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 30}",素材ID=20:30個,2017-07-28 02:18:18,2017-07-28 02:18:18
117,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 250}",素材ID=19:250個,2017-07-28 02:18:18,2017-07-28 02:18:18
118,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 100}",素材ID=20:100個,2017-07-28 02:18:18,2017-07-28 02:18:18
119,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 15}",素材ID=21:15個,2017-07-28 02:18:18,2017-07-28 02:18:18
120,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 500}",素材ID=19:500個,2017-07-28 02:18:18,2017-07-28 02:18:18
121,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 250}",素材ID=20:250個,2017-07-28 02:18:18,2017-07-28 02:18:18
122,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 30}",素材ID=21:30個,2017-07-28 02:18:18,2017-07-28 02:18:18
123,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 20}",素材ID=19:20個,2017-07-28 02:18:18,2017-07-28 02:18:18
124,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 10}",素材ID=20:10個,2017-07-28 02:18:18,2017-07-28 02:18:18
125,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 1}",素材ID=21:1個,2017-07-28 02:18:18,2017-07-28 02:18:18
126,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 5}",素材ID=19:5個,2017-07-28 02:18:18,2017-07-28 02:18:18
127,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 10}",素材ID=19:10個,2017-07-28 02:18:18,2017-07-28 02:18:18
128,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 5}",素材ID=20:5個,2017-07-28 02:18:18,2017-07-28 02:18:18
129,PotentialSquareCondition::PotentialItem,"{""item_id"": 20, ""quantity"": 15}",素材ID=20:15個,2017-07-28 02:18:18,2017-07-28 02:18:18
130,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 30}",素材ID=19:30個,2017-07-28 02:18:18,2017-07-28 02:18:18
131,PotentialSquareCondition::PotentialItem,"{""item_id"": 21, ""quantity"": 3}",素材ID=21:3個,2017-07-28 02:18:18,2017-07-28 02:18:18
132,PotentialSquareCondition::PotentialItem,"{""item_id"": 19, ""quantity"": 15}",素材ID=19:15個,2017-07-28 02:18:18,2017-07-28 02:18:18
133,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 20}",素材ID=22:20個,2018-01-27 00:14:28,2018-01-27 00:14:28
134,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 10}",素材ID=23:10個,2018-01-27 00:14:28,2018-01-27 00:14:28
135,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 1}",素材ID=24:1個,2018-01-27 00:14:28,2018-01-27 00:14:28
136,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 5}",素材ID=22:5個,2018-01-27 00:14:28,2018-01-27 00:14:28
137,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 40}",素材ID=22:40個,2018-01-27 00:14:28,2018-01-27 00:14:28
138,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 20}",素材ID=23:20個,2018-01-27 00:14:28,2018-01-27 00:14:28
139,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 2}",素材ID=24:2個,2018-01-27 00:14:28,2018-01-27 00:14:28
140,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 10}",素材ID=22:10個,2018-01-27 00:14:28,2018-01-27 00:14:28
141,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 5}",素材ID=23:5個,2018-01-27 00:14:28,2018-01-27 00:14:28
142,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 250}",素材ID=22:250個,2018-01-27 00:14:28,2018-01-27 00:14:28
143,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 100}",素材ID=23:100個,2018-01-27 00:14:28,2018-01-27 00:14:28
144,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 15}",素材ID=24:15個,2018-01-27 00:14:28,2018-01-27 00:14:28
145,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 100}",素材ID=22:100個,2018-01-27 00:14:28,2018-01-27 00:14:28
146,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 50}",素材ID=23:50個,2018-01-27 00:14:28,2018-01-27 00:14:28
147,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 5}",素材ID=24:5個,2018-01-27 00:14:28,2018-01-27 00:14:28
148,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 80}",素材ID=22:80個,2018-01-27 00:14:28,2018-01-27 00:14:28
149,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 40}",素材ID=23:40個,2018-01-27 00:14:28,2018-01-27 00:14:28
150,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 4}",素材ID=24:4個,2018-01-27 00:14:28,2018-01-27 00:14:28
151,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 15}",素材ID=23:15個,2018-01-27 00:14:28,2018-01-27 00:14:28
152,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 30}",素材ID=22:30個,2018-01-27 00:14:28,2018-01-27 00:14:28
153,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 3}",素材ID=24:3個,2018-01-27 00:14:28,2018-01-27 00:14:28
154,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 75}",素材ID=22:75個,2018-01-27 00:14:28,2018-01-27 00:14:28
155,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 30}",素材ID=23:30個,2018-01-27 00:14:28,2018-01-27 00:14:28
156,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 15}",素材ID=22:15個,2018-01-27 00:14:28,2018-01-27 00:14:28
157,PotentialSquareCondition::PotentialItem,"{""item_id"": 22, ""quantity"": 500}",素材ID=22:500個,2018-01-27 00:14:28,2018-01-27 00:14:28
158,PotentialSquareCondition::PotentialItem,"{""item_id"": 23, ""quantity"": 250}",素材ID=23:250個,2018-01-27 00:14:28,2018-01-27 00:14:28
159,PotentialSquareCondition::PotentialItem,"{""item_id"": 24, ""quantity"": 30}",素材ID=24:30個,2018-01-27 00:14:28,2018-01-27 00:14:28
160,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 20}",素材ID=25:20個,2018-02-20 02:15:41,2018-02-20 02:15:41
161,PotentialSquareCondition::PotentialItem,"{""item_id"": 26, ""quantity"": 10}",素材ID=26:10個,2018-02-20 02:15:41,2018-02-20 02:15:41
162,PotentialSquareCondition::PotentialItem,"{""item_id"": 27, ""quantity"": 1}",素材ID=27:1個,2018-02-20 02:15:41,2018-02-20 02:15:41
163,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 5}",素材ID=25:5個,2018-02-20 02:15:41,2018-02-20 02:15:41
164,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 40}",素材ID=25:40個,2018-02-20 02:15:41,2018-02-20 02:15:41
165,PotentialSquareCondition::PotentialItem,"{""item_id"": 26, ""quantity"": 20}",素材ID=26:20個,2018-02-20 02:15:41,2018-02-20 02:15:41
166,PotentialSquareCondition::PotentialItem,"{""item_id"": 27, ""quantity"": 2}",素材ID=27:2個,2018-02-20 02:15:41,2018-02-20 02:15:41
167,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 10}",素材ID=25:10個,2018-02-20 02:15:41,2018-02-20 02:15:41
168,PotentialSquareCondition::PotentialItem,"{""item_id"": 26, ""quantity"": 5}",素材ID=26:5個,2018-02-20 02:15:41,2018-02-20 02:15:41
169,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 250}",素材ID=25:250個,2018-02-20 02:15:41,2018-02-20 02:15:41
170,PotentialSquareCondition::PotentialItem,"{""item_id"": 26, ""quantity"": 100}",素材ID=26:100個,2018-02-20 02:15:41,2018-02-20 02:15:41
171,PotentialSquareCondition::PotentialItem,"{""item_id"": 27, ""quantity"": 15}",素材ID=27:15個,2018-02-20 02:15:41,2018-02-20 02:15:41
172,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 50}",素材ID=25:50個,2018-02-20 02:15:41,2018-02-20 02:15:41
173,PotentialSquareCondition::PotentialItem,"{""item_id"": 26, ""quantity"": 30}",素材ID=26:30個,2018-02-20 02:15:41,2018-02-20 02:15:41
174,PotentialSquareCondition::PotentialItem,"{""item_id"": 27, ""quantity"": 3}",素材ID=27:3個,2018-02-20 02:15:41,2018-02-20 02:15:41
175,PotentialSquareCondition::PotentialItem,"{""item_id"": 26, ""quantity"": 15}",素材ID=26:15個,2018-02-20 02:15:41,2018-02-20 02:15:41
176,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 30}",素材ID=25:30個,2018-02-20 02:15:41,2018-02-20 02:15:41
177,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 15}",素材ID=25:15個,2018-02-20 02:15:41,2018-02-20 02:15:41
178,PotentialSquareCondition::SkillLv,"{""skill_lv"": 5}",必殺技Lv5以上,2018-02-20 02:15:41,2018-02-20 02:15:41
179,PotentialSquareCondition::PotentialItem,"{""item_id"": 25, ""quantity"": 100}",素材ID=25:100個,2018-02-20 02:15:41,2018-02-20 02:15:41
