id,link_skill_id,skill_lv,description,created_at,updated_at
610,6,10,"気力+2、ATK,DEF10%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
701,7,1,ATK20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
702,7,2,ATK20%UP、DEF1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
703,7,3,ATK20%UP、DEF2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
704,7,4,ATK20%UP、DEF3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
705,7,5,ATK20%UP、DEF5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
706,7,6,ATK20%UP、DEF6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
707,7,7,ATK20%UP、DEF7%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
708,7,8,ATK20%UP、DEF8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
709,7,9,ATK20%UP、DEF9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
710,7,10,ATK20%UP、DEF10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
801,8,1,"ATK,DEF10%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
802,8,2,"ATK,DEF10.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
803,8,3,"ATK,DEF11%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
804,8,4,"ATK,DEF11.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
805,8,5,"ATK,DEF12.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
806,8,6,"ATK,DEF13%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
807,8,7,"ATK,DEF13.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
808,8,8,"ATK,DEF14%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
809,8,9,"ATK,DEF14.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
810,8,10,"ATK,DEF15%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
901,9,1,敵全体のDEFを5%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
902,9,2,敵全体のDEFを5.5%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
903,9,3,敵全体のDEFを6%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
904,9,4,敵全体のDEFを6.5%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
905,9,5,敵全体のDEFを7.5%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
906,9,6,敵全体のDEFを8%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
907,9,7,敵全体のDEFを8.5%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
908,9,8,敵全体のDEFを9%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
909,9,9,敵全体のDEFを9.5%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
910,9,10,敵全体のDEFを10%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1001,10,1,気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1002,10,2,気力+1、DEF2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1003,10,3,気力+1、DEF4%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1004,10,4,気力+1、DEF6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1005,10,5,気力+1、DEF10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1006,10,6,気力+1、DEF12%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1007,10,7,気力+1、DEF14%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1008,10,8,気力+1、DEF16%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1009,10,9,気力+1、DEF18%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1010,10,10,気力+2、DEF20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1101,11,1,気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1102,11,2,敵全体のDEFを2%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1103,11,3,敵全体のDEFを4%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1104,11,4,敵全体のDEFを6%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1105,11,5,敵全体のDEFを10%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1106,11,6,敵全体のDEFを12%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1107,11,7,敵全体のDEFを14%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1108,11,8,敵全体のDEFを16%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1109,11,9,敵全体のDEFを18%DOWNさせ、気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1110,11,10,敵全体のDEFを20%DOWNさせ、気力+2,2023-02-08 01:01:41,2023-02-08 01:01:41
1201,12,1,HP30%以下で気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1202,12,2,HP35%以下で気力+1、回避率1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1203,12,3,HP40%以下で気力+1、回避率2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1204,12,4,HP45%以下で気力+1、回避率3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1205,12,5,HP50%以下で気力+2、回避率5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1206,12,6,HP50%以下で気力+2、回避率6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1207,12,7,HP50%以下で気力+2、回避率7%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1208,12,8,HP50%以下で気力+2、回避率8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1209,12,9,HP50%以下で気力+2、回避率9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1210,12,10,HP50%以下で気力+2、回避率10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1301,13,1,敵全体のDEFを10%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1302,13,2,敵全体のDEFを11%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1303,13,3,敵全体のDEFを12%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1304,13,4,敵全体のDEFを13%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1305,13,5,敵全体のDEFを15%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1306,13,6,敵全体のDEFを16%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1307,13,7,敵全体のDEFを17%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1308,13,8,敵全体のDEFを18%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1309,13,9,敵全体のDEFを19%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1310,13,10,敵全体のDEFを20%DOWNさせる,2023-02-08 01:01:41,2023-02-08 01:01:41
1401,14,1,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1402,14,2,ATK10%UP、DEF1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1403,14,3,ATK10%UP、DEF2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1404,14,4,ATK10%UP、DEF3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1405,14,5,ATK10%UP、DEF5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1406,14,6,ATK10%UP、DEF6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1407,14,7,ATK10%UP、DEF7%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1408,14,8,ATK10%UP、DEF8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1409,14,9,ATK10%UP、DEF9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1410,14,10,"ATK,DEF10%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
1501,15,1,DEF20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1502,15,2,DEF20.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1503,15,3,DEF21%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1504,15,4,DEF21.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1505,15,5,DEF22.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1506,15,6,DEF23%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1507,15,7,DEF23.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1508,15,8,DEF24%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1509,15,9,DEF24.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1510,15,10,DEF25%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1601,16,1,気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
1602,16,2,気力+1、ATK1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1603,16,3,気力+1、ATK2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1604,16,4,気力+1、ATK3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1605,16,5,気力+1、ATK5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1606,16,6,気力+1、ATK6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1607,16,7,気力+1、ATK7%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1608,16,8,気力+1、ATK8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1609,16,9,気力+1、ATK9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1610,16,10,気力+2、ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1701,17,1,気力+2,2023-02-08 01:01:41,2023-02-08 01:01:41
1702,17,2,気力+2、DEF1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1703,17,3,気力+2、DEF2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1704,17,4,気力+2、DEF3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1705,17,5,気力+2、DEF5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1706,17,6,気力+2、DEF6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1707,17,7,気力+2、DEF7%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1708,17,8,気力+2、DEF8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1709,17,9,気力+2、DEF9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1710,17,10,気力+2、DEF10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1801,18,1,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1802,18,2,ATK10.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1803,18,3,ATK11%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1804,18,4,ATK11.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1805,18,5,ATK12.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1806,18,6,ATK13%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1807,18,7,ATK13.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1808,18,8,ATK14%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1809,18,9,ATK14.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1810,18,10,ATK15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1901,19,1,ATK5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1902,19,2,ATK5.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1903,19,3,ATK6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1904,19,4,ATK6.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1905,19,5,ATK7.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1906,19,6,ATK8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1907,19,7,ATK8.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1908,19,8,ATK9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1909,19,9,ATK9.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
1910,19,10,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2001,20,1,ATK15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2002,20,2,ATK15.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2003,20,3,ATK16%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2004,20,4,ATK16.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2005,20,5,ATK17.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2006,20,6,ATK18%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2007,20,7,ATK18.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2008,20,8,ATK19%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2009,20,9,ATK19.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2010,20,10,ATK20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2101,21,1,ATK20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2102,21,2,ATK20%UP、DEF2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2103,21,3,ATK20%UP、DEF4%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2104,21,4,ATK20%UP、DEF6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2105,21,5,ATK20%UP、DEF10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2106,21,6,ATK20%UP、DEF12%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2107,21,7,ATK20%UP、DEF14%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2108,21,8,ATK20%UP、DEF16%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2109,21,9,ATK20%UP、DEF18%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2110,21,10,"ATK,DEF20%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2201,22,1,ATK5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2202,22,2,ATK5.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2203,22,3,ATK6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2204,22,4,ATK6.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2205,22,5,ATK7.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2206,22,6,ATK8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2207,22,7,ATK8.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2208,22,8,ATK9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2209,22,9,ATK9.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2210,22,10,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2301,23,1,DEF15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2302,23,2,DEF15.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2303,23,3,DEF16%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2304,23,4,DEF16.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2305,23,5,DEF17.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2306,23,6,DEF18%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2307,23,7,DEF18.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2308,23,8,DEF19%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2309,23,9,DEF19.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2310,23,10,DEF20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2401,24,1,気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
2402,24,2,気力+1、会心率0.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2403,24,3,気力+1、会心率1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2404,24,4,気力+1、会心率1.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2405,24,5,気力+1、会心率2.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2406,24,6,気力+1、会心率3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2407,24,7,気力+1、会心率3.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2408,24,8,気力+1、会心率4%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2409,24,9,気力+1、会心率4.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2410,24,10,気力+2、会心率5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2501,25,1,ATK15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2502,25,2,ATK15.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2503,25,3,ATK16%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2504,25,4,ATK16.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2505,25,5,ATK17.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2506,25,6,ATK18%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2507,25,7,ATK18.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2508,25,8,ATK19%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2509,25,9,ATK19.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2510,25,10,ATK20%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2601,26,1,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2602,26,2,ATK10.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2603,26,3,ATK11%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2604,26,4,ATK11.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2605,26,5,ATK12.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2606,26,6,ATK13%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2607,26,7,ATK13.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2608,26,8,ATK14%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2609,26,9,ATK14.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2610,26,10,ATK15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2701,27,1,気力+1,2023-02-08 01:01:41,2023-02-08 01:01:41
2702,27,2,気力+1、DEF1%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2703,27,3,気力+1、DEF2%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2704,27,4,気力+1、DEF3%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2705,27,5,気力+1、DEF5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2706,27,6,気力+1、DEF6%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2707,27,7,気力+1、DEF7%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2708,27,8,気力+1、DEF8%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2709,27,9,気力+1、DEF9%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2710,27,10,気力+2、DEF10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2801,28,1,HP5%回復,2023-02-08 01:01:41,2023-02-08 01:01:41
2802,28,2,"HP5%回復、ATK,DEF1%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2803,28,3,"HP5%回復、ATK,DEF2%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2804,28,4,"HP5%回復、ATK,DEF3%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2805,28,5,"HP5%回復、ATK,DEF5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2806,28,6,"HP5%回復、ATK,DEF6%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2807,28,7,"HP5%回復、ATK,DEF7%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2808,28,8,"HP5%回復、ATK,DEF8%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2809,28,9,"HP5%回復、ATK,DEF9%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2810,28,10,"HP5%回復、ATK,DEF10%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
2901,29,1,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2902,29,2,ATK10.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2903,29,3,ATK11%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2904,29,4,ATK11.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2905,29,5,ATK12.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2906,29,6,ATK13%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2907,29,7,ATK13.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2908,29,8,ATK14%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2909,29,9,ATK14.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
2910,29,10,ATK15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3001,30,1,ATK10%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3002,30,2,ATK10.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3003,30,3,ATK11%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3004,30,4,ATK11.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3005,30,5,ATK12.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3006,30,6,ATK13%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3007,30,7,ATK13.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3008,30,8,ATK14%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3009,30,9,ATK14.5%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3010,30,10,ATK15%UP,2023-02-08 01:01:41,2023-02-08 01:01:41
3101,31,1,気力+2,2023-02-08 01:01:41,2023-02-08 01:01:41
3102,31,2,"気力+2、ATK,DEF0.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
3103,31,3,"気力+2、ATK,DEF1%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
3104,31,4,"気力+2、ATK,DEF1.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
3105,31,5,"気力+2、ATK,DEF2.5%UP",2023-02-08 01:01:41,2023-02-08 01:01:41
