id,budokai_id,priority,player_description,announcer_description,additional_hp_percent,max_hp_percent,additional_atk_percent,max_atk_percent,additional_def_percent,max_def_percent,additional_point_percent,created_at,updated_at
1804,18,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,1900,20,100,30,150,200,2024-03-22 02:20:08,2024-03-22 02:20:08
1805,18,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,1900,25,100,50,150,250,2024-03-22 02:20:08,2024-03-22 02:20:08
1806,18,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,1900,30,100,70,150,400,2024-03-22 02:20:08,2024-03-22 02:20:08
1807,18,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,1900,40,100,90,150,600,2024-03-22 02:20:08,2024-03-22 02:20:08
1808,18,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,1900,50,100,110,150,900,2024-03-22 02:20:08,2024-03-22 02:20:08
1809,18,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,1900,75,100,130,150,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
1810,18,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,1900,100,100,150,150,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
1901,19,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,1900,0,100,0,150,0,2024-03-22 02:20:08,2024-03-22 02:20:08
1902,19,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,1900,10,100,10,150,100,2024-03-22 02:20:08,2024-03-22 02:20:08
1903,19,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,1900,15,100,120,150,150,2024-03-22 02:20:08,2024-03-22 02:20:08
1904,19,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,1900,20,100,30,150,200,2024-03-22 02:20:08,2024-03-22 02:20:08
1905,19,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,1900,25,100,50,150,250,2024-03-22 02:20:08,2024-03-22 02:20:08
1906,19,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,1900,30,100,70,150,400,2024-03-22 02:20:08,2024-03-22 02:20:08
1907,19,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,1900,40,100,90,150,600,2024-03-22 02:20:08,2024-03-22 02:20:08
1908,19,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,1900,50,100,110,150,900,2024-03-22 02:20:08,2024-03-22 02:20:08
1909,19,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,1900,75,100,130,150,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
1910,19,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,1900,100,100,150,150,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2001,20,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2002,20,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2003,20,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2004,20,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
2005,20,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250,2024-03-22 02:20:08,2024-03-22 02:20:08
2006,20,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400,2024-03-22 02:20:08,2024-03-22 02:20:08
2007,20,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600,2024-03-22 02:20:08,2024-03-22 02:20:08
2008,20,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900,2024-03-22 02:20:08,2024-03-22 02:20:08
2009,20,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
2010,20,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2011,20,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400,2024-03-22 02:20:08,2024-03-22 02:20:08
2012,20,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900,2024-03-22 02:20:08,2024-03-22 02:20:08
2101,21,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2102,21,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2103,21,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2104,21,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
2105,21,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250,2024-03-22 02:20:08,2024-03-22 02:20:08
2106,21,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400,2024-03-22 02:20:08,2024-03-22 02:20:08
2107,21,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600,2024-03-22 02:20:08,2024-03-22 02:20:08
2108,21,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900,2024-03-22 02:20:08,2024-03-22 02:20:08
2109,21,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
2110,21,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2111,21,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400,2024-03-22 02:20:08,2024-03-22 02:20:08
2112,21,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900,2024-03-22 02:20:08,2024-03-22 02:20:08
2201,22,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2202,22,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2203,22,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2204,22,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
2205,22,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250,2024-03-22 02:20:08,2024-03-22 02:20:08
2206,22,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400,2024-03-22 02:20:08,2024-03-22 02:20:08
2207,22,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600,2024-03-22 02:20:08,2024-03-22 02:20:08
2208,22,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900,2024-03-22 02:20:08,2024-03-22 02:20:08
2209,22,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
2210,22,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2211,22,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400,2024-03-22 02:20:08,2024-03-22 02:20:08
2212,22,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900,2024-03-22 02:20:08,2024-03-22 02:20:08
2301,23,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2302,23,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2303,23,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2304,23,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
2305,23,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250,2024-03-22 02:20:08,2024-03-22 02:20:08
2306,23,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400,2024-03-22 02:20:08,2024-03-22 02:20:08
2307,23,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600,2024-03-22 02:20:08,2024-03-22 02:20:08
2308,23,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900,2024-03-22 02:20:08,2024-03-22 02:20:08
2309,23,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
2310,23,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2311,23,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400,2024-03-22 02:20:08,2024-03-22 02:20:08
2312,23,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900,2024-03-22 02:20:08,2024-03-22 02:20:08
2401,24,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2402,24,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2403,24,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2404,24,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
2405,24,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250,2024-03-22 02:20:08,2024-03-22 02:20:08
2406,24,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400,2024-03-22 02:20:08,2024-03-22 02:20:08
2407,24,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600,2024-03-22 02:20:08,2024-03-22 02:20:08
2408,24,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900,2024-03-22 02:20:08,2024-03-22 02:20:08
2409,24,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
2410,24,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2411,24,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400,2024-03-22 02:20:08,2024-03-22 02:20:08
2412,24,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900,2024-03-22 02:20:08,2024-03-22 02:20:08
2501,25,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2502,25,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2503,25,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2504,25,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
2505,25,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,2900,25,200,50,300,250,2024-03-22 02:20:08,2024-03-22 02:20:08
2506,25,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,2900,30,200,70,300,400,2024-03-22 02:20:08,2024-03-22 02:20:08
2507,25,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,2900,40,200,90,300,600,2024-03-22 02:20:08,2024-03-22 02:20:08
2508,25,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,2900,50,200,110,300,900,2024-03-22 02:20:08,2024-03-22 02:20:08
2509,25,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,2900,75,200,130,300,1400,2024-03-22 02:20:08,2024-03-22 02:20:08
2510,25,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,2900,100,200,150,300,1900,2024-03-22 02:20:08,2024-03-22 02:20:08
2511,25,11,優勝する確率は120%かな！,"なんと！はやくも優勝宣言！
それを受けて対戦相手も
激しい闘志を燃やしている模様!!
熱い火花が散っております!!",2400,2900,150,200,200,300,2400,2024-03-22 02:20:08,2024-03-22 02:20:08
2512,25,12,やはり王者はこのわたしだ！,"おーっと！ものすごい自信だ！
ここにいる全員がそれを目指す中、
我こそが王者だと名乗り出ました！
白熱した試合になりそうです！",2900,2900,200,200,300,300,2900,2024-03-22 02:20:08,2024-03-22 02:20:08
2601,26,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,2900,0,200,0,300,0,2024-03-22 02:20:08,2024-03-22 02:20:08
2602,26,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,2900,10,200,10,300,100,2024-03-22 02:20:08,2024-03-22 02:20:08
2603,26,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,2900,15,200,20,300,150,2024-03-22 02:20:08,2024-03-22 02:20:08
2604,26,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,2900,20,200,30,300,200,2024-03-22 02:20:08,2024-03-22 02:20:08
