id,budokai_id,round,created_at,updated_at
39,9,4,2024-03-22 02:20:08,2024-03-22 02:20:08
40,10,1,2024-03-22 02:20:08,2024-03-22 02:20:08
41,10,2,2024-03-22 02:20:08,2024-03-22 02:20:08
42,10,3,2024-03-22 02:20:08,2024-03-22 02:20:08
43,10,4,2024-03-22 02:20:08,2024-03-22 02:20:08
44,11,1,2024-03-22 02:20:08,2024-03-22 02:20:08
45,11,2,2024-03-22 02:20:08,2024-03-22 02:20:08
46,11,3,2024-03-22 02:20:08,2024-03-22 02:20:08
47,11,4,2024-03-22 02:20:08,2024-03-22 02:20:08
48,12,1,2024-03-22 02:20:08,2024-03-22 02:20:08
49,12,2,2024-03-22 02:20:08,2024-03-22 02:20:08
50,12,3,2024-03-22 02:20:08,2024-03-22 02:20:08
51,12,4,2024-03-22 02:20:08,2024-03-22 02:20:08
52,13,1,2024-03-22 02:20:08,2024-03-22 02:20:08
53,13,2,2024-03-22 02:20:08,2024-03-22 02:20:08
54,13,3,2024-03-22 02:20:08,2024-03-22 02:20:08
55,13,4,2024-03-22 02:20:08,2024-03-22 02:20:08
56,14,1,2024-03-22 02:20:08,2024-03-22 02:20:08
57,14,2,2024-03-22 02:20:08,2024-03-22 02:20:08
58,14,3,2024-03-22 02:20:08,2024-03-22 02:20:08
59,14,4,2024-03-22 02:20:08,2024-03-22 02:20:08
60,15,1,2024-03-22 02:20:08,2024-03-22 02:20:08
61,15,2,2024-03-22 02:20:08,2024-03-22 02:20:08
62,15,3,2024-03-22 02:20:08,2024-03-22 02:20:08
63,15,4,2024-03-22 02:20:08,2024-03-22 02:20:08
64,16,1,2024-03-22 02:20:08,2024-03-22 02:20:08
65,16,2,2024-03-22 02:20:08,2024-03-22 02:20:08
66,16,3,2024-03-22 02:20:08,2024-03-22 02:20:08
67,16,4,2024-03-22 02:20:08,2024-03-22 02:20:08
171,17,1,2024-03-22 02:20:08,2024-03-22 02:20:08
172,17,2,2024-03-22 02:20:08,2024-03-22 02:20:08
173,17,3,2024-03-22 02:20:08,2024-03-22 02:20:08
174,17,4,2024-03-22 02:20:08,2024-03-22 02:20:08
181,18,1,2024-03-22 02:20:08,2024-03-22 02:20:08
182,18,2,2024-03-22 02:20:08,2024-03-22 02:20:08
183,18,3,2024-03-22 02:20:08,2024-03-22 02:20:08
184,18,4,2024-03-22 02:20:08,2024-03-22 02:20:08
191,19,1,2024-03-22 02:20:08,2024-03-22 02:20:08
192,19,2,2024-03-22 02:20:08,2024-03-22 02:20:08
193,19,3,2024-03-22 02:20:08,2024-03-22 02:20:08
194,19,4,2024-03-22 02:20:08,2024-03-22 02:20:08
201,20,1,2024-03-22 02:20:08,2024-03-22 02:20:08
202,20,2,2024-03-22 02:20:08,2024-03-22 02:20:08
203,20,3,2024-03-22 02:20:08,2024-03-22 02:20:08
204,20,4,2024-03-22 02:20:08,2024-03-22 02:20:08
211,21,1,2024-03-22 02:20:08,2024-03-22 02:20:08
212,21,2,2024-03-22 02:20:08,2024-03-22 02:20:08
213,21,3,2024-03-22 02:20:08,2024-03-22 02:20:08
214,21,4,2024-03-22 02:20:08,2024-03-22 02:20:08
221,22,1,2024-03-22 02:20:08,2024-03-22 02:20:08
222,22,2,2024-03-22 02:20:08,2024-03-22 02:20:08
223,22,3,2024-03-22 02:20:08,2024-03-22 02:20:08
224,22,4,2024-03-22 02:20:08,2024-03-22 02:20:08
231,23,1,2024-03-22 02:20:08,2024-03-22 02:20:08
232,23,2,2024-03-22 02:20:08,2024-03-22 02:20:08
233,23,3,2024-03-22 02:20:08,2024-03-22 02:20:08
234,23,4,2024-03-22 02:20:08,2024-03-22 02:20:08
241,24,1,2024-03-22 02:20:08,2024-03-22 02:20:08
242,24,2,2024-03-22 02:20:08,2024-03-22 02:20:08
243,24,3,2024-03-22 02:20:08,2024-03-22 02:20:08
244,24,4,2024-03-22 02:20:08,2024-03-22 02:20:08
251,25,1,2024-03-22 02:20:08,2024-03-22 02:20:08
252,25,2,2024-03-22 02:20:08,2024-03-22 02:20:08
253,25,3,2024-03-22 02:20:08,2024-03-22 02:20:08
254,25,4,2024-03-22 02:20:08,2024-03-22 02:20:08
261,26,1,2024-03-22 02:20:08,2024-03-22 02:20:08
262,26,2,2024-03-22 02:20:08,2024-03-22 02:20:08
263,26,3,2024-03-22 02:20:08,2024-03-22 02:20:08
264,26,4,2024-03-22 02:20:08,2024-03-22 02:20:08
271,27,1,2024-03-22 02:20:08,2024-03-22 02:20:08
272,27,2,2024-03-22 02:20:08,2024-03-22 02:20:08
273,27,3,2024-03-22 02:20:08,2024-03-22 02:20:08
274,27,4,2024-03-22 02:20:08,2024-03-22 02:20:08
281,28,1,2024-03-22 02:20:08,2024-03-22 02:20:08
282,28,2,2024-03-22 02:20:08,2024-03-22 02:20:08
283,28,3,2024-03-22 02:20:08,2024-03-22 02:20:08
284,28,4,2024-03-22 02:20:08,2024-03-22 02:20:08
291,29,1,2024-03-22 02:20:08,2024-03-22 02:20:08
292,29,2,2024-03-22 02:20:08,2024-03-22 02:20:08
293,29,3,2024-03-22 02:20:08,2024-03-22 02:20:08
294,29,4,2024-03-22 02:20:08,2024-03-22 02:20:08
301,30,1,2024-03-22 02:20:08,2024-03-22 02:20:08
302,30,2,2024-03-22 02:20:08,2024-03-22 02:20:08
303,30,3,2024-03-22 02:20:08,2024-03-22 02:20:08
304,30,4,2024-03-22 02:20:08,2024-03-22 02:20:08
311,31,1,2024-03-22 02:20:08,2024-03-22 02:20:08
312,31,2,2024-03-22 02:20:08,2024-03-22 02:20:08
313,31,3,2024-03-22 02:20:08,2024-03-22 02:20:08
314,31,4,2024-03-22 02:20:08,2024-03-22 02:20:08
321,32,1,2024-03-22 02:20:08,2024-03-22 02:20:08
322,32,2,2024-03-22 02:20:08,2024-03-22 02:20:08
323,32,3,2024-03-22 02:20:08,2024-03-22 02:20:08
324,32,4,2024-03-22 02:20:08,2024-03-22 02:20:08
331,33,1,2024-03-22 02:20:08,2024-03-22 02:20:08
332,33,2,2024-03-22 02:20:08,2024-03-22 02:20:08
333,33,3,2024-03-22 02:20:08,2024-03-22 02:20:08
334,33,4,2024-03-22 02:20:08,2024-03-22 02:20:08
341,34,1,2024-03-22 02:20:08,2024-03-22 02:20:08
342,34,2,2024-03-22 02:20:08,2024-03-22 02:20:08
343,34,3,2024-03-22 02:20:08,2024-03-22 02:20:08
344,34,4,2024-03-22 02:20:08,2024-03-22 02:20:08
351,35,1,2024-03-22 02:20:08,2024-03-22 02:20:08
352,35,2,2024-03-22 02:20:08,2024-03-22 02:20:08
353,35,3,2024-03-22 02:20:08,2024-03-22 02:20:08
354,35,4,2024-03-22 02:20:08,2024-03-22 02:20:08
361,36,1,2024-03-22 02:20:08,2024-03-22 02:20:08
362,36,2,2024-03-22 02:20:08,2024-03-22 02:20:08
363,36,3,2024-03-22 02:20:08,2024-03-22 02:20:08
364,36,4,2024-03-22 02:20:08,2024-03-22 02:20:08
371,37,1,2024-03-22 02:20:08,2024-03-22 02:20:08
372,37,2,2024-03-22 02:20:08,2024-03-22 02:20:08
373,37,3,2024-03-22 02:20:08,2024-03-22 02:20:08
374,37,4,2024-03-22 02:20:08,2024-03-22 02:20:08
381,38,1,2024-03-22 02:20:08,2024-03-22 02:20:08
382,38,2,2024-03-22 02:20:08,2024-03-22 02:20:08
383,38,3,2024-03-22 02:20:08,2024-03-22 02:20:08
384,38,4,2024-03-22 02:20:08,2024-03-22 02:20:08
391,39,1,2024-03-22 02:20:08,2024-03-22 02:20:08
392,39,2,2024-03-22 02:20:08,2024-03-22 02:20:08
393,39,3,2024-03-22 02:20:08,2024-03-22 02:20:08
394,39,4,2024-03-22 02:20:08,2024-03-22 02:20:08
401,40,1,2024-03-22 02:20:08,2024-03-22 02:20:08
402,40,2,2024-03-22 02:20:08,2024-03-22 02:20:08
403,40,3,2024-03-22 02:20:08,2024-03-22 02:20:08
404,40,4,2024-03-22 02:20:08,2024-03-22 02:20:08
411,41,1,2024-03-22 02:20:08,2024-03-22 02:20:08
412,41,2,2024-03-22 02:20:08,2024-03-22 02:20:08
413,41,3,2024-03-22 02:20:08,2024-03-22 02:20:08
414,41,4,2024-03-22 02:20:08,2024-03-22 02:20:08
421,42,1,2024-03-22 02:20:08,2024-03-22 02:20:08
422,42,2,2024-03-22 02:20:08,2024-03-22 02:20:08
423,42,3,2024-03-22 02:20:08,2024-03-22 02:20:08
424,42,4,2024-03-22 02:20:08,2024-03-22 02:20:08
431,43,1,2024-03-22 02:20:08,2024-03-22 02:20:08
432,43,2,2024-03-22 02:20:08,2024-03-22 02:20:08
433,43,3,2024-03-22 02:20:08,2024-03-22 02:20:08
434,43,4,2024-03-22 02:20:08,2024-03-22 02:20:08
441,44,1,2024-03-22 02:20:08,2024-03-22 02:20:08
442,44,2,2024-03-22 02:20:08,2024-03-22 02:20:08
443,44,3,2024-03-22 02:20:08,2024-03-22 02:20:08
444,44,4,2024-03-22 02:20:08,2024-03-22 02:20:08
451,45,1,2024-03-22 02:20:08,2024-03-22 02:20:08
452,45,2,2024-03-22 02:20:08,2024-03-22 02:20:08
453,45,3,2024-03-22 02:20:08,2024-03-22 02:20:08
454,45,4,2024-03-22 02:20:08,2024-03-22 02:20:08
461,46,1,2024-03-22 02:20:08,2024-03-22 02:20:08
462,46,2,2024-03-22 02:20:08,2024-03-22 02:20:08
463,46,3,2024-03-22 02:20:08,2024-03-22 02:20:08
464,46,4,2024-03-22 02:20:08,2024-03-22 02:20:08
471,47,1,2024-03-22 02:20:08,2024-03-22 02:20:08
472,47,2,2024-03-22 02:20:08,2024-03-22 02:20:08
473,47,3,2024-03-22 02:20:08,2024-03-22 02:20:08
474,47,4,2024-03-22 02:20:08,2024-03-22 02:20:08
481,48,1,2024-03-22 02:20:08,2024-03-22 02:20:08
482,48,2,2024-03-22 02:20:08,2024-03-22 02:20:08
483,48,3,2024-03-22 02:20:08,2024-03-22 02:20:08
484,48,4,2024-03-22 02:20:08,2024-03-22 02:20:08
491,49,1,2024-03-22 02:20:08,2024-03-22 02:20:08
492,49,2,2024-03-22 02:20:08,2024-03-22 02:20:08
493,49,3,2024-03-22 02:20:08,2024-03-22 02:20:08
494,49,4,2024-03-22 02:20:08,2024-03-22 02:20:08
501,50,1,2024-03-22 02:20:08,2024-03-22 02:20:08
502,50,2,2024-03-22 02:20:08,2024-03-22 02:20:08
503,50,3,2024-03-22 02:20:08,2024-03-22 02:20:08
504,50,4,2024-03-22 02:20:08,2024-03-22 02:20:08
511,51,1,2024-03-22 02:20:08,2024-03-22 02:20:08
512,51,2,2024-03-22 02:20:08,2024-03-22 02:20:08
513,51,3,2024-03-22 02:20:08,2024-03-22 02:20:08
514,51,4,2024-03-22 02:20:08,2024-03-22 02:20:08
521,52,1,2024-03-22 02:20:08,2024-03-22 02:20:08
522,52,2,2024-03-22 02:20:08,2024-03-22 02:20:08
523,52,3,2024-03-22 02:20:08,2024-03-22 02:20:08
524,52,4,2024-03-22 02:20:08,2024-03-22 02:20:08
10221,1022,1,2024-03-22 02:20:08,2024-03-22 02:20:08
10222,1022,2,2024-03-22 02:20:08,2024-03-22 02:20:08
10223,1022,3,2024-03-22 02:20:08,2024-03-22 02:20:08
10224,1022,4,2024-03-22 02:20:08,2024-03-22 02:20:08
