id,skill_type,skill_id,description,created_at,updated_at
29,PassiveSkill,3001259,バトル開始から5ターン目以降ネイルと同化する,2024-05-02 02:07:09,2024-05-02 02:07:09
30,PassiveSkill,2001264,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
31,PassiveSkill,2001265,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
32,PassiveSkill,2001266,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
33,PassiveSkill,2001267,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
34,PassiveSkill,2001268,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
35,PassiveSkill,2001269,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
36,PassiveSkill,2001270,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
37,PassiveSkill,2001271,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
38,PassiveSkill,2001274,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
39,PassiveSkill,2001275,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
40,PassiveSkill,2001276,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
41,PassiveSkill,2001277,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
42,PassiveSkill,2001278,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
43,PassiveSkill,2001279,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
44,PassiveSkill,2001280,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
45,PassiveSkill,2001281,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
46,PassiveSkill,1001296,"バトル開始から5ターン目以降
&HP80~100%のとき
アルティメット孫悟飯を吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
47,PassiveSkill,2001296,"バトル開始から5ターン目以降
&HP50~79%のとき
超サイヤ人3ゴテンクスを吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
48,PassiveSkill,3001296,"バトル開始から5ターン目以降
&HP49%以下のときピッコロを吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
49,PassiveSkill,1001297,"バトル開始から5ターン目以降
&HP80~100%のとき
アルティメット孫悟飯を吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
50,PassiveSkill,2001297,"バトル開始から5ターン目以降
&HP50~79%のとき
超サイヤ人3ゴテンクスを吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
51,PassiveSkill,3001297,"バトル開始から5ターン目以降
&HP49%以下のときピッコロを吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
52,PassiveSkill,2001354,"バトル開始から6ターン目以降
&HP80%以上のとき変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
53,PassiveSkill,2001355,"バトル開始から6ターン目以降
&HP80%以上のとき変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
54,PassiveSkill,3001390,バトル開始から5ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
55,PassiveSkill,3001391,バトル開始から5ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
56,PassiveSkill,2001398,"バトル開始から4ターン目以降
フルパワー状態に変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
57,PassiveSkill,2001399,"バトル開始から4ターン目以降
フルパワー状態に変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
58,PassiveSkill,6001434,HP40％以下のときミスター・ブウと合体する,2024-05-02 02:07:09,2024-05-02 02:07:09
59,PassiveSkill,6001435,HP40％以下のときミスター・ブウと合体する,2024-05-02 02:07:09,2024-05-02 02:07:09
60,PassiveSkill,2001453,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
61,PassiveSkill,2001454,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
62,PassiveSkill,2001455,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
63,PassiveSkill,2001456,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
64,PassiveSkill,2001457,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
65,PassiveSkill,2001458,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
66,PassiveSkill,2001459,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
67,PassiveSkill,2001460,次の攻撃参加ターンになるとさらに変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
68,PassiveSkill,3001496,バトル開始から4ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
69,PassiveSkill,3001497,バトル開始から4ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
70,PassiveSkill,1001506,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
71,PassiveSkill,1001507,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
72,PassiveSkill,3001511,バトル開始から3ターン目以降ポタラで合体する,2024-05-02 02:07:09,2024-05-02 02:07:09
73,PassiveSkill,3001512,バトル開始から3ターン目以降ポタラで合体する,2024-05-02 02:07:09,2024-05-02 02:07:09
74,ActiveSkill,15,次の攻撃参加ターンから発動可能(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
75,ActiveSkill,16,次の攻撃参加ターンから発動可能(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
76,ActiveSkill,17,次の攻撃参加ターンから発動可能(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
77,ActiveSkill,18,次の攻撃参加ターンから発動可能(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
78,PassiveSkill,3001532,"バトル開始から3ターン目以降
&HP70%以下のとき変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
79,PassiveSkill,3001533,"バトル開始から3ターン目以降
&HP70%以下のとき変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
80,PassiveSkill,5001547,"バトル開始から5ターン目以降
アムズ(第三形態)と融合する",2024-05-02 02:07:09,2024-05-02 02:07:09
81,PassiveSkill,5001548,"バトル開始から5ターン目以降
アムズ(第三形態)と融合する",2024-05-02 02:07:09,2024-05-02 02:07:09
82,ActiveSkill,23,"HP58%以下のとき
チームに「人造人間16号」がいれば発動可能、
またはバトル開始から5ターン目以降、
HP58%以下のときチームか敵に「人造人間」
カテゴリのキャラクターがいれば発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
83,ActiveSkill,24,"HP58%以下のとき
チームに「人造人間16号」がいれば発動可能、
またはバトル開始から5ターン目以降、
HP58%以下のときチームか敵に「人造人間」
カテゴリのキャラクターがいれば発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
84,PassiveSkill,16001672,HP30%以下のとき進化する,2024-05-02 02:07:09,2024-05-02 02:07:09
85,PassiveSkill,16001673,HP30%以下のとき進化する,2024-05-02 02:07:09,2024-05-02 02:07:09
86,ActiveSkill,25,"バトル開始から4ターン目以降、
HP70%以上の時に自身の他に
チームに「ナメック星人」カテゴリの
味方がいれば発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
87,ActiveSkill,26,"バトル開始から4ターン目以降、
HP70%以上の時に自身の他に
チームに「ナメック星人」カテゴリの
味方がいれば発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
88,ActiveSkill,27,"バトル開始から3ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
89,ActiveSkill,28,"バトル開始から3ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
90,ActiveSkill,29,"バトル開始から3ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
91,ActiveSkill,30,"バトル開始から3ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
92,PassiveSkill,1609,攻撃参加ターンになると変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
93,PassiveSkill,1610,攻撃参加ターンになると変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
94,ActiveSkill,31,"HP66%以下のとき
チームに自身の他に「人造人間」カテゴリの
味方が2体以上いれば発動可能、
または名称に「セル」を含むキャラクター
(セルジュニア等を除く)が敵にいるとき
いつでも発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
95,ActiveSkill,32,"HP66%以下のとき
チームに自身の他に「人造人間」カテゴリの
味方が2体以上いれば発動可能、
または名称に「セル」を含むキャラクター
(セルジュニア等を除く)が敵にいるとき
いつでも発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
96,PassiveSkill,4001905,"バトル開始から4ターン目以降、
HP58%以上の時に
名称に「トランクス」を含むキャラクター
(幼年期、GTを除く)がチームにいれば変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
97,PassiveSkill,4001906,"バトル開始から4ターン目以降、
HP58%以上の時に
名称に「トランクス」を含むキャラクター
(幼年期、GTを除く)がチームにいれば変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
98,ActiveSkill,33,"バトル開始から3ターン目以降、
敵に「純粋サイヤ人」か「混血サイヤ人」が
いれば発動可能、
またはバトル開始から6ターン目以降、
敵が1体の時に発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
99,ActiveSkill,34,"バトル開始から3ターン目以降、
敵に「純粋サイヤ人」か「混血サイヤ人」が
いれば発動可能、
またはバトル開始から6ターン目以降、
敵が1体の時に発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
100,PassiveSkill,4001963,"バトル開始から5ターン目以降、チームに自身の他に
「人造人間」カテゴリの味方が2体以上いれば
人造人間14号と15号のパーツを吸収し変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
101,PassiveSkill,4001964,"バトル開始から5ターン目以降、チームに自身の他に
「人造人間」カテゴリの味方が2体以上いれば
人造人間14号と15号のパーツを吸収し変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
102,PassiveSkill,4001986,"バトル開始から3ターン目以降、
敵が1体で敵のHP80%以上のとき変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
103,PassiveSkill,4001987,"バトル開始から3ターン目以降、
敵が1体で敵のHP80%以上のとき変身する",2024-05-02 02:07:09,2024-05-02 02:07:09
104,PassiveSkill,4001990,"バトル開始から3ターン目以降、
敵が1体で敵のHP80%以上のとき
バビディの魔術で強化される",2024-05-02 02:07:09,2024-05-02 02:07:09
105,PassiveSkill,4001991,"バトル開始から3ターン目以降、
敵が1体で敵のHP80%以上のとき
バビディの魔術で強化される",2024-05-02 02:07:09,2024-05-02 02:07:09
106,PassiveSkill,1998,攻撃参加ターンになると変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
107,PassiveSkill,1999,攻撃参加ターンになると変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
108,PassiveSkill,4002025,バトル開始から4ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
109,PassiveSkill,4002026,バトル開始から4ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
110,PassiveSkill,4002020,バトル開始から4ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
111,PassiveSkill,4002021,バトル開始から4ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
112,ActiveSkill,43,"バトル開始から4ターン目以降発動可能、
または「最凶の一族」カテゴリの敵がいるとき
いつでも発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
113,ActiveSkill,44,"バトル開始から4ターン目以降発動可能、
または「最凶の一族」カテゴリの敵がいるとき
いつでも発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
114,PassiveSkill,3002076,"バトル開始から7ターン目以降、
または「少年編」か「天下一武道会」か
「ドラゴンボールを求めし者」カテゴリの
敵がいるときドラゴンボールの力で若返る",2024-05-02 02:07:09,2024-05-02 02:07:09
115,PassiveSkill,3002077,"バトル開始から7ターン目以降、
または「少年編」か「天下一武道会」か
「ドラゴンボールを求めし者」カテゴリの
敵がいるときドラゴンボールの力で若返る",2024-05-02 02:07:09,2024-05-02 02:07:09
116,ActiveSkill,48,"バトル開始から3ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
117,ActiveSkill,49,"バトル開始から3ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
118,PassiveSkill,10002094,"バトル開始から4ターン目以降、
HP50%以下のときベジータと交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
119,PassiveSkill,10002095,"バトル開始から4ターン目以降、
HP50%以下のときベジータと交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
120,PassiveSkill,2002100,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
121,PassiveSkill,2002101,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
122,ActiveSkill,52,"変身後4ターン目以降、
HP70%以上のとき発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
123,ActiveSkill,53,"変身後4ターン目以降、
HP70%以上のとき発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
124,PassiveSkill,3002105,"バトル開始から3ターン目以降
魔人ブウ(純粋悪)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
125,PassiveSkill,3002106,"バトル開始から3ターン目以降
魔人ブウ(純粋悪)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
126,ActiveSkill,54,"交代後4ターン目以降、
HP70%以上のとき発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
127,ActiveSkill,55,"交代後4ターン目以降、
HP70%以上のとき発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
128,PassiveSkill,4002126,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
129,PassiveSkill,4002127,バトル開始から3ターン目以降変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
130,PassiveSkill,4002128,次の攻撃参加ターン以降、HP60%以上のとき変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
131,PassiveSkill,4002129,次の攻撃参加ターン以降、HP60%以上のとき変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
132,ActiveSkill,64,"バトル開始から4ターン目以降、
HP77%以下のとき発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
133,ActiveSkill,65,"バトル開始から4ターン目以降、
HP77%以下のとき発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
134,ActiveSkill,66,"バトル開始から4ターン目以降、
HP50%以上で発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
135,ActiveSkill,67,"バトル開始から4ターン目以降、
HP50%以上で発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
136,PassiveSkill,2002229,"バトル開始から3ターン目以降、
HP80%以下のとき変身を解除する",2024-05-02 02:07:09,2024-05-02 02:07:09
137,PassiveSkill,2002230,"バトル開始から3ターン目以降、
HP80%以下のとき変身を解除する",2024-05-02 02:07:09,2024-05-02 02:07:09
138,PassiveSkill,4002233,"バトル中5回以上ダメージを受けると
次の攻撃参加ターンに魔人ブウ(善)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
139,PassiveSkill,4002234,"バトル中5回以上ダメージを受けると
次の攻撃参加ターンに魔人ブウ(善)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
140,ActiveSkill,70,"バトル開始から5ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
141,ActiveSkill,71,"バトル開始から5ターン目以降発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
142,ActiveSkill,72,"攻撃参加ターンになると発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
143,ActiveSkill,73,"攻撃参加ターンになると発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
144,ActiveSkill,68,"バトル開始から3ターン目以降、
敵が1体の時に敵のHP58%以上で発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
145,ActiveSkill,69,"バトル開始から3ターン目以降、
敵が1体の時に敵のHP58%以上で発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
146,PassiveSkill,2237,攻撃参加ターンになると変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
147,PassiveSkill,2238,攻撃参加ターンになると変身する,2024-05-02 02:07:09,2024-05-02 02:07:09
148,PassiveSkill,2002217,"バトル開始から3ターン目以降、
HP80%以下のとき変身を解除する",2024-05-02 02:07:09,2024-05-02 02:07:09
149,PassiveSkill,2002218,"バトル開始から3ターン目以降、
HP80%以下のとき変身を解除する",2024-05-02 02:07:09,2024-05-02 02:07:09
150,PassiveSkill,4002221,"バトル中5回以上ダメージを受けると
次の攻撃参加ターンに魔人ブウ(善)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
151,PassiveSkill,4002222,"バトル中5回以上ダメージを受けると
次の攻撃参加ターンに魔人ブウ(善)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
152,PassiveSkill,4002245,"バトル中5回以上ダメージを受けると
次の攻撃参加ターンに魔人ブウ(善)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
153,PassiveSkill,4002246,"バトル中5回以上ダメージを受けると
次の攻撃参加ターンに魔人ブウ(善)に交代する",2024-05-02 02:07:09,2024-05-02 02:07:09
154,ActiveSkill,80,"攻撃参加ターンになると発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
155,ActiveSkill,81,"攻撃参加ターンになると発動可能
(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
156,PassiveSkill,3002308,"バトル開始から4ターン目以降、
HP60%以下の時にトワとトキトキの卵を吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
157,PassiveSkill,3002309,"バトル開始から4ターン目以降、
HP60%以下の時にトワとトキトキの卵を吸収する",2024-05-02 02:07:09,2024-05-02 02:07:09
158,ActiveSkill,86,"バトル開始から4ターン目以降、
敵が1体の時に発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
159,ActiveSkill,87,"バトル開始から4ターン目以降、
敵が1体の時に発動可能(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
160,PassiveSkill,1000531,極稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
161,PassiveSkill,1000532,極稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
162,PassiveSkill,1000533,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
163,PassiveSkill,1000534,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
164,PassiveSkill,1000535,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
165,PassiveSkill,1000536,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
166,PassiveSkill,1000537,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
167,PassiveSkill,1000538,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
168,PassiveSkill,1000569,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
169,PassiveSkill,1000570,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
170,PassiveSkill,1000571,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
171,PassiveSkill,1000579,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
172,PassiveSkill,1000580,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
173,PassiveSkill,1000581,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
174,PassiveSkill,1000582,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
175,PassiveSkill,1000583,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
176,PassiveSkill,1000584,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
177,PassiveSkill,1000585,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
178,PassiveSkill,1000586,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
179,PassiveSkill,1000587,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
180,PassiveSkill,1000588,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
181,PassiveSkill,1000606,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
182,PassiveSkill,1000607,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
183,PassiveSkill,1000608,稀に巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
184,PassiveSkill,1000609,稀に巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
185,PassiveSkill,1000657,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
186,PassiveSkill,1000658,稀に大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
187,PassiveSkill,1000786,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
188,PassiveSkill,1000787,HP30%以上でときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
189,PassiveSkill,1000922,HP30%以上でときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
190,PassiveSkill,1000928,ときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
191,PassiveSkill,1000929,ときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
192,PassiveSkill,1000930,ときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
193,PassiveSkill,1000993,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
194,PassiveSkill,1000996,HP80％以下でときどき巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
195,PassiveSkill,1000997,HP80％以下でときどき巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
196,PassiveSkill,1001041,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
197,PassiveSkill,1001042,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
198,PassiveSkill,1001043,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
199,PassiveSkill,1001044,HP30%以下で激怒(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
200,PassiveSkill,2000923,ときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
201,PassiveSkill,2001057,HP50%以下で幻魔人の封印が解ける(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
202,PassiveSkill,2001058,HP50%以下で幻魔人の封印が解ける(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
203,PassiveSkill,2001059,HP50%以下で幻魔人の封印が解ける(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
204,PassiveSkill,2001060,HP50%以下で幻魔人の封印が解ける(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
205,PassiveSkill,2001136,ときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
206,PassiveSkill,2001137,ときどき大猿化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
207,PassiveSkill,2001140,ときどき巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
208,PassiveSkill,2001141,ときどき巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
209,PassiveSkill,2001164,ときどき巨大化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
210,PassiveSkill,2001165,ときどき巨大化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
211,PassiveSkill,2001180,ときどき巨大化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
212,PassiveSkill,2001181,ときどき巨大化(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
213,PassiveSkill,2001236,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
214,PassiveSkill,2001237,ときどき大猿化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
215,PassiveSkill,2001333,HP40%以下で激怒(最大2回),2024-05-02 02:07:09,2024-05-02 02:07:09
216,PassiveSkill,2001944,HP80%以下のとき低確率で巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
217,PassiveSkill,2001945,HP80%以下のとき低確率で巨大化(1回のみ),2024-05-02 02:07:09,2024-05-02 02:07:09
218,PassiveSkill,2002277,"バトル開始から4ターン目以降、
HP50%以下のとき大猿化する(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
219,PassiveSkill,2002278,"バトル開始から4ターン目以降、
HP50%以下のとき大猿化する(1回のみ)",2024-05-02 02:07:09,2024-05-02 02:07:09
