id,budokai_id,round,image_path,description
284,28,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
291,29,1,images/budokai/budokai_announce_01.png,予選 始まります！
292,29,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
293,29,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
294,29,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
301,30,1,images/budokai/budokai_announce_01.png,予選 始まります！
302,30,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
303,30,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
304,30,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
311,31,1,images/budokai/budokai_announce_01.png,予選 始まります！
312,31,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
313,31,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
314,31,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
321,32,1,images/budokai/budokai_announce_01.png,予選 始まります！
322,32,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
323,32,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
324,32,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
331,33,1,images/budokai/budokai_announce_01.png,予選 始まります！
332,33,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
333,33,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
334,33,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
341,34,1,images/budokai/budokai_announce_01.png,予選 始まります！
342,34,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
343,34,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
344,34,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
351,35,1,images/budokai/budokai_announce_01.png,予選 始まります！
352,35,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
353,35,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
354,35,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
361,36,1,images/budokai/budokai_announce_01.png,予選 始まります！
362,36,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
363,36,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
364,36,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
371,37,1,images/budokai/budokai_announce_01.png,予選 始まります！
372,37,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
373,37,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
374,37,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
381,38,1,images/budokai/budokai_announce_01.png,予選 始まります！
382,38,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
383,38,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
384,38,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
391,39,1,images/budokai/budokai_announce_01.png,予選 始まります！
392,39,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
393,39,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
394,39,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
401,40,1,images/budokai/budokai_announce_01.png,予選 始まります！
402,40,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
403,40,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
404,40,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
411,41,1,images/budokai/budokai_announce_01.png,予選 始まります！
412,41,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
413,41,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
414,41,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
421,42,1,images/budokai/budokai_announce_01.png,予選 始まります！
422,42,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
423,42,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
424,42,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
431,43,1,images/budokai/budokai_announce_01.png,予選 始まります！
432,43,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
433,43,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
434,43,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
441,44,1,images/budokai/budokai_announce_01.png,予選 始まります！
442,44,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
443,44,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
444,44,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
451,45,1,images/budokai/budokai_announce_01.png,予選 始まります！
452,45,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
453,45,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
454,45,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
461,46,1,images/budokai/budokai_announce_01.png,予選 始まります！
462,46,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
463,46,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
464,46,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
471,47,1,images/budokai/budokai_announce_01.png,予選 始まります！
472,47,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
473,47,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
474,47,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
481,48,1,images/budokai/budokai_announce_01.png,予選 始まります！
482,48,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
483,48,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
484,48,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
491,49,1,images/budokai/budokai_announce_01.png,予選 始まります！
492,49,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
493,49,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
494,49,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
501,50,1,images/budokai/budokai_announce_01.png,予選 始まります！
502,50,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
503,50,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
504,50,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
511,51,1,images/budokai/budokai_announce_01.png,予選 始まります！
512,51,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
513,51,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
514,51,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
521,52,1,images/budokai/budokai_announce_01.png,予選 始まります！
522,52,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
523,52,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
524,52,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
10221,1022,1,images/budokai/budokai_announce_01.png,予選 始まります！
10222,1022,2,images/budokai/budokai_announce_03.png,準々決勝 開始します！
10223,1022,3,images/budokai/budokai_announce_03.png,準決勝 開始します！
10224,1022,4,images/budokai/budokai_announce_03.png,いよいよ決勝戦です！！
