id,name,bg1_enable,bg1_coef,bg1_flip_disable,bg2_enable,bg2_coef,bg2_flip_disable,bg3_enable,bg3_coef,bg3_flip_disable,bg4_enable,bg4_coef,bg4_flip_disable,created_at,updated_at
25,セルが完全体になった島,1,35,1,1,25,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
26,悟空vsベジータの決闘地点,1,50,1,1,25,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
27,あの世,1,50,1,1,0,1,1,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
28,ピラフの城,1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
29,RR軍本部,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
30,ジングル村,1,50,1,1,0,1,1,25,1,1,70,1,2024-05-02 02:04:40,2024-05-02 02:04:40
31,ブウのおなかの中,1,50,1,1,25,1,1,15,1,1,30,1,2024-05-02 02:04:40,2024-05-02 02:04:40
32,荒野（夜）,1,50,1,1,25,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
33,荒野（昼）,1,50,1,1,25,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
34,カリン塔,1,50,1,1,0,1,1,40,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
35,蛇の道,1,50,1,1,5,1,1,5,1,1,5,1,2024-05-02 02:04:40,2024-05-02 02:04:40
36,重力室(50倍重力)(宇宙船),1,0,1,1,0,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
37,重力室(150倍重力)(カプセルCorp),1,0,1,0,0,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
38,精神と時の部屋,1,0,1,1,0,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
39,宇宙空間,1,50,1,1,5,1,1,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
40,惑星ミート,1,50,1,1,10,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
41,惑星ベジータ,1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
42,崩壊したナメック星,1,50,1,1,25,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
43,ビルスの星,1,50,1,1,25,1,1,10,1,1,5,1,2024-05-02 02:04:40,2024-05-02 02:04:40
44,天下一武道会会場,1,20,1,1,10,1,1,0,1,1,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
45,天下一武道会会場（夕）,1,20,1,1,10,1,1,0,1,1,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
46,武道会場(土)(銀河ギリギリ),1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
47,マグマ(銀河ギリギリ),1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
48,西洋の街(銀河ギリギリ),1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
49,武道会場(タイル)(銀河ギリギリ),1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
50,とびっきりの最強対最強(夕方),1,50,1,1,25,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
51,神精樹の木付近荒野,1,35,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
52,-,1,35,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
53,悟空・フリーザの到着地点(暗転),1,50,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
54,セルが完全対になった島(暗転),1,50,1,1,25,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
55,セルが完全対になった島(暗転月あり),1,10,1,1,25,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
56,地獄(ジャネンバ),1,5,1,1,15,1,1,35,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
57,惑星イメッガ,1,0,1,1,10,1,1,25,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
58,惑星ケルボ,1,5,1,1,15,1,1,35,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
59,惑星ビーへ,1,5,1,1,15,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
60,ーーー,1,5,1,1,15,1,1,35,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
61,惑星ルード,1,5,1,1,15,1,1,35,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
62,惑星M2,1,5,1,1,0,1,1,8,1,1,16,1,2024-05-02 02:04:40,2024-05-02 02:04:40
63,ミューの星,1,0,1,1,0,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
64,ーーー,1,5,1,1,15,1,1,35,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
65,17号18号との戦闘地（暗転）,1,35,1,1,25,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
66,スーパーベビーになった島,1,35,1,1,25,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
67,パン(GT)(ハニー)の花園,1,25,1,1,10,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
68,名前のない星,1,35,1,1,25,1,1,10,1,1,5,1,2024-05-02 02:04:40,2024-05-02 02:04:40
69,崩壊した街(GT),1,35,1,1,25,1,1,15,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
70,新惑星ベジータ(昼),1,25,1,1,15,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
71,新惑星ベジータ(夜),1,25,1,1,15,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
72,ナタデ村付近の戦闘地,1,25,1,1,15,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
73,未来の崩壊した街,1,35,1,1,25,1,1,15,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
74,ペンギン村,1,20,1,1,15,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
75,草野球場,1,25,1,1,15,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
76,ウサギ団の街,1,25,1,1,15,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
77,第10宇宙界王神界,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
78,ツフル星,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
79,パオズ山(昼),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
80,パオズ山(夕方),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
81,パオズ山(夜),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
82,パオズ山(昼)(悟空の家),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
83,パオズ山(夕方)(悟空の家),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
84,パオズ山(夜)(悟空の家),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
85,暗めの荒野,1,40,1,1,25,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
86,メイクイーン城（養成施設）,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
87,メイクイーン城がみえる海,1,20,1,1,10,1,1,10,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
88,あの世,1,5,1,1,3,1,1,1,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
89,天下一武道会会場（半壊）,1,20,1,1,10,1,1,0,1,1,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
90,孫悟空一家の畑,1,25,1,1,20,1,1,15,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
91,スーパーゴージャスホテル,1,25,1,1,20,1,1,15,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
92,カメハウスが見える海,1,10,1,1,5,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
94,全覧試合の武舞台,1,50,1,1,25,1,1,15,1,1,10,1,2024-05-02 02:04:40,2024-05-02 02:04:40
95,サタンビル屋上,1,25,1,1,12,1,0,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
96,17号のいる島(夕方),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
97,天津堂道場,1,50,1,1,25,1,1,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
98,悟空と悟飯が闘った岩場,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
100,占いババの宮殿(夜),1,50,1,1,25,1,1,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
101,西の都(夜),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
102,崩壊した西の都(夜),1,35,1,1,25,1,1,15,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
103,ヒルデガーンに破壊された西の都,1,35,1,1,25,1,1,15,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
104,豪華客船の上,1,20,1,1,15,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
105,時の狭間,1,15,1,1,10,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
106,力の大会武舞台(エイプリルフール用),1,20,1,0,0,0,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
107,力の大会武舞台①,1,20,1,1,5,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
108,力の大会武舞台②,1,20,1,1,5,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
109,力の大会武舞台(破壊)①,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
110,力の大会武舞台(破壊)②,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
111,力の大会武舞台(後半)①,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
112,力の大会武舞台(後半)②,1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
113,力の大会武舞台(後半)③,1,15,1,1,5,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
114,力の大会武舞台(後半)④,1,15,1,1,5,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
115,力の大会武舞台(後半)⑤,1,15,1,1,5,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
116,スラッグの城（昼）,1,15,1,1,5,1,1,1,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
117,スラッグの城（夜）,1,15,1,1,5,1,1,1,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
118,繁華街（夜）,1,15,1,1,5,1,1,1,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
119,地獄(GT),1,5,1,1,3,1,1,1,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
120,17号のいる島(昼),1,20,1,1,10,1,1,5,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
121,大陸氷河,1,15,1,1,10,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
122,北の界王神と魔人ブウ(純粋)が闘った惑星,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
123,南の界王神と魔人ブウ(純粋)が闘った惑星,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
124,ビッグゲテスター,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
125,グルメス城,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
126,夜の森,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
127,魔神城(ガステル戦),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
128,魔神城(ルシフェル戦),1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
129,惑星ルーデゼ,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
130,森と湖(GT)(マイナスエネルギー),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
131,港街(GT),1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
132,崩壊した街(GT)(快晴),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
133,崩壊した街(GT)(暗雲),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
134,ミーファン帝国,1,10,1,1,7,1,1,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
135,ポトフ星,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
136,天下一武道会会場(8bit版),1,10,1,1,7,1,1,0,1,0,0,1,2024-05-02 02:04:40,2024-05-02 02:04:40
137,天下一大武道大会会場,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
138,惑星サダラ,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
139,第6宇宙の荒野(雨),1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
140,ヒーロータウン,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
141,時の巣,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
142,ヒーロータウン(暗雲),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
143,重力室(300倍重力),1,0,1,0,0,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
144,街の背景,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
145,セルゲーム会場(リングなし),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
146,神様の神殿,1,0,1,0,0,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
147,監獄惑星,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
148,占いババの宮殿(昼),1,0,1,1,0,1,1,0,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
149,都会の都,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
150,第25回天下一武道会会場,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
151,惑星ズン,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
152,暗黒星,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
153,ベジータ(幼年期)がいた惑星,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
154,惑星ベジータ(劇場版),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
155,惑星ベジータ王宮(昼),1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
156,ダーブラと悟飯が闘った場所,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
157,ババリ星,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
158,惑星プラント,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
159,宇宙空間(地球近辺),1,10,1,1,0,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
161,魔人ブウの体内,1,10,1,1,7,1,1,5,1,1,3,1,2024-05-02 02:04:40,2024-05-02 02:04:40
162,あの世一武道会,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
163,カリン塔(夜),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
164,西の都上空,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
165,ガーリックjr.の城,1,10,1,1,7,1,1,5,1,1,3,1,2024-05-02 02:04:40,2024-05-02 02:04:40
166,渦巻く空(劇場版),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
167,渦巻く空(アニメ）,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
168,孫悟空vsベジータの決闘地点,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
169,悟飯とピッコロの修行場所夕方,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
170,メチカブラのカオス城,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
171,キウイ山の火口,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
172,昼の森,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
173,八卦炉,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
174,ウーロンと出会った岩場,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
175,マッスルタワー,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
176,砂浜,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
177,RR軍基地,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
178,惑星ベジータ,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
179,地獄(SDBH),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
180,天国,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
181,砂漠,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
182,ピラフ城(夜),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
183,フライパン山,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
184,Dr.ウィローの研究所,1,1,1,1,1,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
185,無限ザマス,1,1,1,1,1,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
186,宇宙樹,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
187,宇宙空間,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
188,マッスルタワー1,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
189,マッスルタワー2,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
190,洞窟,1,10,1,1,7,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
999,大乱戦,1,50,1,1,25,1,1,10,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
1000,群島,1,50,1,1,25,1,1,10,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
1001,雲海,1,25,1,1,12,1,0,0,0,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
1002,崩壊した地球,1,12,1,1,6,1,1,10,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
1100,チェインバトル,1,50,1,1,25,1,1,10,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2000,氷の大陸(劇場版),1,15,1,1,5,1,1,8,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2001,ブルマの別荘,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2002,惑星バンパ,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2003,氷の大陸(マグマ地帯),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2004,氷の大陸 夕景,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2005,新生RR軍基地(崩壊),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2006,新生RR軍基地,1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2007,新生RR軍基地(雨),1,10,1,1,7,1,1,5,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
2008,ピッコロの修業場,1,1,1,1,1,1,1,1,1,0,0,0,2024-05-02 02:04:40,2024-05-02 02:04:40
