id,name,description,max_exec_count,priority,support_film_id,cost,unlock_quantity,script_name,lite_flicker_rate,open_at,close_at,created_at,updated_at
20011,過去で築いた絆,"バトル開始から2ターンの間、
「ベジータの系譜」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,2,100,100,sm20010,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20012,ベジータのプライド,"バトル開始から2ターンの間、
「心身の侵食」カテゴリの
味方全員の気力+1、ATKとDEF10%UP(1回のみ)",1,0,2,120,100,sm20012,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20013,クリリン驚異のパワーアップ,"バトル開始から2ターンの間、
「急激な成長」カテゴリの
味方全体のATKとDEF10%UPし、
「ナメック星編」カテゴリの
味方全員の気力+3",1,0,2,170,8,sm20013,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20014,セルゲーム開幕宣言,"バトル中「人造人間/セル編」カテゴリの
極系の味方全員のATKとDEF15%UP",1,0,2,200,100,sm20014,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20015,ピッコロからの贈り物,"バトル中「人造人間/セル編」カテゴリの
超系の味方全員のATKとDEF15%UP",1,0,2,200,100,sm20015,50,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20016,揺れ動く想い,"バトル中「人造人間」
または「地球人」カテゴリの
味方全員のATKとDEF10%UP",1,0,2,200,10,sm20016,30,2023-07-07 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20017,孫悟空ついに到着！,"HP59%以下で
チームに「地球育ちの戦士」
カテゴリの味方がいるとき、
2ターンの間、味方全員の気力+2(1回のみ)",1,0,2,120,8,sm20017,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
20018,悟空の情け,"バトル開始から4ターン目に、
2ターンの間、「怒り爆発」カテゴリの
味方全員のATKとDEF15%UPし、
バトル開始から4ターン目以降に、
「命運をかけた闘い」カテゴリの敵がいるとき、
1ターンの間、味方全員の気力+2(1回のみ)",1,0,2,120,12,sm20018,50,2024-04-09 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30001,シッポを引き出せ！,"極系の敵がいるとき、1ターンの間、
超系の味方全員のATK15%UP(1回のみ)",1,0,3,70,100,sm30001,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30002,パラパラブラザーズ登場！,"バトル開始から3ターン目以降に、
HP88%以上のとき
1ターンの間、
敵全体の必殺技を封じる(1回のみ)",1,0,3,120,100,sm30002,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30003,ブラのショッピング,"特殊効果「追加ドロップ率UP」があるイベントで
追加ドロップ率が85%UP(1回のみ)",1,0,3,120,100,sm30003,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30004,心をひとつに！ピッコロとデンデ,"バトル開始から3ターン目に、
属性気玉のうちランダムで
体気玉以外の1種類を体気玉に変化させ、
1ターンの間「GT HERO」カテゴリの
味方全員のATKとDEF20%UP(1回のみ)",1,0,3,120,100,sm30004,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30005,悟空が子供に！？,"バトル開始から2ターンの間、
敵全体のATKとDEFを5%DOWNし、
「孫悟空の系譜」カテゴリの敵がいる場合、
更に敵全体のATKとDEFを
5%DOWNさせる(1回のみ)",1,0,3,170,10,sm30005,50,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30006,さらば悟空！！,"バトル中「GT HERO」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「孫悟空」を含むキャラ
(ギニュー、Jr.等を除く)の気力+1(1回のみ)",1,0,3,200,100,sm30006,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30008,神龍が敵に？！,"バトル中「邪悪龍編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
「邪悪龍編」カテゴリの
極系の味方全員の気力+1(1回のみ)",1,0,3,200,7,sm30008,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30009,ピッコロの激励,"HP59%以下で
チームに「救世主」カテゴリの味方がいるとき、
2ターンの間、味方全員の気力+3、
更に超系の味方全員の気力+1(1回のみ)",1,0,3,150,100,sm30009,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
30010,パンのファーストキス,"バトル開始から2ターンの間、
「親友の絆」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,3,100,8,sm30010,30,2023-07-31 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40001,初めてのてんぷら,"バトル開始から3ターン目に、
1ターンの間、味方全員の気力+3(1回のみ)",1,0,4,70,100,sm40001,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40002,師弟の目指す先,"バトル開始から2ターンの間、
「師弟の絆」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,4,100,100,sm40002,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40003,全王のありがたいお言葉,"バトル中「宇宙サバイバル編」カテゴリの
味方全員のATKとDEF10%UP",1,0,4,200,12,sm40003,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40004,姉弟の絆,"自身のHP50%以下の時、自身のHPが18%回復し、
1ターンの間、「兄弟の絆」カテゴリの
味方全員のATKとDEF18%UP(1回のみ)",1,0,4,100,100,sm40004,50,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40005,トランクスとマイの再会,"バトル開始から2ターンの間、
チームに「時空を超えし者」カテゴリの
味方が2体以上いるとき
味方全員のATKとDEF10%UP(1回のみ)",1,0,4,120,100,sm40005,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40006,ブラ誕生！,"バトル中「ベジータの系譜」カテゴリの
味方全員のATKとDEF10%UP",1,0,4,200,10,sm40006,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40007,ふたりのザマス,"バトル中「世界の混乱」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「ザマス」または
「ゴクウブラック」を含む
キャラの気力+1(1回のみ)",1,0,4,200,9,sm40007,30,2023-09-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40008,絶対神の嘆き,"「時空を超えし者」カテゴリの敵がいるとき、
3ターンの間、「神次元」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,4,120,100,sm40008,30,2023-09-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40009,トランクスとマイの旅立ち,"バトル中「未来編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に
「トランクス」(幼年期、GTを除く)または
「マイ(未来)」を含むキャラの気力+1(1回のみ)",1,0,4,200,100,sm40009,30,2023-08-17 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
40010,スーパーサタンの奇跡！？,"「神次元」カテゴリの敵がいるとき、
3ターンの間、超系の味方全員の気力+4、
ATKとDEF10%UP(1回のみ)",1,0,4,150,100,sm40010,30,2024-04-02 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50001,飛ばせハイヤードラゴン！,"HP70%以下のとき、1ターンの間、
味方全員のATKとDEF10%UP(1回のみ)",1,0,5,70,100,sm50001,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50002,クリリン大熱唱,"バトル開始時の敵全体のATKを
1ターン目のみ5%DOWN、
2ターン目のみ4%DOWN、
3ターン目のみ3%DOWNさせる(1回のみ)",1,0,5,120,100,sm50002,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50003,カカロット,"バトル中「劇場版HERO」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「孫悟空」を含むキャラ
(ギニュー、Jr.等を除く)の気力+1(1回のみ)",1,0,5,200,100,sm50003,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50004,神次元への好奇心,"バトル開始から2ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
「神次元」カテゴリの敵がいる場合、
2ターンの間、味方全員の気力+1(1回のみ)",1,0,5,120,7,sm50004,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50005,あの世からの一撃,"バトル開始から5ターン目に、
2ターンの間、味方全員のATKとDEF10%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」カテゴリの敵がいるとき、
1ターンの間、超系の味方全員のATK10%UP
(1回のみ)",1,0,5,120,9,sm50005,50,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50006,クウラの冷評,"バトル中「最凶の一族」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「クウラ」を含む
キャラの気力+1(1回のみ)",1,0,5,200,100,sm50006,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50007,残酷な挑発,"バトル開始から2ターンの間、
「恐怖の征服」カテゴリの
味方全員の気力+1、ATKとDEF10%UP(1回のみ)",1,0,5,120,7,sm50007,50,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50008,悟飯を救え！,"バトル開始から4ターン目以降、
HPが58%以下のとき、
1ターンの間、超系の味方全員の
ATKとDEF20%UPし、
チームに「救世主」カテゴリの味方がいるとき
自身のHPが10%回復する(1回のみ)",1,0,5,150,8,sm50008,30,2000-01-01 00:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50009,悟飯の心,"バトル開始から3ターン目以降、
HPが58%以下のとき、
2ターンの間、「混血サイヤ人」カテゴリの
味方全員のATKとDEF20%UP、
「大猿パワー」カテゴリの
味方全員の気力+2(1回のみ)",1,0,5,150,9,sm50009,30,2023-05-31 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50010,勇者からの贈り物,"バトル開始から2ターンの間、
「語り継がれし者」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,5,100,6,sm50010,30,2024-01-04 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50011,破壊神のプライド,"バトル中「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
「惑星破壊」カテゴリの
味方全員の気力+1(1回のみ)",1,0,5,200,100,sm50011,30,2024-01-29 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
50012,散りゆくスーパーヒーロー,"バトル中「超HERO」カテゴリの
味方全員のATKとDEF10%UPし、
チームに名称に「ガンマ」を含むキャラがいるとき
バトル開始から7ターンの間、
味方全員の気力+2(1回のみ)",1,0,5,200,100,sm50012,30,2024-02-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
100012,ウーロンの願い,"特殊効果「追加ドロップ率UP」があるイベントで
追加ドロップ率が60%UP(1回のみ)",1,0,1,70,1,sm10001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
100013,ウーロンの願い,"特殊効果「追加ドロップ率UP」があるイベントで
追加ドロップ率が85%UP(1回のみ)",1,0,1,70,1,sm10001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
100022,孫悟空の結婚,"バトル中「孫悟空の系譜」カテゴリの
味方全員のATKとDEF15%UP",1,0,1,200,1,sm10002,30,2023-12-28 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
100023,孫悟空の結婚,"バトル中「孫悟空の系譜」カテゴリの
味方全員の気力+1、ATKとDEF20%UP",1,0,1,200,1,sm10002,30,2023-12-28 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200012,怒りのフリーザ,"超系の敵がいるとき、1ターンの間、
極系の味方全員のATK20%UP(1回のみ)",1,0,2,70,1,sm20001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200013,怒りのフリーザ,"超系の敵がいるとき、2ターンの間、
極系の味方全員のATK20%UP(1回のみ)",1,0,2,70,1,sm20001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200042,超サイヤ人を超えろ！,"バトル開始から2ターンの間、
「純粋サイヤ人」または「混血サイヤ人」
カテゴリの味方全員の気力+1し、
更に「超サイヤ人」カテゴリの
味方全員のATKとDEF10%UP、
または「超サイヤ人2」カテゴリの
味方全員のATKとDEF20%UP(1回のみ)",1,0,2,150,1,sm20004,30,2023-12-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200043,超サイヤ人を超えろ！,"バトル開始から2ターンの間、
「純粋サイヤ人」または「混血サイヤ人」
カテゴリの味方全員の気力+1し、
更に「超サイヤ人」カテゴリの
味方全員の気力+1、ATKとDEF15%UP、
または「超サイヤ人2」カテゴリの
味方全員の気力+2、ATKとDEF25%UP(1回のみ)",1,0,2,150,1,sm20004,30,2023-12-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200044,超サイヤ人を超えろ！,"バトル開始から2ターンの間、
「純粋サイヤ人」または「混血サイヤ人」
カテゴリの味方全員の気力+1、ATK5%UPし、
更に「超サイヤ人」カテゴリの
味方全員の気力+1、ATKとDEF15%UP、
または「超サイヤ人2」カテゴリの
味方全員の気力+2、ATKとDEF25%UP(1回のみ)",1,0,2,150,1,sm20004,30,2023-12-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200045,超サイヤ人を超えろ！,"バトル開始から3ターンの間、
「純粋サイヤ人」または「混血サイヤ人」
カテゴリの味方全員の気力+1、ATK8%UPし、
更に「超サイヤ人」カテゴリの
味方全員の気力+1、ATKとDEF15%UP、
または「超サイヤ人2」カテゴリの
味方全員の気力+2、ATKとDEF25%UP(1回のみ)",1,0,2,150,1,sm20004,30,2023-12-14 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200082,奇妙な巡り合わせ,"バトル開始から4ターン目、
または自身のHP40%以下で
チームに「純粋サイヤ人」カテゴリまたは
「地球人」カテゴリの味方がいるとき、
HPが35%回復する(1回のみ)",1,0,2,170,1,sm20008,30,2023-05-22 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200083,奇妙な巡り合わせ,"バトル開始から4ターン目、
または自身のHP40%以下で
チームに「純粋サイヤ人」カテゴリまたは
「地球人」カテゴリの味方がいるとき、
HPが50%回復する(1回のみ)",1,0,2,170,1,sm20008,30,2023-05-22 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200084,奇妙な巡り合わせ,"バトル開始から4ターン目、
または自身のHP40%以下で
チームに「純粋サイヤ人」カテゴリまたは
「地球人」カテゴリの味方がいるとき、
HPが50%回復し、1ターンの間、
「純粋サイヤ人」カテゴリまたは
「地球人」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,2,170,1,sm20008,30,2023-05-22 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200085,奇妙な巡り合わせ,"バトル開始から4ターン目、
または自身のHP40%以下で
チームに「純粋サイヤ人」カテゴリまたは
「地球人」カテゴリの味方がいるとき、
HPが50%回復し、2ターンの間、
「純粋サイヤ人」カテゴリまたは
「地球人」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",1,0,2,170,1,sm20008,30,2023-05-22 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200112,過去で築いた絆,"バトル開始から2ターンの間、
「ベジータの系譜」または「親子の絆」カテゴリの
味方全員のATKとDEF15%UP(1回のみ)",1,0,2,100,1,sm20010,30,2023-08-08 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200113,過去で築いた絆,"バトル開始から2ターンの間、
「ベジータの系譜」または「親子の絆」カテゴリの
味方全員の気力+1、ATKとDEF15%UP(1回のみ)",1,0,2,100,1,sm20010,30,2023-08-08 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200114,過去で築いた絆,"バトル開始から2ターンの間、
「ベジータの系譜」または「親子の絆」カテゴリの
味方全員の気力+1、ATKとDEF20%UP(1回のみ)",1,0,2,100,1,sm20010,30,2023-08-08 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
200115,過去で築いた絆,"バトル開始から3ターンの間、
「ベジータの系譜」または「親子の絆」カテゴリの
味方全員の気力+1、ATKとDEF20%UP(1回のみ)",1,0,2,100,1,sm20010,30,2023-08-08 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
300012,シッポを引き出せ！,"極系の敵がいるとき、1ターンの間、
超系の味方全員のATK20%UP(1回のみ)",1,0,3,70,1,sm30001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
300013,シッポを引き出せ！,"極系の敵がいるとき、2ターンの間、
超系の味方全員のATK20%UP(1回のみ)",1,0,3,70,1,sm30001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
300052,悟空が子供に！？,"バトル開始から2ターンの間、
敵全体のATKとDEFを5%DOWNし、
「孫悟空の系譜」カテゴリまたは
「GT HERO」カテゴリの敵がいる場合、
更に敵全体のATKとDEFを10%DOWNさせる(1回のみ)",1,0,3,170,1,sm30005,50,2023-06-28 02:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
300053,悟空が子供に！？,"バトル開始から2ターンの間、
敵全体のATKとDEFを10%DOWNし、
「孫悟空の系譜」カテゴリまたは
「GT HERO」カテゴリの敵がいる場合、
更に敵全体のATKとDEFを10%DOWNさせる(1回のみ)",1,0,3,170,1,sm30005,50,2023-06-28 02:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
300054,悟空が子供に！？,"バトル開始から2ターンの間、
敵全体のATKとDEFを15%DOWNし、
「孫悟空の系譜」カテゴリまたは
「GT HERO」カテゴリの敵がいる場合、
更に敵全体のATKとDEFを10%DOWNさせる(1回のみ)",1,0,3,170,1,sm30005,50,2023-06-28 02:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
300055,悟空が子供に！？,"バトル開始から3ターンの間、
敵全体のATKとDEFを15%DOWNし、
「孫悟空の系譜」カテゴリまたは
「GT HERO」カテゴリの敵がいる場合、
更に敵全体のATKとDEFを10%DOWNさせる(1回のみ)",1,0,3,170,1,sm30005,50,2023-06-28 02:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400012,初めてのてんぷら,"バトル開始から3ターン目に、
2ターンの間、味方全員の気力+3(1回のみ)",1,0,4,70,1,sm40001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400013,初めてのてんぷら,"バトル開始から3ターン目に、
3ターンの間、味方全員の気力+3(1回のみ)",1,0,4,70,1,sm40001,30,2023-04-20 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400022,師弟の目指す先,"バトル開始から2ターンの間、
「師弟の絆」または「コンビネーション」カテゴリの
味方全員のATKとDEF15%UP(1回のみ)",1,0,4,100,1,sm40002,30,2024-04-01 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400023,師弟の目指す先,"バトル開始から2ターンの間、
「師弟の絆」または「コンビネーション」カテゴリの
味方全員の気力+1、ATKとDEF15%UP(1回のみ)",1,0,4,100,1,sm40002,30,2024-04-01 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400024,師弟の目指す先,"バトル開始から2ターンの間、
「師弟の絆」または「コンビネーション」カテゴリの
味方全員の気力+1、ATKとDEF20%UP(1回のみ)",1,0,4,100,1,sm40002,30,2024-04-01 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400025,師弟の目指す先,"バトル開始から3ターンの間、
「師弟の絆」または「コンビネーション」カテゴリの
味方全員の気力+1、ATKとDEF20%UP(1回のみ)",1,0,4,100,1,sm40002,30,2024-04-01 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400042,姉弟の絆,"自身のHP50%以下の時、自身のHPが18%回復し、
1ターンの間、「兄弟の絆」
または「第7宇宙代表」カテゴリの
味方全員の気力+1、ATKとDEF18%UP
(1回のみ)",1,0,4,100,1,sm40004,50,2023-10-19 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400043,姉弟の絆,"自身のHP50%以下の時、自身のHPが18%回復し、
2ターンの間、「兄弟の絆」
または「第7宇宙代表」カテゴリの
味方全員の気力+1、ATKとDEF18%UP
(1回のみ)",1,0,4,100,1,sm40004,50,2023-10-19 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400044,姉弟の絆,"自身のHP50%以下の時、自身のHPが35%回復し、
2ターンの間、「兄弟の絆」
または「第7宇宙代表」カテゴリの
味方全員の気力+1、ATKとDEF18%UP
(1回のみ)",1,0,4,100,1,sm40004,50,2023-10-19 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400045,姉弟の絆,"自身のHP50%以下の時、自身のHPが35%回復し、
2ターンの間、「兄弟の絆」
または「第7宇宙代表」カテゴリの
味方全員の気力+1、ATKとDEF18%UP、
会心の発動確率17%UP(1回のみ)",1,0,4,100,1,sm40004,50,2023-10-19 08:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
400052,トランクスとマイの再会,"バトル開始から2ターンの間、
チームに「時空を超えし者」カテゴリの
味方が2体以上いるとき
味方全員のATKとDEF15%UP(1回のみ)",1,0,4,120,1,sm40005,30,2023-09-22 06:00:00,2030-01-01 00:00:00,2024-05-13 02:07:25,2024-05-13 02:07:25
