id,sub_target_type_set_id,target_value_type,target_value,created_at,updated_at
67,62,1,20,2024-05-13 02:06:58,2024-05-13 02:06:58
68,62,2,16,2024-05-13 02:06:58,2024-05-13 02:06:58
69,63,1,28,2024-05-13 02:06:58,2024-05-13 02:06:58
70,63,2,17,2024-05-13 02:06:58,2024-05-13 02:06:58
71,64,2,17,2024-05-13 02:06:58,2024-05-13 02:06:58
72,65,1,30,2024-05-13 02:06:58,2024-05-13 02:06:58
73,66,2,30,2024-05-13 02:06:58,2024-05-13 02:06:58
74,67,1,31,2024-05-13 02:06:58,2024-05-13 02:06:58
75,68,2,31,2024-05-13 02:06:58,2024-05-13 02:06:58
76,69,2,5,2024-05-13 02:06:58,2024-05-13 02:06:58
77,70,1,32,2024-05-13 02:06:58,2024-05-13 02:06:58
78,71,2,32,2024-05-13 02:06:58,2024-05-13 02:06:58
79,72,1,33,2024-05-13 02:06:58,2024-05-13 02:06:58
80,73,2,33,2024-05-13 02:06:58,2024-05-13 02:06:58
81,74,1,34,2024-05-13 02:06:58,2024-05-13 02:06:58
82,75,2,34,2024-05-13 02:06:58,2024-05-13 02:06:58
83,76,1,33,2024-05-13 02:06:58,2024-05-13 02:06:58
84,76,2,34,2024-05-13 02:06:58,2024-05-13 02:06:58
85,77,1,35,2024-05-13 02:06:58,2024-05-13 02:06:58
86,78,2,35,2024-05-13 02:06:58,2024-05-13 02:06:58
87,79,1,30,2024-05-13 02:06:58,2024-05-13 02:06:58
88,79,2,35,2024-05-13 02:06:58,2024-05-13 02:06:58
89,80,1,4,2024-05-13 02:06:58,2024-05-13 02:06:58
90,80,2,27,2024-05-13 02:06:58,2024-05-13 02:06:58
91,81,1,4,2024-05-13 02:06:58,2024-05-13 02:06:58
92,81,2,17,2024-05-13 02:06:58,2024-05-13 02:06:58
93,82,2,19,2024-05-13 02:06:58,2024-05-13 02:06:58
94,83,1,36,2024-05-13 02:06:58,2024-05-13 02:06:58
95,83,2,14,2024-05-13 02:06:58,2024-05-13 02:06:58
96,84,1,38,2024-05-13 02:06:58,2024-05-13 02:06:58
97,85,2,38,2024-05-13 02:06:58,2024-05-13 02:06:58
98,86,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
99,87,2,39,2024-05-13 02:06:58,2024-05-13 02:06:58
100,88,1,37,2024-05-13 02:06:58,2024-05-13 02:06:58
101,88,2,18,2024-05-13 02:06:58,2024-05-13 02:06:58
102,89,1,23,2024-05-13 02:06:58,2024-05-13 02:06:58
103,89,2,4,2024-05-13 02:06:58,2024-05-13 02:06:58
104,90,1,40,2024-05-13 02:06:58,2024-05-13 02:06:58
105,90,2,5,2024-05-13 02:06:58,2024-05-13 02:06:58
106,91,1,40,2024-05-13 02:06:58,2024-05-13 02:06:58
107,92,2,40,2024-05-13 02:06:58,2024-05-13 02:06:58
108,93,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
109,93,2,23,2024-05-13 02:06:58,2024-05-13 02:06:58
110,94,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
111,95,2,41,2024-05-13 02:06:58,2024-05-13 02:06:58
112,96,1,37,2024-05-13 02:06:58,2024-05-13 02:06:58
113,97,2,37,2024-05-13 02:06:58,2024-05-13 02:06:58
114,98,1,5,2024-05-13 02:06:58,2024-05-13 02:06:58
115,98,2,17,2024-05-13 02:06:58,2024-05-13 02:06:58
116,99,1,22,2024-05-13 02:06:58,2024-05-13 02:06:58
117,99,2,6,2024-05-13 02:06:58,2024-05-13 02:06:58
118,100,1,42,2024-05-13 02:06:58,2024-05-13 02:06:58
119,101,2,42,2024-05-13 02:06:58,2024-05-13 02:06:58
120,102,1,43,2024-05-13 02:06:58,2024-05-13 02:06:58
121,103,2,43,2024-05-13 02:06:58,2024-05-13 02:06:58
122,103,1,21,2024-05-13 02:06:58,2024-05-13 02:06:58
123,104,1,36,2024-05-13 02:06:58,2024-05-13 02:06:58
124,105,1,44,2024-05-13 02:06:58,2024-05-13 02:06:58
125,106,2,44,2024-05-13 02:06:58,2024-05-13 02:06:58
126,106,1,12,2024-05-13 02:06:58,2024-05-13 02:06:58
127,107,1,45,2024-05-13 02:06:58,2024-05-13 02:06:58
128,108,2,45,2024-05-13 02:06:58,2024-05-13 02:06:58
129,108,1,7,2024-05-13 02:06:58,2024-05-13 02:06:58
130,109,1,45,2024-05-13 02:06:58,2024-05-13 02:06:58
131,110,1,46,2024-05-13 02:06:58,2024-05-13 02:06:58
132,111,2,46,2024-05-13 02:06:58,2024-05-13 02:06:58
133,111,1,1,2024-05-13 02:06:58,2024-05-13 02:06:58
134,112,2,46,2024-05-13 02:06:58,2024-05-13 02:06:58
135,112,1,10,2024-05-13 02:06:58,2024-05-13 02:06:58
136,113,1,49,2024-05-13 02:06:58,2024-05-13 02:06:58
137,114,1,48,2024-05-13 02:06:58,2024-05-13 02:06:58
138,115,2,48,2024-05-13 02:06:58,2024-05-13 02:06:58
139,115,1,11,2024-05-13 02:06:58,2024-05-13 02:06:58
140,116,1,47,2024-05-13 02:06:58,2024-05-13 02:06:58
141,117,2,47,2024-05-13 02:06:58,2024-05-13 02:06:58
142,117,1,8,2024-05-13 02:06:58,2024-05-13 02:06:58
143,118,1,51,2024-05-13 02:06:58,2024-05-13 02:06:58
144,119,1,50,2024-05-13 02:06:58,2024-05-13 02:06:58
145,120,2,50,2024-05-13 02:06:58,2024-05-13 02:06:58
146,121,1,52,2024-05-13 02:06:58,2024-05-13 02:06:58
147,122,2,52,2024-05-13 02:06:58,2024-05-13 02:06:58
148,122,1,33,2024-05-13 02:06:58,2024-05-13 02:06:58
149,123,1,53,2024-05-13 02:06:58,2024-05-13 02:06:58
150,124,2,53,2024-05-13 02:06:58,2024-05-13 02:06:58
151,124,1,32,2024-05-13 02:06:58,2024-05-13 02:06:58
152,125,2,11,2024-05-13 02:06:58,2024-05-13 02:06:58
153,126,1,54,2024-05-13 02:06:58,2024-05-13 02:06:58
154,127,2,54,2024-05-13 02:06:58,2024-05-13 02:06:58
155,128,1,54,2024-05-13 02:06:58,2024-05-13 02:06:58
156,128,2,27,2024-05-13 02:06:58,2024-05-13 02:06:58
157,129,2,52,2024-05-13 02:06:58,2024-05-13 02:06:58
158,130,1,55,2024-05-13 02:06:58,2024-05-13 02:06:58
159,131,1,28,2024-05-13 02:06:58,2024-05-13 02:06:58
160,131,2,55,2024-05-13 02:06:58,2024-05-13 02:06:58
161,132,1,56,2024-05-13 02:06:58,2024-05-13 02:06:58
162,133,2,56,2024-05-13 02:06:58,2024-05-13 02:06:58
163,134,2,56,2024-05-13 02:06:58,2024-05-13 02:06:58
164,134,1,6,2024-05-13 02:06:58,2024-05-13 02:06:58
165,135,1,56,2024-05-13 02:06:58,2024-05-13 02:06:58
166,136,2,56,2024-05-13 02:06:58,2024-05-13 02:06:58
167,136,1,52,2024-05-13 02:06:58,2024-05-13 02:06:58
168,137,1,59,2024-05-13 02:06:58,2024-05-13 02:06:58
169,138,1,58,2024-05-13 02:06:58,2024-05-13 02:06:58
170,139,2,58,2024-05-13 02:06:58,2024-05-13 02:06:58
171,139,1,9,2024-05-13 02:06:58,2024-05-13 02:06:58
172,140,2,59,2024-05-13 02:06:58,2024-05-13 02:06:58
173,140,1,53,2024-05-13 02:06:58,2024-05-13 02:06:58
174,141,2,46,2024-05-13 02:06:58,2024-05-13 02:06:58
175,142,1,57,2024-05-13 02:06:58,2024-05-13 02:06:58
176,143,2,57,2024-05-13 02:06:58,2024-05-13 02:06:58
177,143,1,5,2024-05-13 02:06:58,2024-05-13 02:06:58
178,144,2,9,2024-05-13 02:06:58,2024-05-13 02:06:58
179,145,2,51,2024-05-13 02:06:58,2024-05-13 02:06:58
180,146,1,44,2024-05-13 02:06:58,2024-05-13 02:06:58
181,146,2,7,2024-05-13 02:06:58,2024-05-13 02:06:58
182,147,1,60,2024-05-13 02:06:58,2024-05-13 02:06:58
183,148,2,60,2024-05-13 02:06:58,2024-05-13 02:06:58
184,149,1,61,2024-05-13 02:06:58,2024-05-13 02:06:58
185,150,2,61,2024-05-13 02:06:58,2024-05-13 02:06:58
186,151,1,2,2024-05-13 02:06:58,2024-05-13 02:06:58
187,151,2,60,2024-05-13 02:06:58,2024-05-13 02:06:58
188,152,1,62,2024-05-13 02:06:58,2024-05-13 02:06:58
189,153,2,62,2024-05-13 02:06:58,2024-05-13 02:06:58
190,154,1,26,2024-05-13 02:06:58,2024-05-13 02:06:58
191,154,2,62,2024-05-13 02:06:58,2024-05-13 02:06:58
192,155,1,63,2024-05-13 02:06:58,2024-05-13 02:06:58
193,156,2,63,2024-05-13 02:06:58,2024-05-13 02:06:58
194,157,1,64,2024-05-13 02:06:58,2024-05-13 02:06:58
195,158,2,64,2024-05-13 02:06:58,2024-05-13 02:06:58
196,159,1,66,2024-05-13 02:06:58,2024-05-13 02:06:58
197,160,2,66,2024-05-13 02:06:58,2024-05-13 02:06:58
198,161,2,66,2024-05-13 02:06:58,2024-05-13 02:06:58
199,161,1,22,2024-05-13 02:06:58,2024-05-13 02:06:58
200,162,1,67,2024-05-13 02:06:58,2024-05-13 02:06:58
201,163,2,67,2024-05-13 02:06:58,2024-05-13 02:06:58
202,164,2,67,2024-05-13 02:06:58,2024-05-13 02:06:58
203,164,1,22,2024-05-13 02:06:58,2024-05-13 02:06:58
204,165,1,65,2024-05-13 02:06:58,2024-05-13 02:06:58
205,166,2,65,2024-05-13 02:06:58,2024-05-13 02:06:58
206,167,2,6,2024-05-13 02:06:58,2024-05-13 02:06:58
207,167,1,28,2024-05-13 02:06:58,2024-05-13 02:06:58
208,168,1,69,2024-05-13 02:06:58,2024-05-13 02:06:58
209,169,2,69,2024-05-13 02:06:58,2024-05-13 02:06:58
210,169,1,16,2024-05-13 02:06:58,2024-05-13 02:06:58
211,170,1,68,2024-05-13 02:06:58,2024-05-13 02:06:58
212,171,2,68,2024-05-13 02:06:58,2024-05-13 02:06:58
213,172,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
214,172,2,68,2024-05-13 02:06:58,2024-05-13 02:06:58
215,173,1,70,2024-05-13 02:06:58,2024-05-13 02:06:58
216,174,2,70,2024-05-13 02:06:58,2024-05-13 02:06:58
217,175,2,70,2024-05-13 02:06:58,2024-05-13 02:06:58
218,175,1,4,2024-05-13 02:06:58,2024-05-13 02:06:58
219,176,2,3,2024-05-13 02:06:58,2024-05-13 02:06:58
220,177,1,71,2024-05-13 02:06:58,2024-05-13 02:06:58
221,178,2,71,2024-05-13 02:06:58,2024-05-13 02:06:58
222,179,1,35,2024-05-13 02:06:58,2024-05-13 02:06:58
223,179,2,71,2024-05-13 02:06:58,2024-05-13 02:06:58
224,180,1,72,2024-05-13 02:06:58,2024-05-13 02:06:58
225,181,2,72,2024-05-13 02:06:58,2024-05-13 02:06:58
226,182,1,30,2024-05-13 02:06:58,2024-05-13 02:06:58
227,182,2,72,2024-05-13 02:06:58,2024-05-13 02:06:58
228,183,1,31,2024-05-13 02:06:58,2024-05-13 02:06:58
229,183,2,72,2024-05-13 02:06:58,2024-05-13 02:06:58
230,184,1,73,2024-05-13 02:06:58,2024-05-13 02:06:58
231,185,2,73,2024-05-13 02:06:58,2024-05-13 02:06:58
232,186,2,73,2024-05-13 02:06:58,2024-05-13 02:06:58
233,186,1,21,2024-05-13 02:06:58,2024-05-13 02:06:58
234,187,2,74,2024-05-13 02:06:58,2024-05-13 02:06:58
235,187,1,40,2024-05-13 02:06:58,2024-05-13 02:06:58
238,188,1,74,2024-05-13 02:06:58,2024-05-13 02:06:58
239,189,2,57,2024-05-13 02:06:58,2024-05-13 02:06:58
240,190,1,75,2024-05-13 02:06:58,2024-05-13 02:06:58
241,191,2,75,2024-05-13 02:06:58,2024-05-13 02:06:58
242,192,1,63,2024-05-13 02:06:58,2024-05-13 02:06:58
243,192,2,75,2024-05-13 02:06:58,2024-05-13 02:06:58
244,193,2,64,2024-05-13 02:06:58,2024-05-13 02:06:58
245,193,1,16,2024-05-13 02:06:58,2024-05-13 02:06:58
246,194,1,76,2024-05-13 02:06:58,2024-05-13 02:06:58
247,194,2,17,2024-05-13 02:06:58,2024-05-13 02:06:58
248,195,2,36,2024-05-13 02:06:58,2024-05-13 02:06:58
249,196,1,36,2024-05-13 02:06:58,2024-05-13 02:06:58
250,196,2,45,2024-05-13 02:06:58,2024-05-13 02:06:58
251,197,1,45,2024-05-13 02:06:58,2024-05-13 02:06:58
252,198,1,77,2024-05-13 02:06:58,2024-05-13 02:06:58
253,199,1,36,2024-05-13 02:06:58,2024-05-13 02:06:58
254,199,2,77,2024-05-13 02:06:58,2024-05-13 02:06:58
255,200,1,78,2024-05-13 02:06:58,2024-05-13 02:06:58
256,201,1,14,2024-05-13 02:06:58,2024-05-13 02:06:58
257,201,2,78,2024-05-13 02:06:58,2024-05-13 02:06:58
258,202,2,77,2024-05-13 02:06:58,2024-05-13 02:06:58
259,203,2,78,2024-05-13 02:06:58,2024-05-13 02:06:58
260,204,1,79,2024-05-13 02:06:58,2024-05-13 02:06:58
261,205,1,54,2024-05-13 02:06:58,2024-05-13 02:06:58
262,205,2,79,2024-05-13 02:06:58,2024-05-13 02:06:58
263,206,2,79,2024-05-13 02:06:58,2024-05-13 02:06:58
264,207,1,80,2024-05-13 02:06:58,2024-05-13 02:06:58
265,208,2,80,2024-05-13 02:06:58,2024-05-13 02:06:58
266,209,1,6,2024-05-13 02:06:58,2024-05-13 02:06:58
267,209,2,80,2024-05-13 02:06:58,2024-05-13 02:06:58
268,210,1,81,2024-05-13 02:06:58,2024-05-13 02:06:58
269,211,2,81,2024-05-13 02:06:58,2024-05-13 02:06:58
270,212,1,38,2024-05-13 02:06:58,2024-05-13 02:06:58
271,212,2,81,2024-05-13 02:06:58,2024-05-13 02:06:58
272,213,2,43,2024-05-13 02:06:58,2024-05-13 02:06:58
273,214,1,40,2024-05-13 02:06:58,2024-05-13 02:06:58
274,214,2,63,2024-05-13 02:06:58,2024-05-13 02:06:58
275,215,1,82,2024-05-13 02:06:58,2024-05-13 02:06:58
276,216,2,82,2024-05-13 02:06:58,2024-05-13 02:06:58
277,217,1,19,2024-05-13 02:06:58,2024-05-13 02:06:58
278,217,2,82,2024-05-13 02:06:58,2024-05-13 02:06:58
279,218,1,83,2024-05-13 02:06:58,2024-05-13 02:06:58
280,219,2,83,2024-05-13 02:06:58,2024-05-13 02:06:58
281,220,1,80,2024-05-13 02:06:58,2024-05-13 02:06:58
282,220,2,83,2024-05-13 02:06:58,2024-05-13 02:06:58
283,221,1,9,2024-05-13 02:06:58,2024-05-13 02:06:58
284,221,2,83,2024-05-13 02:06:58,2024-05-13 02:06:58
285,222,1,8,2024-05-13 02:06:58,2024-05-13 02:06:58
286,222,2,1,2024-05-13 02:06:58,2024-05-13 02:06:58
287,223,2,1,2024-05-13 02:06:58,2024-05-13 02:06:58
288,223,1,24,2024-05-13 02:06:58,2024-05-13 02:06:58
289,224,1,84,2024-05-13 02:06:58,2024-05-13 02:06:58
290,224,2,29,2024-05-13 02:06:58,2024-05-13 02:06:58
291,225,1,84,2024-05-13 02:06:58,2024-05-13 02:06:58
292,226,2,84,2024-05-13 02:06:58,2024-05-13 02:06:58
293,227,1,85,2024-05-13 02:06:58,2024-05-13 02:06:58
294,227,2,72,2024-05-13 02:06:58,2024-05-13 02:06:58
295,228,1,85,2024-05-13 02:06:58,2024-05-13 02:06:58
296,229,2,85,2024-05-13 02:06:58,2024-05-13 02:06:58
297,230,1,84,2024-05-13 02:06:58,2024-05-13 02:06:58
298,230,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
299,231,1,29,2024-05-13 02:06:58,2024-05-13 02:06:58
300,231,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
301,231,2,84,2024-05-13 02:06:58,2024-05-13 02:06:58
302,232,1,85,2024-05-13 02:06:58,2024-05-13 02:06:58
303,232,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
304,233,1,72,2024-05-13 02:06:58,2024-05-13 02:06:58
305,233,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
306,233,2,85,2024-05-13 02:06:58,2024-05-13 02:06:58
307,234,1,5,2024-05-13 02:06:58,2024-05-13 02:06:58
308,234,2,28,2024-05-13 02:06:58,2024-05-13 02:06:58
309,235,1,46,2024-05-13 02:06:58,2024-05-13 02:06:58
310,235,2,55,2024-05-13 02:06:58,2024-05-13 02:06:58
311,236,1,60,2024-05-13 02:06:58,2024-05-13 02:06:58
312,236,2,50,2024-05-13 02:06:58,2024-05-13 02:06:58
313,237,1,28,2024-05-13 02:06:58,2024-05-13 02:06:58
314,237,2,30,2024-05-13 02:06:58,2024-05-13 02:06:58
315,238,1,28,2024-05-13 02:06:58,2024-05-13 02:06:58
316,238,2,31,2024-05-13 02:06:58,2024-05-13 02:06:58
317,239,1,3,2024-05-13 02:06:58,2024-05-13 02:06:58
318,239,2,72,2024-05-13 02:06:58,2024-05-13 02:06:58
319,240,4,30,2024-05-13 02:06:58,2024-05-13 02:06:58
320,241,1,14,2024-05-13 02:06:58,2024-05-13 02:06:58
321,241,2,41,2024-05-13 02:06:58,2024-05-13 02:06:58
322,242,1,62,2024-05-13 02:06:58,2024-05-13 02:06:58
323,242,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
324,243,1,14,2024-05-13 02:06:58,2024-05-13 02:06:58
325,243,1,62,2024-05-13 02:06:58,2024-05-13 02:06:58
326,243,2,41,2024-05-13 02:06:58,2024-05-13 02:06:58
327,244,1,9,2024-05-13 02:06:58,2024-05-13 02:06:58
328,244,2,31,2024-05-13 02:06:58,2024-05-13 02:06:58
329,245,1,9,2024-05-13 02:06:58,2024-05-13 02:06:58
330,245,1,68,2024-05-13 02:06:58,2024-05-13 02:06:58
331,246,2,9,2024-05-13 02:06:58,2024-05-13 02:06:58
332,246,1,31,2024-05-13 02:06:58,2024-05-13 02:06:58
333,246,1,68,2024-05-13 02:06:58,2024-05-13 02:06:58
334,247,1,86,2024-05-13 02:06:58,2024-05-13 02:06:58
335,248,2,86,2024-05-13 02:06:58,2024-05-13 02:06:58
336,249,1,86,2024-05-13 02:06:58,2024-05-13 02:06:58
337,249,2,17,2024-05-13 02:06:58,2024-05-13 02:06:58
338,250,1,86,2024-05-13 02:06:58,2024-05-13 02:06:58
339,250,1,62,2024-05-13 02:06:58,2024-05-13 02:06:58
340,251,2,86,2024-05-13 02:06:58,2024-05-13 02:06:58
341,251,1,62,2024-05-13 02:06:58,2024-05-13 02:06:58
342,251,1,17,2024-05-13 02:06:58,2024-05-13 02:06:58
343,252,1,58,2024-05-13 02:06:58,2024-05-13 02:06:58
344,252,2,86,2024-05-13 02:06:58,2024-05-13 02:06:58
345,253,2,44,2024-05-13 02:06:58,2024-05-13 02:06:58
346,254,2,36,2024-05-13 02:06:58,2024-05-13 02:06:58
347,254,1,30,2024-05-13 02:06:58,2024-05-13 02:06:58
348,255,1,36,2024-05-13 02:06:58,2024-05-13 02:06:58
349,255,1,38,2024-05-13 02:06:58,2024-05-13 02:06:58
350,256,1,30,2024-05-13 02:06:58,2024-05-13 02:06:58
351,256,1,38,2024-05-13 02:06:58,2024-05-13 02:06:58
352,256,2,36,2024-05-13 02:06:58,2024-05-13 02:06:58
353,257,2,38,2024-05-13 02:06:58,2024-05-13 02:06:58
354,257,1,59,2024-05-13 02:06:58,2024-05-13 02:06:58
355,258,1,38,2024-05-13 02:06:58,2024-05-13 02:06:58
356,258,1,21,2024-05-13 02:06:58,2024-05-13 02:06:58
357,259,1,59,2024-05-13 02:06:58,2024-05-13 02:06:58
358,259,1,21,2024-05-13 02:06:58,2024-05-13 02:06:58
359,259,2,38,2024-05-13 02:06:58,2024-05-13 02:06:58
360,260,1,76,2024-05-13 02:06:58,2024-05-13 02:06:58
361,261,1,39,2024-05-13 02:06:58,2024-05-13 02:06:58
362,261,2,30,2024-05-13 02:06:58,2024-05-13 02:06:58
363,262,1,76,2024-05-13 02:06:58,2024-05-13 02:06:58
364,262,2,8,2024-05-13 02:06:58,2024-05-13 02:06:58
365,263,1,8,2024-05-13 02:06:58,2024-05-13 02:06:58
366,263,1,17,2024-05-13 02:06:58,2024-05-13 02:06:58
367,264,1,76,2024-05-13 02:06:58,2024-05-13 02:06:58
368,264,1,17,2024-05-13 02:06:58,2024-05-13 02:06:58
369,264,2,8,2024-05-13 02:06:58,2024-05-13 02:06:58
370,265,1,69,2024-05-13 02:06:58,2024-05-13 02:06:58
371,265,2,7,2024-05-13 02:06:58,2024-05-13 02:06:58
372,267,1,87,2024-05-13 02:06:58,2024-05-13 02:06:58
373,268,2,87,2024-05-13 02:06:58,2024-05-13 02:06:58
374,268,1,19,2024-05-13 02:06:58,2024-05-13 02:06:58
375,269,1,87,2024-05-13 02:06:58,2024-05-13 02:06:58
376,269,1,83,2024-05-13 02:06:58,2024-05-13 02:06:58
377,270,1,19,2024-05-13 02:06:58,2024-05-13 02:06:58
378,270,1,83,2024-05-13 02:06:58,2024-05-13 02:06:58
379,270,2,87,2024-05-13 02:06:58,2024-05-13 02:06:58
380,271,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
381,272,1,24,2024-05-13 02:06:58,2024-05-13 02:06:58
382,273,1,10,2024-05-13 02:06:58,2024-05-13 02:06:58
383,273,2,82,2024-05-13 02:06:58,2024-05-13 02:06:58
384,274,2,87,2024-05-13 02:06:58,2024-05-13 02:06:58
385,275,1,79,2024-05-13 02:06:58,2024-05-13 02:06:58
386,276,1,25,2024-05-13 02:06:58,2024-05-13 02:06:58
387,276,2,79,2024-05-13 02:06:58,2024-05-13 02:06:58
388,277,1,79,2024-05-13 02:06:58,2024-05-13 02:06:58
389,277,1,72,2024-05-13 02:06:58,2024-05-13 02:06:58
390,278,1,25,2024-05-13 02:06:58,2024-05-13 02:06:58
391,278,1,72,2024-05-13 02:06:58,2024-05-13 02:06:58
392,278,2,79,2024-05-13 02:06:58,2024-05-13 02:06:58
393,279,4,64,2024-05-13 02:06:58,2024-05-13 02:06:58
394,280,1,11,2024-05-13 02:06:58,2024-05-13 02:06:58
396,281,1,4,2024-05-13 02:06:58,2024-05-13 02:06:58
397,281,2,11,2024-05-13 02:06:58,2024-05-13 02:06:58
398,282,2,41,2024-05-13 02:06:58,2024-05-13 02:06:58
399,282,1,16,2024-05-13 02:06:58,2024-05-13 02:06:58
400,283,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
401,283,1,23,2024-05-13 02:06:58,2024-05-13 02:06:58
402,284,2,41,2024-05-13 02:06:58,2024-05-13 02:06:58
403,284,1,16,2024-05-13 02:06:58,2024-05-13 02:06:58
404,284,1,23,2024-05-13 02:06:58,2024-05-13 02:06:58
405,285,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
406,285,1,23,2024-05-13 02:06:58,2024-05-13 02:06:58
407,286,2,41,2024-05-13 02:06:58,2024-05-13 02:06:58
408,286,1,16,2024-05-13 02:06:58,2024-05-13 02:06:58
409,286,1,23,2024-05-13 02:06:58,2024-05-13 02:06:58
410,287,1,41,2024-05-13 02:06:58,2024-05-13 02:06:58
411,288,2,28,2024-05-13 02:06:58,2024-05-13 02:06:58
412,288,1,29,2024-05-13 02:06:58,2024-05-13 02:06:58
413,289,1,28,2024-05-13 02:06:58,2024-05-13 02:06:58
414,289,1,17,2024-05-13 02:06:58,2024-05-13 02:06:58
415,290,2,28,2024-05-13 02:06:58,2024-05-13 02:06:58
416,290,1,29,2024-05-13 02:06:58,2024-05-13 02:06:58
417,290,1,17,2024-05-13 02:06:58,2024-05-13 02:06:58
418,291,2,48,2024-05-13 02:06:58,2024-05-13 02:06:58
419,292,2,34,2024-05-13 02:06:58,2024-05-13 02:06:58
420,292,2,33,2024-05-13 02:06:58,2024-05-13 02:06:58
