id,z_battle_stage_id,level,z_battle_first_reward_set_id,main_reward_id,created_at,updated_at
105,3,43,105,286,2018-01-12 01:44:30,2018-01-12 01:44:30
106,3,44,106,287,2018-01-12 01:44:30,2018-01-12 01:44:30
107,3,45,107,288,2018-01-12 01:44:30,2018-01-12 01:44:30
108,3,46,108,289,2018-01-12 01:44:30,2018-01-12 01:44:30
109,3,47,109,290,2018-01-12 01:44:30,2018-01-12 01:44:30
110,3,48,110,291,2018-01-12 01:44:30,2018-01-12 01:44:30
111,3,49,111,292,2018-01-12 01:44:30,2018-01-12 01:44:30
112,3,50,112,294,2018-01-12 01:44:30,2018-01-12 01:44:30
113,3,51,113,295,2018-01-12 01:44:30,2018-01-12 01:44:30
114,3,52,114,296,2018-01-12 01:44:30,2018-01-12 01:44:30
115,3,53,115,297,2018-01-12 01:44:30,2018-01-12 01:44:30
116,3,54,116,298,2018-01-12 01:44:30,2018-01-12 01:44:30
117,3,55,117,299,2018-01-12 01:44:30,2018-01-12 01:44:30
118,3,56,118,300,2018-01-12 01:44:30,2018-01-12 01:44:30
119,3,57,119,301,2018-01-12 01:44:30,2018-01-12 01:44:30
120,3,58,120,302,2018-01-12 01:44:30,2018-01-12 01:44:30
121,3,59,121,303,2018-01-12 01:44:30,2018-01-12 01:44:30
122,3,60,122,305,2018-01-12 01:44:30,2018-01-12 01:44:30
123,3,61,123,306,2018-01-12 01:44:30,2018-01-12 01:44:30
124,3,62,124,307,2018-01-12 01:44:30,2018-01-12 01:44:30
125,3,63,125,308,2018-01-12 01:44:30,2018-01-12 01:44:30
126,3,64,126,309,2018-01-12 01:44:30,2018-01-12 01:44:30
127,3,65,127,310,2018-01-12 01:44:30,2018-01-12 01:44:30
128,3,66,128,311,2018-01-12 01:44:30,2018-01-12 01:44:30
129,3,67,129,312,2018-01-12 01:44:30,2018-01-12 01:44:30
130,3,68,130,313,2018-01-12 01:44:30,2018-01-12 01:44:30
131,3,69,131,314,2018-01-12 01:44:30,2018-01-12 01:44:30
132,3,70,132,316,2018-01-12 01:44:30,2018-01-12 01:44:30
133,3,71,133,317,2018-01-12 01:44:30,2018-01-12 01:44:30
134,3,72,134,318,2018-01-12 01:44:30,2018-01-12 01:44:30
135,3,73,135,319,2018-01-12 01:44:31,2018-01-12 01:44:31
136,3,74,136,320,2018-01-12 01:44:31,2018-01-12 01:44:31
137,3,75,137,321,2018-01-12 01:44:31,2018-01-12 01:44:31
138,3,76,138,322,2018-01-12 01:44:31,2018-01-12 01:44:31
139,3,77,139,352,2018-01-12 01:44:31,2018-01-12 01:44:31
140,3,78,140,353,2018-01-12 01:44:31,2018-01-12 01:44:31
141,4,1,141,355,2018-02-13 09:58:42,2018-02-13 09:58:42
142,4,2,142,359,2018-02-13 09:58:42,2018-02-13 09:58:42
143,4,3,143,362,2018-02-13 09:58:42,2018-02-13 09:58:42
144,4,4,144,365,2018-02-13 09:58:42,2018-02-13 09:58:42
145,4,5,145,369,2018-02-13 09:58:42,2018-02-13 09:58:42
146,4,6,146,371,2018-02-13 09:58:42,2018-02-13 09:58:42
147,4,7,147,375,2018-02-13 09:58:42,2018-02-13 09:58:42
148,4,8,148,378,2018-02-13 09:58:42,2018-02-13 09:58:42
149,4,9,149,381,2018-02-13 09:58:42,2018-02-13 09:58:42
150,4,10,150,387,2018-02-13 09:58:42,2018-02-13 09:58:42
151,4,11,151,389,2018-02-13 09:58:42,2018-02-13 09:58:42
152,4,12,152,393,2018-02-13 09:58:42,2018-02-13 09:58:42
153,4,13,153,396,2018-02-13 09:58:42,2018-02-13 09:58:42
154,4,14,154,399,2018-02-13 09:58:42,2018-02-13 09:58:42
155,4,15,155,403,2018-02-13 09:58:42,2018-02-13 09:58:42
156,4,16,156,406,2018-02-13 09:58:42,2018-02-13 09:58:42
157,4,17,157,409,2018-02-13 09:58:42,2018-02-13 09:58:42
158,4,18,158,412,2018-02-13 09:58:42,2018-02-13 09:58:42
159,4,19,159,415,2018-02-13 09:58:42,2018-02-13 09:58:42
160,4,20,160,421,2018-02-13 09:58:42,2018-02-13 09:58:42
161,4,21,161,423,2018-02-13 09:58:42,2018-02-13 09:58:42
162,4,22,162,427,2018-02-13 09:58:42,2018-02-13 09:58:42
163,4,23,163,430,2018-02-13 09:58:42,2018-02-13 09:58:42
164,4,24,164,433,2018-02-13 09:58:42,2018-02-13 09:58:42
165,4,25,165,437,2018-02-13 09:58:42,2018-02-13 09:58:42
166,4,26,166,439,2018-02-13 09:58:42,2018-02-13 09:58:42
167,4,27,167,443,2018-02-13 09:58:42,2018-02-13 09:58:42
168,4,28,168,446,2018-02-13 09:58:42,2018-02-13 09:58:42
169,4,29,169,449,2018-02-13 09:58:42,2018-02-13 09:58:42
170,4,30,170,455,2018-02-13 09:58:42,2018-02-13 09:58:42
171,4,31,171,456,2018-02-13 09:58:42,2018-02-13 09:58:42
203,5,1,203,623,2018-04-09 09:04:51,2018-04-09 09:04:51
204,5,2,204,629,2018-04-09 09:04:51,2018-04-09 09:04:51
205,5,3,205,634,2018-04-09 09:04:51,2018-04-09 09:04:51
206,5,4,206,639,2018-04-09 09:04:51,2018-04-09 09:04:51
207,5,5,207,645,2018-04-09 09:04:51,2018-04-09 09:04:51
208,5,6,208,650,2018-04-09 09:04:51,2018-04-09 09:04:51
209,5,7,209,655,2018-04-09 09:04:51,2018-04-09 09:04:51
210,5,8,210,660,2018-04-09 09:04:51,2018-04-09 09:04:51
211,5,9,211,665,2018-04-09 09:04:51,2018-04-09 09:04:51
212,5,10,212,673,2018-04-09 09:04:51,2018-04-09 09:04:51
213,5,11,213,676,2018-04-09 09:04:51,2018-04-09 09:04:51
214,5,12,214,683,2018-04-09 09:04:51,2018-04-09 09:04:51
215,5,13,215,688,2018-04-09 09:04:51,2018-04-09 09:04:51
216,5,14,216,693,2018-04-09 09:04:51,2018-04-09 09:04:51
217,5,15,217,699,2018-04-09 09:04:51,2018-04-09 09:04:51
218,5,16,218,704,2018-04-09 09:04:51,2018-04-09 09:04:51
219,5,17,219,709,2018-04-09 09:04:51,2018-04-09 09:04:51
220,5,18,220,714,2018-04-09 09:04:51,2018-04-09 09:04:51
221,5,19,221,719,2018-04-09 09:04:51,2018-04-09 09:04:51
222,5,20,222,727,2018-04-09 09:04:51,2018-04-09 09:04:51
223,5,21,223,729,2018-04-09 09:04:51,2018-04-09 09:04:51
224,5,22,224,737,2018-04-09 09:04:51,2018-04-09 09:04:51
225,5,23,225,742,2018-04-09 09:04:52,2018-04-09 09:04:52
226,5,24,226,747,2018-04-09 09:04:52,2018-04-09 09:04:52
227,5,25,227,753,2018-04-09 09:04:52,2018-04-09 09:04:52
228,5,26,228,755,2018-04-09 09:04:52,2018-04-09 09:04:52
229,5,27,229,763,2018-04-09 09:04:52,2018-04-09 09:04:52
230,5,28,230,768,2018-04-09 09:04:52,2018-04-09 09:04:52
231,5,29,231,773,2018-04-09 09:04:52,2018-04-09 09:04:52
232,5,30,232,781,2018-04-09 09:04:52,2018-04-09 09:04:52
233,5,31,233,782,2018-04-09 09:04:52,2018-04-09 09:04:52
234,6,1,234,784,2018-04-17 06:17:52,2018-04-17 06:17:52
235,6,2,235,788,2018-04-17 06:17:52,2018-04-17 06:17:52
236,6,3,236,791,2018-04-17 06:17:52,2018-04-17 06:17:52
237,6,4,237,794,2018-04-17 06:17:52,2018-04-17 06:17:52
238,6,5,238,798,2018-04-17 06:17:52,2018-04-17 06:17:52
239,6,6,239,800,2018-04-17 06:17:52,2018-04-17 06:17:52
240,6,7,240,804,2018-04-17 06:17:52,2018-04-17 06:17:52
241,6,8,241,807,2018-04-17 06:17:52,2018-04-17 06:17:52
242,6,9,242,810,2018-04-17 06:17:52,2018-04-17 06:17:52
243,6,10,243,816,2018-04-17 06:17:52,2018-04-17 06:17:52
244,6,11,244,818,2018-04-17 06:17:52,2018-04-17 06:17:52
245,6,12,245,822,2018-04-17 06:17:52,2018-04-17 06:17:52
246,6,13,246,825,2018-04-17 06:17:52,2018-04-17 06:17:52
247,6,14,247,828,2018-04-17 06:17:52,2018-04-17 06:17:52
248,6,15,248,832,2018-04-17 06:17:52,2018-04-17 06:17:52
249,6,16,249,835,2018-04-17 06:17:52,2018-04-17 06:17:52
250,6,17,250,838,2018-04-17 06:17:52,2018-04-17 06:17:52
251,6,18,251,841,2018-04-17 06:17:52,2018-04-17 06:17:52
252,6,19,252,844,2018-04-17 06:17:52,2018-04-17 06:17:52
253,6,20,253,850,2018-04-17 06:17:52,2018-04-17 06:17:52
254,6,21,254,852,2018-04-17 06:17:52,2018-04-17 06:17:52
255,6,22,255,856,2018-04-17 06:17:52,2018-04-17 06:17:52
256,6,23,256,859,2018-04-17 06:17:52,2018-04-17 06:17:52
257,6,24,257,862,2018-04-17 06:17:52,2018-04-17 06:17:52
258,6,25,258,866,2018-04-17 06:17:52,2018-04-17 06:17:52
259,6,26,259,868,2018-04-17 06:17:52,2018-04-17 06:17:52
260,6,27,260,872,2018-04-17 06:17:52,2018-04-17 06:17:52
261,6,28,261,875,2018-04-17 06:17:52,2018-04-17 06:17:52
262,6,29,262,878,2018-04-17 06:17:52,2018-04-17 06:17:52
263,6,30,263,884,2018-04-17 06:17:52,2018-04-17 06:17:52
264,6,31,264,885,2018-04-17 06:17:52,2018-04-17 06:17:52
265,7,1,265,887,2018-05-21 05:40:26,2018-05-21 05:40:26
266,7,2,266,891,2018-05-21 05:40:26,2018-05-21 05:40:26
267,7,3,267,894,2018-05-21 05:40:26,2018-05-21 05:40:26
268,7,4,268,897,2018-05-21 05:40:26,2018-05-21 05:40:26
269,7,5,269,901,2018-05-21 05:40:26,2018-05-21 05:40:26
270,7,6,270,903,2018-05-21 05:40:26,2018-05-21 05:40:26
271,7,7,271,907,2018-05-21 05:40:26,2018-05-21 05:40:26
272,7,8,272,910,2018-05-21 05:40:26,2018-05-21 05:40:26
273,7,9,273,913,2018-05-21 05:40:26,2018-05-21 05:40:26
274,7,10,274,919,2018-05-21 05:40:26,2018-05-21 05:40:26
275,7,11,275,921,2018-05-21 05:40:26,2018-05-21 05:40:26
276,7,12,276,925,2018-05-21 05:40:26,2018-05-21 05:40:26
277,7,13,277,928,2018-05-21 05:40:26,2018-05-21 05:40:26
278,7,14,278,931,2018-05-21 05:40:26,2018-05-21 05:40:26
279,7,15,279,935,2018-05-21 05:40:26,2018-05-21 05:40:26
280,7,16,280,938,2018-05-21 05:40:26,2018-05-21 05:40:26
281,7,17,281,941,2018-05-21 05:40:26,2018-05-21 05:40:26
282,7,18,282,944,2018-05-21 05:40:26,2018-05-21 05:40:26
283,7,19,283,947,2018-05-21 05:40:26,2018-05-21 05:40:26
284,7,20,284,953,2018-05-21 05:40:26,2018-05-21 05:40:26
285,7,21,285,955,2018-05-21 05:40:26,2018-05-21 05:40:26
286,7,22,286,959,2018-05-21 05:40:26,2018-05-21 05:40:26
287,7,23,287,962,2018-05-21 05:40:26,2018-05-21 05:40:26
288,7,24,288,965,2018-05-21 05:40:26,2018-05-21 05:40:26
289,7,25,289,969,2018-05-21 05:40:26,2018-05-21 05:40:26
290,7,26,290,971,2018-05-21 05:40:26,2018-05-21 05:40:26
291,7,27,291,975,2018-05-21 05:40:26,2018-05-21 05:40:26
292,7,28,292,978,2018-05-21 05:40:26,2018-05-21 05:40:26
293,7,29,293,981,2018-05-21 05:40:26,2018-05-21 05:40:26
294,7,30,294,987,2018-05-21 05:40:26,2018-05-21 05:40:26
295,7,31,295,988,2018-05-21 05:40:26,2018-05-21 05:40:26
296,8,1,296,990,2018-07-03 01:42:53,2018-07-03 01:42:53
297,8,31,297,1005,2018-07-03 01:57:56,2018-07-03 01:57:56
298,9,1,298,1007,2018-07-22 00:44:14,2018-07-22 00:44:14
299,9,2,299,1011,2018-07-22 00:44:14,2018-07-22 00:44:14
300,9,3,300,1014,2018-07-22 00:44:14,2018-07-22 00:44:14
301,9,4,301,1017,2018-07-22 00:44:14,2018-07-22 00:44:14
302,9,5,302,1021,2018-07-22 00:44:14,2018-07-22 00:44:14
303,9,6,303,1023,2018-07-22 00:44:14,2018-07-22 00:44:14
304,9,7,304,1027,2018-07-22 00:44:14,2018-07-22 00:44:14
305,9,8,305,1030,2018-07-22 00:44:14,2018-07-22 00:44:14
306,9,9,306,1033,2018-07-22 00:44:14,2018-07-22 00:44:14
307,9,10,307,1037,2018-07-22 00:44:14,2018-07-22 00:44:14
308,9,11,308,1039,2018-07-22 00:44:14,2018-07-22 00:44:14
309,9,12,309,1043,2018-07-22 00:44:14,2018-07-22 00:44:14
310,9,13,310,1046,2018-07-22 00:44:14,2018-07-22 00:44:14
311,9,14,311,1049,2018-07-22 00:44:14,2018-07-22 00:44:14
312,9,15,312,1053,2018-07-22 00:44:14,2018-07-22 00:44:14
313,9,16,313,1056,2018-07-22 00:44:14,2018-07-22 00:44:14
314,9,17,314,1059,2018-07-22 00:44:14,2018-07-22 00:44:14
315,9,18,315,1062,2018-07-22 00:44:14,2018-07-22 00:44:14
316,9,19,316,1065,2018-07-22 00:44:14,2018-07-22 00:44:14
317,9,20,317,1069,2018-07-22 00:44:14,2018-07-22 00:44:14
318,9,21,318,1071,2018-07-22 00:44:14,2018-07-22 00:44:14
319,9,22,319,1075,2018-07-22 00:44:14,2018-07-22 00:44:14
320,9,23,320,1078,2018-07-22 00:44:14,2018-07-22 00:44:14
321,9,24,321,1081,2018-07-22 00:44:14,2018-07-22 00:44:14
322,9,25,322,1085,2018-07-22 00:44:14,2018-07-22 00:44:14
323,9,26,323,1087,2018-07-22 00:44:14,2018-07-22 00:44:14
324,9,27,324,1091,2018-07-22 00:44:14,2018-07-22 00:44:14
325,9,28,325,1094,2018-07-22 00:44:14,2018-07-22 00:44:14
326,9,29,326,1097,2018-07-22 00:44:14,2018-07-22 00:44:14
327,9,30,327,1101,2018-07-22 00:44:14,2018-07-22 00:44:14
328,9,31,328,1106,2018-07-22 00:44:14,2018-07-22 00:44:14
334,10,1,334,1128,2018-08-17 01:59:47,2018-08-17 01:59:47
335,10,21,335,1133,2018-08-17 01:59:47,2018-08-17 01:59:47
336,10,41,336,1138,2018-08-17 01:59:47,2018-08-17 01:59:47
337,10,51,337,1143,2018-08-17 01:59:47,2018-08-17 01:59:47
338,10,101,338,1144,2018-08-17 01:59:48,2018-08-17 01:59:48
339,11,1,339,1150,2018-09-03 01:44:26,2018-09-03 01:44:26
340,11,2,340,1154,2018-09-03 01:44:26,2018-09-03 01:44:26
341,11,3,341,1157,2018-09-03 01:44:26,2018-09-03 01:44:26
342,11,4,342,1160,2018-09-03 01:44:26,2018-09-03 01:44:26
343,11,5,343,1164,2018-09-03 01:44:26,2018-09-03 01:44:26
344,11,6,344,1167,2018-09-03 01:44:26,2018-09-03 01:44:26
345,11,7,345,1170,2018-09-03 01:44:26,2018-09-03 01:44:26
346,11,8,346,1173,2018-09-03 01:44:26,2018-09-03 01:44:26
347,11,9,347,1176,2018-09-03 01:44:26,2018-09-03 01:44:26
348,11,10,348,1182,2018-09-03 01:44:26,2018-09-03 01:44:26
349,11,11,349,1184,2018-09-03 01:44:26,2018-09-03 01:44:26
350,11,12,350,1188,2018-09-03 01:44:26,2018-09-03 01:44:26
351,11,13,351,1191,2018-09-03 01:44:26,2018-09-03 01:44:26
352,11,14,352,1194,2018-09-03 01:44:26,2018-09-03 01:44:26
353,11,15,353,1198,2018-09-03 01:44:26,2018-09-03 01:44:26
354,11,16,354,1201,2018-09-03 01:44:26,2018-09-03 01:44:26
355,11,17,355,1204,2018-09-03 01:44:26,2018-09-03 01:44:26
356,11,18,356,1207,2018-09-03 01:44:26,2018-09-03 01:44:26
357,11,19,357,1210,2018-09-03 01:44:26,2018-09-03 01:44:26
358,11,20,358,1216,2018-09-03 01:44:26,2018-09-03 01:44:26
359,11,21,359,1218,2018-09-03 01:44:26,2018-09-03 01:44:26
360,11,22,360,1222,2018-09-03 01:44:26,2018-09-03 01:44:26
361,11,23,361,1225,2018-09-03 01:44:26,2018-09-03 01:44:26
362,11,24,362,1228,2018-09-03 01:44:26,2018-09-03 01:44:26
363,11,25,363,1232,2018-09-03 01:44:26,2018-09-03 01:44:26
364,11,26,364,1234,2018-09-03 01:44:26,2018-09-03 01:44:26
365,11,27,365,1238,2018-09-03 01:44:26,2018-09-03 01:44:26
366,11,28,366,1241,2018-09-03 01:44:26,2018-09-03 01:44:26
367,11,29,367,1244,2018-09-03 01:44:26,2018-09-03 01:44:26
368,11,30,368,1250,2018-09-03 01:44:26,2018-09-03 01:44:26
369,11,31,369,1251,2018-09-03 01:44:26,2018-09-03 01:44:26
370,12,1,370,1253,2018-09-18 02:29:54,2018-09-18 02:29:54
371,12,2,371,1257,2018-09-18 02:29:54,2018-09-18 02:29:54
372,12,3,372,1260,2018-09-18 02:29:54,2018-09-18 02:29:54
373,12,4,373,1263,2018-09-18 02:29:54,2018-09-18 02:29:54
374,12,5,374,1267,2018-09-18 02:29:54,2018-09-18 02:29:54
375,12,6,375,1270,2018-09-18 02:29:54,2018-09-18 02:29:54
376,12,7,376,1273,2018-09-18 02:29:54,2018-09-18 02:29:54
377,12,8,377,1276,2018-09-18 02:29:54,2018-09-18 02:29:54
378,12,9,378,1279,2018-09-18 02:29:54,2018-09-18 02:29:54
379,12,10,379,1285,2018-09-18 02:29:54,2018-09-18 02:29:54
380,12,11,380,1287,2018-09-18 02:29:54,2018-09-18 02:29:54
381,12,12,381,1291,2018-09-18 02:29:54,2018-09-18 02:29:54
382,12,13,382,1294,2018-09-18 02:29:54,2018-09-18 02:29:54
383,12,14,383,1297,2018-09-18 02:29:54,2018-09-18 02:29:54
384,12,15,384,1301,2018-09-18 02:29:54,2018-09-18 02:29:54
385,12,16,385,1304,2018-09-18 02:29:54,2018-09-18 02:29:54
386,12,17,386,1307,2018-09-18 02:29:54,2018-09-18 02:29:54
387,12,18,387,1310,2018-09-18 02:29:54,2018-09-18 02:29:54
388,12,19,388,1313,2018-09-18 02:29:54,2018-09-18 02:29:54
389,12,20,389,1319,2018-09-18 02:29:54,2018-09-18 02:29:54
390,12,21,390,1321,2018-09-18 02:29:54,2018-09-18 02:29:54
391,12,22,391,1325,2018-09-18 02:29:54,2018-09-18 02:29:54
392,12,23,392,1328,2018-09-18 02:29:54,2018-09-18 02:29:54
393,12,24,393,1331,2018-09-18 02:29:54,2018-09-18 02:29:54
394,12,25,394,1335,2018-09-18 02:29:54,2018-09-18 02:29:54
395,12,26,395,1337,2018-09-18 02:29:54,2018-09-18 02:29:54
396,12,27,396,1341,2018-09-18 02:29:54,2018-09-18 02:29:54
397,12,28,397,1344,2018-09-18 02:29:54,2018-09-18 02:29:54
398,12,29,398,1347,2018-09-18 02:29:54,2018-09-18 02:29:54
399,12,30,399,1353,2018-09-18 02:29:54,2018-09-18 02:29:54
400,12,31,400,1354,2018-09-18 02:29:54,2018-09-18 02:29:54
401,13,1,401,1356,2018-10-23 04:02:40,2018-10-23 04:02:40
402,13,2,402,1360,2018-10-23 04:02:40,2018-10-23 04:02:40
403,13,3,403,1363,2018-10-23 04:02:40,2018-10-23 04:02:40
404,13,4,404,1366,2018-10-23 04:02:40,2018-10-23 04:02:40
405,13,5,405,1370,2018-10-23 04:02:40,2018-10-23 04:02:40
406,13,6,406,1373,2018-10-23 04:02:40,2018-10-23 04:02:40
407,13,7,407,1376,2018-10-23 04:02:40,2018-10-23 04:02:40
408,13,8,408,1379,2018-10-23 04:02:40,2018-10-23 04:02:40
409,13,9,409,1382,2018-10-23 04:02:40,2018-10-23 04:02:40
410,13,10,410,1388,2018-10-23 04:02:40,2018-10-23 04:02:40
411,13,11,411,1390,2018-10-23 04:02:40,2018-10-23 04:02:40
412,13,12,412,1394,2018-10-23 04:02:40,2018-10-23 04:02:40
413,13,13,413,1397,2018-10-23 04:02:40,2018-10-23 04:02:40
414,13,14,414,1400,2018-10-23 04:02:40,2018-10-23 04:02:40
415,13,15,415,1404,2018-10-23 04:02:40,2018-10-23 04:02:40
416,13,16,416,1407,2018-10-23 04:02:40,2018-10-23 04:02:40
417,13,17,417,1410,2018-10-23 04:02:40,2018-10-23 04:02:40
418,13,18,418,1413,2018-10-23 04:02:40,2018-10-23 04:02:40
419,13,19,419,1416,2018-10-23 04:02:40,2018-10-23 04:02:40
