id,jukebox_track_id,description,conditions,created_at,updated_at
39,121,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 12}",2024-04-15 01:18:20,2024-04-15 01:18:20
40,12,"バーストモードのギミックを
500以上のスコアになるよう設定しクリア","{""genkai_point"": 500, ""genkai_battle_id"": 12}",2024-04-15 01:18:20,2024-04-15 01:18:20
41,122,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 13}",2024-04-15 01:18:20,2024-04-15 01:18:20
42,123,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 13}",2024-04-15 01:18:20,2024-04-15 01:18:20
43,124,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 14}",2024-04-15 01:18:20,2024-04-15 01:18:20
44,125,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 14}",2024-04-15 01:18:20,2024-04-15 01:18:20
45,13,"バーストモードのギミックを
500以上のスコアになるよう設定しクリア","{""genkai_point"": 500, ""genkai_battle_id"": 14}",2024-04-15 01:18:20,2024-04-15 01:18:20
49,128,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 15}",2024-04-15 01:18:20,2024-04-15 01:18:20
50,129,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 15}",2024-04-15 01:18:20,2024-04-15 01:18:20
51,14,"バーストモードのギミックを
500以上のスコアになるよう設定しクリア","{""genkai_point"": 500, ""genkai_battle_id"": 15}",2024-04-15 01:18:20,2024-04-15 01:18:20
52,132,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 17}",2024-04-15 01:18:20,2024-04-15 01:18:20
53,133,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 17}",2024-04-15 01:18:20,2024-04-15 01:18:20
54,16,"バーストモードのギミックを
500以上のスコアになるよう設定しクリア","{""genkai_point"": 500, ""genkai_battle_id"": 17}",2024-04-15 01:18:20,2024-04-15 01:18:20
55,130,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 16}",2024-04-15 01:18:20,2024-04-15 01:18:20
56,131,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 16}",2024-04-15 01:18:20,2024-04-15 01:18:20
57,15,"バーストモードのギミックを
500以上のスコアになるよう設定しクリア","{""genkai_point"": 500, ""genkai_battle_id"": 16}",2024-04-15 01:18:20,2024-04-15 01:18:20
58,134,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 18}",2024-04-15 01:18:20,2024-04-15 01:18:20
59,135,"バーストモードのギミックを
4000以上のスコアになるよう設定しクリア","{""genkai_point"": 4000, ""genkai_battle_id"": 18}",2024-04-15 01:18:20,2024-04-15 01:18:20
60,17,"バーストモードのギミックを
500以上のスコアになるよう設定しクリア","{""genkai_point"": 500, ""genkai_battle_id"": 18}",2024-04-15 01:18:20,2024-04-15 01:18:20
