id,chain_battle_ranking_gift_set_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
1028,2,1011481,Card,2,1500000,ミスター・サタン像(ダイヤ)×2,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1029,2,11,PotentialItem,200,0,速の潜在能力玉(大)×200,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1030,2,12,PotentialItem,200,0,技の潜在能力玉(大)×200,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1031,2,13,PotentialItem,200,0,知の潜在能力玉(大)×200,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1032,2,14,PotentialItem,200,0,力の潜在能力玉(大)×200,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1033,2,15,PotentialItem,200,0,体の潜在能力玉(大)×200,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1034,2,6,PotentialItem,2000,0,速の潜在能力玉(中)×2000,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1035,2,7,PotentialItem,2000,0,技の潜在能力玉(中)×2000,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1036,2,8,PotentialItem,2000,0,知の潜在能力玉(中)×2000,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1037,2,9,PotentialItem,2000,0,力の潜在能力玉(中)×2000,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1038,2,10,PotentialItem,2000,0,体の潜在能力玉(中)×2000,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1039,2,1,PotentialItem,3600,0,速の潜在能力玉(小)×3600,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1040,2,2,PotentialItem,3600,0,技の潜在能力玉(小)×3600,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1041,2,3,PotentialItem,3600,0,知の潜在能力玉(小)×3600,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1042,2,4,PotentialItem,3600,0,力の潜在能力玉(小)×3600,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1043,2,5,PotentialItem,3600,0,体の潜在能力玉(小)×3600,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1044,2,1000,TrainingItem,8,0,亀の甲羅(プラチナ)[速]×8,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1045,2,1001,TrainingItem,8,0,亀の甲羅(プラチナ)[技]×8,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1046,2,1002,TrainingItem,8,0,亀の甲羅(プラチナ)[知]×8,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1047,2,1003,TrainingItem,8,0,亀の甲羅(プラチナ)[力]×8,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1048,2,1004,TrainingItem,8,0,亀の甲羅(プラチナ)[体]×8,チェインバトルランキング上位2~3%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1049,3,2001,TreasureItem,4000,0,結束の印×4000,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1050,3,1,CardStickerItem,1,0,スペシャルステッカー×1,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1051,3,1003970,Card,5,0,[不思議な儀式]老界王神×5,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1052,3,1011481,Card,1,1500000,ミスター・サタン像(ダイヤ)×1,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1053,3,11,PotentialItem,175,0,速の潜在能力玉(大)×175,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1054,3,12,PotentialItem,175,0,技の潜在能力玉(大)×175,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1055,3,13,PotentialItem,175,0,知の潜在能力玉(大)×175,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1056,3,14,PotentialItem,175,0,力の潜在能力玉(大)×175,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1057,3,15,PotentialItem,175,0,体の潜在能力玉(大)×175,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1058,3,6,PotentialItem,1750,0,速の潜在能力玉(中)×1750,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1059,3,7,PotentialItem,1750,0,技の潜在能力玉(中)×1750,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1060,3,8,PotentialItem,1750,0,知の潜在能力玉(中)×1750,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1061,3,9,PotentialItem,1750,0,力の潜在能力玉(中)×1750,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1062,3,10,PotentialItem,1750,0,体の潜在能力玉(中)×1750,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1063,3,1,PotentialItem,3150,0,速の潜在能力玉(小)×3150,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1064,3,2,PotentialItem,3150,0,技の潜在能力玉(小)×3150,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1065,3,3,PotentialItem,3150,0,知の潜在能力玉(小)×3150,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1066,3,4,PotentialItem,3150,0,力の潜在能力玉(小)×3150,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1067,3,5,PotentialItem,3150,0,体の潜在能力玉(小)×3150,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1068,3,1000,TrainingItem,7,0,亀の甲羅(プラチナ)[速]×7,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1069,3,1001,TrainingItem,7,0,亀の甲羅(プラチナ)[技]×7,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1070,3,1002,TrainingItem,7,0,亀の甲羅(プラチナ)[知]×7,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1071,3,1003,TrainingItem,7,0,亀の甲羅(プラチナ)[力]×7,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1072,3,1004,TrainingItem,7,0,亀の甲羅(プラチナ)[体]×7,チェインバトルランキング上位4~5%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1073,4,2001,TreasureItem,3000,0,結束の印×3000,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1074,4,1,CardStickerItem,1,0,スペシャルステッカー×1,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1075,4,1003970,Card,3,0,[不思議な儀式]老界王神×3,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1076,4,1005480,Card,3,765122,ミスター・サタン像(プラチナ)×3,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1077,4,11,PotentialItem,150,0,速の潜在能力玉(大)×150,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1078,4,12,PotentialItem,150,0,技の潜在能力玉(大)×150,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1079,4,13,PotentialItem,150,0,知の潜在能力玉(大)×150,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1080,4,14,PotentialItem,150,0,力の潜在能力玉(大)×150,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1081,4,15,PotentialItem,150,0,体の潜在能力玉(大)×150,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1082,4,6,PotentialItem,1500,0,速の潜在能力玉(中)×1500,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1083,4,7,PotentialItem,1500,0,技の潜在能力玉(中)×1500,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1084,4,8,PotentialItem,1500,0,知の潜在能力玉(中)×1500,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1085,4,9,PotentialItem,1500,0,力の潜在能力玉(中)×1500,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1086,4,10,PotentialItem,1500,0,体の潜在能力玉(中)×1500,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1087,4,1,PotentialItem,2700,0,速の潜在能力玉(小)×2700,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1088,4,2,PotentialItem,2700,0,技の潜在能力玉(小)×2700,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1089,4,3,PotentialItem,2700,0,知の潜在能力玉(小)×2700,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1090,4,4,PotentialItem,2700,0,力の潜在能力玉(小)×2700,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1091,4,5,PotentialItem,2700,0,体の潜在能力玉(小)×2700,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1092,4,1000,TrainingItem,6,0,亀の甲羅(プラチナ)[速]×6,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1093,4,1001,TrainingItem,6,0,亀の甲羅(プラチナ)[技]×6,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1094,4,1002,TrainingItem,6,0,亀の甲羅(プラチナ)[知]×6,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1095,4,1003,TrainingItem,6,0,亀の甲羅(プラチナ)[力]×6,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1096,4,1004,TrainingItem,6,0,亀の甲羅(プラチナ)[体]×6,チェインバトルランキング上位6~10%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1097,5,2001,TreasureItem,2500,0,結束の印×2500,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1098,5,1003970,Card,2,0,[不思議な儀式]老界王神×2,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1099,5,1005480,Card,2,765122,ミスター・サタン像(プラチナ)×2,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1100,5,11,PotentialItem,125,0,速の潜在能力玉(大)×125,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1101,5,1000,TrainingItem,5,0,亀の甲羅(プラチナ)[速]×5,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1102,5,12,PotentialItem,125,0,技の潜在能力玉(大)×125,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1103,5,13,PotentialItem,125,0,知の潜在能力玉(大)×125,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1104,5,14,PotentialItem,125,0,力の潜在能力玉(大)×125,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1105,5,15,PotentialItem,125,0,体の潜在能力玉(大)×125,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1106,5,6,PotentialItem,1250,0,速の潜在能力玉(中)×1250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1107,5,7,PotentialItem,1250,0,技の潜在能力玉(中)×1250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1108,5,8,PotentialItem,1250,0,知の潜在能力玉(中)×1250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1109,5,9,PotentialItem,1250,0,力の潜在能力玉(中)×1250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1110,5,10,PotentialItem,1250,0,体の潜在能力玉(中)×1250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1111,5,1,PotentialItem,2250,0,速の潜在能力玉(小)×2250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1112,5,2,PotentialItem,2250,0,技の潜在能力玉(小)×2250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1113,5,3,PotentialItem,2250,0,知の潜在能力玉(小)×2250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1114,5,4,PotentialItem,2250,0,力の潜在能力玉(小)×2250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1115,5,5,PotentialItem,2250,0,体の潜在能力玉(小)×2250,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1116,5,1001,TrainingItem,5,0,亀の甲羅(プラチナ)[技]×5,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1117,5,1002,TrainingItem,5,0,亀の甲羅(プラチナ)[知]×5,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1118,5,1003,TrainingItem,5,0,亀の甲羅(プラチナ)[力]×5,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1119,5,1004,TrainingItem,5,0,亀の甲羅(プラチナ)[体]×5,チェインバトルランキング上位11~20%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1120,6,2001,TreasureItem,2000,0,結束の印×2000,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1121,6,1003970,Card,1,0,[不思議な儀式]老界王神×1,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1122,6,1005480,Card,1,765122,ミスター・サタン像(プラチナ)×1,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1123,6,11,PotentialItem,100,0,速の潜在能力玉(大)×100,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1124,6,1000,TrainingItem,4,0,亀の甲羅(プラチナ)[速]×4,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1125,6,12,PotentialItem,100,0,技の潜在能力玉(大)×100,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1126,6,13,PotentialItem,100,0,知の潜在能力玉(大)×100,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1127,6,14,PotentialItem,100,0,力の潜在能力玉(大)×100,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1128,6,15,PotentialItem,100,0,体の潜在能力玉(大)×100,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1129,6,6,PotentialItem,1000,0,速の潜在能力玉(中)×1000,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1130,6,7,PotentialItem,1000,0,技の潜在能力玉(中)×1000,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1131,6,8,PotentialItem,1000,0,知の潜在能力玉(中)×1000,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1132,6,9,PotentialItem,1000,0,力の潜在能力玉(中)×1000,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1133,6,10,PotentialItem,1000,0,体の潜在能力玉(中)×1000,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1134,6,1,PotentialItem,1800,0,速の潜在能力玉(小)×1800,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1135,6,2,PotentialItem,1800,0,技の潜在能力玉(小)×1800,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1136,6,3,PotentialItem,1800,0,知の潜在能力玉(小)×1800,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1137,6,4,PotentialItem,1800,0,力の潜在能力玉(小)×1800,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1138,6,5,PotentialItem,1800,0,体の潜在能力玉(小)×1800,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1139,6,1001,TrainingItem,4,0,亀の甲羅(プラチナ)[技]×4,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1140,6,1002,TrainingItem,4,0,亀の甲羅(プラチナ)[知]×4,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1141,6,1003,TrainingItem,4,0,亀の甲羅(プラチナ)[力]×4,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1142,6,1004,TrainingItem,4,0,亀の甲羅(プラチナ)[体]×4,チェインバトルランキング上位21~35%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1143,7,2001,TreasureItem,1500,0,結束の印×1500,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1144,7,1013400,Card,3,0,老界王神(居眠り)×3,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1145,7,1002630,Card,1,765122,ミスター・サタン像(金)×1,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1146,7,11,PotentialItem,75,0,速の潜在能力玉(大)×75,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1147,7,1000,TrainingItem,3,0,亀の甲羅(プラチナ)[速]×3,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1148,7,12,PotentialItem,75,0,技の潜在能力玉(大)×75,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1149,7,13,PotentialItem,75,0,知の潜在能力玉(大)×75,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1150,7,14,PotentialItem,75,0,力の潜在能力玉(大)×75,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1151,7,15,PotentialItem,75,0,体の潜在能力玉(大)×75,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1152,7,6,PotentialItem,750,0,速の潜在能力玉(中)×750,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1153,7,7,PotentialItem,750,0,技の潜在能力玉(中)×750,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1154,7,8,PotentialItem,750,0,知の潜在能力玉(中)×750,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1155,7,9,PotentialItem,750,0,力の潜在能力玉(中)×750,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1156,7,10,PotentialItem,750,0,体の潜在能力玉(中)×750,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1157,7,1,PotentialItem,1350,0,速の潜在能力玉(小)×1350,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1158,7,2,PotentialItem,1350,0,技の潜在能力玉(小)×1350,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1159,7,3,PotentialItem,1350,0,知の潜在能力玉(小)×1350,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1160,7,4,PotentialItem,1350,0,力の潜在能力玉(小)×1350,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1161,7,5,PotentialItem,1350,0,体の潜在能力玉(小)×1350,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1162,7,1001,TrainingItem,3,0,亀の甲羅(プラチナ)[技]×3,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1163,7,1002,TrainingItem,3,0,亀の甲羅(プラチナ)[知]×3,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1164,7,1003,TrainingItem,3,0,亀の甲羅(プラチナ)[力]×3,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1165,7,1004,TrainingItem,3,0,亀の甲羅(プラチナ)[体]×3,チェインバトルランキング上位36~50%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1166,8,2001,TreasureItem,1000,0,結束の印×1000,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1167,8,1013400,Card,2,0,老界王神(居眠り)×2,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1168,8,1002640,Card,1,93879,ミスター・サタン像(銀)×1,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1169,8,11,PotentialItem,50,0,速の潜在能力玉(大)×50,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1170,8,1000,TrainingItem,2,0,亀の甲羅(プラチナ)[速]×2,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1171,8,12,PotentialItem,50,0,技の潜在能力玉(大)×50,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
1172,8,13,PotentialItem,50,0,知の潜在能力玉(大)×50,チェインバトルランキング上位51~75%の報酬,2024-01-11 00:34:51,2024-01-11 00:34:51
