id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3,created_at,updated_at
392,392,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
393,393,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
394,394,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
396,396,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
399,399,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
404,404,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
405,405,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
406,406,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
408,408,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
410,410,Special::NormalEfficacySpecial,84,1,3,1,100,,7,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
413,413,Special::NormalEfficacySpecial,84,1,3,1,100,,5,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
414,414,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
415,415,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
416,416,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
420,420,Special::NormalEfficacySpecial,84,1,3,0,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
422,422,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
425,425,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
428,428,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
429,429,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
430,430,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
433,433,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
434,434,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
435,435,Special::NormalEfficacySpecial,1,1,2,99,100,,67,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
438,438,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
439,439,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
440,440,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
448,448,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
450,450,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
451,451,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
452,452,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
453,453,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
454,454,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
455,455,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
456,456,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
457,457,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
458,458,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
459,459,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
460,460,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
461,461,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
462,462,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
463,463,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
465,465,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
466,466,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
469,469,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
483,483,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
484,484,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
485,485,Special::ExtraEfficacySpecial,9,3,0,2,70,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
486,486,Special::NormalEfficacySpecial,84,1,3,1,100,,7,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
491,491,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
494,494,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
497,497,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
498,498,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
499,499,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
500,500,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
501,501,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
502,502,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
503,503,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
509,509,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
510,510,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
511,511,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
534,534,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
535,535,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
541,541,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
542,542,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
545,545,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
549,549,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-05-20 01:36:00,2024-05-20 01:36:00
550,550,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
551,551,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
553,553,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
554,554,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
555,555,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
556,556,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
557,557,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
558,558,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0,2024-05-20 01:36:00,2024-05-20 01:36:00
561,561,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
562,562,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
566,566,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
568,568,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
570,570,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
581,581,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
583,583,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
584,584,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
585,585,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
586,586,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
587,587,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-05-20 01:36:00,2024-05-20 01:36:00
