id,budokai_ranking_gift_set_id,description,item_type,item_id,quantity,card_exp_init,created_at,updated_at
39,2,【覚醒メダル】キビト × 5,AwakeningItem,14,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
40,2,【覚醒メダル】西の界王 × 5,AwakeningItem,15,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
41,2,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
42,2,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
43,2,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
44,2,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
45,2,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
46,2,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
47,2,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
48,2,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
49,2,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
50,2,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
51,2,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
52,2,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
53,2,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
54,2,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
55,2,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
56,2,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
57,2,ゼットソード[速] × 5,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
58,2,ゼットソード[技] × 5,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
59,2,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
60,2,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
61,2,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
62,2,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
63,2,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
64,2,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
65,2,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
66,2,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
67,2,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
68,3,【無限の可能性】ウーブ × 3,Card,1002030,3,0,2024-03-22 02:20:08,2024-03-22 02:20:08
69,3,【さらなる高みへ】孫悟空 × 3,Card,1003140,3,0,2024-03-22 02:20:08,2024-03-22 02:20:08
70,3,【覚醒メダル】全137個,AwakeningItem,19,1,0,2024-03-22 02:20:08,2024-03-22 02:20:08
71,3,【修業アイテム】全50個,AwakeningItem,20,1,0,2024-03-22 02:20:08,2024-03-22 02:20:08
72,3,【覚醒メダル】キビト × 5,AwakeningItem,14,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
73,3,【覚醒メダル】西の界王 × 5,AwakeningItem,15,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
74,3,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
75,3,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
76,3,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
77,3,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
78,3,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
79,3,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
80,3,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
81,3,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
82,3,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
83,3,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
84,3,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
85,3,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
86,3,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
87,3,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
88,3,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
89,3,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
90,3,ゼットソード[速] × 5,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
91,3,ゼットソード[技] × 5,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
92,3,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
93,3,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
94,3,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
95,3,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
96,3,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
97,3,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
98,3,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
99,3,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
100,3,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
101,4,【無限の可能性】ウーブ,Card,1002030,1,0,2024-03-22 02:20:08,2024-03-22 02:20:08
102,4,【さらなる高みへ】孫悟空 × 3,Card,1003140,3,0,2024-03-22 02:20:08,2024-03-22 02:20:08
103,4,【覚醒メダル】全135個,AwakeningItem,14,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
104,4,【修業アイテム】全50個,AwakeningItem,15,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
105,4,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
106,4,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
107,4,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
108,4,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
109,4,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
110,4,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
111,4,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
112,4,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
113,4,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
114,4,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
115,4,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
116,4,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
117,4,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
118,4,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
119,4,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
120,4,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
121,4,ゼットソード[速] × 5,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
122,4,ゼットソード[技] × 5,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
123,4,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
124,4,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
125,4,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
126,4,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
127,4,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
128,4,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
129,4,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
130,4,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
131,4,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
132,5,【無限の可能性】ウーブ,Card,1002030,1,0,2024-03-22 02:20:08,2024-03-22 02:20:08
133,5,【さらなる高みへ】孫悟空 × 2,Card,1003140,2,0,2024-03-22 02:20:08,2024-03-22 02:20:08
134,5,【覚醒メダル】全110個,AwakeningItem,9,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
135,5,【修業アイテム】全50個,AwakeningItem,10,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
136,5,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
137,5,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
138,5,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
139,5,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
140,5,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
141,5,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
142,5,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
143,5,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
144,5,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
145,5,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
146,5,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
147,5,ゼットソード[速] × 5,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
148,5,ゼットソード[技] × 5,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
149,5,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
150,5,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
151,5,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
152,5,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
153,5,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
154,5,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
155,5,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
156,5,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
157,5,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
158,6,【さらなる高みへ】孫悟空 × 2,Card,1003140,2,0,2024-03-22 02:20:08,2024-03-22 02:20:08
159,6,【覚醒メダル】全110個,AwakeningItem,9,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
160,6,【修業アイテム】全50個,AwakeningItem,10,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
161,6,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
162,6,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
163,6,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
164,6,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
165,6,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
166,6,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
167,6,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
168,6,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
169,6,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
170,6,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
171,6,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
172,6,ゼットソード[速] × 5,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
173,6,ゼットソード[技] × 5,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
174,6,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
175,6,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
176,6,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
177,6,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
178,6,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
179,6,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
180,6,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
181,6,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
182,6,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
183,7,【さらなる高みへ】孫悟空,Card,1003140,1,0,2024-03-22 02:20:08,2024-03-22 02:20:08
184,7,【修業アイテム】全50個,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
185,7,【覚醒メダル】全85個,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
186,7,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
187,7,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
188,7,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
189,7,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
190,7,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
191,7,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
192,7,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
193,7,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
194,7,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
195,7,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
196,7,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
197,7,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
198,7,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
199,7,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
200,7,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
201,7,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
202,7,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
203,8,【修業アイテム】全50個,TrainingItem,900,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
204,8,【覚醒メダル】全85個,TrainingItem,901,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
205,8,ゼットソード[知] × 5,TrainingItem,902,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
206,8,ゼットソード[力] × 5,TrainingItem,903,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
207,8,ゼットソード[体] × 5,TrainingItem,904,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
208,8,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
209,8,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
210,8,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
211,8,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
212,8,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
213,8,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
214,8,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
215,8,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
216,8,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
217,8,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
218,8,オモリ(10t)[知] × 5,TrainingItem,802,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
219,8,オモリ(10t)[力] × 5,TrainingItem,803,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
220,8,オモリ(10t)[体] × 5,TrainingItem,804,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
221,8,仙豆 × 10,SupportItem,6,10,0,2024-03-22 02:20:08,2024-03-22 02:20:08
222,9,【覚醒メダル】全85個,AwakeningItem,4,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
223,9,【修業アイテム】全25個,AwakeningItem,5,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
224,9,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
225,9,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
226,9,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
227,9,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
228,9,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
229,9,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0,2024-03-22 02:20:08,2024-03-22 02:20:08
230,9,オモリ(10t)[速] × 5,TrainingItem,800,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
231,9,オモリ(10t)[技] × 5,TrainingItem,801,5,0,2024-03-22 02:20:08,2024-03-22 02:20:08
