id,type,chain_battle_mission_id,created_at,updated_at
77,ChainBattleMissionPeriod::DailyMissionPeriod,317,2024-01-11 00:34:50,2024-01-11 00:34:50
78,ChainBattleMissionPeriod::DailyMissionPeriod,318,2024-01-11 00:34:50,2024-01-11 00:34:50
79,ChainBattleMissionPeriod::DailyMissionPeriod,319,2024-01-11 00:34:50,2024-01-11 00:34:50
80,ChainBattleMissionPeriod::DailyMissionPeriod,320,2024-01-11 00:34:50,2024-01-11 00:34:50
81,ChainBattleMissionPeriod::DailyMissionPeriod,337,2024-01-11 00:34:50,2024-01-11 00:34:50
82,ChainBattleMissionPeriod::DailyMissionPeriod,338,2024-01-11 00:34:50,2024-01-11 00:34:50
83,ChainBattleMissionPeriod::DailyMissionPeriod,339,2024-01-11 00:34:50,2024-01-11 00:34:50
84,ChainBattleMissionPeriod::DailyMissionPeriod,340,2024-01-11 00:34:50,2024-01-11 00:34:50
85,ChainBattleMissionPeriod::DailyMissionPeriod,357,2024-01-11 00:34:50,2024-01-11 00:34:50
86,ChainBattleMissionPeriod::DailyMissionPeriod,358,2024-01-11 00:34:50,2024-01-11 00:34:50
87,ChainBattleMissionPeriod::DailyMissionPeriod,359,2024-01-11 00:34:50,2024-01-11 00:34:50
88,ChainBattleMissionPeriod::DailyMissionPeriod,360,2024-01-11 00:34:50,2024-01-11 00:34:50
89,ChainBattleMissionPeriod::DailyMissionPeriod,377,2024-01-11 00:34:50,2024-01-11 00:34:50
90,ChainBattleMissionPeriod::DailyMissionPeriod,378,2024-01-11 00:34:50,2024-01-11 00:34:50
91,ChainBattleMissionPeriod::DailyMissionPeriod,379,2024-01-11 00:34:50,2024-01-11 00:34:50
92,ChainBattleMissionPeriod::DailyMissionPeriod,380,2024-01-11 00:34:50,2024-01-11 00:34:50
93,ChainBattleMissionPeriod::DailyMissionPeriod,397,2024-01-11 00:34:50,2024-01-11 00:34:50
94,ChainBattleMissionPeriod::DailyMissionPeriod,398,2024-01-11 00:34:50,2024-01-11 00:34:50
95,ChainBattleMissionPeriod::DailyMissionPeriod,399,2024-01-11 00:34:50,2024-01-11 00:34:50
96,ChainBattleMissionPeriod::DailyMissionPeriod,400,2024-01-11 00:34:50,2024-01-11 00:34:50
97,ChainBattleMissionPeriod::DailyMissionPeriod,417,2024-01-11 00:34:50,2024-01-11 00:34:50
98,ChainBattleMissionPeriod::DailyMissionPeriod,418,2024-01-11 00:34:50,2024-01-11 00:34:50
99,ChainBattleMissionPeriod::DailyMissionPeriod,419,2024-01-11 00:34:50,2024-01-11 00:34:50
100,ChainBattleMissionPeriod::DailyMissionPeriod,420,2024-01-11 00:34:50,2024-01-11 00:34:50
101,ChainBattleMissionPeriod::DailyMissionPeriod,437,2024-01-11 00:34:50,2024-01-11 00:34:50
102,ChainBattleMissionPeriod::DailyMissionPeriod,438,2024-01-11 00:34:50,2024-01-11 00:34:50
103,ChainBattleMissionPeriod::DailyMissionPeriod,439,2024-01-11 00:34:50,2024-01-11 00:34:50
104,ChainBattleMissionPeriod::DailyMissionPeriod,440,2024-01-11 00:34:50,2024-01-11 00:34:50
105,ChainBattleMissionPeriod::DailyMissionPeriod,457,2024-01-11 00:34:50,2024-01-11 00:34:50
106,ChainBattleMissionPeriod::DailyMissionPeriod,458,2024-01-11 00:34:50,2024-01-11 00:34:50
107,ChainBattleMissionPeriod::DailyMissionPeriod,459,2024-01-11 00:34:50,2024-01-11 00:34:50
108,ChainBattleMissionPeriod::DailyMissionPeriod,460,2024-01-11 00:34:50,2024-01-11 00:34:50
109,ChainBattleMissionPeriod::DailyMissionPeriod,477,2024-01-11 00:34:50,2024-01-11 00:34:50
110,ChainBattleMissionPeriod::DailyMissionPeriod,478,2024-01-11 00:34:50,2024-01-11 00:34:50
111,ChainBattleMissionPeriod::DailyMissionPeriod,479,2024-01-11 00:34:50,2024-01-11 00:34:50
112,ChainBattleMissionPeriod::DailyMissionPeriod,480,2024-01-11 00:34:50,2024-01-11 00:34:50
113,ChainBattleMissionPeriod::DailyMissionPeriod,497,2024-01-11 00:34:50,2024-01-11 00:34:50
114,ChainBattleMissionPeriod::DailyMissionPeriod,498,2024-01-11 00:34:50,2024-01-11 00:34:50
115,ChainBattleMissionPeriod::DailyMissionPeriod,499,2024-01-11 00:34:50,2024-01-11 00:34:50
116,ChainBattleMissionPeriod::DailyMissionPeriod,500,2024-01-11 00:34:50,2024-01-11 00:34:50
117,ChainBattleMissionPeriod::DailyMissionPeriod,517,2024-01-11 00:34:50,2024-01-11 00:34:50
118,ChainBattleMissionPeriod::DailyMissionPeriod,518,2024-01-11 00:34:50,2024-01-11 00:34:50
119,ChainBattleMissionPeriod::DailyMissionPeriod,519,2024-01-11 00:34:50,2024-01-11 00:34:50
120,ChainBattleMissionPeriod::DailyMissionPeriod,520,2024-01-11 00:34:50,2024-01-11 00:34:50
121,ChainBattleMissionPeriod::DailyMissionPeriod,537,2024-01-11 00:34:50,2024-01-11 00:34:50
122,ChainBattleMissionPeriod::DailyMissionPeriod,538,2024-01-11 00:34:50,2024-01-11 00:34:50
123,ChainBattleMissionPeriod::DailyMissionPeriod,539,2024-01-11 00:34:50,2024-01-11 00:34:50
124,ChainBattleMissionPeriod::DailyMissionPeriod,540,2024-01-11 00:34:50,2024-01-11 00:34:50
125,ChainBattleMissionPeriod::DailyMissionPeriod,557,2024-01-11 00:34:50,2024-01-11 00:34:50
126,ChainBattleMissionPeriod::DailyMissionPeriod,558,2024-01-11 00:34:50,2024-01-11 00:34:50
127,ChainBattleMissionPeriod::DailyMissionPeriod,559,2024-01-11 00:34:50,2024-01-11 00:34:50
128,ChainBattleMissionPeriod::DailyMissionPeriod,560,2024-01-11 00:34:50,2024-01-11 00:34:50
129,ChainBattleMissionPeriod::DailyMissionPeriod,577,2024-01-11 00:34:50,2024-01-11 00:34:50
130,ChainBattleMissionPeriod::DailyMissionPeriod,578,2024-01-11 00:34:50,2024-01-11 00:34:50
131,ChainBattleMissionPeriod::DailyMissionPeriod,579,2024-01-11 00:34:50,2024-01-11 00:34:50
132,ChainBattleMissionPeriod::DailyMissionPeriod,580,2024-01-11 00:34:50,2024-01-11 00:34:50
133,ChainBattleMissionPeriod::DailyMissionPeriod,597,2024-01-11 00:34:50,2024-01-11 00:34:50
134,ChainBattleMissionPeriod::DailyMissionPeriod,598,2024-01-11 00:34:50,2024-01-11 00:34:50
135,ChainBattleMissionPeriod::DailyMissionPeriod,599,2024-01-11 00:34:50,2024-01-11 00:34:50
136,ChainBattleMissionPeriod::DailyMissionPeriod,600,2024-01-11 00:34:50,2024-01-11 00:34:50
137,ChainBattleMissionPeriod::DailyMissionPeriod,617,2024-01-11 00:34:50,2024-01-11 00:34:50
138,ChainBattleMissionPeriod::DailyMissionPeriod,618,2024-01-11 00:34:50,2024-01-11 00:34:50
139,ChainBattleMissionPeriod::DailyMissionPeriod,619,2024-01-11 00:34:50,2024-01-11 00:34:50
140,ChainBattleMissionPeriod::DailyMissionPeriod,620,2024-01-11 00:34:50,2024-01-11 00:34:50
141,ChainBattleMissionPeriod::DailyMissionPeriod,637,2024-01-11 00:34:50,2024-01-11 00:34:50
142,ChainBattleMissionPeriod::DailyMissionPeriod,638,2024-01-11 00:34:50,2024-01-11 00:34:50
143,ChainBattleMissionPeriod::DailyMissionPeriod,639,2024-01-11 00:34:50,2024-01-11 00:34:50
144,ChainBattleMissionPeriod::DailyMissionPeriod,640,2024-01-11 00:34:50,2024-01-11 00:34:50
145,ChainBattleMissionPeriod::DailyMissionPeriod,657,2024-01-11 00:34:50,2024-01-11 00:34:50
146,ChainBattleMissionPeriod::DailyMissionPeriod,658,2024-01-11 00:34:50,2024-01-11 00:34:50
147,ChainBattleMissionPeriod::DailyMissionPeriod,659,2024-01-11 00:34:50,2024-01-11 00:34:50
148,ChainBattleMissionPeriod::DailyMissionPeriod,660,2024-01-11 00:34:50,2024-01-11 00:34:50
149,ChainBattleMissionPeriod::DailyMissionPeriod,677,2024-01-11 00:34:50,2024-01-11 00:34:50
150,ChainBattleMissionPeriod::DailyMissionPeriod,678,2024-01-11 00:34:50,2024-01-11 00:34:50
151,ChainBattleMissionPeriod::DailyMissionPeriod,679,2024-01-11 00:34:50,2024-01-11 00:34:50
152,ChainBattleMissionPeriod::DailyMissionPeriod,680,2024-01-11 00:34:50,2024-01-11 00:34:50
153,ChainBattleMissionPeriod::DailyMissionPeriod,697,2024-01-11 00:34:50,2024-01-11 00:34:50
154,ChainBattleMissionPeriod::DailyMissionPeriod,698,2024-01-11 00:34:50,2024-01-11 00:34:50
155,ChainBattleMissionPeriod::DailyMissionPeriod,699,2024-01-11 00:34:50,2024-01-11 00:34:50
156,ChainBattleMissionPeriod::DailyMissionPeriod,700,2024-01-11 00:34:50,2024-01-11 00:34:50
157,ChainBattleMissionPeriod::DailyMissionPeriod,717,2024-01-11 00:34:50,2024-01-11 00:34:50
158,ChainBattleMissionPeriod::DailyMissionPeriod,718,2024-01-11 00:34:50,2024-01-11 00:34:50
159,ChainBattleMissionPeriod::DailyMissionPeriod,719,2024-01-11 00:34:50,2024-01-11 00:34:50
160,ChainBattleMissionPeriod::DailyMissionPeriod,720,2024-01-11 00:34:50,2024-01-11 00:34:50
161,ChainBattleMissionPeriod::DailyMissionPeriod,737,2024-01-11 00:34:50,2024-01-11 00:34:50
162,ChainBattleMissionPeriod::DailyMissionPeriod,738,2024-01-11 00:34:50,2024-01-11 00:34:50
163,ChainBattleMissionPeriod::DailyMissionPeriod,739,2024-01-11 00:34:50,2024-01-11 00:34:50
164,ChainBattleMissionPeriod::DailyMissionPeriod,740,2024-01-11 00:34:50,2024-01-11 00:34:50
165,ChainBattleMissionPeriod::DailyMissionPeriod,757,2024-01-11 00:34:50,2024-01-11 00:34:50
166,ChainBattleMissionPeriod::DailyMissionPeriod,758,2024-01-11 00:34:50,2024-01-11 00:34:50
167,ChainBattleMissionPeriod::DailyMissionPeriod,759,2024-01-11 00:34:50,2024-01-11 00:34:50
168,ChainBattleMissionPeriod::DailyMissionPeriod,760,2024-01-11 00:34:50,2024-01-11 00:34:50
169,ChainBattleMissionPeriod::DailyMissionPeriod,777,2024-01-11 00:34:50,2024-01-11 00:34:50
170,ChainBattleMissionPeriod::DailyMissionPeriod,778,2024-01-11 00:34:50,2024-01-11 00:34:50
171,ChainBattleMissionPeriod::DailyMissionPeriod,779,2024-01-11 00:34:50,2024-01-11 00:34:50
172,ChainBattleMissionPeriod::DailyMissionPeriod,780,2024-01-11 00:34:50,2024-01-11 00:34:50
