id,name,kana,created_at,updated_at
58,サイボーグ桃白白,さいぼーぐたおぱいぱい,2024-05-02 02:03:22,2024-05-02 02:03:22
59,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
60,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
61,フリーザ(第二形態),ふりーざ(だいにけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
62,フリーザ(第三形態),ふりーざ(だいさんけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
63,フリーザ(最終形態),ふりーざ(さいしゅうけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
64,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
65,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
66,超サイヤ人2孫悟空,すーぱーさいやじん2そんごくう,2024-05-02 02:03:22,2024-05-02 02:03:22
67,超サイヤ人バーダック,すーぱーさいやじんばーだっく,2024-05-02 02:03:22,2024-05-02 02:03:22
68,セリパ,せりぱ,2024-05-02 02:03:22,2024-05-02 02:03:22
69,トーマ,とーま,2024-05-02 02:03:22,2024-05-02 02:03:22
70,トテッポ,とてっぽ,2024-05-02 02:03:22,2024-05-02 02:03:22
71,パンブーキン,ぱんぶーきん,2024-05-02 02:03:22,2024-05-02 02:03:22
72,ジャッキー・チュン,じゃっきー・ちゅん,2024-05-02 02:03:22,2024-05-02 02:03:22
73,メカフリーザ,めかふりーざ,2024-05-02 02:03:22,2024-05-02 02:03:22
74,バーダック,ばーだっく,2024-05-02 02:03:22,2024-05-02 02:03:22
75,ベジータ(幼年期),べじーた(ようねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
76,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
77,孫悟飯(じいちゃん),そんごはん(じいちゃん),2024-05-02 02:03:22,2024-05-02 02:03:22
78,パーフェクトセル,ぱーふぇくとせる,2024-05-02 02:03:22,2024-05-02 02:03:22
79,超サイヤ人2孫悟飯(少年期),すーぱーさいやじん2そんごはん(しょうねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
80,セル(第二形態),せる(だいにけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
81,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
82,人造人間17号(未来),じんぞうにんげん17ごう(みらい),2024-05-02 02:03:22,2024-05-02 02:03:22
83,人造人間18号(未来),じんぞうにんげん18ごう(みらい),2024-05-02 02:03:22,2024-05-02 02:03:22
84,孫悟空(少年期),そんごくう(しょうねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
86,超サイヤ人ゴッドSS孫悟空,すーぱーさいやじんごっどSSそんごくう,2024-05-02 02:03:22,2024-05-02 02:03:22
87,超サイヤ人ゴッドSSベジータ,すーぱーさいやじんごっどSSべじーた,2024-05-02 02:03:22,2024-05-02 02:03:22
88,ゴールデンフリーザ,ごーるでんふりーざ,2024-05-02 02:03:22,2024-05-02 02:03:22
89,ビルス,びるす,2024-05-02 02:03:22,2024-05-02 02:03:22
90,ウイス,ういす,2024-05-02 02:03:22,2024-05-02 02:03:22
91,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
92,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
93,ソルベ,そるべ,2024-05-02 02:03:22,2024-05-02 02:03:22
94,タゴマ,たごま,2024-05-02 02:03:22,2024-05-02 02:03:22
95,クリリン(警官),くりりん(けいかん),2024-05-02 02:03:22,2024-05-02 02:03:22
96,孫悟飯(青年期),そんごはん(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
97,超サイヤ人孫悟飯(青年期),すーぱーさいやじんそんごはん(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
98,ジャコ,じゃこ,2024-05-02 02:03:22,2024-05-02 02:03:22
99,亀仙人(MAXパワー),かめせんにん(MAXぱわー),2024-05-02 02:03:22,2024-05-02 02:03:22
100,シサミ,しさみ,2024-05-02 02:03:22,2024-05-02 02:03:22
101,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
102,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
103,コルド大王,こるどだいおう,2024-05-02 02:03:22,2024-05-02 02:03:22
104,魔人ブウ(善),まじんぶう(ぜん),2024-05-02 02:03:22,2024-05-02 02:03:22
105,ダーブラ,だーぶら,2024-05-02 02:03:22,2024-05-02 02:03:22
106,バビディ,ばびでぃ,2024-05-02 02:03:22,2024-05-02 02:03:22
107,トランクス(幼年期),とらんくす(ようねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
108,孫悟空(界王拳),そんごくう(かいおうけん),2024-05-02 02:03:22,2024-05-02 02:03:22
109,孫悟天(幼年期),そんごてん(ようねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
110,ムラサキ曹長,むらさきそうちょう,2024-05-02 02:03:22,2024-05-02 02:03:22
111,ブルー将軍,ぶるーしょうぐん,2024-05-02 02:03:22,2024-05-02 02:03:22
112,セル(完全体),せる(かんぜんたい),2024-05-02 02:03:22,2024-05-02 02:03:22
113,超サイヤ人トランクス(青年期),すーぱーさいやじんとらんくす(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
114,ベジータ王,べじーたおう,2024-05-02 02:03:22,2024-05-02 02:03:22
115,魔人ベジータ,まじんべじーた,2024-05-02 02:03:22,2024-05-02 02:03:22
116,魔人ブウ(純粋悪),まじんぶう(じゅんすいあく),2024-05-02 02:03:22,2024-05-02 02:03:22
117,超サイヤ人トランクス(幼年期),すーぱーさいやじんとらんくす(ようねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
118,超サイヤ人孫悟天(幼年期),すーぱーさいやじんそんごてん(ようねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
119,マジュニア,まじゅにあ,2024-05-02 02:03:22,2024-05-02 02:03:22
120,マイティマスク,まいてぃますく,2024-05-02 02:03:22,2024-05-02 02:03:22
121,チルド,ちるど,2024-05-02 02:03:22,2024-05-02 02:03:22
122,ボージャック,ぼーじゃっく,2024-05-02 02:03:22,2024-05-02 02:03:22
123,フルパワーボージャック,ふるぱわーぼーじゃっく,2024-05-02 02:03:22,2024-05-02 02:03:22
124,ザンギャ,ざんぎゃ,2024-05-02 02:03:22,2024-05-02 02:03:22
125,ゴクア,ごくあ,2024-05-02 02:03:22,2024-05-02 02:03:22
126,ビドー,びどー,2024-05-02 02:03:22,2024-05-02 02:03:22
127,ブージン,ぶーじん,2024-05-02 02:03:22,2024-05-02 02:03:22
128,孫悟飯(少年期),そんごはん(しょうねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
129,超トランクス,すーぱーとらんくす,2024-05-02 02:03:22,2024-05-02 02:03:22
130,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
131,超サイヤ人2ベジータ,すーぱーさいやじん2べじーた,2024-05-02 02:03:22,2024-05-02 02:03:22
132,チチ(少女期),ちち(しょうじょき),2024-05-02 02:03:22,2024-05-02 02:03:22
133,パン(GT),ぱん(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
134,人造人間13号,じんぞうにんげん13ごう,2024-05-02 02:03:22,2024-05-02 02:03:22
135,合体13号,がったい13ごう,2024-05-02 02:03:22,2024-05-02 02:03:22
136,パイクーハン,ぱいくーはん,2024-05-02 02:03:22,2024-05-02 02:03:22
137,人造人間14号,じんぞうにんげん14ごう,2024-05-02 02:03:22,2024-05-02 02:03:22
138,人造人間15号,じんぞうにんげん15ごう,2024-05-02 02:03:22,2024-05-02 02:03:22
139,超サイヤ人3孫悟空,すーぱーさいやじん3そんごくう,2024-05-02 02:03:22,2024-05-02 02:03:22
140,魔人ブウ(悪),まじんぶう(あく),2024-05-02 02:03:22,2024-05-02 02:03:22
141,クウラ,くうら,2024-05-02 02:03:22,2024-05-02 02:03:22
142,クウラ(最終形態),くうら(さいしゅうけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
143,サウザー,さうざー,2024-05-02 02:03:22,2024-05-02 02:03:22
144,ドーレ,どーれ,2024-05-02 02:03:22,2024-05-02 02:03:22
145,ネイズ,ねいず,2024-05-02 02:03:22,2024-05-02 02:03:22
146,ウーブ(少年期),うーぶ(しょうねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
147,グレートサイヤマン,ぐれーとさいやまん,2024-05-02 02:03:22,2024-05-02 02:03:22
148,グレートサイヤマン2号,ぐれーとさいやまん2ごう,2024-05-02 02:03:22,2024-05-02 02:03:22
149,アルティメット孫悟飯,あるてぃめっとそんごはん,2024-05-02 02:03:22,2024-05-02 02:03:22
150,魔人ブウ(純粋),まじんぶう(じゅんすい),2024-05-02 02:03:22,2024-05-02 02:03:22
151,ブルマ,ぶるま,2024-05-02 02:03:22,2024-05-02 02:03:22
152,クリリン(少年期),くりりん(しょうねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
153,孫悟空(GT),そんごくう(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
154,超サイヤ人ゴッド孫悟空,すーぱーさいやじんごっどそんごくう,2024-05-02 02:03:22,2024-05-02 02:03:22
155,ミスター・ブウ,みすたー・ぶう,2024-05-02 02:03:22,2024-05-02 02:03:22
156,ターレス,たーれす,2024-05-02 02:03:22,2024-05-02 02:03:22
157,カカオ,かかお,2024-05-02 02:03:22,2024-05-02 02:03:22
158,ダイーズ,だいーず,2024-05-02 02:03:22,2024-05-02 02:03:22
159,アモンド,あもんど,2024-05-02 02:03:22,2024-05-02 02:03:22
160,レズン,れずん,2024-05-02 02:03:22,2024-05-02 02:03:22
161,ラカセイ,らかせい,2024-05-02 02:03:22,2024-05-02 02:03:22
162,ミスター・ポポ,みすたー・ぽぽ,2024-05-02 02:03:22,2024-05-02 02:03:22
164,孫悟空(天使),そんごくう(てんし),2024-05-02 02:03:22,2024-05-02 02:03:22
165,ピッコロ大魔王(老),ぴっころだいまおう(ろう),2024-05-02 02:03:22,2024-05-02 02:03:22
166,ピッコロ大魔王,ぴっころだいまおう,2024-05-02 02:03:22,2024-05-02 02:03:22
167,アックマン,あっくまん,2024-05-02 02:03:22,2024-05-02 02:03:22
168,ブルマ(少女期),ぶるま(しょうじょき),2024-05-02 02:03:22,2024-05-02 02:03:22
169,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
170,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
171,ウーロン,うーろん,2024-05-02 02:03:22,2024-05-02 02:03:22
172,チャパ王,ちゃぱおう,2024-05-02 02:03:22,2024-05-02 02:03:22
173,ドラキュラマン,どらきゅらまん,2024-05-02 02:03:22,2024-05-02 02:03:22
174,ミイラくん,みいらくん,2024-05-02 02:03:22,2024-05-02 02:03:22
175,超サイヤ人孫悟空(GT),すーぱーさいやじんそんごくう(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
176,超サイヤ人トランクス(GT),すーぱーさいやじんとらんくす(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
177,スーパーウーブ,すーぱーうーぶ,2024-05-02 02:03:22,2024-05-02 02:03:22
178,ベジータ(GT),べじーた(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
179,超サイヤ人孫悟飯(GT),すーぱーさいやじんそんごはん(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
180,ミスター・サタン(GT),みすたー・さたん(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
181,老界王神,ろうかいおうしん,2024-05-02 02:03:22,2024-05-02 02:03:22
182,ベジット,べじっと,2024-05-02 02:03:22,2024-05-02 02:03:22
183,パン(幼年期),ぱん(ようねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
184,魔人ブウ(ピッコロ吸収),まじんぶう(ぴっころきゅうしゅう),2024-05-02 02:03:22,2024-05-02 02:03:22
185,界王神,かいおうしん,2024-05-02 02:03:22,2024-05-02 02:03:22
186,伝説の超サイヤ人ブロリー ,でんせつのすーぱーさいやじんぶろりー,2024-05-02 02:03:22,2024-05-02 02:03:22
187,パラガス,ぱらがす,2024-05-02 02:03:22,2024-05-02 02:03:22
188,ブロリー,ぶろりー,2024-05-02 02:03:22,2024-05-02 02:03:22
189,超サイヤ人ブロリー,すーぱーさいやじんぶろりー,2024-05-02 02:03:22,2024-05-02 02:03:22
190,メタルクウラ[速],めたるくうら,2024-05-02 02:03:22,2024-05-02 02:03:22
191,メタルクウラ[技],めたるくうら,2024-05-02 02:03:22,2024-05-02 02:03:22
192,メタルクウラ[知],めたるくうら,2024-05-02 02:03:22,2024-05-02 02:03:22
193,メタルクウラ[力],めたるくうら,2024-05-02 02:03:22,2024-05-02 02:03:22
194,メタルクウラ[体],めたるくうら,2024-05-02 02:03:22,2024-05-02 02:03:22
195,メタルクウラ,めたるくうら,2024-05-02 02:03:22,2024-05-02 02:03:22
196,ロボット兵,ろぼっとへい,2024-05-02 02:03:22,2024-05-02 02:03:22
197,超ベジータ,すーぱーべじーた,2024-05-02 02:03:22,2024-05-02 02:03:22
198,ゴテンクス,ごてんくす,2024-05-02 02:03:22,2024-05-02 02:03:22
199,ブルマ(バニー),ぶるま(ばにー),2024-05-02 02:03:22,2024-05-02 02:03:22
200,ランチ,らんち,2024-05-02 02:03:22,2024-05-02 02:03:22
201,ブラック参謀,ぶらっくさんぼう,2024-05-02 02:03:22,2024-05-02 02:03:22
202,ギラン,ぎらん,2024-05-02 02:03:22,2024-05-02 02:03:22
203,ハッチヒャック,はっちひゃっく,2024-05-02 02:03:22,2024-05-02 02:03:22
204,ゴテンクス(失敗)A,ごてんくす(しっぱい)A,2024-05-02 02:03:22,2024-05-02 02:03:22
205,ゴテンクス(失敗)B,ごてんくす(しっぱい)B,2024-05-02 02:03:22,2024-05-02 02:03:22
206,ウーブ(青年期),うーぶ(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
207,キビト,きびと,2024-05-02 02:03:22,2024-05-02 02:03:22
208,スーパージャネンバ,すーぱーじゃねんば,2024-05-02 02:03:22,2024-05-02 02:03:22
209,超サイヤ人2孫悟飯(青年期),すーぱーさいやじん2そんごはん(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
210,超サイヤ人3ベジータ,すーぱーさいやじん3べじーた,2024-05-02 02:03:22,2024-05-02 02:03:22
211,超サイヤ人孫悟空(天使),すーぱーさいやじんそんごくう(てんし),2024-05-02 02:03:22,2024-05-02 02:03:22
212,キビト神,きびとしん,2024-05-02 02:03:22,2024-05-02 02:03:22
213,超ゴジータ,すーぱーごじーた,2024-05-02 02:03:22,2024-05-02 02:03:22
214,ベクウ,べくう,2024-05-02 02:03:22,2024-05-02 02:03:22
215,ジャネンバ,じゃねんば,2024-05-02 02:03:22,2024-05-02 02:03:22
216,超サイヤ人ベジータ(天使),すーぱーさいやじんべじーた(てんし),2024-05-02 02:03:22,2024-05-02 02:03:22
217,超サイヤ人ゴテンクス,すーぱーさいやじんごてんくす,2024-05-02 02:03:22,2024-05-02 02:03:22
218,-,かーどなし,2024-05-02 02:03:22,2024-05-02 02:03:22
219,神様,かみさま,2024-05-02 02:03:22,2024-05-02 02:03:22
220,武泰斗,むたいと,2024-05-02 02:03:22,2024-05-02 02:03:22
221,ナム,なむ,2024-05-02 02:03:22,2024-05-02 02:03:22
222,バクテリアン,ばくてりあん,2024-05-02 02:03:22,2024-05-02 02:03:22
223,超サイヤ人ベジータ(GT),すーぱーさいやじんべじーた(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
224,トワ,とわ,2024-05-02 02:03:22,2024-05-02 02:03:22
225,ミラ,みら,2024-05-02 02:03:22,2024-05-02 02:03:22
226,魔神ドミグラ,まじんどみぐら,2024-05-02 02:03:22,2024-05-02 02:03:22
227,超サイヤ人トランクス(ゼノ),すーぱーさいやじんとらんくす(ぜの),2024-05-02 02:03:22,2024-05-02 02:03:22
228,時の界王神,ときのかいおうしん,2024-05-02 02:03:22,2024-05-02 02:03:22
229,トランクス(少年期)(未来),とらんくす(しょうねんき)(みらい),2024-05-02 02:03:22,2024-05-02 02:03:22
230,超サイヤ人トランクス(未来),すーぱーさいやじんとらんくす(みらい),2024-05-02 02:03:22,2024-05-02 02:03:22
231,孫悟飯(未来),そんごはん(みらい),2024-05-02 02:03:22,2024-05-02 02:03:22
232,超サイヤ人孫悟飯(未来),すーぱーさいやじんそんごはん(みらい),2024-05-02 02:03:22,2024-05-02 02:03:22
233,フリーザ(フルパワー),ふりーざ(ふるぱわー),2024-05-02 02:03:22,2024-05-02 02:03:22
234,スーパーザーボン,すーぱーざーぼん,2024-05-02 02:03:22,2024-05-02 02:03:22
235,ギニュー(孫悟空),ぎにゅー(そんごくう),2024-05-02 02:03:22,2024-05-02 02:03:22
236,超サイヤ人2孫悟空(GT),すーぱーさいやじん2そんごくう(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
237,メタルリルド,めたるりるど,2024-05-02 02:03:22,2024-05-02 02:03:22
238,ベビー(少年体),べびー(しょうねんたい),2024-05-02 02:03:22,2024-05-02 02:03:22
239,リルド将軍,りるどしょうぐん,2024-05-02 02:03:22,2024-05-02 02:03:22
240,ハイパーメガリルド,はいぱーめがりるど,2024-05-02 02:03:22,2024-05-02 02:03:22
241,超サイヤ人2孫悟空(天使),すーぱーさいやじん2そんごくう(てんし),2024-05-02 02:03:22,2024-05-02 02:03:22
242,魔人ブウ(ゴテンクス吸収),まじんぶう(ごてんくすきゅうしゅう),2024-05-02 02:03:22,2024-05-02 02:03:22
243,グレートサイヤマン(SS2),ぐれーとさいやまん(SS2),2024-05-02 02:03:22,2024-05-02 02:03:22
244,超サイヤ人2トランクス(青年期),すーぱーさいやじん2とらんくす(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
245,ナッパ(大猿),なっぱ(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
246,孫悟空(少年期)(大猿),そんごくう(しょうねんき)(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
247,ベジータ(大猿),べじーた(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
248,ラディッツ(大猿),らでぃっつ(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
249,孫悟飯(少年期)(大猿),そんごはん(しょうねんき)(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
250,ターブル,たーぶる,2024-05-02 02:03:22,2024-05-02 02:03:22
251,大界王神,だいかいおうしん,2024-05-02 02:03:22,2024-05-02 02:03:22
252,超サイヤ人3孫悟空(GT),すーぱーさいやじん3そんごくう(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
253,スーパーベビー2,すーぱーべびー2,2024-05-02 02:03:22,2024-05-02 02:03:22
254,孫悟天(GT)(寄生),そんごてん(GT)(きせい),2024-05-02 02:03:22,2024-05-02 02:03:22
255,超サイヤ人孫悟天(GT)(寄生),すーぱーさいやじんそんごてん(GT)(きせい),2024-05-02 02:03:22,2024-05-02 02:03:22
256,ベジータベビー,べじーたべびー,2024-05-02 02:03:22,2024-05-02 02:03:22
257,孫悟飯(GT),そんごはん(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
258,孫悟天(GT),そんごてん(GT),2024-05-02 02:03:22,2024-05-02 02:03:22
259,バーダック(大猿),ばーだっく(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
260,セリパ(大猿),せりぱ(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
261,トーマ(大猿),とーま(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
262,パンブーキン(大猿),ぱんぶーきん(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
263,トテッポ(大猿),とてっぽ(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
264,超ベジット,すーぱーべじっと,2024-05-02 02:03:22,2024-05-02 02:03:22
265,マジュニア(巨大化),まじゅにあ(きょだいか),2024-05-02 02:03:22,2024-05-02 02:03:22
266,パン(GT)(ハニー),ぱん(GT)(はにー),2024-05-02 02:03:22,2024-05-02 02:03:22
267,ヒット,ひっと,2024-05-02 02:03:22,2024-05-02 02:03:22
268,ボタモ,ぼたも,2024-05-02 02:03:22,2024-05-02 02:03:22
269,フロスト(最終形態),ふろすと(さいしゅうけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
270,マゲッタ,まげった,2024-05-02 02:03:22,2024-05-02 02:03:22
271,キャベ,きゃべ,2024-05-02 02:03:22,2024-05-02 02:03:22
272,超サイヤ人キャベ,すーぱーさいやじんきゃべ,2024-05-02 02:03:22,2024-05-02 02:03:22
273,超サイヤ人3ゴテンクス,すーぱーさいやじん3ごてんくす,2024-05-02 02:03:22,2024-05-02 02:03:22
274,ヤムハン,やむはん,2024-05-02 02:03:22,2024-05-02 02:03:22
275,シャンパ,しゃんぱ,2024-05-02 02:03:22,2024-05-02 02:03:22
276,フロスト,ふろすと,2024-05-02 02:03:22,2024-05-02 02:03:22
277,フロスト(突撃形態),ふろすと(とつげきけいたい),2024-05-02 02:03:22,2024-05-02 02:03:22
278,カロリー,かろりー,2024-05-02 02:03:22,2024-05-02 02:03:22
279,フウラ,ふうら,2024-05-02 02:03:22,2024-05-02 02:03:22
280,パンデル,ぱんでる,2024-05-02 02:03:22,2024-05-02 02:03:22
281,バーロット,ばーろっと,2024-05-02 02:03:22,2024-05-02 02:03:22
282,チャオマン,ちゃおまん,2024-05-02 02:03:22,2024-05-02 02:03:22
283,ブラパン,ぶらぱん,2024-05-02 02:03:22,2024-05-02 02:03:22
284,ジャネンブウ,じゃねんぶう,2024-05-02 02:03:22,2024-05-02 02:03:22
285,魔人ブウ(アルティメット悟飯吸収),まじんぶう(あるてぃめっとごはんきゅうしゅう),2024-05-02 02:03:22,2024-05-02 02:03:22
286,魔人ブウ(南の界王神吸収),まじんぶう(みなみのかいおうしんきゅうしゅう),2024-05-02 02:03:22,2024-05-02 02:03:22
287,ターレス(大猿),たーれす(おおざる),2024-05-02 02:03:22,2024-05-02 02:03:22
288,人造人間17号&18号,じんぞうにんげん17ごう&18ごう,2024-05-02 02:03:22,2024-05-02 02:03:22
289,ゴテンクス(青年期),ごてんくす(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
290,超サイヤ人ゴテンクス(青年期),すーぱーさいやじんごてんくす(せいねんき),2024-05-02 02:03:22,2024-05-02 02:03:22
291,スーパーパイクーハン,すーぱーぱいくーはん,2024-05-02 02:03:22,2024-05-02 02:03:22
292,ジャネンバベビー,じゃねんばべびー,2024-05-02 02:03:22,2024-05-02 02:03:22
293,魔人ブウ(純粋)(バビディ吸収),まじんぶう(じゅんすい)(ばびでぃきゅうしゅう),2024-05-02 02:03:22,2024-05-02 02:03:22
294,超一星龍,すーぱーいーしんろん,2024-05-02 02:03:22,2024-05-02 02:03:22
295,一星龍,いーしんろん,2024-05-02 02:03:22,2024-05-02 02:03:22
296,二星龍,りゃんしんろん,2024-05-02 02:03:22,2024-05-02 02:03:22
