id,sound_effect_set_id,sound_effect_id,start_offset_millisecond,created_at,updated_at
66,15,1018,1100,2018-08-31 00:09:29,2018-08-31 00:09:29
67,15,1035,1650,2018-08-31 00:09:29,2018-08-31 00:09:29
68,16,1050,250,2018-08-31 00:09:29,2018-08-31 00:09:29
69,16,1018,1100,2018-08-31 00:09:29,2018-08-31 00:09:29
70,16,1035,1650,2018-08-31 00:09:29,2018-08-31 00:09:29
71,17,1064,250,2018-08-31 00:09:29,2018-08-31 00:09:29
72,17,1018,750,2018-08-31 00:09:29,2018-08-31 00:09:29
73,17,1060,1650,2018-08-31 00:09:29,2018-08-31 00:09:29
74,17,1035,2200,2018-08-31 00:09:29,2018-08-31 00:09:29
75,18,1018,250,2018-08-31 00:09:29,2018-08-31 00:09:29
76,18,1035,1250,2018-08-31 00:09:29,2018-08-31 00:09:29
77,18,1049,2150,2018-08-31 00:09:29,2018-08-31 00:09:29
78,18,1040,3700,2018-08-31 00:09:29,2018-08-31 00:09:29
79,18,1042,4400,2018-08-31 00:09:29,2018-08-31 00:09:29
80,18,1068,5650,2018-08-31 00:09:29,2018-08-31 00:09:29
81,19,1018,300,2018-10-03 02:09:18,2018-10-03 02:09:18
82,19,44,1300,2018-10-03 02:09:18,2018-10-03 02:09:18
83,19,49,2060,2018-10-03 02:09:18,2018-10-03 02:09:18
84,19,49,2640,2018-10-03 02:09:18,2018-10-03 02:09:18
85,19,49,3220,2018-10-03 02:09:18,2018-10-03 02:09:18
86,19,8,3800,2018-10-03 02:09:18,2018-10-03 02:09:18
87,19,1072,4700,2018-10-03 02:09:18,2018-10-03 02:09:18
88,19,31,5400,2018-10-03 02:09:18,2018-10-03 02:09:18
89,19,17,6000,2018-10-03 02:09:18,2018-10-03 02:09:18
90,19,1035,7000,2018-10-03 02:09:18,2018-10-03 02:09:18
91,20,1018,300,2018-10-03 02:09:18,2018-10-03 02:09:18
92,20,44,1300,2018-10-03 02:09:18,2018-10-03 02:09:18
93,20,49,2060,2018-10-03 02:09:18,2018-10-03 02:09:18
94,20,49,2640,2018-10-03 02:09:18,2018-10-03 02:09:18
95,20,49,3220,2018-10-03 02:09:18,2018-10-03 02:09:18
96,20,8,3800,2018-10-03 02:09:18,2018-10-03 02:09:18
97,20,1072,4700,2018-10-03 02:09:18,2018-10-03 02:09:18
98,20,31,5400,2018-10-03 02:09:18,2018-10-03 02:09:18
99,20,17,6000,2018-10-03 02:09:18,2018-10-03 02:09:18
100,20,1035,7000,2018-10-03 02:09:18,2018-10-03 02:09:18
101,21,1018,300,2018-10-03 02:09:18,2018-10-03 02:09:18
102,21,44,1300,2018-10-03 02:09:18,2018-10-03 02:09:18
103,21,49,2060,2018-10-03 02:09:18,2018-10-03 02:09:18
104,21,49,2640,2018-10-03 02:09:18,2018-10-03 02:09:18
105,21,49,3220,2018-10-03 02:09:18,2018-10-03 02:09:18
106,21,8,3800,2018-10-03 02:09:18,2018-10-03 02:09:18
107,21,1072,4700,2018-10-03 02:09:18,2018-10-03 02:09:18
108,21,31,5400,2018-10-03 02:09:18,2018-10-03 02:09:18
109,21,17,6000,2018-10-03 02:09:18,2018-10-03 02:09:18
110,21,1060,7000,2018-10-03 02:09:18,2018-10-03 02:09:18
111,22,1018,466,2018-11-28 02:04:06,2018-11-28 02:04:06
112,22,1037,1500,2018-11-28 02:04:06,2018-11-28 02:04:06
113,22,1022,3033,2018-11-28 02:04:06,2018-11-28 02:04:06
114,22,1019,4300,2018-11-28 02:04:06,2018-11-28 02:04:06
115,22,3,5633,2018-11-28 02:04:06,2018-11-28 02:04:06
116,23,1044,0,2018-12-26 02:12:36,2018-12-26 02:12:36
117,23,1018,698,2018-12-26 02:12:36,2018-12-26 02:12:36
118,23,1018,2128,2018-12-26 02:12:36,2018-12-26 02:12:36
119,23,1072,2760,2018-12-26 02:12:36,2018-12-26 02:12:36
120,23,1067,4084,2018-12-26 02:12:36,2018-12-26 02:12:36
121,24,1044,0,2018-12-26 02:12:36,2018-12-26 02:12:36
122,24,1018,698,2018-12-26 02:12:36,2018-12-26 02:12:36
123,24,1018,2128,2018-12-26 02:12:36,2018-12-26 02:12:36
124,24,1072,2760,2018-12-26 02:12:36,2018-12-26 02:12:36
125,24,1024,4084,2018-12-26 02:12:36,2018-12-26 02:12:36
126,25,1018,531,2019-02-14 03:07:21,2019-02-14 03:07:21
127,25,24,1800,2019-02-14 03:07:21,2019-02-14 03:07:21
128,25,24,1920,2019-02-14 03:07:21,2019-02-14 03:07:21
129,25,24,2040,2019-02-14 03:07:21,2019-02-14 03:07:21
130,25,32,2160,2019-02-14 03:07:21,2019-02-14 03:07:21
131,25,44,2622,2019-02-14 03:07:21,2019-02-14 03:07:21
132,25,1073,3196,2019-02-14 03:07:21,2019-02-14 03:07:21
133,25,17,4049,2019-02-14 03:07:21,2019-02-14 03:07:21
134,25,40,5902,2019-02-14 03:07:21,2019-02-14 03:07:21
135,26,1047,250,2019-03-18 00:05:06,2019-03-18 00:05:06
136,26,1018,1100,2019-03-18 00:05:06,2019-03-18 00:05:06
137,26,1035,1650,2019-03-18 00:05:06,2019-03-18 00:05:06
138,27,1050,250,2019-03-18 00:05:06,2019-03-18 00:05:06
139,27,1018,1100,2019-03-18 00:05:06,2019-03-18 00:05:06
140,27,1035,1650,2019-03-18 00:05:06,2019-03-18 00:05:06
141,28,1049,250,2019-03-18 00:05:06,2019-03-18 00:05:06
142,28,1018,750,2019-03-18 00:05:06,2019-03-18 00:05:06
143,28,1060,1650,2019-03-18 00:05:06,2019-03-18 00:05:06
144,28,1035,2200,2019-03-18 00:05:06,2019-03-18 00:05:06
145,29,1018,250,2019-03-18 00:05:06,2019-03-18 00:05:06
146,29,1035,1100,2019-03-18 00:05:06,2019-03-18 00:05:06
147,29,17,2150,2019-03-18 00:05:06,2019-03-18 00:05:06
148,29,1040,3350,2019-03-18 00:05:06,2019-03-18 00:05:06
149,29,1026,4350,2019-03-18 00:05:06,2019-03-18 00:05:06
150,29,40,5500,2019-03-18 00:05:06,2019-03-18 00:05:06
151,31,1018,156,2019-04-25 02:04:26,2019-04-25 02:04:26
152,31,1042,508,2019-04-25 02:04:26,2019-04-25 02:04:26
153,31,32,1859,2019-04-25 02:04:26,2019-04-25 02:04:26
154,31,32,2922,2019-04-25 02:04:26,2019-04-25 02:04:26
155,31,1003,4110,2019-04-25 02:04:26,2019-04-25 02:04:26
156,31,1048,4330,2019-04-25 02:04:26,2019-04-25 02:04:26
157,31,1048,4510,2019-04-25 02:04:26,2019-04-25 02:04:26
158,31,1048,4690,2019-04-25 02:04:26,2019-04-25 02:04:26
159,31,1048,4870,2019-04-25 02:04:26,2019-04-25 02:04:26
160,31,1048,5050,2019-04-25 02:04:26,2019-04-25 02:04:26
161,31,17,5225,2019-04-25 02:04:26,2019-04-25 02:04:26
162,31,3,7138,2019-04-25 02:04:26,2019-04-25 02:04:26
163,32,1018,0,2019-04-25 02:04:26,2019-04-25 02:04:26
164,32,1035,1000,2019-04-25 02:04:26,2019-04-25 02:04:26
165,32,1004,1900,2019-04-25 02:04:26,2019-04-25 02:04:26
166,32,1021,2700,2019-04-25 02:04:26,2019-04-25 02:04:26
167,32,1036,3100,2019-04-25 02:04:26,2019-04-25 02:04:26
168,32,1036,3500,2019-04-25 02:04:26,2019-04-25 02:04:26
169,32,1036,3900,2019-04-25 02:04:26,2019-04-25 02:04:26
170,30,1018,66,2019-07-16 02:06:42,2019-07-16 02:06:42
171,30,1021,1328,2019-07-16 02:06:42,2019-07-16 02:06:42
172,30,1023,2589,2019-07-16 02:06:42,2019-07-16 02:06:42
173,30,17,3486,2019-07-16 02:06:42,2019-07-16 02:06:42
174,30,1036,6142,2019-07-16 02:06:42,2019-07-16 02:06:42
175,30,1036,6507,2019-07-16 02:06:42,2019-07-16 02:06:42
176,30,1036,6872,2019-07-16 02:06:42,2019-07-16 02:06:42
177,30,1036,7237,2019-07-16 02:06:42,2019-07-16 02:06:42
178,30,1036,7602,2019-07-16 02:06:42,2019-07-16 02:06:42
179,33,1008,0,2019-05-30 02:09:00,2019-05-30 02:09:00
180,33,1008,980,2019-05-30 02:09:00,2019-05-30 02:09:00
181,33,1023,1301,2019-05-30 02:09:00,2019-05-30 02:09:00
182,33,1018,1560,2019-05-30 02:09:00,2019-05-30 02:09:00
183,33,1064,2324,2019-05-30 02:09:00,2019-05-30 02:09:00
184,33,1042,3686,2019-05-30 02:09:00,2019-05-30 02:09:00
185,33,1021,4116,2019-05-30 02:09:00,2019-05-30 02:09:00
186,33,8,5780,2019-05-30 02:09:00,2019-05-30 02:09:00
187,33,3,6342,2019-05-30 02:09:00,2019-05-30 02:09:00
188,34,44,498,2019-06-21 00:04:45,2019-06-21 00:04:45
189,34,1035,1328,2019-06-21 00:04:45,2019-06-21 00:04:45
190,34,1018,2490,2019-06-21 00:04:45,2019-06-21 00:04:45
191,34,17,3519,2019-06-21 00:04:45,2019-06-21 00:04:45
192,34,8,4715,2019-06-21 00:04:45,2019-06-21 00:04:45
193,34,8,5379,2019-06-21 00:04:45,2019-06-21 00:04:45
194,34,1008,6109,2019-06-21 00:04:45,2019-06-21 00:04:45
195,34,3,7138,2019-06-21 00:04:45,2019-06-21 00:04:45
