id,enemy_skill_id,link_skill_id,created_at,updated_at
107000,107001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
107001,107008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
107002,107014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
107003,107017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
108000,108001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
108001,108008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
108002,108014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
108003,108017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
109001,109001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
109002,109008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
109003,109014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
109004,109017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
110000,1100,1001,2024-03-01 02:11:47,2024-03-01 02:11:47
111000,1110,1001,2024-03-01 02:11:47,2024-03-01 02:11:47
111001,111001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
111002,111008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
111003,111014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
111004,111017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
113001,113001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
113002,113008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
113003,113014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
113004,113017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
118001,118001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
118002,118008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
118003,118014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
118004,118017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
120000,1200,19,2024-03-01 02:11:47,2024-03-01 02:11:47
121000,1210,30,2024-03-01 02:11:47,2024-03-01 02:11:47
122000,1220,42,2024-03-01 02:11:47,2024-03-01 02:11:47
124000,1240,34,2024-03-01 02:11:47,2024-03-01 02:11:47
124001,124001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
124002,124008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
124003,124014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
124004,124017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
126000,1260,52,2024-03-01 02:11:47,2024-03-01 02:11:47
127000,1270,52,2024-03-01 02:11:47,2024-03-01 02:11:47
127001,127001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
127002,127008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
127003,127014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
127004,127017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
128001,128001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
128002,128008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
128003,128014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
128004,128017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
130000,1300,66,2024-03-01 02:11:47,2024-03-01 02:11:47
130001,130001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
130002,130008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
130003,130014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
130004,130017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
131000,1310,66,2024-03-01 02:11:47,2024-03-01 02:11:47
131001,131001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
131002,131008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
131003,131014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
131004,131017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
132000,1320,66,2024-03-01 02:11:47,2024-03-01 02:11:47
133000,1330,66,2024-03-01 02:11:47,2024-03-01 02:11:47
133001,133001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
133002,133008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
133003,133014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
133004,133017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
134001,134001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
134002,134008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
134003,134014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
134004,134017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
135001,135001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
135002,135008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
135003,135014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
135004,135017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
137001,137001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
137002,137008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
137003,137014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
137004,137017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
140000,1400,40,2024-03-01 02:11:47,2024-03-01 02:11:47
140001,140001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
140002,140008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
140003,140014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
140004,140017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
141000,1410,40,2024-03-01 02:11:47,2024-03-01 02:11:47
141001,141001,125,2024-03-01 02:11:47,2024-03-01 02:11:47
141002,141008,125,2024-03-01 02:11:47,2024-03-01 02:11:47
141003,141014,125,2024-03-01 02:11:47,2024-03-01 02:11:47
141004,141017,125,2024-03-01 02:11:47,2024-03-01 02:11:47
142000,1420,40,2024-03-01 02:11:47,2024-03-01 02:11:47
143000,1430,40,2024-03-01 02:11:47,2024-03-01 02:11:47
160000,1600,79,2024-03-01 02:11:47,2024-03-01 02:11:47
161000,1610,79,2024-03-01 02:11:47,2024-03-01 02:11:47
162000,1620,79,2024-03-01 02:11:47,2024-03-01 02:11:47
163000,1630,79,2024-03-01 02:11:47,2024-03-01 02:11:47
164000,1640,79,2024-03-01 02:11:47,2024-03-01 02:11:47
170000,1700,127,2024-03-01 02:11:47,2024-03-01 02:11:47
171000,1710,127,2024-03-01 02:11:47,2024-03-01 02:11:47
172000,1720,127,2024-03-01 02:11:47,2024-03-01 02:11:47
173000,1730,127,2024-03-01 02:11:47,2024-03-01 02:11:47
174000,1740,127,2024-03-01 02:11:47,2024-03-01 02:11:47
180000,1800,115,2024-03-01 02:11:47,2024-03-01 02:11:47
181000,1810,115,2024-03-01 02:11:47,2024-03-01 02:11:47
182000,1820,115,2024-03-01 02:11:47,2024-03-01 02:11:47
183000,1830,115,2024-03-01 02:11:47,2024-03-01 02:11:47
230000,2300,1003,2024-03-01 02:11:47,2024-03-01 02:11:47
232000,2320,1003,2024-03-01 02:11:47,2024-03-01 02:11:47
233000,2330,1003,2024-03-01 02:11:47,2024-03-01 02:11:47
234000,2340,1003,2024-03-01 02:11:47,2024-03-01 02:11:47
235000,2350,1003,2024-03-01 02:11:47,2024-03-01 02:11:47
240000,2400,29,2024-03-01 02:11:47,2024-03-01 02:11:47
254000,2540,50,2024-03-01 02:11:47,2024-03-01 02:11:47
273000,2720,116,2024-03-01 02:11:47,2024-03-01 02:11:47
274000,2730,116,2024-03-01 02:11:47,2024-03-01 02:11:47
275000,2740,116,2024-03-01 02:11:47,2024-03-01 02:11:47
276000,2750,116,2024-03-01 02:11:47,2024-03-01 02:11:47
290000,2900,95,2024-03-01 02:11:47,2024-03-01 02:11:47
291000,2910,95,2024-03-01 02:11:47,2024-03-01 02:11:47
292000,2920,95,2024-03-01 02:11:47,2024-03-01 02:11:47
293000,2930,95,2024-03-01 02:11:47,2024-03-01 02:11:47
314000,3130,1004,2024-03-01 02:11:47,2024-03-01 02:11:47
315000,3140,1004,2024-03-01 02:11:47,2024-03-01 02:11:47
328000,3280,109,2024-03-01 02:11:47,2024-03-01 02:11:47
329000,3290,109,2024-03-01 02:11:47,2024-03-01 02:11:47
350000,3500,59,2024-03-01 02:11:47,2024-03-01 02:11:47
351000,3510,59,2024-03-01 02:11:47,2024-03-01 02:11:47
352000,3520,59,2024-03-01 02:11:47,2024-03-01 02:11:47
353000,3530,59,2024-03-01 02:11:47,2024-03-01 02:11:47
430000,4300,79,2024-03-01 02:11:47,2024-03-01 02:11:47
431000,4310,79,2024-03-01 02:11:47,2024-03-01 02:11:47
432000,4320,79,2024-03-01 02:11:47,2024-03-01 02:11:47
433000,4330,79,2024-03-01 02:11:47,2024-03-01 02:11:47
434000,4340,79,2024-03-01 02:11:47,2024-03-01 02:11:47
511000,5110,103,2024-03-01 02:11:47,2024-03-01 02:11:47
580000,5800,115,2024-03-01 02:11:47,2024-03-01 02:11:47
581000,5810,115,2024-03-01 02:11:47,2024-03-01 02:11:47
582000,5820,115,2024-03-01 02:11:47,2024-03-01 02:11:47
583000,5830,115,2024-03-01 02:11:47,2024-03-01 02:11:47
590000,5900,127,2024-03-01 02:11:47,2024-03-01 02:11:47
591000,5910,127,2024-03-01 02:11:47,2024-03-01 02:11:47
592000,5920,127,2024-03-01 02:11:47,2024-03-01 02:11:47
593000,5930,127,2024-03-01 02:11:47,2024-03-01 02:11:47
640000,6400,66,2024-03-01 02:11:47,2024-03-01 02:11:47
641000,6410,66,2024-03-01 02:11:47,2024-03-01 02:11:47
642000,6420,66,2024-03-01 02:11:47,2024-03-01 02:11:47
643000,6430,66,2024-03-01 02:11:47,2024-03-01 02:11:47
644000,6440,66,2024-03-01 02:11:47,2024-03-01 02:11:47
650000,6500,40,2024-03-01 02:11:47,2024-03-01 02:11:47
651000,6510,40,2024-03-01 02:11:47,2024-03-01 02:11:47
652000,6520,40,2024-03-01 02:11:47,2024-03-01 02:11:47
653000,6530,40,2024-03-01 02:11:47,2024-03-01 02:11:47
654000,6540,40,2024-03-01 02:11:47,2024-03-01 02:11:47
658000,6580,40,2024-03-01 02:11:47,2024-03-01 02:11:47
724000,7240,1001,2024-03-01 02:11:47,2024-03-01 02:11:47
1000007,1000596,125,2021-02-17 05:39:53,2021-02-17 05:39:53
1000008,1000597,125,2021-02-17 11:48:56,2021-02-17 11:48:56
1000009,1000598,125,2021-02-17 11:48:56,2021-02-17 11:48:56
1000010,1000599,125,2021-02-17 11:48:56,2021-02-17 11:48:56
1000011,1000677,125,2021-06-11 09:08:00,2021-06-11 09:08:00
1000012,1000678,125,2021-06-11 09:08:00,2021-06-11 09:08:00
1000013,1000754,125,2021-08-31 01:26:02,2021-08-31 01:26:02
1000016,1000858,125,2021-12-29 01:41:20,2021-12-29 01:41:20
1000017,1000859,125,2021-12-29 01:41:20,2021-12-29 01:41:20
1000019,1000861,125,2021-12-29 01:55:56,2021-12-29 01:55:56
1000020,1000907,125,2022-02-14 05:32:40,2022-02-14 05:32:40
1000021,1000908,125,2022-02-14 05:32:40,2022-02-14 05:32:40
1000022,1000993,125,2022-05-10 03:12:53,2022-05-10 03:12:53
1000027,1001032,125,2022-07-04 09:47:10,2022-07-04 09:47:10
1000028,1001033,125,2022-07-04 09:47:10,2022-07-04 09:47:10
1000029,1001034,125,2022-07-04 10:40:24,2022-07-04 10:40:24
1000030,1001035,125,2022-07-04 10:40:24,2022-07-04 10:40:24
1006000,10060,103,2024-03-01 02:11:47,2024-03-01 02:11:47
1115000,11150,1004,2024-03-01 02:11:47,2024-03-01 02:11:47
1159000,11590,103,2024-03-01 02:11:47,2024-03-01 02:11:47
1160000,11600,103,2024-03-01 02:11:47,2024-03-01 02:11:47
1373000,13730,79,2024-03-01 02:11:47,2024-03-01 02:11:47
1434000,14340,1000,2024-03-01 02:11:47,2024-03-01 02:11:47
1435000,14350,1000,2024-03-01 02:11:47,2024-03-01 02:11:47
1793000,17930,1003,2024-03-01 02:11:47,2024-03-01 02:11:47
3064000,30640,40,2024-03-01 02:11:47,2024-03-01 02:11:47
