id,special_set_id,type,efficacy_type,target_type,calc_option,turn,prob,causality_conditions,eff_value1,eff_value2,eff_value3,created_at,updated_at
251,251,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
252,252,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
258,258,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
259,259,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
262,262,Special::NormalEfficacySpecial,1,2,2,1,100,,15,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
264,264,Special::ExtraEfficacySpecial,9,3,0,2,25,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
265,265,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
266,266,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
268,268,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
269,269,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
272,272,Special::NormalEfficacySpecial,2,3,3,3,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
273,273,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
275,275,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
276,276,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
278,278,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
279,279,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
280,280,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
281,281,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
282,282,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
284,284,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
285,285,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
286,286,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
288,288,Special::NormalEfficacySpecial,1,1,2,99,100,,67,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
301,301,Special::ExtraEfficacySpecial,9,3,0,2,15,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
303,303,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
304,304,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
305,305,Special::ExtraEfficacySpecial,9,3,0,2,15,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
307,307,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
309,309,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
310,310,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
319,319,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
320,320,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
322,322,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
323,323,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
324,324,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
325,325,Special::ExtraEfficacySpecial,9,3,0,2,15,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
326,326,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
328,328,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
329,329,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
334,334,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
338,338,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
341,341,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
342,342,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
343,343,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
344,344,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
345,345,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
347,347,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
349,349,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
351,351,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
358,358,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
362,362,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
366,366,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
367,367,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
368,368,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
370,370,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
371,371,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
374,374,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
376,376,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
381,381,Special::NormalEfficacySpecial,1,2,2,1,100,,25,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
382,382,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
385,385,Special::NormalEfficacySpecial,1,2,2,1,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
387,387,Special::NormalEfficacySpecial,1,2,2,1,100,,25,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
388,388,Special::ExtraEfficacySpecial,9,3,0,2,10,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
389,389,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
391,391,Special::ExtraEfficacySpecial,9,3,0,2,15,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
392,392,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
393,393,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
394,394,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
396,396,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
399,399,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
404,404,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
405,405,Special::NormalEfficacySpecial,1,1,2,1,100,,100,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
406,406,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
408,408,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
410,410,Special::NormalEfficacySpecial,84,1,3,1,100,,7,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
413,413,Special::NormalEfficacySpecial,84,1,3,1,100,,5,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
414,414,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
415,415,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
416,416,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
420,420,Special::NormalEfficacySpecial,84,1,3,0,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
422,422,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
425,425,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
428,428,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
429,429,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
430,430,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
433,433,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
434,434,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
435,435,Special::NormalEfficacySpecial,1,1,2,99,100,,67,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
438,438,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
439,439,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
440,440,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
448,448,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
450,450,Special::NormalEfficacySpecial,1,3,3,3,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
451,451,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
452,452,Special::ExtraEfficacySpecial,9,3,0,2,50,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
453,453,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
454,454,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
455,455,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
456,456,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
457,457,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
458,458,Special::NormalEfficacySpecial,1,3,3,3,100,,10,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
459,459,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
460,460,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
461,461,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
462,462,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
463,463,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
465,465,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
466,466,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
469,469,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
483,483,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
484,484,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
485,485,Special::ExtraEfficacySpecial,9,3,0,2,70,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
486,486,Special::NormalEfficacySpecial,84,1,3,1,100,,7,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
491,491,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
494,494,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
497,497,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
498,498,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
499,499,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
500,500,Special::NormalEfficacySpecial,1,1,2,6,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
501,501,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
502,502,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
503,503,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
509,509,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
510,510,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
511,511,Special::NormalEfficacySpecial,3,1,2,99,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
534,534,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
535,535,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
541,541,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
542,542,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
545,545,Special::NormalEfficacySpecial,1,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
549,549,Special::NormalEfficacySpecial,3,3,3,3,100,,20,20,0,2024-07-23 00:24:25,2024-07-23 00:24:25
550,550,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
551,551,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
553,553,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
554,554,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
555,555,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
556,556,Special::NormalEfficacySpecial,2,3,3,3,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
557,557,Special::NormalEfficacySpecial,2,3,3,3,100,,40,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
558,558,Special::NormalEfficacySpecial,3,3,3,3,100,,30,30,0,2024-07-23 00:24:25,2024-07-23 00:24:25
561,561,Special::ExtraEfficacySpecial,48,3,0,2,100,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
562,562,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
566,566,Special::NormalEfficacySpecial,1,1,2,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
568,568,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
570,570,Special::NormalEfficacySpecial,1,1,2,99,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
581,581,Special::ExtraEfficacySpecial,9,3,0,2,20,,0,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
583,583,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
584,584,Special::NormalEfficacySpecial,2,1,2,6,100,,30,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
585,585,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
586,586,Special::NormalEfficacySpecial,2,3,3,3,100,,50,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
587,587,Special::NormalEfficacySpecial,1,2,2,1,100,,20,0,0,2024-07-23 00:24:25,2024-07-23 00:24:25
