id,type,card_id,awaked_card_id,num,card_awakening_set_id,optimal_awakening_step,optimal_awakening_type,description,priority,open_at
71,CardAwakeningRoute::Zet,1000940,1000941,1,13,,0,,0,2010-04-01 00:00:00
72,CardAwakeningRoute::Zet,1000960,1000961,1,13,,0,,0,2010-04-01 00:00:00
73,CardAwakeningRoute::Zet,1001050,1001051,1,13,,0,,0,2010-04-01 00:00:00
74,CardAwakeningRoute::Zet,1001060,1001061,1,13,,0,,0,2010-04-01 00:00:00
75,CardAwakeningRoute::Zet,1001730,1001731,1,13,,0,,0,2010-04-01 00:00:00
76,CardAwakeningRoute::Zet,2000190,2000191,1,13,,0,,0,2010-04-01 00:00:00
77,CardAwakeningRoute::Zet,1002140,1002141,1,13,,0,,0,2010-04-01 00:00:00
78,CardAwakeningRoute::Zet,1002200,1002201,1,13,,0,,0,2010-04-01 00:00:00
79,CardAwakeningRoute::Zet,1000860,1000861,1,14,,0,,0,2010-04-01 00:00:00
80,CardAwakeningRoute::Zet,1000870,1000871,1,14,,0,,0,2010-04-01 00:00:00
81,CardAwakeningRoute::Zet,1001430,1001431,1,14,,0,,0,2010-04-01 00:00:00
82,CardAwakeningRoute::Zet,1000270,1000271,1,15,,0,,0,2010-04-01 00:00:00
83,CardAwakeningRoute::Zet,1000300,1000301,1,15,,0,,0,2010-04-01 00:00:00
84,CardAwakeningRoute::Zet,1000460,1000461,1,15,,0,,0,2010-04-01 00:00:00
85,CardAwakeningRoute::Zet,1000580,1000581,1,15,,0,,0,2010-04-01 00:00:00
86,CardAwakeningRoute::Zet,1001280,1001281,1,15,,0,,0,2010-04-01 00:00:00
87,CardAwakeningRoute::Zet,1001350,1001351,1,15,,0,,0,2010-04-01 00:00:00
88,CardAwakeningRoute::Zet,2000270,2000271,1,15,,0,,0,2010-04-01 00:00:00
89,CardAwakeningRoute::Zet,1000280,1000281,1,16,,0,,0,2010-04-01 00:00:00
90,CardAwakeningRoute::Zet,1000310,1000311,1,16,,0,,0,2010-04-01 00:00:00
91,CardAwakeningRoute::Zet,1001200,1001201,1,16,,0,,0,2010-04-01 00:00:00
92,CardAwakeningRoute::Zet,1001370,1001371,1,16,,0,,0,2010-04-01 00:00:00
93,CardAwakeningRoute::Zet,1000290,1000291,1,17,,0,,0,2010-04-01 00:00:00
94,CardAwakeningRoute::Zet,1000560,1000561,1,17,,0,,0,2010-04-01 00:00:00
95,CardAwakeningRoute::Zet,1001150,1001151,1,17,,0,,0,2010-04-01 00:00:00
96,CardAwakeningRoute::Zet,1001180,1001181,1,17,,0,,0,2010-04-01 00:00:00
97,CardAwakeningRoute::Zet,1001340,1001341,1,17,,0,,0,2010-04-01 00:00:00
98,CardAwakeningRoute::Zet,1001670,1001671,1,17,,0,,0,2010-04-01 00:00:00
99,CardAwakeningRoute::Zet,1001560,1001561,1,17,,0,,0,2010-04-01 00:00:00
100,CardAwakeningRoute::Zet,1000320,1000321,1,18,,0,,0,2010-04-01 00:00:00
101,CardAwakeningRoute::Zet,1000330,1000331,1,18,,0,,0,2010-04-01 00:00:00
102,CardAwakeningRoute::Zet,1000430,1000431,1,6,,0,,0,2010-04-01 00:00:00
103,CardAwakeningRoute::Zet,1000570,1000571,1,18,,0,,0,2010-04-01 00:00:00
104,CardAwakeningRoute::Zet,1001170,1001171,1,18,,0,,0,2010-04-01 00:00:00
105,CardAwakeningRoute::Zet,1001190,1001191,1,18,,0,,0,2010-04-01 00:00:00
106,CardAwakeningRoute::Zet,2000020,2000021,1,18,,0,,0,2010-04-01 00:00:00
107,CardAwakeningRoute::Zet,1000340,1000341,1,19,,0,,0,2010-04-01 00:00:00
108,CardAwakeningRoute::Zet,1000410,1000411,1,19,,0,,0,2010-04-01 00:00:00
109,CardAwakeningRoute::Zet,1000490,1000491,1,19,,0,,0,2010-04-01 00:00:00
110,CardAwakeningRoute::Zet,1000540,1000541,1,19,,0,,0,2010-04-01 00:00:00
111,CardAwakeningRoute::Zet,1000630,1000631,1,19,,0,,0,2010-04-01 00:00:00
112,CardAwakeningRoute::Zet,1001030,1001031,1,19,,0,,0,2010-04-01 00:00:00
113,CardAwakeningRoute::Zet,1001250,1001251,1,19,,0,,0,2010-04-01 00:00:00
114,CardAwakeningRoute::Zet,1001320,1001321,1,19,,0,,0,2010-04-01 00:00:00
115,CardAwakeningRoute::Zet,1000350,1000351,1,20,,0,,0,2010-04-01 00:00:00
116,CardAwakeningRoute::Zet,1000360,1000361,1,20,,0,,0,2010-04-01 00:00:00
117,CardAwakeningRoute::Zet,1000380,1000381,1,20,,0,,0,2010-04-01 00:00:00
118,CardAwakeningRoute::Zet,1000400,1000401,1,20,,0,,0,2010-04-01 00:00:00
119,CardAwakeningRoute::Zet,1000480,1000481,1,20,,0,,0,2010-04-01 00:00:00
120,CardAwakeningRoute::Zet,1000520,1000521,1,20,,0,,0,2010-04-01 00:00:00
121,CardAwakeningRoute::Zet,1000600,1000601,1,20,,0,,0,2010-04-01 00:00:00
122,CardAwakeningRoute::Zet,1000970,1000971,1,20,,0,,0,2010-04-01 00:00:00
123,CardAwakeningRoute::Zet,1001260,1001261,1,20,,0,,0,2010-04-01 00:00:00
124,CardAwakeningRoute::Zet,1001270,1001271,1,20,,0,,0,2010-04-01 00:00:00
125,CardAwakeningRoute::Zet,1001290,1001291,1,20,,0,,0,2010-04-01 00:00:00
126,CardAwakeningRoute::Zet,1001750,1001751,1,20,,0,,0,2010-04-01 00:00:00
127,CardAwakeningRoute::Zet,1000370,1000371,1,21,,0,,0,2010-04-01 00:00:00
128,CardAwakeningRoute::Zet,1000470,1000471,1,21,,0,,0,2010-04-01 00:00:00
129,CardAwakeningRoute::Zet,1000510,1000511,1,21,,0,,0,2010-04-01 00:00:00
130,CardAwakeningRoute::Zet,1000550,1000551,1,21,,0,,0,2010-04-01 00:00:00
131,CardAwakeningRoute::Zet,1001140,1001141,1,21,,0,,0,2010-04-01 00:00:00
132,CardAwakeningRoute::Zet,1001210,1001211,1,21,,0,,0,2010-04-01 00:00:00
133,CardAwakeningRoute::Zet,1001230,1001231,1,21,,0,,0,2010-04-01 00:00:00
134,CardAwakeningRoute::Zet,1001300,1001301,1,21,,0,,0,2010-04-01 00:00:00
135,CardAwakeningRoute::Zet,1000390,1000391,1,22,,0,,0,2010-04-01 00:00:00
136,CardAwakeningRoute::Zet,1000420,1000421,1,22,,0,,0,2010-04-01 00:00:00
137,CardAwakeningRoute::Zet,1000610,1000611,1,22,,0,,0,2010-04-01 00:00:00
138,CardAwakeningRoute::Zet,1000620,1000621,1,22,,0,,0,2010-04-01 00:00:00
139,CardAwakeningRoute::Zet,1001130,1001131,1,22,,0,,0,2010-04-01 00:00:00
140,CardAwakeningRoute::Zet,1001310,1001311,1,22,,0,,0,2010-04-01 00:00:00
141,CardAwakeningRoute::Zet,1001330,1001331,1,22,,0,,0,2010-04-01 00:00:00
142,CardAwakeningRoute::Zet,2000670,2000671,1,22,,0,,0,2010-04-01 00:00:00
143,CardAwakeningRoute::Zet,1000440,1000441,1,23,,0,,0,2010-04-01 00:00:00
144,CardAwakeningRoute::Zet,1000450,1000451,1,23,,0,,0,2010-04-01 00:00:00
145,CardAwakeningRoute::Zet,1000530,1000531,1,23,,0,,0,2010-04-01 00:00:00
146,CardAwakeningRoute::Zet,1001220,1001221,1,23,,0,,0,2010-04-01 00:00:00
147,CardAwakeningRoute::Zet,1001240,1001241,1,23,,0,,0,2010-04-01 00:00:00
148,CardAwakeningRoute::Zet,1001360,1001361,1,23,,0,,0,2010-04-01 00:00:00
149,CardAwakeningRoute::Zet,1001540,1001541,1,23,,0,,0,2010-04-01 00:00:00
150,CardAwakeningRoute::Zet,1002160,1002161,1,23,,0,,0,2010-04-01 00:00:00
151,CardAwakeningRoute::Zet,1000500,1000501,1,24,,0,,0,2010-04-01 00:00:00
152,CardAwakeningRoute::Zet,1000590,1000591,1,24,,0,,0,2010-04-01 00:00:00
153,CardAwakeningRoute::Zet,1001160,1001161,1,24,,0,,0,2010-04-01 00:00:00
154,CardAwakeningRoute::Zet,2000260,2000261,1,24,,0,,0,2010-04-01 00:00:00
155,CardAwakeningRoute::Zet,1001550,1001551,1,24,,0,,0,2010-04-01 00:00:00
156,CardAwakeningRoute::Zet,1002060,1002061,1,24,,0,,0,2010-04-01 00:00:00
157,CardAwakeningRoute::Zet,1000640,1000641,1,25,,0,,0,2010-04-01 00:00:00
158,CardAwakeningRoute::Zet,1000690,1000691,1,25,,0,,0,2010-04-01 00:00:00
159,CardAwakeningRoute::Zet,1000700,1000701,1,25,,0,,0,2010-04-01 00:00:00
160,CardAwakeningRoute::Zet,1000710,1000711,1,25,,0,,0,2010-04-01 00:00:00
161,CardAwakeningRoute::Zet,1000720,1000721,1,25,,0,,0,2010-04-01 00:00:00
162,CardAwakeningRoute::Zet,3000210,3000211,1,25,,0,,0,2010-04-01 00:00:00
163,CardAwakeningRoute::Zet,3000240,3000241,1,25,,0,,0,2010-04-01 00:00:00
164,CardAwakeningRoute::Zet,3000260,3000261,1,25,,0,,0,2010-04-01 00:00:00
165,CardAwakeningRoute::Zet,3000290,3000291,1,25,,0,,0,2010-04-01 00:00:00
166,CardAwakeningRoute::Zet,3000560,3000561,1,25,,0,,0,2010-04-01 00:00:00
167,CardAwakeningRoute::Zet,3000590,3000591,1,25,,0,,0,2010-04-01 00:00:00
168,CardAwakeningRoute::Zet,3001110,3001111,1,25,,0,,0,2010-04-01 00:00:00
169,CardAwakeningRoute::Zet,3001140,3001141,1,25,,0,,0,2010-04-01 00:00:00
170,CardAwakeningRoute::Zet,1001910,1001911,1,25,,0,,0,2010-04-01 00:00:00
171,CardAwakeningRoute::Zet,1000650,1000651,1,26,,0,,0,2010-04-01 00:00:00
172,CardAwakeningRoute::Zet,1000660,1000661,1,26,,0,,0,2010-04-01 00:00:00
173,CardAwakeningRoute::Zet,1000670,1000671,1,26,,0,,0,2010-04-01 00:00:00
174,CardAwakeningRoute::Zet,1000740,1000741,1,26,,0,,0,2010-04-01 00:00:00
175,CardAwakeningRoute::Zet,1000760,1000761,1,26,,0,,0,2010-04-01 00:00:00
176,CardAwakeningRoute::Zet,1000770,1000771,1,26,,0,,0,2010-04-01 00:00:00
177,CardAwakeningRoute::Zet,1000780,1000781,1,26,,0,,0,2010-04-01 00:00:00
178,CardAwakeningRoute::Zet,1000790,1000791,1,26,,0,,0,2010-04-01 00:00:00
179,CardAwakeningRoute::Zet,1000800,1000801,1,26,,0,,0,2010-04-01 00:00:00
180,CardAwakeningRoute::Zet,3000220,3000221,1,26,,0,,0,2010-04-01 00:00:00
181,CardAwakeningRoute::Zet,3000270,3000271,1,26,,0,,0,2010-04-01 00:00:00
182,CardAwakeningRoute::Zet,3000600,3000601,1,26,,0,,0,2010-04-01 00:00:00
183,CardAwakeningRoute::Zet,3001150,3001151,1,26,,0,,0,2010-04-01 00:00:00
184,CardAwakeningRoute::Zet,1001900,1001901,1,26,,0,,0,2010-04-01 00:00:00
185,CardAwakeningRoute::Zet,1000680,1000681,1,27,,0,,0,2010-04-01 00:00:00
186,CardAwakeningRoute::Zet,1000730,1000731,1,27,,0,,0,2010-04-01 00:00:00
187,CardAwakeningRoute::Zet,1000750,1000751,1,27,,0,,0,2010-04-01 00:00:00
188,CardAwakeningRoute::Zet,3000230,3000231,1,27,,0,,0,2010-04-01 00:00:00
189,CardAwakeningRoute::Zet,3000280,3000281,1,27,,0,,0,2010-04-01 00:00:00
190,CardAwakeningRoute::Zet,3000580,3000581,1,27,,0,,0,2010-04-01 00:00:00
191,CardAwakeningRoute::Zet,3001130,3001131,1,27,,0,,0,2010-04-01 00:00:00
192,CardAwakeningRoute::Zet,1001890,1001891,1,27,,0,,0,2010-04-01 00:00:00
193,CardAwakeningRoute::Zet,1002230,1002231,1,28,,0,,0,2010-04-01 00:00:00
194,CardAwakeningRoute::Zet,2000170,2000171,1,29,,0,,0,2010-04-01 00:00:00
195,CardAwakeningRoute::Zet,1001390,1001391,1,30,,0,,0,2010-04-01 00:00:00
196,CardAwakeningRoute::Zet,1001480,1001481,1,30,,0,,0,2010-04-01 00:00:00
197,CardAwakeningRoute::Zet,1001630,1001631,1,31,,0,,0,2010-04-01 00:00:00
198,CardAwakeningRoute::Zet,2000070,2000071,1,32,,0,,0,2010-04-01 00:00:00
199,CardAwakeningRoute::Zet,1001710,1001711,1,32,,0,,0,2010-04-01 00:00:00
200,CardAwakeningRoute::Zet,1002220,1002221,1,32,,0,,0,2010-04-01 00:00:00
201,CardAwakeningRoute::Zet,1001580,1001581,1,33,,0,,0,2010-04-01 00:00:00
202,CardAwakeningRoute::Zet,1001680,1001681,1,34,,0,,0,2010-04-01 00:00:00
203,CardAwakeningRoute::Zet,2000060,2000061,1,34,,0,,0,2010-04-01 00:00:00
204,CardAwakeningRoute::Zet,1001620,1001621,1,34,,0,,0,2010-04-01 00:00:00
205,CardAwakeningRoute::Zet,1002240,1002241,1,34,,0,,0,2010-04-01 00:00:00
206,CardAwakeningRoute::Zet,1001980,1001981,1,34,,0,,0,2010-04-01 00:00:00
207,CardAwakeningRoute::Zet,1001490,1001491,1,35,,0,,0,2010-04-01 00:00:00
208,CardAwakeningRoute::Zet,2000800,2000801,1,35,,0,,0,2010-04-01 00:00:00
209,CardAwakeningRoute::Zet,2000140,2000141,1,36,,0,,0,2010-04-01 00:00:00
210,CardAwakeningRoute::Zet,2000050,2000051,1,37,,0,,0,2010-04-01 00:00:00
211,CardAwakeningRoute::Zet,1001690,1001691,1,38,,0,,0,2010-04-01 00:00:00
212,CardAwakeningRoute::Zet,1002090,1002091,1,38,,0,,0,2010-04-01 00:00:00
213,CardAwakeningRoute::Zet,1002100,1002101,1,38,,0,,0,2010-04-01 00:00:00
214,CardAwakeningRoute::Zet,2000790,2000791,1,38,,0,,0,2010-04-01 00:00:00
215,CardAwakeningRoute::Zet,2000840,2000841,1,38,,0,,0,2010-04-01 00:00:00
216,CardAwakeningRoute::Zet,1001700,1001701,1,39,,0,,0,2010-04-01 00:00:00
217,CardAwakeningRoute::Zet,2000770,2000771,1,39,,0,,0,2010-04-01 00:00:00
218,CardAwakeningRoute::Zet,1002180,1002181,1,40,,0,,0,2010-04-01 00:00:00
219,CardAwakeningRoute::Zet,1002420,1002421,1,41,,0,,0,2010-04-01 00:00:00
220,CardAwakeningRoute::Zet,1002430,1002431,1,42,,0,,0,2010-04-01 00:00:00
221,CardAwakeningRoute::Zet,1002590,1002591,1,42,,0,,0,2010-04-01 00:00:00
222,CardAwakeningRoute::Zet,1002610,1002611,1,42,,0,,0,2010-04-01 00:00:00
223,CardAwakeningRoute::Zet,1002080,1002081,1,43,,0,,0,2010-04-01 00:00:00
224,CardAwakeningRoute::Zet,1002170,1002171,1,44,,0,,0,2010-04-01 00:00:00
225,CardAwakeningRoute::Zet,1002190,1002191,1,44,,0,,0,2010-04-01 00:00:00
226,CardAwakeningRoute::Zet,1002070,1002071,1,45,,0,,0,2010-04-01 00:00:00
227,CardAwakeningRoute::Zet,2000780,2000781,1,46,,0,,0,2010-04-01 00:00:00
228,CardAwakeningRoute::Zet,2000820,2000821,1,47,,0,,0,2010-04-01 00:00:00
229,CardAwakeningRoute::Dokkan,1000051,2000770,1,48,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
230,CardAwakeningRoute::Dokkan,1000061,2000780,1,48,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
231,CardAwakeningRoute::Dokkan,2000041,2000790,1,48,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
232,CardAwakeningRoute::Dokkan,1001521,2000800,1,49,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
233,CardAwakeningRoute::Dokkan,1001601,2000810,1,50,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
234,CardAwakeningRoute::Dokkan,1001581,2000820,1,51,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
235,CardAwakeningRoute::Dokkan,1002151,2000830,1,51,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
236,CardAwakeningRoute::Dokkan,2000281,2000840,1,52,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
237,CardAwakeningRoute::Zet,1002000,1002001,1,16,,0,,0,2010-04-01 00:00:00
238,CardAwakeningRoute::Zet,1001400,1001401,1,30,,0,,0,2010-04-01 00:00:00
239,CardAwakeningRoute::Zet,1002660,1002661,1,9,,0,,0,2010-04-01 00:00:00
240,CardAwakeningRoute::Zet,1002670,1002671,1,31,,0,,0,2010-04-01 00:00:00
241,CardAwakeningRoute::Zet,1001840,1001841,1,14,,0,,0,2010-04-01 00:00:00
242,CardAwakeningRoute::Zet,1001830,1001831,1,7,,0,,0,2010-04-01 00:00:00
243,CardAwakeningRoute::Zet,1001720,1001721,1,14,,0,,0,2010-04-01 00:00:00
244,CardAwakeningRoute::Zet,1001590,1001591,1,38,,0,,0,2010-04-01 00:00:00
245,CardAwakeningRoute::Zet,2000120,2000121,1,11,,0,,0,2010-04-01 00:00:00
246,CardAwakeningRoute::Zet,1001930,1001931,1,2,,0,,0,2010-04-01 00:00:00
247,CardAwakeningRoute::Zet,1001950,1001951,1,3,,0,,0,2010-04-01 00:00:00
248,CardAwakeningRoute::Zet,1002570,1002571,1,7,,0,,0,2010-04-01 00:00:00
249,CardAwakeningRoute::Zet,1002580,1002581,1,8,,0,,0,2010-04-01 00:00:00
250,CardAwakeningRoute::Zet,1002280,1002281,1,13,,0,,0,2010-04-01 00:00:00
251,CardAwakeningRoute::Zet,2000200,2000201,1,6,,0,,0,2010-04-01 00:00:00
252,CardAwakeningRoute::Zet,2000180,2000181,1,6,,0,,0,2010-04-01 00:00:00
253,CardAwakeningRoute::Zet,2000680,2000681,1,10,,0,,0,2010-04-01 00:00:00
254,CardAwakeningRoute::Dokkan,2000681,2000850,1,48,,0,"物語イベント『復活の「F」』で各覚醒メダルを
入手することができます",0,2010-04-01 00:00:00
255,CardAwakeningRoute::Zet,2000850,2000851,1,1,,0,,0,2010-04-01 00:00:00
256,CardAwakeningRoute::Zet,1001800,1001801,1,3,,0,,0,2010-04-01 00:00:00
257,CardAwakeningRoute::Zet,1003180,1003181,1,2,,0,,0,2010-04-01 00:00:00
258,CardAwakeningRoute::Zet,2000700,2000701,1,7,,0,,0,2010-04-01 00:00:00
259,CardAwakeningRoute::Zet,1002560,1002561,1,3,,0,,0,2010-04-01 00:00:00
260,CardAwakeningRoute::Zet,2000710,2000711,1,8,,0,,0,2010-04-01 00:00:00
261,CardAwakeningRoute::Zet,2000720,2000721,1,18,,0,,0,2010-04-01 00:00:00
262,CardAwakeningRoute::Zet,2000730,2000731,1,17,,0,,0,2010-04-01 00:00:00
263,CardAwakeningRoute::Zet,2000740,2000741,1,15,,0,,0,2010-04-01 00:00:00
264,CardAwakeningRoute::Zet,1002680,1002681,1,20,,0,,0,2010-04-01 00:00:00
265,CardAwakeningRoute::Zet,1002690,1002691,1,14,,0,,0,2010-04-01 00:00:00
266,CardAwakeningRoute::Zet,1002700,1002701,1,1,,0,,0,2010-04-01 00:00:00
267,CardAwakeningRoute::Zet,1002710,1002711,1,14,,0,,0,2010-04-01 00:00:00
268,CardAwakeningRoute::Dokkan,1002681,1002690,1,54,,0,"物語イベント『銀河ギリギリ!! ぶっちぎりの凄い奴』で
各覚醒メダルを入手することができます",0,2010-04-01 00:00:00
269,CardAwakeningRoute::Dokkan,2000701,1002560,1,53,,0,"物語イベント『銀河ギリギリ!! ぶっちぎりの凄い奴』で
各覚醒メダルを入手することができます",0,2010-04-01 00:00:00
270,CardAwakeningRoute::Zet,1001790,1001791,1,1,,0,,0,2010-04-01 00:00:00
271,CardAwakeningRoute::Zet,1003170,1003171,1,5,,0,,0,2010-04-01 00:00:00
272,CardAwakeningRoute::Zet,2000130,2000131,1,8,,0,,0,2010-04-01 00:00:00
273,CardAwakeningRoute::Zet,1001920,1001921,1,39,,0,,0,2010-04-01 00:00:00
274,CardAwakeningRoute::Zet,1001960,1001961,1,33,,0,,0,2010-04-01 00:00:00
275,CardAwakeningRoute::Zet,1003510,1003511,1,7,,0,,0,2010-04-01 00:00:00
276,CardAwakeningRoute::Zet,1001990,1001991,1,9,,0,,0,2010-04-01 00:00:00
277,CardAwakeningRoute::Zet,1001860,1001861,1,14,,0,,0,2010-04-01 00:00:00
278,CardAwakeningRoute::Zet,1001570,1001571,1,16,,0,,0,2010-04-01 00:00:00
279,CardAwakeningRoute::Zet,1003520,1003521,1,15,,0,,0,2010-04-01 00:00:00
280,CardAwakeningRoute::Zet,1002350,1002351,1,2,,0,,0,2010-04-01 00:00:00
281,CardAwakeningRoute::Zet,1003530,1003531,1,1,,0,,0,2010-04-01 00:00:00
