id,quest_id,difficulty,sugoroku_bgm_id,battle_bgm_id,boss_bgm_id,battle_background_id,act,eventkagi_num,user_exp,zeni,start_script_id,finish_script_id,first_focus_step,dice_id,sugoroku_map_puzzle_color_id,is_cpu_only,danger_line_hp,link_skill_lv_up_prob_rate,sugoroku_map_reward_group_id,cpu_friend_list_id,created_at,updated_at
412,,0,21,23,23,44,10,0,400,5500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
413,,0,21,23,23,44,10,0,500,6000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
420,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
421,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
422,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
423,,0,22,24,24,44,15,0,1650,13500,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
430,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
431,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
432,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
433,,0,22,24,24,44,15,0,1680,21000,0,0,0,6,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
440,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
441,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
442,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
443,,0,22,24,24,45,20,0,2400,100000,0,0,0,6,1,0,0,1.0,9.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
510,,0,22,24,24,44,10,0,2000,5000,0,0,0,2,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
511,,0,22,24,24,44,10,0,2000,5000,0,0,0,2,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
520,,0,22,24,24,44,15,0,5000,13500,0,0,0,7,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
521,,0,22,24,24,44,15,0,5000,13500,0,0,0,7,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
540,,0,22,24,24,44,15,0,5000,100000,0,0,0,7,1,0,0,0.75,6.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
550,,0,22,24,24,89,20,0,8000,100000,0,0,0,7,1,0,0,1.0,9.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
610,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
620,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
621,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
640,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
710,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
720,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
721,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
740,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
810,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
820,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
821,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
840,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
910,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
920,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
921,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
940,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1010,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1020,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1021,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1040,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1110,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1120,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1121,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1140,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1210,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1220,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1221,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1240,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1310,,0,21,23,23,44,10,0,2000,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1320,,0,21,23,23,44,10,0,1650,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1321,,0,21,23,23,44,10,0,1680,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1340,,0,21,23,23,44,10,0,2400,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1410,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1420,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1421,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1440,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1510,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1520,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1521,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1540,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1610,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1620,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1621,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1640,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1710,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1720,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1721,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1740,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1810,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1820,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1821,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1840,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1910,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1920,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1921,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
1940,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2010,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2020,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2021,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2040,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2110,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2120,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2121,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2140,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2210,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2220,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2221,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2240,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2310,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2320,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2321,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2340,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2410,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2420,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2421,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2440,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2510,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2520,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2521,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2540,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2610,,0,21,23,23,44,10,0,100,5000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2620,,0,21,23,23,44,10,0,5000,13500,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2621,,0,21,23,23,44,10,0,5000,21000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
2640,,0,21,23,23,45,10,0,8000,100000,0,0,0,6,1,0,0,0.5,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10000,1000.0,0,1,6,6,44,4,2,20,945,1001000,1001001,13,2,1,0,0,0.2,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10001,1000.0,1,1,6,6,44,8,2,720,2945,1001000,1001001,13,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10002,1000.0,2,1,6,6,44,11,2,3720,8023,1001000,1001001,13,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10010,1001.0,0,2,6,7,19,4,0,20,945,1001010,1001011,21,2,1,0,0,0.2,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10011,1001.0,1,2,6,7,19,8,0,720,2945,1001010,1001011,21,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10012,1001.0,2,2,6,7,19,11,0,3720,8023,1001010,1001011,21,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10020,1002.0,0,2,6,7,19,4,0,30,978,4000000,1001021,17,7,1,0,0,0.2,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10021,1002.0,1,2,6,7,19,8,0,727,2978,4000000,1001021,14,7,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10022,1002.0,2,2,6,7,19,11,0,3727,8036,4000000,1001021,14,7,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10030,1003.0,0,2,6,8,19,4,0,35,1076,1001030,1001031,21,2,1,0,0,0.2,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10031,1003.0,1,2,6,8,19,8,0,734,3076,1001030,1001031,21,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10032,1003.0,2,2,6,8,19,11,0,3734,8049,1001030,1001031,21,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10040,1004.0,0,2,6,7,19,4,0,40,1236,1001040,1001041,24,2,1,0,0,0.2,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10041,1004.0,1,2,6,7,19,8,0,741,3236,1001040,1001041,24,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10042,1004.0,2,2,6,7,19,11,0,3741,8062,1001040,1001041,24,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10050,1005.0,0,2,6,8,19,4,0,50,1396,1001050,1001051,25,2,1,0,0,0.2,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10051,1005.0,1,2,6,8,19,8,0,748,3396,1001050,1001051,25,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
10052,1005.0,2,2,6,8,19,11,0,3748,8075,1001050,1001051,25,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20010,2001.0,0,3,6,7,5,5,0,52,1516,1002010,1002011,20,2,1,0,0,0.25,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20011,2001.0,1,3,6,7,5,8,0,805,3516,1002010,1002011,17,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20012,2001.0,2,3,6,7,5,11,0,4005,8088,1002010,1002011,17,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20020,2002.0,0,3,6,7,5,5,0,55,1596,1002020,3000041,13,2,1,0,0,0.25,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20021,2002.0,1,3,6,7,5,8,0,812,3596,1002020,3000041,13,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20022,2002.0,2,3,6,7,5,11,0,4012,8101,1002020,3000041,13,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20030,2003.0,0,3,6,7,5,5,0,58,1676,1002030,1002032,27,2,1,0,0,0.25,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20031,2003.0,1,3,6,7,5,8,0,819,3676,1002030,1002032,27,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20032,2003.0,2,3,6,7,5,11,0,4019,8114,1002030,1002032,27,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20040,2004.0,0,3,6,8,5,5,0,70,1716,1002040,3000063,24,2,1,0,0,0.25,1.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20041,2004.0,1,3,6,8,5,8,0,826,3716,1002040,3000063,24,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20042,2004.0,2,3,6,8,5,11,0,4026,8127,1002040,3000063,24,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20050,2005.0,0,3,6,8,5,6,0,90,1756,1002050,1002051,30,2,1,0,0,0.3,2.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20051,2005.0,1,3,6,8,5,8,0,833,3756,1002050,1002051,28,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
20052,2005.0,2,3,6,8,5,11,0,4033,8140,1002050,1002051,28,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
30010,3001.0,0,1,6,7,2,6,0,80,1956,1003010,1003011,27,2,1,0,0,0.3,2.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
30011,3001.0,1,1,6,7,2,8,0,890,3956,1003010,1003011,27,2,1,0,0,0.4,3.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
30012,3001.0,2,1,6,7,2,11,0,4290,8153,1003010,1003011,27,2,1,0,0,0.55,4.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
30020,3002.0,0,1,6,7,2,6,0,88,1996,1003020,1003021,23,2,1,0,0,0.3,2.0,,2024-06-10 02:06:43,2024-06-10 02:06:43
