id,chain_battle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
1022,16,2001,TreasureItem,150,0,結束の印×150,1回のバトルで4千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1023,16,1,PotentialItem,1000,0,速の潜在能力玉(小)×1000,1回のバトルで4千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1024,16,2,PotentialItem,1000,0,技の潜在能力玉(小)×1000,1回のバトルで4千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1025,16,3,PotentialItem,1000,0,知の潜在能力玉(小)×1000,1回のバトルで4千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1026,16,4,PotentialItem,1000,0,力の潜在能力玉(小)×1000,1回のバトルで4千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1027,16,5,PotentialItem,1000,0,体の潜在能力玉(小)×1000,1回のバトルで4千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1028,17,2001,TreasureItem,200,0,結束の印×200,1回のバトルで5千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1029,17,6,PotentialItem,500,0,速の潜在能力玉(中)×500,1回のバトルで5千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1030,17,7,PotentialItem,500,0,技の潜在能力玉(中)×500,1回のバトルで5千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1031,17,8,PotentialItem,500,0,知の潜在能力玉(中)×500,1回のバトルで5千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1032,17,9,PotentialItem,500,0,力の潜在能力玉(中)×500,1回のバトルで5千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1033,17,10,PotentialItem,500,0,体の潜在能力玉(中)×500,1回のバトルで5千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1034,18,11,Point::Stone,3,0,龍石×3,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1035,18,2001,TreasureItem,250,0,結束の印×250,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1036,18,11,PotentialItem,50,0,速の潜在能力玉(大)×50,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1037,18,12,PotentialItem,50,0,技の潜在能力玉(大)×50,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1038,18,13,PotentialItem,50,0,知の潜在能力玉(大)×50,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1039,18,14,PotentialItem,50,0,力の潜在能力玉(大)×50,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1040,18,15,PotentialItem,50,0,体の潜在能力玉(大)×50,1回のバトルで6千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1041,19,2001,TreasureItem,300,0,結束の印×300,1回のバトルで7千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1042,20,2001,TreasureItem,400,0,結束の印×400,1回のバトルで8千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1043,21,11,Point::Stone,4,0,龍石×4,1回のバトルで9千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1044,21,2001,TreasureItem,500,0,結束の印×500,1回のバトルで9千万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1045,22,1003970,Card,2,0,[不思議な儀式]老界王神×2,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1046,22,11,Point::Stone,5,0,龍石×5,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1047,22,2001,TreasureItem,600,0,結束の印×600,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1048,23,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに1回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1049,24,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに2回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1050,25,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに3回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1051,26,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに4回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1052,27,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに5回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1053,28,2001,TreasureItem,10,0,結束の印×10,[デイリー] NICE！を1回送信しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1054,29,2001,TreasureItem,20,0,結束の印×20,サポーターを編成しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1055,30,2001,TreasureItem,80,0,結束の印×80,チェインバトルに15回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1056,31,2001,TreasureItem,100,0,結束の印×100,チェインバトルに20回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1057,32,11,Point::Stone,1,0,龍石×1,チェインバトルに30回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1058,32,2001,TreasureItem,150,0,結束の印×150,チェインバトルに30回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1059,33,1003970,Card,1,0,[不思議な儀式]老界王神×1,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1060,33,11,Point::Stone,2,0,龍石×2,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1061,33,2001,TreasureItem,100,0,結束の印×100,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1062,34,1,CardStickerItem,1,0,スペシャルステッカー×1,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1063,34,11,Point::Stone,3,0,龍石×3,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1064,34,2001,TreasureItem,150,0,結束の印×150,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1065,35,2001,TreasureItem,80,0,結束の印×80,1回のバトルで1000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1066,36,2001,TreasureItem,100,0,結束の印×100,1回のバトルで2000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1067,37,1003970,Card,1,0,[不思議な儀式]老界王神×1,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1068,37,11,Point::Stone,2,0,龍石×2,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1069,37,2001,TreasureItem,120,0,結束の印×120,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1070,38,2001,TreasureItem,150,0,結束の印×150,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1071,38,1,PotentialItem,1000,0,速の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1072,38,2,PotentialItem,1000,0,技の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1073,38,3,PotentialItem,1000,0,知の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1074,38,4,PotentialItem,1000,0,力の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1075,38,5,PotentialItem,1000,0,体の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1076,39,2001,TreasureItem,200,0,結束の印×200,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1077,39,6,PotentialItem,500,0,速の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1078,39,7,PotentialItem,500,0,技の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1079,39,8,PotentialItem,500,0,知の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1080,39,9,PotentialItem,500,0,力の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1081,39,10,PotentialItem,500,0,体の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1082,40,11,Point::Stone,3,0,龍石×3,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1083,40,2001,TreasureItem,250,0,結束の印×250,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1084,40,11,PotentialItem,50,0,速の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1085,40,12,PotentialItem,50,0,技の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1086,40,13,PotentialItem,50,0,知の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1087,40,14,PotentialItem,50,0,力の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1088,40,15,PotentialItem,50,0,体の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1089,41,2001,TreasureItem,300,0,結束の印×300,1回のバトルで7000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1090,42,2001,TreasureItem,400,0,結束の印×400,1回のバトルで8000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1091,43,11,Point::Stone,4,0,龍石×4,1回のバトルで9000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1092,43,2001,TreasureItem,500,0,結束の印×500,1回のバトルで9000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1093,44,1003970,Card,2,0,[不思議な儀式]老界王神×2,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1094,44,11,Point::Stone,5,0,龍石×5,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1095,44,2001,TreasureItem,600,0,結束の印×600,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1096,45,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに1回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1097,46,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに2回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1098,47,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに3回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1099,48,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに4回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1100,49,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに5回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1101,50,2001,TreasureItem,10,0,結束の印×10,[デイリー] NICE！を1回送信しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1102,51,2001,TreasureItem,20,0,結束の印×20,サポーターを編成しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1103,52,2001,TreasureItem,80,0,結束の印×80,チェインバトルに15回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1104,53,2001,TreasureItem,100,0,結束の印×100,チェインバトルに20回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1105,54,11,Point::Stone,1,0,龍石×1,チェインバトルに30回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1106,54,2001,TreasureItem,150,0,結束の印×150,チェインバトルに30回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1107,55,1003970,Card,1,0,[不思議な儀式]老界王神×1,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1108,55,11,Point::Stone,2,0,龍石×2,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1109,55,2001,TreasureItem,100,0,結束の印×100,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1110,56,1,CardStickerItem,1,0,スペシャルステッカー×1,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1111,56,11,Point::Stone,3,0,龍石×3,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1112,56,2001,TreasureItem,150,0,結束の印×150,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1113,57,2001,TreasureItem,80,0,結束の印×80,1回のバトルで1000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1114,58,2001,TreasureItem,100,0,結束の印×100,1回のバトルで2000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1115,59,1003970,Card,1,0,[不思議な儀式]老界王神×1,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1116,59,11,Point::Stone,2,0,龍石×2,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1117,59,2001,TreasureItem,120,0,結束の印×120,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1118,60,2001,TreasureItem,150,0,結束の印×150,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1119,60,1,PotentialItem,1000,0,速の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1120,60,2,PotentialItem,1000,0,技の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1121,60,3,PotentialItem,1000,0,知の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1122,60,4,PotentialItem,1000,0,力の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1123,60,5,PotentialItem,1000,0,体の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1124,61,2001,TreasureItem,200,0,結束の印×200,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1125,61,6,PotentialItem,500,0,速の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1126,61,7,PotentialItem,500,0,技の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1127,61,8,PotentialItem,500,0,知の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1128,61,9,PotentialItem,500,0,力の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1129,61,10,PotentialItem,500,0,体の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1130,62,11,Point::Stone,3,0,龍石×3,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1131,62,2001,TreasureItem,250,0,結束の印×250,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1132,62,11,PotentialItem,50,0,速の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1133,62,12,PotentialItem,50,0,技の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1134,62,13,PotentialItem,50,0,知の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1135,62,14,PotentialItem,50,0,力の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1136,62,15,PotentialItem,50,0,体の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1137,63,2001,TreasureItem,300,0,結束の印×300,1回のバトルで7000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1138,64,2001,TreasureItem,400,0,結束の印×400,1回のバトルで8000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1139,65,11,Point::Stone,4,0,龍石×4,1回のバトルで9000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1140,65,2001,TreasureItem,500,0,結束の印×500,1回のバトルで9000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1141,66,1003970,Card,2,0,[不思議な儀式]老界王神×2,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1142,66,11,Point::Stone,5,0,龍石×5,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1143,66,2001,TreasureItem,600,0,結束の印×600,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1144,67,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに1回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1145,68,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに2回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1146,69,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに3回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1147,70,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに4回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1148,71,2001,TreasureItem,20,0,結束の印×20,[デイリー] チェインバトルに5回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1149,72,2001,TreasureItem,10,0,結束の印×10,[デイリー] NICE！を1回送信しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1150,73,2001,TreasureItem,20,0,結束の印×20,サポーターを編成しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1151,74,2001,TreasureItem,80,0,結束の印×80,チェインバトルに15回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1152,75,2001,TreasureItem,100,0,結束の印×100,チェインバトルに20回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1153,76,11,Point::Stone,1,0,龍石×1,チェインバトルに30回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1154,76,2001,TreasureItem,150,0,結束の印×150,チェインバトルに30回出撃しよう,2024-01-11 00:34:50,2024-01-11 00:34:50
1155,77,1003970,Card,1,0,[不思議な儀式]老界王神×1,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1156,77,11,Point::Stone,2,0,龍石×2,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1157,77,2001,TreasureItem,100,0,結束の印×100,期間中合計10億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1158,78,1,CardStickerItem,1,0,スペシャルステッカー×1,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1159,78,11,Point::Stone,3,0,龍石×3,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1160,78,2001,TreasureItem,150,0,結束の印×150,期間中合計15億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1161,79,2001,TreasureItem,80,0,結束の印×80,1回のバトルで1000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1162,80,2001,TreasureItem,100,0,結束の印×100,1回のバトルで2000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1163,81,1003970,Card,1,0,[不思議な儀式]老界王神×1,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1164,81,11,Point::Stone,2,0,龍石×2,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1165,81,2001,TreasureItem,120,0,結束の印×120,1回のバトルで3000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1166,82,2001,TreasureItem,150,0,結束の印×150,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1167,82,1,PotentialItem,1000,0,速の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1168,82,2,PotentialItem,1000,0,技の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1169,82,3,PotentialItem,1000,0,知の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1170,82,4,PotentialItem,1000,0,力の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1171,82,5,PotentialItem,1000,0,体の潜在能力玉(小)×1000,1回のバトルで4000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1172,83,2001,TreasureItem,200,0,結束の印×200,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1173,83,6,PotentialItem,500,0,速の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1174,83,7,PotentialItem,500,0,技の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1175,83,8,PotentialItem,500,0,知の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1176,83,9,PotentialItem,500,0,力の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1177,83,10,PotentialItem,500,0,体の潜在能力玉(中)×500,1回のバトルで5000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1178,84,11,Point::Stone,3,0,龍石×3,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1179,84,2001,TreasureItem,250,0,結束の印×250,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1180,84,11,PotentialItem,50,0,速の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1181,84,12,PotentialItem,50,0,技の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1182,84,13,PotentialItem,50,0,知の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1183,84,14,PotentialItem,50,0,力の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1184,84,15,PotentialItem,50,0,体の潜在能力玉(大)×50,1回のバトルで6000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1185,85,2001,TreasureItem,300,0,結束の印×300,1回のバトルで7000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1186,86,2001,TreasureItem,400,0,結束の印×400,1回のバトルで8000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1187,87,11,Point::Stone,4,0,龍石×4,1回のバトルで9000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1188,87,2001,TreasureItem,500,0,結束の印×500,1回のバトルで9000万以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1189,88,1003970,Card,2,0,[不思議な儀式]老界王神×2,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1190,88,11,Point::Stone,5,0,龍石×5,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
1191,88,2001,TreasureItem,600,0,結束の印×600,1回のバトルで1億以上のダメージ,2024-01-11 00:34:50,2024-01-11 00:34:50
