id,jukebox_album_id,bgm_filename,sample_bgm_filename,title,description,point,priority,open_at,close_at,created_at,updated_at
17,1,bgm_065,bgm_065,マップ_12,マップ_12,1000,1,2024-04-18 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
20,1,bgm_096,bgm_096,爆裂チェインバトル_ホーム,爆裂チェインバトル_ホーム,1000,1,2024-06-06 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
101,2,bgm_156,bgm_156,孫悟空_2ndのテーマ,孫悟空_2ndのテーマ,3000,1,2022-11-17 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
102,3,bgm_126,bgm_126,ボージャックのテーマ,ボージャックのテーマ,3000,1,2022-12-20 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
103,3,bgm_127,bgm_127,父との約束のテーマ,父との約束のテーマ,3000,1,2022-12-20 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
104,5,bgm_017,bgm_017,超ベジットのテーマ,超ベジットのテーマ,3000,1,2023-02-24 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
105,5,bgm_100,bgm_100,ベジットのテーマ,ベジットのテーマ,3000,1,2023-02-24 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
106,6,bgm_059,bgm_059,超サイヤ人ゴジータのテーマ,超サイヤ人ゴジータのテーマ,3000,1,2023-02-24 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
107,6,bgm_101,bgm_101,ゴジータのテーマ,ゴジータのテーマ,3000,1,2023-02-24 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
108,7,bgm_110,bgm_110,ビルスのテーマ,ビルスのテーマ,3000,1,2023-03-27 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
109,7,bgm_111,bgm_111,ウイスのテーマ,ウイスのテーマ,3000,1,2023-03-27 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
110,9,bgm_072,bgm_072,ゴテンクスのテーマ,ゴテンクスのテーマ,3000,1,2023-04-18 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
111,9,bgm_081,bgm_081,超サイヤ人3ゴテンクスのテーマ,超サイヤ人3ゴテンクスのテーマ,3000,1,2023-04-18 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
112,8,bgm_181,bgm_181,宿命の戦い_孫悟空ver.のテーマ,宿命の戦い_孫悟空ver.のテーマ,3000,1,2023-05-16 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
113,8,bgm_182,bgm_182,孫悟空(界王拳)のテーマ,孫悟空(界王拳)のテーマ,3000,1,2023-05-16 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
114,10,bgm_120,bgm_120,ターレスのテーマ,ターレスのテーマ,3000,1,2023-06-20 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
115,10,bgm_048,bgm_048,バーチャルドッカン大乱戦_BOSS出現,バーチャルドッカン大乱戦_BOSS出現,3000,1,2023-06-20 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
116,11,bgm_041,bgm_041,超一星龍のテーマ,超一星龍のテーマ,3000,1,2023-07-20 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
117,11,bgm_143,bgm_143,邪悪龍軍団のテーマ,邪悪龍軍団のテーマ,3000,1,2023-07-20 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
118,12,bgm_197,bgm_197,超サイヤ人ゴッドSSベジータ&超サイヤ人トランクス(未来)のテーマ,超サイヤ人ゴッドSSベジータ&超サイヤ人トランクス(未来)のテーマ,3000,1,2023-09-08 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
119,12,bgm_198,bgm_198,親子ギャリック砲のテーマ,親子ギャリック砲のテーマ,3000,1,2023-09-08 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
120,13,bgm_109,bgm_109,魔人ブウ(悪)_2ndのテーマ,魔人ブウ(悪)_2ndのテーマ,3000,1,2023-10-26 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
121,13,bgm_243,bgm_243,バビディ_フィニッシュ_魔人ブウ復活！！のテーマ,バビディ_フィニッシュ_魔人ブウ復活！！のテーマ,3000,1,2023-10-26 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
122,14,bgm_297,bgm_297,スーパードラゴンボールヒーローズ ビッグバンミッション テーマソング,スーパードラゴンボールヒーローズ ビッグバンミッション テーマソング,3000,1,2023-11-22 06:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
123,14,bgm_219,bgm_219,超ハーツのテーマ,超ハーツのテーマ,3000,1,2023-11-22 06:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
124,15,bgm_079,bgm_079,超サイヤ人孫悟空のテーマ,超サイヤ人孫悟空のテーマ,3000,1,2023-12-28 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
125,15,bgm_102,bgm_102,元気玉のテーマ,元気玉のテーマ,3000,1,2023-12-28 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
126,21,bgm_052,bgm_052,身勝手の極意のテーマ,身勝手の極意のテーマ,3000,1,2024-06-06 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
127,21,bgm_115,bgm_115,ジレン(フルパワー)のテーマ,ジレン(フルパワー)のテーマ,3000,1,2024-06-06 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
128,16,bgm_119,bgm_119,フリーザ(最終形態)(天使)のテーマ,フリーザ(最終形態)(天使)のテーマ,3000,1,2024-02-11 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
129,16,bgm_132,bgm_132,第7宇宙の生存戦略のテーマ,第7宇宙の生存戦略のテーマ,3000,1,2024-02-11 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
130,17,bgm_133,bgm_133,第7宇宙総攻撃のテーマ	,第7宇宙総攻撃のテーマ	,3000,1,2024-02-22 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
131,17,bgm_114,bgm_114,超サイヤ人ゴッドSS孫悟空(界王拳)&超サイヤ人ゴッドSSベジータ(進化)のテーマ	,超サイヤ人ゴッドSS孫悟空(界王拳)&超サイヤ人ゴッドSSベジータ(進化)のテーマ	,3000,1,2024-02-22 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
132,18,bgm_191,bgm_191,セル(完全体)激怒のテーマ,セル(完全体)激怒のテーマ,3000,1,2024-03-21 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
133,18,bgm_092,bgm_092,人造人間16号のテーマ,人造人間16号のテーマ,3000,1,2024-03-21 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
134,19,bgm_116,bgm_116,アルティメット孫悟飯のテーマ,アルティメット孫悟飯のテーマ,3000,1,2024-04-18 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
135,19,bgm_089,bgm_089,魔人ブウ(アルティメット悟飯吸収)のテーマ,魔人ブウ(アルティメット悟飯吸収)のテーマ,3000,1,2024-04-18 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
901,4,bgm_245,bgm_245,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,0,1,2023-02-15 08:00:00,2030-12-31 23:59:59,2024-05-29 02:28:04,2024-05-29 02:28:04
902,4,bgm_246,bgm_246,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
903,4,bgm_247,bgm_247,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
904,4,bgm_248,bgm_248,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
905,4,bgm_249,bgm_249,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
906,4,bgm_250,bgm_250,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
907,4,bgm_251,bgm_251,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
908,4,bgm_252,bgm_252,バトル_01_8thアレンジver.,バトル_01_8thアレンジver.,80,1,2023-02-15 08:00:00,2023-03-17 02:00:00,2024-05-29 02:28:04,2024-05-29 02:28:04
