id,script_name,cut_in_card_id,special_name_no,special_motion,lite_flicker_rate,energy_color,special_category_id,created_at,updated_at
104,sp1002,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
105,sp0041,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
106,sp0009,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
107,sp0042,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
108,sp0030,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
109,sp0016,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
110,sp0043,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
111,sp0040,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
112,sp1004,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
113,sp0025,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
114,sp0037,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
115,sp0003,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
116,sp0035,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
117,sp0024,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
118,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
119,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
120,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
121,sp0004,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
122,sp0029,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
123,sp0026,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
124,sp0031,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
125,sp0033,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
126,sp0034,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
127,sp0038,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
128,sp1002,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
129,sp0041,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
130,sp0009,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
131,sp0042,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
132,sp0030,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
133,sp0016,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
134,sp1010,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
135,sp0043,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
136,sp0040,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
137,sp1004,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
138,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
139,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
140,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
141,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
142,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
143,sp0044,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
144,sp0044,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
145,sp0044,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
146,sp0044,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
147,sp0019,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
148,sp0019,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
149,sp0019,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
150,sp0019,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
151,sp0048,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
152,sp0048,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
153,sp0048,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
154,sp0048,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
155,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
156,sp0015,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
157,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
158,sp0002,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
159,sp0023,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
160,sp0023,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
161,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
162,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
163,sp0003,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
164,sp1009,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
165,sp0035,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
166,sp0024,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
167,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
168,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
169,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
170,sp0025,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
171,sp0037,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
172,sp0004,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
173,sp0029,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
174,sp0026,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
175,sp0031,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
176,sp0033,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
177,sp0034,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
178,sp0038,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
179,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
180,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
181,sp0003,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
182,sp1009,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
183,sp0035,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
184,sp0024,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
185,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
186,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
187,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
188,sp0025,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
189,sp0037,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
190,sp0004,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
191,sp0029,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
192,sp0026,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
193,sp0031,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
194,sp0033,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
195,sp0034,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
196,sp0038,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
197,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
198,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
199,sp0005,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
200,sp0007,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
201,sp0010,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
202,sp0032,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
203,sp1011,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
204,sp1002,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
205,sp0041,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
206,sp0009,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
207,sp0042,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
208,sp0030,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
209,sp0016,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
210,sp1010,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
211,sp0043,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
212,sp1003,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
213,sp1004,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
214,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
215,sp0018,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
216,sp1012,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
217,sp0046,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
218,sp1003,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
219,sp1004,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
220,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
221,sp0018,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
222,sp1012,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
223,sp0046,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
224,sp0039,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
225,sp1083,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
226,sp0040,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
227,sp0017,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
228,sp1005,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
229,sp1006,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
230,sp1007,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
231,sp0047,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
232,sp0044,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
233,sp0019,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
234,sp0048,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
235,sp0020,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
236,sp1003,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
237,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
238,sp0015,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
239,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
240,sp0002,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
241,sp0003,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
242,sp1009,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
243,sp0035,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
244,sp0024,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
245,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
246,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
247,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
248,sp0004,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
249,sp0029,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
250,sp0013,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
251,sp0026,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
252,sp0031,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
253,sp0033,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
254,sp0034,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
255,sp0038,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
256,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
257,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
258,sp1002,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
259,sp0041,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
260,sp0009,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
261,sp0042,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
262,sp0030,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
263,sp0016,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
264,sp0043,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
265,sp0040,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
266,sp1004,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
267,sp0025,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
268,sp0037,0,0,0,70,,,2024-07-30 02:08:18,2024-07-30 02:08:18
269,sp0003,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
270,sp0035,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
271,sp0024,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
272,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
273,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
274,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
275,sp0004,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
276,sp0029,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
277,sp0026,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
278,sp0031,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
279,sp0033,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
280,sp0034,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
281,sp0038,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
282,sp1002,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
283,sp0041,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
284,sp0009,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
285,sp0042,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
286,sp0030,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
287,sp0016,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
288,sp1010,0,0,0,70,,3.0,2024-07-30 02:08:18,2024-07-30 02:08:18
289,sp0043,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
290,sp0040,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
291,sp1004,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
292,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
293,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
294,sp1001,0,0,0,70,,2.0,2024-07-30 02:08:18,2024-07-30 02:08:18
295,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
296,sp0036,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
297,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
298,sp0022,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
299,sp9999,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
300,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
301,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
302,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
303,sp0001,0,0,0,70,,1.0,2024-07-30 02:08:18,2024-07-30 02:08:18
