id,name,description,zeni,rarity,selling_exchange_point,event_jumpable
5232,ザマス,特定のキャラクターの覚醒に必要,20000,3,12,1
5233,合体ザマス,特定のキャラクターの覚醒に必要,20000,3,12,1
5241,超サイヤ人ゴッドSSベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5242,超サイヤ人ゴッドSSベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5243,超サイヤ人ゴッドSSベジータ(進化),特定のキャラクターの覚醒に必要,20000,3,12,1
5251,超サイヤ人4孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5252,超サイヤ人4孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5261,超サイヤ人4ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5262,超サイヤ人4ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5271,クウラ(最終形態),特定のキャラクターの覚醒に必要,20000,3,12,1
5272,クウラ,特定のキャラクターの覚醒に必要,20000,3,12,1
5273,クウラ(最終形態),特定のキャラクターの覚醒に必要,20000,3,12,1
5281,超サイヤ人3孫悟空(天使),特定のキャラクターの覚醒に必要,20000,3,12,1
5282,超サイヤ人2孫悟空(天使),特定のキャラクターの覚醒に必要,20000,3,12,1
5283,超サイヤ人3孫悟空(天使),特定のキャラクターの覚醒に必要,20000,3,12,1
5291,仮面のサイヤ人,特定のキャラクターの覚醒に必要,20000,3,12,1
5301,超17号,特定のキャラクターの覚醒に必要,20000,3,12,1
5302,人造人間17号&ヘルファイター17号,特定のキャラクターの覚醒に必要,20000,3,12,1
5311,超サイヤ人3ブロリー,特定のキャラクターの覚醒に必要,20000,3,12,1
5321,超サイヤ人4ゴジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5322,超サイヤ人4ゴジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5323,超サイヤ人4孫悟空&超サイヤ人4ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5331,ゴールデンフリーザ(天使),特定のキャラクターの覚醒に必要,20000,3,12,1
5332,フリーザ(最終形態)(天使),特定のキャラクターの覚醒に必要,20000,3,12,1
5341,超サイヤ人3バーダック,特定のキャラクターの覚醒に必要,20000,3,12,1
5351,ヒルデガーン,特定のキャラクターの覚醒に必要,20000,3,12,1
5352,ヒルデガーン,特定のキャラクターの覚醒に必要,20000,3,12,1
5361,超ゴジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5362,超ゴジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5371,超ベジット,特定のキャラクターの覚醒に必要,20000,3,12,1
5372,超ベジット,特定のキャラクターの覚醒に必要,20000,3,12,1
5381,孫悟空(身勝手の極意“兆”),特定のキャラクターの覚醒に必要,20000,3,12,1
5382,孫悟空(身勝手の極意),特定のキャラクターの覚醒に必要,20000,3,12,1
5383,孫悟空(身勝手の極意“兆”),特定のキャラクターの覚醒に必要,20000,3,12,1
5391,ターレス,特定のキャラクターの覚醒に必要,20000,3,12,1
5392,ターレス,特定のキャラクターの覚醒に必要,20000,3,12,1
5401,ジレン,特定のキャラクターの覚醒に必要,20000,3,12,1
5411,超サイヤ人孫悟飯(未来),特定のキャラクターの覚醒に必要,20000,3,12,1
5412,孫悟飯(未来),特定のキャラクターの覚醒に必要,20000,3,12,1
5421,超フルパワーサイヤ人4孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5422,超サイヤ人4孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5431,人造人間17号,特定のキャラクターの覚醒に必要,20000,3,12,1
5441,孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5451,フリーザ(第一形態),特定のキャラクターの覚醒に必要,20000,3,12,1
5461,メタルクウラ,特定のキャラクターの覚醒に必要,20000,3,12,1
5471,ヒット,特定のキャラクターの覚醒に必要,20000,3,12,1
5481,超サイヤ人ブロリー,特定のキャラクターの覚醒に必要,20000,3,12,1
5482,超サイヤ人ブロリー,特定のキャラクターの覚醒に必要,20000,3,12,1
5491,超サイヤ人ゴジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5492,ゴジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5501,孫悟空(少年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5511,ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5521,超サイヤ人孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5531,孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5532,超サイヤ人孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5541,ピッコロ,特定のキャラクターの覚醒に必要,20000,3,12,1
5551,超サイヤ人孫悟飯(少年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5561,人造人間13号,特定のキャラクターの覚醒に必要,20000,3,12,1
5571,超サイヤ人2ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5572,魔人ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5581,バーダック,特定のキャラクターの覚醒に必要,20000,3,12,1
5591,ケフラ,特定のキャラクターの覚醒に必要,20000,3,12,1
5592,カリフラ&ケール,特定のキャラクターの覚醒に必要,20000,3,12,1
5601,超サイヤ人ゴッドSS孫悟空&超サイヤ人ゴッドSSベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5611,超サイヤ人4ベジット(ゼノ),特定のキャラクターの覚醒に必要,20000,3,12,1
5621,ボージャック,特定のキャラクターの覚醒に必要,20000,3,12,1
5631,パイクーハン,特定のキャラクターの覚醒に必要,20000,3,12,1
5641,超サイヤ人トランクス(幼年期)&超サイヤ人孫悟天(幼年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5651,ビーデル,特定のキャラクターの覚醒に必要,20000,3,12,1
5661,超サイヤ人孫悟空(GT),特定のキャラクターの覚醒に必要,20000,3,12,1
5671,超サイヤ人ベジータ(GT),特定のキャラクターの覚醒に必要,20000,3,12,1
5681,孫悟飯(幼年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5691,超ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5701,トランクス(青年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5711,超サイヤ人ゴッドトランクス(ゼノ),特定のキャラクターの覚醒に必要,20000,3,12,1
5721,人造人間17号(未来)&18号(未来),特定のキャラクターの覚醒に必要,20000,3,12,1
5731,超サイヤ人ゴッド孫悟空&超サイヤ人ゴッドベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5741,ギニュー,特定のキャラクターの覚醒に必要,20000,3,12,1
5751,ラディッツ,特定のキャラクターの覚醒に必要,20000,3,12,1
5761,超サイヤ人孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5771,セル(第一形態),特定のキャラクターの覚醒に必要,20000,3,12,1
5781,超サイヤ人ゴッドSS孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5791,超サイヤ人ゴッドSSベジータ&超サイヤ人トランクス(未来),特定のキャラクターの覚醒に必要,20000,3,12,1
5801,パン(GT),特定のキャラクターの覚醒に必要,20000,3,12,1
5811,超サイヤ人孫悟空&超サイヤ人ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5821,孫悟空(少年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5831,ガンマ1号,特定のキャラクターの覚醒に必要,20000,3,12,1
5841,ガンマ2号,特定のキャラクターの覚醒に必要,20000,3,12,1
5851,バーダック,特定のキャラクターの覚醒に必要,20000,3,12,1
5861,超フルパワーサイヤ人4・限界突破孫悟空(ゼノ),特定のキャラクターの覚醒に必要,20000,3,12,1
5862,超フルパワーサイヤ人4・限界突破ベジータ(ゼノ),特定のキャラクターの覚醒に必要,20000,3,12,1
5871,ヤムチャ,特定のキャラクターの覚醒に必要,20000,3,12,1
5881,アルティメット孫悟飯,特定のキャラクターの覚醒に必要,20000,3,12,1
5882,孫悟飯(ビースト),特定のキャラクターの覚醒に必要,20000,3,12,1
5891,ピッコロ(潜在能力解放),特定のキャラクターの覚醒に必要,20000,3,12,1
5901,超サイヤ人3孫悟空&超サイヤ人2ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5911,孫悟空(GT)＆超サイヤ人4ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
5921,超サイヤ人ゴッド孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5931,ケール(暴走),特定のキャラクターの覚醒に必要,20000,3,12,1
5941,孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
5951,マジュニア,特定のキャラクターの覚醒に必要,20000,3,12,1
5961,超サイヤ人トランクス(青年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5971,人造人間17号＆18号,特定のキャラクターの覚醒に必要,20000,3,12,1
5981,ピッコロ&孫悟飯(幼年期),特定のキャラクターの覚醒に必要,20000,3,12,1
5991,超フルパワーサイヤ人4・限界突破ベジット(ゼノ),特定のキャラクターの覚醒に必要,20000,3,12,1
13501,パン(GT)(ハニー),"特定のキャラクターの覚醒に必要
「パンのひみつの冒険」のミッションで入手可能",20000,3,12,1
13502,パン(GT)(ハニー),"特定のキャラクターの覚醒に必要
「パンのひみつの冒険」のミッションで入手可能",20000,3,12,1
13701,バーロット,特定のキャラクターの覚醒に必要,20000,3,12,1
15001,ブルマ(少女期),"特定のキャラクターの覚醒に必要
「レッツゴー！ステキな恋人さがし」の
ミッションで入手可能",20000,3,12,1
15011,人造人間21号(通常),特定のキャラクターの覚醒に必要,20000,3,12,1
15021,フリーザ(第一形態),特定のキャラクターの覚醒に必要,20000,3,12,1
15031,ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
15041,トッポ,特定のキャラクターの覚醒に必要,20000,3,12,1
15051,魔人ブウ(善),特定のキャラクターの覚醒に必要,20000,3,12,1
15061,亀仙人,特定のキャラクターの覚醒に必要,20000,3,12,1
15201,ベジット(アメ玉),特定のキャラクターの覚醒に必要,20000,3,12,1
16001,乙女の愛,特定のキャラクターの覚醒に必要,20000,3,12,1
16101,トランクス(幼年期),"特定のキャラクターの覚醒に必要
「ぼくらにおまかせ！チビッコレンジャー！」の
ミッションで入手可能",20000,3,12,1
16102,孫悟天(幼年期),"特定のキャラクターの覚醒に必要
「ぼくらにおまかせ！チビッコレンジャー！」の
ミッションで入手可能",20000,3,12,1
16103,マーロン,"特定のキャラクターの覚醒に必要
「ぼくらにおまかせ！チビッコレンジャー！」の
ミッションで入手可能",20000,3,12,1
16201,人造人間21号(通常),特定のキャラクターの覚醒に必要,20000,3,12,1
17101,超サイヤ人ゴテンクス&ゴースト,特定のキャラクターの覚醒に必要,20000,3,12,1
17901,ベジータ(DOKKAN武闘伝),特定のキャラクターの覚醒に必要,20000,3,12,1
17902,孫悟空(DOKKAN武闘伝),特定のキャラクターの覚醒に必要,20000,3,12,1
18101,ビート,特定のキャラクターの覚醒に必要,20000,3,12,1
18102,アムズ,特定のキャラクターの覚醒に必要,20000,3,12,1
18103,時の界王神,特定のキャラクターの覚醒に必要,20000,3,12,1
18104,シーラス ,特定のキャラクターの覚醒に必要,20000,3,12,1
18801,トランクス(幼年期)(グレートサイヤマン),特定のキャラクターの覚醒に必要,20000,3,12,1
18901,悪のサイヤ人,特定のキャラクターの覚醒に必要,20000,3,12,1
19301,トテッポ,特定のキャラクターの覚醒に必要,20000,3,12,1
19401,トーマ,特定のキャラクターの覚醒に必要,20000,3,12,1
19501,セリパ,特定のキャラクターの覚醒に必要,20000,3,12,1
19601,バーダック,特定のキャラクターの覚醒に必要,20000,3,12,1
19701,パンブーキン,特定のキャラクターの覚醒に必要,20000,3,12,1
20101,ブルマ(少女期),"特定のキャラクターの覚醒に必要
「激走！ブルマのトラブルチェイス！」の
ミッションで入手可能",20000,3,12,1
21101,孫悟飯(じいちゃん)＆パン(GT),特定のキャラクターの覚醒に必要,20000,3,12,1
21201,メチカブラ,特定のキャラクターの覚醒に必要,20000,3,12,1
21501,グレートサイヤマン,特定のキャラクターの覚醒に必要,20000,3,12,1
22401,ハッチャン(暴走),特定のキャラクターの覚醒に必要,20000,3,12,1
23201,メタモリング,特定のキャラクターの覚醒に必要,20000,3,12,1
23401,パラパラブラザーズ,特定のキャラクターの覚醒に必要,20000,3,12,1
23901,ダーブラ(天使),特定のキャラクターの覚醒に必要,20000,3,12,1
24201,ラグス,特定のキャラクターの覚醒に必要,20000,3,12,1
25101,超サイヤ人孫悟空,特定のキャラクターの覚醒に必要,20000,3,12,1
26401,ウーロン&ランチ,特定のキャラクターの覚醒に必要,20000,3,12,1
26601,トワ,特定のキャラクターの覚醒に必要,20000,3,12,1
30001,超戦士の証 [超サイヤ人孫悟空],特定のキャラクターの覚醒に必要,20000,3,12,1
30002,超戦士の証 [超サイヤ人ベジータ],特定のキャラクターの覚醒に必要,20000,3,12,1
30003,超戦士の証 [ピッコロ],特定のキャラクターの覚醒に必要,20000,3,12,1
30004,超戦士の証[超サイヤ人トランクス],特定のキャラクターの覚醒に必要,20000,3,12,1
30005,超戦士の証[超サイヤ人孫悟飯],特定のキャラクターの覚醒に必要,20000,3,12,1
30006,超戦士の証 [魔人ベジータ],特定のキャラクターの覚醒に必要,20000,3,12,1
30007,超戦士の証 [魔人ブウ(善)],特定のキャラクターの覚醒に必要,20000,3,12,1
30008,超戦士の証 [超サイヤ人2孫悟空],特定のキャラクターの覚醒に必要,20000,3,12,1
30009,超戦士の証 [ターレス],特定のキャラクターの覚醒に必要,20000,3,12,1
30010,超戦士の証[超サイヤ人2ベジータ],特定のキャラクターの覚醒に必要,20000,3,12,1
30011,超戦士の証 [超サイヤ人孫悟飯],特定のキャラクターの覚醒に必要,20000,3,12,1
30012,超戦士の証[超サイヤ人孫悟空(GT)],特定のキャラクターの覚醒に必要,20000,3,12,1
30013,超戦士の証 [ミスター・ブウ],特定のキャラクターの覚醒に必要,20000,3,12,1
30014,超戦士の証 [孫悟空(界王拳)],特定のキャラクターの覚醒に必要,20000,3,12,1
30015,超戦士の証 [グレートサイヤマン1号],特定のキャラクターの覚醒に必要,20000,3,12,1
30016,超戦士の証 [グレートサイヤマン2号],特定のキャラクターの覚醒に必要,20000,3,12,1
31001,超戦士の証 [ベジータ],特定のキャラクターの覚醒に必要,20000,3,12,1
31002,超戦士の証 [サイボーグ桃白白],特定のキャラクターの覚醒に必要,20000,3,12,1
31003,超戦士の証 [コルド大王],特定のキャラクターの覚醒に必要,20000,3,12,1
31004,超戦士の証 [ジャッキー・チュン],特定のキャラクターの覚醒に必要,20000,3,12,1
31005,超戦士の証 [メカフリーザ],特定のキャラクターの覚醒に必要,20000,3,12,1
31006,超戦士の証 [パイクーハン],特定のキャラクターの覚醒に必要,20000,3,12,1
31007,超戦士の証 [ベジータ王],特定のキャラクターの覚醒に必要,20000,3,12,1
31008,超戦士の証 [トランクス(青年期)],特定のキャラクターの覚醒に必要,20000,3,12,1
31009,超戦士の証 [マイティマスク],特定のキャラクターの覚醒に必要,20000,3,12,1
31010,超戦士の証 [人造人間16号],特定のキャラクターの覚醒に必要,20000,3,12,1
31011,超戦士の証 [超サイヤ人孫悟空],特定のキャラクターの覚醒に必要,20000,3,12,1
31012,超戦士の証 [天津飯] ,特定のキャラクターの覚醒に必要,20000,3,12,1
31013,超戦士の証 [ピッコロ] ,特定のキャラクターの覚醒に必要,20000,3,12,1
31014,超戦士の証 [チルド],特定のキャラクターの覚醒に必要,20000,3,12,1
31015,超戦士の証 [ゴテンクス(失敗)A],特定のキャラクターの覚醒に必要,20000,3,12,1
31016,超戦士の証 [ゴテンクス(失敗)B],特定のキャラクターの覚醒に必要,20000,3,12,1
31017,超戦士の証 [トランクス(ゼノ)],特定のキャラクターの覚醒に必要,20000,3,12,1
31018,超戦士の証 [孫悟飯(じいちゃん)],特定のキャラクターの覚醒に必要,20000,3,12,1
31019,超戦士の証[フリーザ(第一形態)] ,特定のキャラクターの覚醒に必要,20000,3,12,1
31020,超戦士の証 [ベジータ(幼年期)] ,特定のキャラクターの覚醒に必要,20000,3,12,1
31021,超戦士の証 [トランクス(青年期)(未来)],特定のキャラクターの覚醒に必要,20000,3,12,1
31022,超戦士の証 [ベジータ],特定のキャラクターの覚醒に必要,20000,3,12,1
31023,超戦士の証 [セル(第一形態)] ,特定のキャラクターの覚醒に必要,20000,3,12,1
31024,超戦士の証 [クリリン],特定のキャラクターの覚醒に必要,20000,3,12,1
31025,超戦士の証 [バビディ],特定のキャラクターの覚醒に必要,20000,3,12,1
31026,超戦士の証 [孫悟飯(幼年期)] ,特定のキャラクターの覚醒に必要,20000,3,12,1
31027,超戦士の証 [天津飯],特定のキャラクターの覚醒に必要,20000,3,12,1
31028,超戦士の証 [ドクター・ウイロー],特定のキャラクターの覚醒に必要,20000,3,12,1
31901,ハッチヒャック,特定のキャラクターの覚醒に必要,20000,3,12,1
32001,ウイス,特定のキャラクターの覚醒に必要,20000,3,12,1
32101,人造人間17号,特定のキャラクターの覚醒に必要,20000,3,12,1
32102,人造人間18号,特定のキャラクターの覚醒に必要,20000,3,12,1
32103,超ベジータ,特定のキャラクターの覚醒に必要,20000,3,12,1
32104,セル(第一形態),特定のキャラクターの覚醒に必要,20000,3,12,1
32105,孫悟飯(未来),特定のキャラクターの覚醒に必要,20000,3,12,1
32201,トランクス(GT),特定のキャラクターの覚醒に必要,20000,3,12,1
32202,パン(GT),特定のキャラクターの覚醒に必要,20000,3,12,1
32203,スーパーΣ,特定のキャラクターの覚醒に必要,20000,3,12,1
32204,ドクター・ミュー,特定のキャラクターの覚醒に必要,20000,3,12,1
