id,escalation_type,level,card_id,created_at,updated_at
72,173,1,1008731,2019-03-06 06:15:18,2019-03-06 06:15:18
73,173,15,1007391,2019-03-06 06:15:18,2019-03-06 06:15:18
74,180,1,1008841,2019-03-26 10:02:57,2019-03-26 10:02:57
75,180,15,1008851,2019-03-26 10:02:57,2019-03-26 10:02:57
76,187,1,1017151,2019-05-14 02:51:25,2019-05-14 02:51:25
77,187,15,9017161,2019-05-14 02:51:25,2019-05-22 05:51:50
78,194,1,1008101,2019-05-21 05:38:01,2019-05-21 05:38:01
79,194,15,1008091,2019-05-21 05:38:01,2019-05-21 05:38:01
80,201,1,1007451,2019-06-05 05:13:02,2019-06-05 05:13:02
81,201,15,1007461,2019-06-05 05:13:02,2019-06-05 05:13:02
82,208,1,1010801,2019-07-05 12:00:33,2019-07-05 12:00:33
83,208,3,1010791,2019-07-05 12:00:33,2019-07-05 12:00:33
84,208,6,1009931,2019-07-05 12:00:33,2019-07-05 12:00:33
85,208,11,9009901,2019-07-05 12:00:33,2019-07-05 12:00:33
86,208,16,9009911,2019-07-05 12:00:33,2019-07-05 12:00:33
87,208,21,1009921,2019-07-05 12:00:33,2019-07-05 12:00:33
88,208,26,1009891,2019-07-05 12:00:33,2019-07-05 12:00:33
89,215,1,9008811,2019-07-11 08:07:17,2019-07-11 09:00:19
90,215,15,9008821,2019-07-11 08:07:17,2019-07-11 09:00:19
91,222,1,1003761,2019-08-06 09:17:40,2019-08-06 09:17:40
92,222,11,1003301,2019-08-06 09:17:40,2019-08-06 09:17:40
93,222,21,1001691,2019-08-06 09:17:40,2019-08-06 09:17:40
94,222,31,1004651,2019-08-06 09:17:40,2019-08-06 09:17:40
95,222,41,9018081,2019-08-06 09:17:40,2019-08-06 09:17:40
96,229,1,9007921,2019-09-05 06:57:13,2019-09-20 02:41:53
97,229,15,9008631,2019-09-05 06:57:13,2019-09-20 02:41:53
98,236,1,1006411,2019-10-08 05:22:23,2019-10-08 05:22:23
99,236,15,1008711,2019-10-08 05:22:23,2019-10-08 05:22:23
102,250,1,1008411,2019-11-08 03:20:20,2019-11-08 03:20:20
103,250,15,1006791,2019-11-08 03:20:20,2019-11-08 03:20:20
104,257,1,1009601,2019-11-26 03:44:04,2019-11-26 03:44:04
105,257,15,1009791,2019-11-26 03:44:04,2019-11-26 03:44:04
106,264,1,9013171,2019-12-20 07:03:07,2019-12-20 07:03:07
107,264,6,9013181,2019-12-20 07:03:07,2019-12-20 07:03:07
108,264,11,9015891,2019-12-20 07:03:07,2019-12-20 07:03:07
109,264,16,9015901,2019-12-20 07:03:07,2019-12-20 07:03:07
110,264,21,9019181,2019-12-20 07:03:07,2019-12-20 07:03:07
111,271,1,9015901,2019-12-20 07:03:07,2019-12-20 07:03:07
112,271,21,9015901,2019-12-20 07:03:08,2019-12-20 07:03:08
113,278,1,1009321,2020-01-15 11:09:50,2020-01-15 11:09:50
114,278,15,1009331,2020-01-15 11:09:50,2020-01-15 11:09:50
115,285,1,1009751,2020-02-17 07:45:32,2020-02-17 07:45:32
116,285,15,9009591,2020-02-17 07:45:32,2020-02-17 07:45:32
117,292,1,1009571,2020-03-13 03:58:30,2020-03-13 03:58:30
118,292,15,1009581,2020-03-13 03:58:30,2020-03-13 03:58:30
119,299,1,1009341,2020-04-07 13:44:17,2020-04-07 13:44:17
120,299,15,1009351,2020-04-07 13:44:17,2020-04-07 13:44:17
121,306,1,1011751,2020-06-04 11:42:55,2020-06-04 11:42:55
122,306,6,1011761,2020-06-04 11:42:55,2020-06-04 11:42:55
123,306,11,9013411,2020-06-04 11:42:55,2020-06-04 11:42:55
124,306,16,1013421,2020-06-04 11:42:55,2020-06-04 11:42:55
125,306,21,9020581,2020-06-04 11:42:55,2020-06-04 11:42:55
126,313,1,1013421,2020-06-04 11:42:56,2020-06-04 11:42:56
127,313,21,1013421,2020-06-04 11:42:56,2020-06-04 11:42:56
128,320,1,1011161,2020-06-24 08:39:54,2020-06-24 08:39:54
129,320,15,1011171,2020-06-24 08:39:54,2020-06-24 08:39:54
130,327,1,9011591,2020-07-08 09:26:09,2020-07-08 09:26:09
131,327,6,9112611,2020-07-08 09:26:09,2020-07-08 09:26:09
132,327,11,9113881,2020-07-08 09:26:09,2020-07-08 09:26:09
133,327,16,9113911,2020-07-08 09:26:09,2020-07-08 09:26:09
134,327,21,9020721,2020-07-08 09:26:09,2020-07-08 09:26:09
135,334,1,9113911,2020-07-08 09:26:09,2020-07-08 09:26:09
136,334,21,9113911,2020-07-08 09:26:09,2020-07-08 09:26:09
137,341,1,1005991,2020-07-20 02:01:32,2020-07-20 02:01:32
138,341,15,1007181,2020-07-20 02:01:32,2020-07-20 02:01:32
139,348,1,9109651,2020-09-28 03:18:33,2020-10-07 08:38:29
140,348,15,9109641,2020-09-28 03:18:33,2020-10-07 08:11:57
141,355,1,1010281,2020-10-29 01:26:02,2020-10-29 01:26:02
142,355,15,1010291,2020-10-29 01:26:02,2020-10-29 01:26:02
143,362,1,1010841,2020-11-26 18:10:36,2020-11-26 18:10:36
144,362,15,1010851,2020-11-26 18:10:36,2020-11-26 18:10:36
145,369,1,1010861,2020-12-21 21:39:28,2020-12-21 21:39:28
146,369,15,1010871,2020-12-21 21:39:28,2020-12-21 21:39:28
147,376,1,9013191,2021-01-05 04:16:27,2021-01-07 02:15:04
148,376,6,9013201,2021-01-05 04:16:27,2021-01-06 03:16:10
149,376,11,9016461,2021-01-05 04:16:27,2021-01-06 03:16:10
150,376,16,9016491,2021-01-05 04:16:27,2021-01-06 03:16:10
151,376,21,9021831,2021-01-05 04:16:27,2021-01-07 11:33:46
152,383,1,9016491,2021-01-05 04:16:28,2021-01-07 02:15:04
153,383,21,9016491,2021-01-05 04:16:28,2021-01-06 03:16:11
154,390,1,9212371,2021-02-02 21:58:23,2021-02-04 05:09:58
155,390,15,9013541,2021-02-02 21:58:23,2021-02-04 05:09:58
171,425,1,1014951,2021-02-11 16:18:37,2021-02-11 16:18:37
172,425,4,1014961,2021-02-11 16:18:37,2021-02-11 16:18:37
173,425,7,1014971,2021-02-11 16:18:37,2021-02-11 16:18:37
177,439,1,9004481,2021-02-26 05:06:43,2021-03-01 01:42:48
178,439,6,9008071,2021-02-26 05:06:43,2021-03-01 01:42:48
179,439,11,9107781,2021-02-26 05:06:43,2021-03-01 08:39:05
180,439,16,9102621,2021-02-26 05:06:43,2021-03-01 08:39:05
181,439,21,9022231,2021-02-26 05:06:43,2021-03-01 04:37:03
182,446,1,9005671,2021-02-26 05:06:43,2021-03-01 02:20:38
183,446,21,9005671,2021-02-26 05:06:43,2021-03-01 04:37:03
186,439,26,9022241,2021-03-02 02:26:00,2021-03-02 02:26:00
187,460,1,9008071,2021-03-02 02:26:01,2021-03-02 02:26:01
188,460,26,9008071,2021-03-02 02:26:01,2021-03-02 02:26:01
192,474,1,9011051,2021-03-03 08:14:25,2021-03-04 05:19:49
193,474,15,9011061,2021-03-03 08:14:25,2021-03-04 05:19:49
194,481,1,1010421,2021-03-08 05:38:54,2021-03-08 06:42:42
195,481,4,1010431,2021-03-08 05:38:54,2021-03-08 06:42:42
196,481,7,9110441,2021-03-08 05:38:54,2021-03-09 08:58:51
197,488,1,1012411,2021-03-17 08:29:09,2021-03-17 08:29:09
198,488,15,1012421,2021-03-17 08:29:09,2021-03-17 08:29:09
199,495,1,9009421,2021-04-06 11:32:18,2021-04-06 11:32:18
200,495,6,9009821,2021-04-06 11:32:18,2021-04-06 11:32:18
201,495,11,9009431,2021-04-06 11:32:18,2021-04-06 11:32:18
202,495,16,9009831,2021-04-06 11:32:18,2021-04-06 11:32:18
203,495,21,9022561,2021-04-06 11:32:18,2021-04-07 08:28:52
204,502,1,9009831,2021-04-06 11:32:18,2021-04-06 11:32:18
205,502,21,9009831,2021-04-06 11:32:18,2021-04-06 11:32:18
206,509,1,1009081,2021-05-20 17:18:37,2021-05-20 17:18:37
207,509,15,1009091,2021-05-20 17:18:37,2021-05-20 17:18:37
208,516,1,1010051,2021-06-03 01:23:51,2021-06-03 01:23:51
209,516,4,1010061,2021-06-03 01:23:51,2021-06-03 01:23:51
210,516,7,9010071,2021-06-03 01:23:51,2021-06-03 01:23:51
211,523,1,9010241,2021-07-03 21:27:23,2021-07-08 05:37:56
212,523,15,9110261,2021-07-03 21:27:23,2021-07-08 05:37:56
226,558,1,9010331,2021-08-03 22:01:22,2021-08-03 22:01:22
227,558,7,9014141,2021-08-03 22:01:22,2021-08-03 22:01:22
228,558,13,9014151,2021-08-03 22:01:22,2021-08-03 22:01:22
229,558,19,9014161,2021-08-03 22:01:22,2021-08-03 22:01:22
230,558,25,9014171,2021-08-03 22:01:22,2021-08-03 22:01:22
237,579,1,1010151,2021-08-05 11:12:34,2021-08-05 11:12:34
238,579,4,9009661,2021-08-05 11:12:34,2021-08-05 11:12:34
239,579,7,9010161,2021-08-05 11:12:34,2021-08-05 11:12:34
240,586,1,9014811,2021-08-10 08:58:48,2021-08-10 08:58:48
241,586,15,9014821,2021-08-10 08:58:48,2021-08-10 08:58:48
242,593,1,9015151,2021-08-20 02:31:12,2021-08-20 02:31:12
243,593,15,9014761,2021-08-20 02:31:12,2021-08-20 02:31:12
247,607,1,1014001,2021-08-31 01:26:02,2021-08-31 01:26:02
248,607,4,1014011,2021-08-31 01:26:02,2021-08-31 01:26:02
249,607,7,9014021,2021-08-31 01:26:02,2021-08-31 01:26:02
250,614,1,1002821,2021-09-10 13:01:51,2021-09-10 13:01:51
251,614,6,1010811,2021-09-10 13:01:51,2021-09-10 13:01:51
252,614,11,1005141,2021-09-10 13:01:51,2021-09-10 13:01:51
253,614,16,1010781,2021-09-10 13:01:51,2021-09-10 13:01:51
254,614,21,1002831,2021-09-10 13:01:51,2021-09-10 13:01:51
255,614,26,1007681,2021-09-10 13:01:51,2021-09-10 13:01:51
256,621,1,9015661,2021-10-11 01:02:50,2021-10-11 01:02:50
257,621,15,9015671,2021-10-11 01:02:50,2021-10-11 01:02:50
261,635,1,1014731,2021-10-25 04:57:18,2021-10-25 04:57:18
262,635,8,1014741,2021-10-25 04:57:18,2021-10-25 04:57:18
263,635,16,1014651,2021-10-25 04:57:18,2021-10-25 04:57:18
264,635,23,1014661,2021-10-25 04:57:18,2021-10-25 04:57:18
279,656,1,9016761,2021-11-02 09:51:00,2021-11-02 09:51:00
280,656,3,9016731,2021-11-02 09:51:00,2021-11-02 09:51:00
281,656,6,9016781,2021-11-02 09:51:00,2021-11-02 09:51:00
282,656,11,9016751,2021-11-02 09:51:00,2021-11-02 09:51:00
283,656,16,9016741,2021-11-02 09:51:00,2021-11-02 09:51:00
284,656,21,9016771,2021-11-02 09:51:00,2021-11-02 09:51:00
285,656,26,9007741,2021-11-02 09:51:00,2021-11-02 09:51:00
286,663,1,1011701,2021-11-05 08:13:15,2021-11-05 08:13:15
287,663,4,9011711,2021-11-05 08:13:15,2021-11-05 08:13:15
288,663,7,9011721,2021-11-05 08:13:15,2021-11-05 08:13:15
289,670,1,1013851,2021-11-29 09:06:37,2021-11-29 09:06:37
290,670,15,1013861,2021-11-29 09:06:37,2021-11-29 09:06:37
291,677,1,9009251,2021-12-07 12:17:54,2021-12-07 12:17:54
292,677,8,9009261,2021-12-07 12:17:54,2021-12-07 12:17:54
293,677,16,9011851,2021-12-07 12:17:54,2021-12-07 12:17:54
294,677,23,9009241,2021-12-07 12:17:54,2021-12-07 12:17:54
295,684,1,9023681,2021-12-19 23:46:05,2021-12-21 02:44:16
296,684,7,9023711,2021-12-19 23:46:05,2021-12-21 02:44:16
297,684,13,1023651,2021-12-19 23:46:05,2021-12-19 23:46:05
298,684,19,9023671,2021-12-19 23:46:05,2021-12-21 02:44:16
299,684,25,1023661,2021-12-19 23:46:05,2021-12-21 06:49:53
300,691,1,1011621,2021-12-27 05:11:03,2021-12-27 05:11:03
301,691,4,9111631,2021-12-27 05:11:03,2021-12-28 01:29:55
302,691,7,9011641,2021-12-27 05:11:03,2021-12-28 01:29:55
303,698,1,1016041,2022-01-19 02:55:33,2022-01-19 02:55:33
304,698,6,1016021,2022-01-19 02:55:33,2022-01-19 02:55:33
305,698,11,9016051,2022-01-19 02:55:33,2022-02-02 04:39:49
306,698,16,9016031,2022-01-19 02:55:33,2022-02-03 05:14:10
307,698,21,9024421,2022-01-19 02:55:33,2022-02-02 04:39:49
308,705,1,1016051,2022-01-19 02:55:33,2022-01-19 02:55:33
309,705,21,9016051,2022-01-19 02:55:33,2022-02-02 04:39:49
310,712,1,9011311,2022-01-27 23:45:17,2022-02-02 04:39:49
311,712,8,9011321,2022-01-27 23:45:17,2022-01-27 23:45:17
312,712,16,9011291,2022-01-27 23:45:17,2022-01-27 23:45:17
313,712,23,9011301,2022-01-27 23:45:17,2022-01-27 23:45:17
314,719,1,1012911,2022-02-04 01:03:02,2022-02-04 01:49:54
315,719,4,1012921,2022-02-04 01:03:02,2022-02-04 01:49:54
316,719,7,1012931,2022-02-04 01:03:02,2022-02-04 01:49:54
317,719,10,4012931,2022-02-04 01:03:02,2022-02-04 01:49:54
321,733,1,1012881,2022-02-14 05:32:40,2022-02-14 05:32:40
322,733,4,1012891,2022-02-14 05:32:40,2022-02-14 05:32:40
323,733,7,1012901,2022-02-14 05:32:40,2022-02-14 05:32:40
324,733,10,4012901,2022-02-14 05:32:40,2022-02-14 05:32:40
325,740,1,9014211,2022-02-19 20:20:08,2022-02-22 04:43:49
326,740,4,9014221,2022-02-19 20:20:08,2022-02-22 04:43:49
327,740,7,9024611,2022-02-19 20:20:08,2022-02-22 04:43:49
328,747,1,9014221,2022-02-19 20:20:09,2022-02-22 04:43:49
329,747,7,9014221,2022-02-19 20:20:09,2022-02-22 04:43:49
330,754,1,9013821,2022-02-21 20:46:55,2022-03-07 04:30:45
331,754,15,9013831,2022-02-21 20:46:55,2022-03-07 04:30:45
332,754,25,9013841,2022-02-21 20:46:55,2022-03-07 04:30:45
333,761,1,1008361,2022-02-25 13:22:25,2022-02-25 13:22:25
334,761,3,1010101,2022-02-25 13:22:25,2022-02-25 13:22:25
335,761,5,1000431,2022-02-25 13:22:25,2022-02-25 13:22:25
336,761,7,1003161,2022-02-25 13:22:25,2022-02-25 13:22:25
337,761,9,1015181,2022-02-25 13:22:25,2022-02-25 13:22:25
338,761,11,1012071,2022-02-25 13:22:25,2022-02-25 13:22:25
339,761,13,1006081,2022-02-25 13:22:25,2022-02-25 13:22:25
340,761,15,1010951,2022-02-25 13:22:25,2022-02-25 13:22:25
341,761,17,1009801,2022-02-25 13:22:25,2022-02-25 13:22:25
342,761,19,4002821,2022-02-25 13:22:25,2022-02-25 13:22:25
343,761,21,9006911,2022-02-25 13:22:25,2022-02-25 13:22:25
344,761,23,1004191,2022-02-25 13:22:25,2022-02-25 13:22:25
345,761,25,1011231,2022-02-25 13:22:25,2022-02-25 13:22:25
346,761,27,1005601,2022-02-25 13:22:25,2022-02-25 13:22:25
347,761,29,1011221,2022-02-25 13:22:25,2022-02-25 13:22:25
348,761,31,1004661,2022-02-25 13:22:25,2022-02-25 13:22:25
349,761,33,1005591,2022-02-25 13:22:25,2022-02-25 13:22:25
350,761,35,2000211,2022-02-25 13:22:25,2022-02-25 13:22:25
351,761,37,1020041,2022-02-25 13:22:25,2022-02-25 13:22:25
352,761,39,1020261,2022-02-25 13:22:25,2022-02-25 13:22:25
353,761,41,3000411,2022-02-25 13:22:25,2022-03-03 10:25:12
354,761,43,1002301,2022-02-25 13:22:25,2022-02-25 13:22:25
355,761,45,1019681,2022-02-25 13:22:25,2022-02-25 13:22:25
356,761,47,1000771,2022-02-25 13:22:25,2022-02-25 13:22:25
357,761,49,1009061,2022-02-25 13:22:25,2022-02-25 13:22:25
358,761,51,9022341,2022-02-25 13:22:25,2022-03-02 02:24:41
359,761,53,1004671,2022-02-25 13:22:25,2022-02-25 13:22:25
360,761,55,1002381,2022-02-25 13:22:25,2022-02-25 13:22:25
361,761,57,1018171,2022-02-25 13:22:25,2022-02-25 13:22:25
362,761,59,1002371,2022-02-25 13:22:25,2022-02-25 13:22:25
363,761,61,1002361,2022-02-25 13:22:25,2022-02-25 13:22:25
364,761,63,1019921,2022-02-25 13:22:25,2022-02-25 13:22:25
365,761,65,1000451,2022-02-25 13:22:25,2022-02-25 13:22:25
366,761,67,1006071,2022-02-25 13:22:25,2022-02-25 13:22:25
367,761,69,1006061,2022-02-25 13:22:25,2022-02-25 13:22:25
368,761,71,1006051,2022-02-25 13:22:25,2022-02-25 13:22:25
369,761,73,1003151,2022-02-25 13:22:25,2022-02-25 13:22:25
370,761,75,1006141,2022-02-25 13:22:25,2022-02-25 13:22:25
371,761,77,1002341,2022-02-25 13:22:25,2022-02-25 13:22:25
372,761,79,1012561,2022-02-25 13:22:25,2022-02-25 13:22:25
373,761,81,1006151,2022-02-25 13:22:25,2022-02-25 13:22:25
374,761,83,1001381,2022-02-25 13:22:25,2022-02-25 13:22:25
375,761,85,1011261,2022-02-25 13:22:25,2022-02-25 13:22:25
376,761,87,1000471,2022-02-25 13:22:25,2022-02-25 13:22:25
377,761,89,1000561,2022-02-25 13:22:25,2022-02-25 13:22:25
378,761,91,1000481,2022-02-25 13:22:25,2022-02-25 13:22:25
379,761,93,1017771,2022-02-25 13:22:25,2022-02-25 13:22:25
380,761,95,1016651,2022-02-25 13:22:25,2022-02-25 13:22:25
381,761,97,1000491,2022-02-25 13:22:25,2022-02-25 13:22:25
382,761,99,4017791,2022-02-25 13:22:25,2022-02-25 13:22:25
383,761,101,1016571,2022-02-25 13:22:25,2022-02-25 13:22:25
384,761,103,1003441,2022-02-25 13:22:25,2022-02-25 13:22:25
385,761,105,1004951,2022-02-25 13:22:25,2022-02-25 13:22:25
386,761,107,1003451,2022-02-25 13:22:25,2022-02-25 13:22:25
387,761,109,1022261,2022-02-25 13:22:25,2022-02-25 13:22:25
388,761,111,1012121,2022-02-25 13:22:25,2022-02-25 13:22:25
389,761,113,1013141,2022-02-25 13:22:25,2022-02-25 13:22:25
390,761,115,2000071,2022-02-25 13:22:25,2022-02-25 13:22:25
391,761,117,1019931,2022-02-25 13:22:25,2022-02-25 13:22:25
392,761,119,1013311,2022-02-25 13:22:25,2022-03-02 02:24:41
393,761,121,1013351,2022-02-25 13:22:25,2022-02-25 13:22:25
394,761,123,1000461,2022-02-25 13:22:25,2022-02-25 13:22:25
395,761,125,1002281,2022-02-25 13:22:25,2022-02-25 13:22:25
396,761,127,4005171,2022-02-25 13:22:25,2022-02-25 13:22:25
397,761,129,1013111,2022-02-25 13:22:25,2022-02-25 13:22:25
398,761,131,1023931,2022-02-25 13:22:25,2022-02-25 13:22:25
399,761,133,1020061,2022-02-25 13:22:25,2022-02-25 13:22:25
400,761,135,1022791,2022-02-25 13:22:25,2022-02-25 13:22:25
401,761,137,9022911,2022-02-25 13:22:25,2022-02-25 13:22:25
402,761,139,9022901,2022-02-25 13:22:25,2022-02-25 13:22:25
403,761,141,1009141,2022-02-25 13:22:25,2022-02-25 13:22:25
404,761,143,1020251,2022-02-25 13:22:25,2022-02-25 13:22:25
405,761,145,1009811,2022-02-25 13:22:25,2022-02-25 13:22:25
406,761,147,1007601,2022-02-25 13:22:25,2022-02-25 13:22:25
407,761,149,1007591,2022-02-25 13:22:25,2022-02-25 13:22:25
408,761,151,1007581,2022-02-25 13:22:25,2022-02-25 13:22:25
409,761,153,1000781,2022-02-25 13:22:25,2022-02-25 13:22:25
410,761,155,1019511,2022-02-25 13:22:25,2022-02-25 13:22:25
411,761,157,1012131,2022-02-25 13:22:25,2022-02-25 13:22:25
412,761,159,1019381,2022-02-25 13:22:25,2022-02-25 13:22:25
413,761,161,1001151,2022-02-25 13:22:25,2022-02-25 13:22:25
414,761,163,1009231,2022-02-25 13:22:25,2022-02-25 13:22:25
415,761,165,1022781,2022-02-25 13:22:25,2022-02-25 13:22:25
416,761,167,1023621,2022-02-25 13:22:25,2022-02-25 13:22:25
417,761,169,1023521,2022-02-25 13:22:25,2022-02-25 13:22:25
418,761,171,4023521,2022-02-25 13:22:25,2022-02-25 13:22:25
419,761,173,1003881,2022-02-25 13:22:25,2022-02-25 13:22:25
420,761,175,1022921,2022-02-25 13:22:25,2022-02-25 13:22:25
421,761,177,1001361,2022-02-25 13:22:25,2022-02-25 13:22:25
422,761,179,1010221,2022-02-25 13:22:25,2022-02-25 13:22:25
423,761,181,1000511,2022-02-25 13:22:25,2022-02-25 13:22:25
424,761,183,1000181,2022-02-25 13:22:25,2022-02-25 13:22:25
425,761,185,1001531,2022-02-25 13:22:25,2022-02-25 13:22:25
426,761,187,1022941,2022-02-25 13:22:25,2022-02-25 13:22:25
427,761,189,1013061,2022-02-25 13:22:25,2022-02-25 13:22:25
428,761,191,1013001,2022-02-25 13:22:25,2022-02-25 13:22:25
429,761,193,1013041,2022-02-25 13:22:25,2022-02-25 13:22:25
430,761,195,1013021,2022-02-25 13:22:25,2022-02-25 13:22:25
431,761,197,1013081,2022-02-25 13:22:25,2022-02-25 13:22:25
432,761,199,1001611,2022-02-25 13:22:25,2022-02-25 13:22:25
433,761,201,1017471,2022-02-25 13:22:25,2022-02-25 13:22:25
434,761,203,2000121,2022-02-25 13:22:25,2022-02-25 13:22:25
435,761,205,2000051,2022-02-25 13:22:25,2022-02-25 13:22:25
436,761,207,9013291,2022-02-25 13:22:25,2022-02-25 13:22:25
437,761,209,1019161,2022-02-25 13:22:25,2022-02-25 13:22:25
438,761,211,1019211,2022-02-25 13:22:25,2022-02-25 13:22:25
439,761,213,1019081,2022-02-25 13:22:25,2022-02-25 13:22:25
440,761,215,1019191,2022-02-25 13:22:25,2022-02-25 13:22:25
441,761,217,9014021,2022-02-25 13:22:25,2022-02-25 13:22:25
442,761,219,1023021,2022-02-25 13:22:25,2022-02-25 13:22:25
443,761,221,1001621,2022-02-25 13:22:25,2022-02-25 13:22:25
444,761,223,1022871,2022-02-25 13:22:25,2022-02-25 13:22:25
445,761,225,1014681,2022-02-25 13:22:25,2022-02-25 13:22:25
446,761,227,1009361,2022-02-25 13:22:25,2022-02-25 13:22:25
447,761,229,1017151,2022-02-25 13:22:25,2022-02-25 13:22:25
448,761,231,1022471,2022-02-25 13:22:25,2022-02-25 13:22:25
449,761,233,1014381,2022-02-25 13:22:25,2022-02-25 13:22:25
450,761,235,1014371,2022-02-25 13:22:25,2022-02-25 13:22:25
451,761,237,1017171,2022-02-25 13:22:25,2022-02-25 13:22:25
452,761,239,1022611,2022-02-25 13:22:25,2022-02-25 13:22:25
453,761,241,1022751,2022-02-25 13:22:25,2022-02-25 13:22:25
454,761,243,9022511,2022-02-25 13:22:25,2022-02-25 13:22:25
455,761,245,9022521,2022-02-25 13:22:25,2022-02-25 13:22:25
456,761,247,9022531,2022-02-25 13:22:25,2022-02-25 13:22:25
457,761,249,9022541,2022-02-25 13:22:25,2022-02-25 13:22:25
458,761,251,1022051,2022-02-25 13:22:25,2022-02-25 13:22:25
459,761,253,1022061,2022-02-25 13:22:25,2022-02-25 13:22:25
460,761,255,1022311,2022-02-25 13:22:25,2022-02-25 13:22:25
461,761,257,1022221,2022-02-25 13:22:25,2022-02-25 13:22:25
462,761,259,1016981,2022-02-25 13:22:25,2022-02-25 13:22:25
463,761,261,1005691,2022-02-25 13:22:25,2022-02-25 13:22:25
464,761,263,1023111,2022-02-25 13:22:25,2022-02-25 13:22:25
465,761,265,4023121,2022-02-25 13:22:25,2022-02-25 13:22:25
