id,budokai_ranking_gift_set_id,description,item_type,item_id,quantity,card_exp_init
62,2,オモリ(10t)[速] × 5,TrainingItem,800,5,0
63,2,オモリ(10t)[技] × 5,TrainingItem,801,5,0
64,2,オモリ(10t)[知] × 5,TrainingItem,802,5,0
65,2,オモリ(10t)[力] × 5,TrainingItem,803,5,0
66,2,オモリ(10t)[体] × 5,TrainingItem,804,5,0
67,2,仙豆 × 10,SupportItem,6,10,0
68,3,【無限の可能性】ウーブ × 3,Card,1002030,3,0
69,3,【さらなる高みへ】孫悟空 × 3,Card,1003140,3,0
70,3,【覚醒メダル】全137個,AwakeningItem,19,1,0
71,3,【修業アイテム】全50個,AwakeningItem,20,1,0
72,3,【覚醒メダル】キビト × 5,AwakeningItem,14,5,0
73,3,【覚醒メダル】西の界王 × 5,AwakeningItem,15,5,0
74,3,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0
75,3,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0
76,3,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0
77,3,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0
78,3,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0
79,3,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
80,3,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
81,3,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
82,3,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
83,3,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
84,3,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
85,3,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
86,3,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
87,3,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
88,3,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
89,3,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
90,3,ゼットソード[速] × 5,TrainingItem,900,5,0
91,3,ゼットソード[技] × 5,TrainingItem,901,5,0
92,3,ゼットソード[知] × 5,TrainingItem,902,5,0
93,3,ゼットソード[力] × 5,TrainingItem,903,5,0
94,3,ゼットソード[体] × 5,TrainingItem,904,5,0
95,3,オモリ(10t)[速] × 5,TrainingItem,800,5,0
96,3,オモリ(10t)[技] × 5,TrainingItem,801,5,0
97,3,オモリ(10t)[知] × 5,TrainingItem,802,5,0
98,3,オモリ(10t)[力] × 5,TrainingItem,803,5,0
99,3,オモリ(10t)[体] × 5,TrainingItem,804,5,0
100,3,仙豆 × 10,SupportItem,6,10,0
101,4,【無限の可能性】ウーブ,Card,1002030,1,0
102,4,【さらなる高みへ】孫悟空 × 3,Card,1003140,3,0
103,4,【覚醒メダル】全135個,AwakeningItem,14,5,0
104,4,【修業アイテム】全50個,AwakeningItem,15,5,0
105,4,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0
106,4,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0
107,4,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0
108,4,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0
109,4,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0
110,4,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
111,4,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
112,4,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
113,4,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
114,4,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
115,4,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
116,4,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
117,4,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
118,4,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
119,4,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
120,4,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
121,4,ゼットソード[速] × 5,TrainingItem,900,5,0
122,4,ゼットソード[技] × 5,TrainingItem,901,5,0
123,4,ゼットソード[知] × 5,TrainingItem,902,5,0
124,4,ゼットソード[力] × 5,TrainingItem,903,5,0
125,4,ゼットソード[体] × 5,TrainingItem,904,5,0
126,4,オモリ(10t)[速] × 5,TrainingItem,800,5,0
127,4,オモリ(10t)[技] × 5,TrainingItem,801,5,0
128,4,オモリ(10t)[知] × 5,TrainingItem,802,5,0
129,4,オモリ(10t)[力] × 5,TrainingItem,803,5,0
130,4,オモリ(10t)[体] × 5,TrainingItem,804,5,0
131,4,仙豆 × 10,SupportItem,6,10,0
132,5,【無限の可能性】ウーブ,Card,1002030,1,0
133,5,【さらなる高みへ】孫悟空 × 2,Card,1003140,2,0
134,5,【覚醒メダル】全110個,AwakeningItem,9,5,0
135,5,【修業アイテム】全50個,AwakeningItem,10,5,0
136,5,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
137,5,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
138,5,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
139,5,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
140,5,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
141,5,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
142,5,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
143,5,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
144,5,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
145,5,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
146,5,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
147,5,ゼットソード[速] × 5,TrainingItem,900,5,0
148,5,ゼットソード[技] × 5,TrainingItem,901,5,0
149,5,ゼットソード[知] × 5,TrainingItem,902,5,0
150,5,ゼットソード[力] × 5,TrainingItem,903,5,0
151,5,ゼットソード[体] × 5,TrainingItem,904,5,0
152,5,オモリ(10t)[速] × 5,TrainingItem,800,5,0
153,5,オモリ(10t)[技] × 5,TrainingItem,801,5,0
154,5,オモリ(10t)[知] × 5,TrainingItem,802,5,0
155,5,オモリ(10t)[力] × 5,TrainingItem,803,5,0
156,5,オモリ(10t)[体] × 5,TrainingItem,804,5,0
157,5,仙豆 × 10,SupportItem,6,10,0
158,6,【さらなる高みへ】孫悟空 × 2,Card,1003140,2,0
159,6,【覚醒メダル】全110個,AwakeningItem,9,5,0
160,6,【修業アイテム】全50個,AwakeningItem,10,5,0
161,6,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
162,6,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
163,6,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
164,6,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
165,6,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
166,6,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
167,6,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
168,6,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
169,6,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
170,6,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
171,6,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
172,6,ゼットソード[速] × 5,TrainingItem,900,5,0
173,6,ゼットソード[技] × 5,TrainingItem,901,5,0
174,6,ゼットソード[知] × 5,TrainingItem,902,5,0
175,6,ゼットソード[力] × 5,TrainingItem,903,5,0
176,6,ゼットソード[体] × 5,TrainingItem,904,5,0
177,6,オモリ(10t)[速] × 5,TrainingItem,800,5,0
178,6,オモリ(10t)[技] × 5,TrainingItem,801,5,0
179,6,オモリ(10t)[知] × 5,TrainingItem,802,5,0
180,6,オモリ(10t)[力] × 5,TrainingItem,803,5,0
181,6,オモリ(10t)[体] × 5,TrainingItem,804,5,0
182,6,仙豆 × 10,SupportItem,6,10,0
183,7,【さらなる高みへ】孫悟空,Card,1003140,1,0
184,7,【修業アイテム】全50個,TrainingItem,900,5,0
185,7,【覚醒メダル】全85個,TrainingItem,901,5,0
186,7,ゼットソード[知] × 5,TrainingItem,902,5,0
187,7,ゼットソード[力] × 5,TrainingItem,903,5,0
188,7,ゼットソード[体] × 5,TrainingItem,904,5,0
189,7,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
190,7,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
191,7,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
192,7,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
193,7,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
194,7,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
195,7,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
196,7,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
197,7,オモリ(10t)[速] × 5,TrainingItem,800,5,0
198,7,オモリ(10t)[技] × 5,TrainingItem,801,5,0
199,7,オモリ(10t)[知] × 5,TrainingItem,802,5,0
200,7,オモリ(10t)[力] × 5,TrainingItem,803,5,0
201,7,オモリ(10t)[体] × 5,TrainingItem,804,5,0
202,7,仙豆 × 10,SupportItem,6,10,0
203,8,【修業アイテム】全50個,TrainingItem,900,5,0
204,8,【覚醒メダル】全85個,TrainingItem,901,5,0
205,8,ゼットソード[知] × 5,TrainingItem,902,5,0
206,8,ゼットソード[力] × 5,TrainingItem,903,5,0
207,8,ゼットソード[体] × 5,TrainingItem,904,5,0
208,8,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
209,8,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
210,8,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
211,8,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
212,8,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
213,8,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
214,8,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
215,8,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
216,8,オモリ(10t)[速] × 5,TrainingItem,800,5,0
217,8,オモリ(10t)[技] × 5,TrainingItem,801,5,0
218,8,オモリ(10t)[知] × 5,TrainingItem,802,5,0
219,8,オモリ(10t)[力] × 5,TrainingItem,803,5,0
220,8,オモリ(10t)[体] × 5,TrainingItem,804,5,0
221,8,仙豆 × 10,SupportItem,6,10,0
222,9,【覚醒メダル】全85個,AwakeningItem,4,5,0
223,9,【修業アイテム】全25個,AwakeningItem,5,5,0
224,9,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
225,9,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
226,9,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
227,9,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
228,9,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
229,9,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
230,9,オモリ(10t)[速] × 5,TrainingItem,800,5,0
231,9,オモリ(10t)[技] × 5,TrainingItem,801,5,0
232,9,オモリ(10t)[知] × 5,TrainingItem,802,5,0
233,9,オモリ(10t)[力] × 5,TrainingItem,803,5,0
234,9,オモリ(10t)[体] × 5,TrainingItem,804,5,0
235,9,仙豆 × 10,SupportItem,6,10,0
236,10,【覚醒メダル】全60個,AwakeningItem,1,20,0
237,10,【修業アイテム】全25個,AwakeningItem,2,20,0
238,10,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
239,10,オモリ(10t)[速] × 5,TrainingItem,800,5,0
240,10,オモリ(10t)[技] × 5,TrainingItem,801,5,0
241,10,オモリ(10t)[知] × 5,TrainingItem,802,5,0
242,10,オモリ(10t)[力] × 5,TrainingItem,803,5,0
243,10,オモリ(10t)[体] × 5,TrainingItem,804,5,0
244,10,仙豆 × 10,SupportItem,6,10,0
245,11,【修業アイテム】全25個,TrainingItem,800,5,0
246,11,オモリ(10t)[技] × 5,TrainingItem,801,5,0
247,11,オモリ(10t)[知] × 5,TrainingItem,802,5,0
248,11,オモリ(10t)[力] × 5,TrainingItem,803,5,0
249,11,オモリ(10t)[体] × 5,TrainingItem,804,5,0
250,11,仙豆 × 10,SupportItem,6,10,0
251,12,【死線を超えた覚醒】超サイヤ人孫悟空,Card,1003500,1,0
252,12,【さらなる高みへ】孫悟空,Card,1003140,1,0
253,12,界王神界 × 5,TrainingField,8,5,0
254,13,【死線を超えた覚醒】超サイヤ人孫悟空,Card,1003500,1,0
255,13,界王神界 × 5,TrainingField,8,5,0
256,14,【無限の可能性】ウーブ,Card,1002030,1,0
257,14,界王神界 × 5,TrainingField,8,5,0
258,15,【たったひとりの戦士】バーダック × 2,Card,1001510,2,0
259,15,【壮大な銀河へ】孫悟空(GT)  × 3,Card,1002960,3,0
260,15,【覚醒メダル】 全137個,AwakeningItem,19,1,0
261,15,【修業アイテム】全50個、仙豆 × 10,AwakeningItem,20,1,0
262,15,【覚醒メダル】キビト × 5,AwakeningItem,14,5,0
263,15,【覚醒メダル】西の界王 × 5,AwakeningItem,15,5,0
264,15,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0
265,15,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0
266,15,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0
267,15,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0
268,15,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0
269,15,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
270,15,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
271,15,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
272,15,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
273,15,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
274,15,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
275,15,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
276,15,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
277,15,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
278,15,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
279,15,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
280,15,ゼットソード[速] × 5,TrainingItem,900,5,0
281,15,ゼットソード[技] × 5,TrainingItem,901,5,0
282,15,ゼットソード[知] × 5,TrainingItem,902,5,0
283,15,ゼットソード[力] × 5,TrainingItem,903,5,0
284,15,ゼットソード[体] × 5,TrainingItem,904,5,0
285,15,オモリ(10t)[速] × 5,TrainingItem,800,5,0
286,15,オモリ(10t)[技] × 5,TrainingItem,801,5,0
287,15,オモリ(10t)[知] × 5,TrainingItem,802,5,0
288,15,オモリ(10t)[力] × 5,TrainingItem,803,5,0
289,15,オモリ(10t)[体] × 5,TrainingItem,804,5,0
290,15,仙豆 × 10,SupportItem,6,10,0
291,16,【たったひとりの戦士】バーダック,Card,1001510,1,0
292,16,【壮大な銀河へ】孫悟空(GT) × 3,Card,1002960,3,0
293,16,【覚醒メダル】全137個,AwakeningItem,19,1,0
294,16,【修業アイテム】全50個,AwakeningItem,20,1,0
295,16,【覚醒メダル】キビト × 5,AwakeningItem,14,5,0
296,16,【覚醒メダル】西の界王 × 5,AwakeningItem,15,5,0
297,16,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0
298,16,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0
299,16,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0
300,16,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0
301,16,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0
302,16,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
303,16,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
304,16,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
305,16,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
306,16,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
307,16,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
308,16,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
309,16,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
310,16,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
311,16,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
312,16,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
313,16,ゼットソード[速] × 5,TrainingItem,900,5,0
314,16,ゼットソード[技] × 5,TrainingItem,901,5,0
315,16,ゼットソード[知] × 5,TrainingItem,902,5,0
316,16,ゼットソード[力] × 5,TrainingItem,903,5,0
317,16,ゼットソード[体] × 5,TrainingItem,904,5,0
318,16,オモリ(10t)[速] × 5,TrainingItem,800,5,0
319,16,オモリ(10t)[技] × 5,TrainingItem,801,5,0
320,16,オモリ(10t)[知] × 5,TrainingItem,802,5,0
321,16,オモリ(10t)[力] × 5,TrainingItem,803,5,0
322,16,オモリ(10t)[体] × 5,TrainingItem,804,5,0
323,16,仙豆 × 10,SupportItem,6,10,0
324,17,【壮大な銀河へ】孫悟空(GT) × 3,Card,1002960,3,0
325,17,【覚醒メダル】全137個,AwakeningItem,19,1,0
326,17,【修業アイテム】全50個,AwakeningItem,20,1,0
327,17,【覚醒メダル】キビト × 5,AwakeningItem,14,5,0
328,17,【覚醒メダル】西の界王 × 5,AwakeningItem,15,5,0
329,17,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0
330,17,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0
331,17,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0
332,17,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0
333,17,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0
334,17,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
335,17,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
336,17,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
337,17,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
338,17,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
339,17,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
340,17,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
341,17,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
342,17,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
343,17,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
344,17,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
345,17,ゼットソード[速] × 5,TrainingItem,900,5,0
346,17,ゼットソード[技] × 5,TrainingItem,901,5,0
347,17,ゼットソード[知] × 5,TrainingItem,902,5,0
348,17,ゼットソード[力] × 5,TrainingItem,903,5,0
349,17,ゼットソード[体] × 5,TrainingItem,904,5,0
350,17,オモリ(10t)[速] × 5,TrainingItem,800,5,0
351,17,オモリ(10t)[技] × 5,TrainingItem,801,5,0
352,17,オモリ(10t)[知] × 5,TrainingItem,802,5,0
353,17,オモリ(10t)[力] × 5,TrainingItem,803,5,0
354,17,オモリ(10t)[体] × 5,TrainingItem,804,5,0
355,17,仙豆 × 10,SupportItem,6,10,0
356,18,【壮大な銀河へ】孫悟空(GT) × 2,Card,1002960,2,0
357,18,【覚醒メダル】全135個,AwakeningItem,14,5,0
358,18,【修業アイテム】全50個,AwakeningItem,15,5,0
359,18,【覚醒メダル】南の界王 × 5,AwakeningItem,16,5,0
360,18,【覚醒メダル】東の界王 × 5,AwakeningItem,17,5,0
361,18,【覚醒メダル】北の界王 × 5,AwakeningItem,18,5,0
362,18,【覚醒メダル】神様 × 5,AwakeningItem,9,5,0
363,18,【覚醒メダル】最長老 × 5,AwakeningItem,10,5,0
364,18,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
365,18,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
366,18,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
367,18,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
368,18,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
369,18,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
370,18,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
371,18,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
372,18,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
373,18,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
374,18,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
375,18,ゼットソード[速] × 5,TrainingItem,900,5,0
376,18,ゼットソード[技] × 5,TrainingItem,901,5,0
377,18,ゼットソード[知] × 5,TrainingItem,902,5,0
378,18,ゼットソード[力] × 5,TrainingItem,903,5,0
379,18,ゼットソード[体] × 5,TrainingItem,904,5,0
380,18,オモリ(10t)[速] × 5,TrainingItem,800,5,0
381,18,オモリ(10t)[技] × 5,TrainingItem,801,5,0
382,18,オモリ(10t)[知] × 5,TrainingItem,802,5,0
383,18,オモリ(10t)[力] × 5,TrainingItem,803,5,0
384,18,オモリ(10t)[体] × 5,TrainingItem,804,5,0
385,18,仙豆 × 10,SupportItem,6,10,0
386,19,【壮大な銀河へ】孫悟空(GT) × 2,Card,1002960,2,0
387,19,【覚醒メダル】全110個,AwakeningItem,9,5,0
388,19,【修業アイテム】全50個,AwakeningItem,10,5,0
389,19,【覚醒メダル】バビディ × 5,AwakeningItem,11,5,0
390,19,【覚醒メダル】ビビディ × 5,AwakeningItem,12,5,0
391,19,【覚醒メダル】カリン × 5,AwakeningItem,13,5,0
392,19,【覚醒メダル】ミスター・ポポ × 5,AwakeningItem,4,5,0
393,19,【覚醒メダル】鶴仙人 × 5,AwakeningItem,5,5,0
394,19,【覚醒メダル】亀仙人 × 5,AwakeningItem,6,5,0
395,19,【覚醒メダル】武泰斗 × 5,AwakeningItem,7,5,0
396,19,【覚醒メダル】孫悟飯(じいちゃん) × 5,AwakeningItem,8,5,0
397,19,【覚醒メダル】グレゴリー × 20,AwakeningItem,1,20,0
398,19,【覚醒メダル】バブルス × 20,AwakeningItem,2,20,0
399,19,【覚醒メダル】ドクターゲロ × 20,AwakeningItem,3,20,0
400,19,ゼットソード[速] × 5,TrainingItem,900,5,0
401,19,ゼットソード[技] × 5,TrainingItem,901,5,0
402,19,ゼットソード[知] × 5,TrainingItem,902,5,0
403,19,ゼットソード[力] × 5,TrainingItem,903,5,0
404,19,ゼットソード[体] × 5,TrainingItem,904,5,0
405,19,オモリ(10t)[速] × 5,TrainingItem,800,5,0
406,19,オモリ(10t)[技] × 5,TrainingItem,801,5,0
407,19,オモリ(10t)[知] × 5,TrainingItem,802,5,0
408,19,オモリ(10t)[力] × 5,TrainingItem,803,5,0
409,19,オモリ(10t)[体] × 5,TrainingItem,804,5,0
410,19,仙豆 × 10,SupportItem,6,10,0
