id,category,name,pack_name,scene_name,red,green,blue,alpha,lite_flicker_rate,created_at,updated_at
213,1,気弾消える/敵,battle_20101,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
220,1,気弾マズル/敵,battle_20201,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
221,1,気弾出る/敵,battle_20201,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
222,1,気弾ループ/敵,battle_20201,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
223,1,気弾消える/敵,battle_20201,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
230,1,気弾マズル/敵,battle_20301,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
231,1,気弾出る/敵,battle_20301,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
232,1,気弾ループ/敵,battle_20301,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
233,1,気弾消える/敵,battle_20301,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
240,1,気弾マズル/敵,battle_20401,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
241,1,気弾出る/敵,battle_20401,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
242,1,気弾ループ/敵,battle_20401,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
243,1,気弾消える/敵,battle_20401,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
300,1,気力出る,battle_30000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
301,1,気力ループ,battle_30000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
302,1,気力消える,battle_30000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
310,1,気力出る,battle_30100,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
311,1,気力ループ,battle_30100,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
312,1,気力消える,battle_30100,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
320,1,気力出る,battle_30200,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
321,1,気力ループ,battle_30200,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
323,1,気力消える,battle_30200,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
330,1,気力出る,battle_30300,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
331,1,気力ループ,battle_30300,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
332,1,気力消える,battle_30300,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
340,1,気力出る,battle_30400,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
341,1,気力ループ,battle_30400,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
342,1,気力消える,battle_30400,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
350,1,輪郭のぼやけたオーラ（黄）,battle_31000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
351,1,輪郭のぼやけたオーラ（赤）,battle_31001,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
352,1,輪郭のぼやけたオーラ（紫）,battle_31002,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
353,1,劇場版ゴッドSS用オーラ(青),battle_32000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
354,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
355,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
356,1,ゴクウブラックオーラ,battle_34000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
357,1,ゴクウブラック(超サイヤ人ロゼ)_オーラ,battle_35000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
358,1,超サイヤ人トランクス(未来)_オーラ,battle_36000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
359,1,S17b,battle_37000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
360,1,吸収,battle_37100,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
361,1,超サイヤ人4ゴジータオーラ,battle_38000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
362,1,オーラ（青）,battle_39000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
363,1,ディスポ(超最高速モード)_オーラ,battle_31002,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
364,1,トッポ(破壊神モード_オーラ,battle_31002,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
365,1,超サイヤ人ゴッドSSベジータ(進化)_オーラ,battle_39100,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
366,1,ジレン_オーラ,battle_39101,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
367,1,人造人間17号_超激戦用バリア,battle_37000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
368,1,超サイヤ人ゴジータ,battle_39103,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
369,1,超サイヤ人ゴッドSSゴジータ,battle_39104,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
370,1,超サイヤ人ブロリー,battle_39105,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
371,1,超サイヤ人トランクス（未来）_オーラ,battle_39106,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
372,1,激怒悟空_汎用オーラ,battle_39107,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
373,1,ビルス(激怒時)_オーラ,battle_39108,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
375,1,超フルパワーサイヤ人4（ゼノ）_オーラ,battle_39110,ef_001,255,255,255,255,70,2024-07-23 00:22:27,2024-07-23 00:22:27
376,1,超サイヤ人ゴッドSSべジータ(暴走制御) _オーラ,battle_39111,ef_001,255,255,255,255,70,2024-07-23 00:22:27,2024-07-23 00:22:27
377,1,孫悟飯(ビースト) _オーラ,battle_39112,ef_001,255,255,255,255,70,2024-07-23 00:22:27,2024-07-23 00:22:27
400,1,気力出る,battle_40000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
401,1,気絶,battle_40000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
402,1,動き停止,battle_40000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
403,1,氷,battle_40000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
404,1,火傷,battle_40000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
405,1,毒,battle_40000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
406,1,封印/スキル,battle_40000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
407,1,封印/リンク,battle_40000,ef_008,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
408,1,封印/必殺技,battle_40000,ef_009,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
409,1,封印/アイテム＆サポート,battle_40000,ef_010,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
500,1,体力回復（小）,battle_50000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
501,1,体力回復（中）,battle_50000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
502,1,体力回復（大）,battle_50000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
503,1,状態異状回復,battle_50000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
600,1,スキル disable,battle_60000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
601,1,スキル 発動,battle_60000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
602,1,マーカーチェンジ（赤）,battle_60000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
603,1,マーカーチェンジ（緑）,battle_60000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
604,1,マーカーチェンジ（青）,battle_60000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
605,1,ドッカン玉変更,battle_60000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
606,1,アップ,battle_60000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
607,1,ダウン,battle_60000,ef_008,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
700,1,瞬間移動,battle_70000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
701,1,移動開始,battle_70000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
702,1,移動開始,battle_70000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
703,1,気力移動,battle_70000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
704,1,気力移動,battle_70000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
705,1,移動開始,battle_70000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
706,1,移動開始,battle_70000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
707,1,気力移動/敵,battle_70000,ef_008,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
708,1,気力移動/敵,battle_70000,ef_009,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
800,1,キャラドロップ,battle_80000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
801,1,サポートドロップ,battle_80000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
802,1,アイテムドロップ,battle_80000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
900,1,地面から岩が浮き上がる（開始）,battle_90000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
901,1,地面から岩が浮き上がるループ,battle_90000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
902,1,地面から岩が浮き上がるエンド,battle_90000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
903,1,ぶっ飛ばし演出,battle_90000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
904,1,破片が散る,battle_90000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
905,1,フィニッシュHIT,battle_90000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
906,1,集中線,battle_90000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
907,1,流線(黒),battle_90000,ef_015,8,8,8,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
908,1,衝撃波,battle_90000,ef_009,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
909,1,岩が飛び散る,battle_90000,ef_010,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
910,1,トランジション,battle_90000,ef_011,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
911,1,集中線(黒),battle_90000,ef_007,8,8,8,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
912,1,流線　斜め　奥行き有り（黒,battle_90000,ef_014,8,8,8,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
913,1,流線 斜め 奥行きあり（白バージョン）,battle_90000,ef_014,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
914,1,流線（白バージョン）,battle_90000,ef_015,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
920,1,流線　必殺技用,battle_90001,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
921,1,流線　斜め　奥行きあり,battle_90001,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
922,1,流線(縦),battle_90001,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
923,1,流線　斜め　奥行きあり（縦）,battle_90001,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
924,1,ふっ飛ばし流線,battle_90002,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1000,1,敵の乱入攻撃,battle_100000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1001,1,リンク確定,battle_100000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1101,1,チェイン数 数字,battle_110000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1102,1,ダメージ数字,battle_110000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1103,1,倍率数字,battle_110000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1104,1,ラベルチェイン,battle_110000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1105,1,ラベルクリティカル,battle_110000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1106,1,ラベル トータルダメージ,battle_110000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1108,1,ダメージ数値（会心演出用）,battle_115000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1109,1,ダメージ数値（会心演出用）,battle_115000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1110,1,ダメージ数値（会心演出用）,battle_115000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1111,1,ダメージ数値（会心演出用）,battle_115000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1120,1,必殺技上限解放,battle_116000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1121,1,必殺技上限解放,battle_116000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1122,1,必殺技上限解放,battle_116000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1123,1,必殺技上限解放,battle_116000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1124,1,必殺技上限解放,battle_116000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1126,1,必殺技上限解放,battle_116000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1200,1,パッシブカットイン,battle_120000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1201,1,パッシブビリビリ,battle_120000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1202,1,ドッカン発動,battle_120000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1205,1,サポートアイテムカットイン,battle_120000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1300,1,バトルスタート,battle_130000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1301,1,KO,battle_130000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1302,1,バトルエンド,battle_130000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1303,1,ゲームオーバー,battle_130000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1400,1,リンクした時のサムネイルの背景エフェクト,battle_140000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1401,1,カットイン,battle_140000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1402,1,サムネイルの上に表示,battle_140000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1403,1,リンクの線,battle_140000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1404,1,サムネイル移動の矢印,battle_140000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1405,1,敵のサムネイルが光る,battle_140000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1406,1,敵のサムネイルが光ってフッターにセットされる,battle_140000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1407,1,次キャラの順番の矢印,battle_140000,ef_008,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1408,1,ステータスUP サムネイル,battle_140000,ef_009,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1409,1,ステータスDown  サムネイル,battle_140000,ef_010,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1410,1,ステータス回復 サムネイル,battle_140000,ef_011,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1411,1,リンクスキル発動,battle_140000,ef_012,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1412,1,リンクスキルサムネイル,battle_140000,ef_013,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1413,1,必殺技 発動,battle_140000,ef_014,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1414,1,ドッカン 発動,battle_140000,ef_015,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1500,1,必殺技共通,battle_150000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1501,1,必殺技共通,battle_150000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1502,1,必殺技共通,battle_150000,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1503,1,必殺技共通,battle_150000,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1504,1,必殺技共通,battle_150000,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1505,1,必殺技共通,battle_150000,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1506,1,必殺技共通,battle_150000,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1507,1,必殺技共通,battle_150000,ef_008,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1508,1,必殺技共通,battle_150000,ef_009,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1509,1,必殺技共通,battle_150000,ef_010,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1510,1,必殺技共通,battle_150000,ef_011,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1511,1,必殺技カード揺れエフェクトA,battle_153000,ef_008a,255,255,255,255,70,2024-07-23 00:22:27,2024-07-23 00:22:27
1512,1,必殺技カード揺れエフェクトB,battle_153000,ef_008b,255,255,255,255,70,2024-07-23 00:22:27,2024-07-23 00:22:27
1513,1,必殺技カード揺れエフェクトC,battle_153000,ef_008c,255,255,255,255,70,2024-07-23 00:22:27,2024-07-23 00:22:27
1550,1,必殺技用（地球破壊演出黄色,battle_150001,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1551,1,必殺技用（地球破壊演出青,battle_150001,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1552,1,必殺技用(地球からマグマ噴射,battle_150002,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1553,1,必殺技用(地球爆発,battle_150003,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1554,1,「全体攻撃」文字,battle_151000,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1555,1,「全体攻撃」文字,battle_151000,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1556,1,宇宙からの俯瞰視点で地球から光が放出,battle_150004,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1557,1,宇宙からの俯瞰視点で地球からエネルギー波が放出,battle_150004,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1558,1,宇宙からの引きの俯瞰視点で地球を光弾が貫く,battle_150004,ef_003,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1559,1,無数の光弾が地球の周囲を飛び交う,battle_150004,ef_004,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1560,1,宇宙からの俯瞰視点で地球から光が放出（青）,battle_150004,ef_005,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1561,1,宇宙からの俯瞰視点で黄色い光弾が昇る,battle_150004,ef_006,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1562,1,宇宙からの俯瞰視点で紫の太い光弾が昇る,battle_150004,ef_007,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1563,1,必殺技用（エクスプロージョン）,battle_150005,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1564,1,必殺技用（エクスプロージョン）,battle_150005,ef_002,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1565,1,必殺技用（大猿火の海）,battle_150006,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1566,1,宇宙からの俯瞰視点で地球から光が放出（紫）,battle_150004,ef_008,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
1567,1,必殺技用（エクスプロージョン）_リベンジデスボール,battle_150015,ef_001,255,255,255,255,70,2024-07-23 00:22:26,2024-07-23 00:22:26
