id,comment
90,"必殺技Lv4以上, 素材ID=4:10個, 素材ID=9:10個"
91,"必殺技Lv2以上, 素材ID=4:10個"
92,"必殺技Lv4以上, 素材ID=4:10個, 素材ID=9:5個"
93,"必殺技Lv4以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個"
94,"必殺技Lv6以上, 素材ID=4:15個, 素材ID=9:15個, 素材ID=14:2個"
95,"必殺技Lv8以上, 素材ID=4:15個, 素材ID=9:15個, 素材ID=14:2個"
96,"必殺技Lv10以上, 素材ID=4:15個, 素材ID=9:15個, 素材ID=14:2個"
97,"必殺技Lv8以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個"
98,"必殺技Lv10以上, 素材ID=4:10個, 素材ID=9:10個, 素材ID=14:1個"
99,"必殺技Lv10以上, 素材ID=4:30個, 素材ID=9:20個, 素材ID=14:3個"
100,"必殺技Lv10以上, 素材ID=4:50個, 素材ID=9:25個, 素材ID=14:3個"
101,"素材ID=5:20個, 素材ID=10:10個, 素材ID=15:1個"
102,素材ID=5:5個
103,素材ID=5:10個
104,"素材ID=5:10個, 素材ID=10:5個"
105,"素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個"
106,"素材ID=5:50個, 素材ID=10:25個, 素材ID=15:3個"
107,"素材ID=5:20個, 素材ID=10:15個, 素材ID=15:2個"
108,"素材ID=5:30個, 素材ID=10:15個, 素材ID=15:3個"
109,"必殺技Lv2以上, 素材ID=5:10個, 素材ID=10:5個"
110,"必殺技Lv2以上, 素材ID=5:10個, 素材ID=10:10個"
111,"必殺技Lv6以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個"
112,"必殺技Lv6以上, 素材ID=5:10個, 素材ID=10:10個"
113,"必殺技Lv4以上, 素材ID=5:10個, 素材ID=10:10個"
114,"必殺技Lv2以上, 素材ID=5:10個"
115,"必殺技Lv4以上, 素材ID=5:10個, 素材ID=10:5個"
116,"必殺技Lv4以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個"
117,"必殺技Lv6以上, 素材ID=5:15個, 素材ID=10:15個, 素材ID=15:2個"
118,"必殺技Lv8以上, 素材ID=5:15個, 素材ID=10:15個, 素材ID=15:2個"
119,"必殺技Lv10以上, 素材ID=5:15個, 素材ID=10:15個, 素材ID=15:2個"
120,"必殺技Lv8以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個"
121,"必殺技Lv10以上, 素材ID=5:10個, 素材ID=10:10個, 素材ID=15:1個"
122,"必殺技Lv10以上, 素材ID=5:30個, 素材ID=10:20個, 素材ID=15:3個"
123,"必殺技Lv10以上, 素材ID=5:50個, 素材ID=10:25個, 素材ID=15:3個"
124,"必殺技Lv10以上, 素材ID=1:50個, 素材ID=6:25個, 素材ID=11:3個"
125,"素材ID=16:20個, 素材ID=17:10個, 素材ID=18:1個"
126,素材ID=16:5個
127,素材ID=16:10個
128,"素材ID=16:10個, 素材ID=17:5個"
129,"素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個"
130,"素材ID=16:50個, 素材ID=17:25個, 素材ID=18:3個"
131,"素材ID=16:20個, 素材ID=17:15個, 素材ID=18:2個"
132,"素材ID=16:30個, 素材ID=17:15個, 素材ID=18:3個"
133,"必殺技Lv2以上, 素材ID=16:10個, 素材ID=17:5個"
134,"必殺技Lv2以上, 素材ID=16:10個, 素材ID=17:10個"
135,"必殺技Lv6以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個"
136,"必殺技Lv6以上, 素材ID=16:10個, 素材ID=17:10個"
137,"必殺技Lv4以上, 素材ID=16:10個, 素材ID=17:10個"
138,"必殺技Lv2以上, 素材ID=16:10個"
139,"必殺技Lv4以上, 素材ID=16:10個, 素材ID=17:5個"
140,"必殺技Lv4以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個"
141,"必殺技Lv6以上, 素材ID=16:15個, 素材ID=17:15個, 素材ID=18:2個"
142,"必殺技Lv8以上, 素材ID=16:15個, 素材ID=17:15個, 素材ID=18:2個"
143,"必殺技Lv10以上, 素材ID=16:15個, 素材ID=17:15個, 素材ID=18:2個"
144,"必殺技Lv8以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個"
145,"必殺技Lv10以上, 素材ID=16:10個, 素材ID=17:10個, 素材ID=18:1個"
146,"必殺技Lv10以上, 素材ID=16:30個, 素材ID=17:20個, 素材ID=18:3個"
147,"必殺技Lv10以上, 素材ID=16:50個, 素材ID=17:25個, 素材ID=18:3個"
148,"素材ID=16:40個, 素材ID=17:20個, 素材ID=18:2個"
149,"素材ID=16:250個, 素材ID=17:100個, 素材ID=18:15個"
150,"素材ID=16:50個, 素材ID=17:30個, 素材ID=18:5個"
151,"必殺技Lv10以上, 素材ID=16:250個, 素材ID=17:100個, 素材ID=18:15個"
152,"必殺技Lv10以上, 素材ID=16:500個, 素材ID=17:250個, 素材ID=18:30個"
153,"必殺技Lv6以上, 素材ID=16:250個, 素材ID=17:100個, 素材ID=18:15個"
154,"必殺技Lv2以上, 素材ID=16:50個, 素材ID=17:30個, 素材ID=18:5個"
155,"素材ID=16:100個, 素材ID=17:50個, 素材ID=18:5個"
156,"素材ID=16:75個, 素材ID=17:30個, 素材ID=18:5個"
157,"必殺技Lv2以上, 素材ID=16:100個, 素材ID=17:50個, 素材ID=18:5個"
158,"素材ID=19:40個, 素材ID=20:20個, 素材ID=21:2個"
159,"素材ID=19:100個, 素材ID=20:50個, 素材ID=21:5個"
160,"素材ID=19:50個, 素材ID=20:25個, 素材ID=21:2個"
161,"素材ID=19:80個, 素材ID=20:40個, 素材ID=21:4個"
162,"素材ID=19:75個, 素材ID=20:30個, 素材ID=21:5個"
163,"必殺技Lv6以上, 素材ID=19:250個, 素材ID=20:100個, 素材ID=21:15個"
164,"必殺技Lv2以上, 素材ID=19:50個, 素材ID=20:25個, 素材ID=21:2個"
165,"必殺技Lv10以上, 素材ID=19:500個, 素材ID=20:250個, 素材ID=21:30個"
166,"必殺技Lv2以上, 素材ID=19:100個, 素材ID=20:50個, 素材ID=21:5個"
167,"素材ID=19:20個, 素材ID=20:10個, 素材ID=21:1個"
168,素材ID=19:5個
169,素材ID=19:10個
170,"素材ID=19:10個, 素材ID=20:5個"
171,"素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個"
172,"素材ID=19:250個, 素材ID=20:100個, 素材ID=21:15個"
173,"素材ID=19:20個, 素材ID=20:15個, 素材ID=21:2個"
174,"素材ID=19:30個, 素材ID=20:15個, 素材ID=21:3個"
175,"必殺技Lv2以上, 素材ID=19:10個, 素材ID=20:5個"
176,"必殺技Lv2以上, 素材ID=19:10個, 素材ID=20:10個"
177,"必殺技Lv6以上, 素材ID=19:10個, 素材ID=20:10個"
178,"必殺技Lv4以上, 素材ID=19:10個, 素材ID=20:10個"
179,"必殺技Lv2以上, 素材ID=19:10個"
180,"必殺技Lv4以上, 素材ID=19:10個, 素材ID=20:5個"
181,"必殺技Lv6以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個"
182,"必殺技Lv4以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個"
183,"必殺技Lv6以上, 素材ID=19:15個, 素材ID=20:15個, 素材ID=21:2個"
184,"必殺技Lv8以上, 素材ID=19:15個, 素材ID=20:15個, 素材ID=21:2個"
185,"必殺技Lv10以上, 素材ID=19:15個, 素材ID=20:15個, 素材ID=21:2個"
186,"必殺技Lv8以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個"
187,"必殺技Lv10以上, 素材ID=19:10個, 素材ID=20:10個, 素材ID=21:1個"
188,"必殺技Lv10以上, 素材ID=19:30個, 素材ID=20:20個, 素材ID=21:3個"
189,"素材ID=22:20個, 素材ID=23:10個, 素材ID=24:1個"
190,素材ID=22:5個
191,"素材ID=22:40個, 素材ID=23:20個, 素材ID=24:2個"
192,素材ID=22:10個
193,"素材ID=22:10個, 素材ID=23:5個"
194,"素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個"
195,"素材ID=22:250個, 素材ID=23:100個, 素材ID=24:15個"
196,"素材ID=22:100個, 素材ID=23:50個, 素材ID=24:5個"
197,"素材ID=22:80個, 素材ID=23:40個, 素材ID=24:4個"
198,"素材ID=22:20個, 素材ID=23:15個, 素材ID=24:2個"
199,"素材ID=22:30個, 素材ID=23:15個, 素材ID=24:3個"
200,"素材ID=22:75個, 素材ID=23:30個, 素材ID=24:5個"
201,"必殺技Lv2以上, 素材ID=22:10個, 素材ID=23:5個"
202,"必殺技Lv2以上, 素材ID=22:10個, 素材ID=23:10個"
203,"必殺技Lv6以上, 素材ID=22:10個, 素材ID=23:10個"
204,"必殺技Lv4以上, 素材ID=22:10個, 素材ID=23:10個"
205,"必殺技Lv2以上, 素材ID=22:10個"
206,"必殺技Lv4以上, 素材ID=22:10個, 素材ID=23:5個"
207,"必殺技Lv6以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個"
208,"必殺技Lv4以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個"
209,"必殺技Lv6以上, 素材ID=22:15個, 素材ID=23:15個, 素材ID=24:2個"
210,"必殺技Lv8以上, 素材ID=22:15個, 素材ID=23:15個, 素材ID=24:2個"
211,"必殺技Lv10以上, 素材ID=22:15個, 素材ID=23:15個, 素材ID=24:2個"
212,"必殺技Lv8以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個"
213,"必殺技Lv10以上, 素材ID=22:10個, 素材ID=23:10個, 素材ID=24:1個"
214,"必殺技Lv10以上, 素材ID=22:30個, 素材ID=23:20個, 素材ID=24:3個"
215,"必殺技Lv6以上, 素材ID=22:250個, 素材ID=23:100個, 素材ID=24:15個"
216,"必殺技Lv2以上, 素材ID=22:100個, 素材ID=23:50個, 素材ID=24:5個"
217,"必殺技Lv10以上, 素材ID=22:500個, 素材ID=23:250個, 素材ID=24:30個"
218,"素材ID=25:20個, 素材ID=26:10個, 素材ID=27:1個"
219,素材ID=25:5個
220,"素材ID=25:40個, 素材ID=26:20個, 素材ID=27:2個"
221,素材ID=25:10個
222,"素材ID=25:10個, 素材ID=26:5個"
223,"素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個"
224,"必殺技Lv6以上, 素材ID=25:250個, 素材ID=26:100個, 素材ID=27:15個"
225,"素材ID=25:50個, 素材ID=26:30個, 素材ID=27:3個"
226,"素材ID=25:20個, 素材ID=26:15個, 素材ID=27:2個"
227,"素材ID=25:30個, 素材ID=26:15個, 素材ID=27:3個"
228,"素材ID=25:50個, 素材ID=26:20個, 素材ID=27:3個"
229,"必殺技Lv2以上, 素材ID=25:10個, 素材ID=26:5個"
230,"必殺技Lv2以上, 素材ID=25:10個, 素材ID=26:10個"
231,"必殺技Lv6以上, 素材ID=25:10個, 素材ID=26:10個"
232,"必殺技Lv4以上, 素材ID=25:10個, 素材ID=26:10個"
233,"必殺技Lv2以上, 素材ID=25:10個"
234,"必殺技Lv4以上, 素材ID=25:10個, 素材ID=26:5個"
235,"必殺技Lv6以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個"
236,"必殺技Lv4以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個"
237,"必殺技Lv6以上, 素材ID=25:15個, 素材ID=26:15個, 素材ID=27:2個"
238,"必殺技Lv8以上, 素材ID=25:15個, 素材ID=26:15個, 素材ID=27:2個"
239,"必殺技Lv10以上, 素材ID=25:15個, 素材ID=26:15個, 素材ID=27:2個"
240,"必殺技Lv8以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個"
241,"必殺技Lv10以上, 素材ID=25:10個, 素材ID=26:10個, 素材ID=27:1個"
242,"必殺技Lv10以上, 素材ID=25:30個, 素材ID=26:20個, 素材ID=27:3個"
243,"必殺技Lv5以上, 素材ID=25:100個, 素材ID=26:50個, 素材ID=27:5個"
244,"素材ID=25:100個, 素材ID=26:50個, 素材ID=27:5個"
245,"必殺技Lv10以上, 素材ID=25:250個, 素材ID=26:100個, 素材ID=27:15個"
246,"素材ID=28:20個, 素材ID=29:10個, 素材ID=30:1個"
247,素材ID=28:5個
248,"素材ID=28:40個, 素材ID=29:20個, 素材ID=30:2個"
249,素材ID=28:10個
250,"素材ID=28:10個, 素材ID=29:5個"
251,"素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個"
252,"必殺技Lv6以上, 素材ID=28:100個, 素材ID=29:50個, 素材ID=30:5個"
253,"素材ID=28:50個, 素材ID=29:30個, 素材ID=30:3個"
254,"素材ID=28:20個, 素材ID=29:15個, 素材ID=30:2個"
255,"素材ID=28:30個, 素材ID=29:15個, 素材ID=30:3個"
256,"素材ID=28:75個, 素材ID=29:30個, 素材ID=30:5個"
257,"必殺技Lv2以上, 素材ID=28:10個, 素材ID=29:5個"
258,"必殺技Lv2以上, 素材ID=28:10個, 素材ID=29:10個"
259,"必殺技Lv6以上, 素材ID=28:10個, 素材ID=29:10個"
260,"必殺技Lv4以上, 素材ID=28:10個, 素材ID=29:10個"
261,"必殺技Lv2以上, 素材ID=28:10個"
262,"必殺技Lv4以上, 素材ID=28:10個, 素材ID=29:5個"
263,"必殺技Lv6以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個"
264,"必殺技Lv4以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個"
265,"必殺技Lv6以上, 素材ID=28:15個, 素材ID=29:15個, 素材ID=30:2個"
266,"必殺技Lv8以上, 素材ID=28:15個, 素材ID=29:15個, 素材ID=30:2個"
267,"必殺技Lv10以上, 素材ID=28:15個, 素材ID=29:15個, 素材ID=30:2個"
268,"必殺技Lv8以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個"
269,"必殺技Lv10以上, 素材ID=28:10個, 素材ID=29:10個, 素材ID=30:1個"
270,"必殺技Lv10以上, 素材ID=28:30個, 素材ID=29:20個, 素材ID=30:3個"
271,"必殺技Lv5以上, 素材ID=28:100個, 素材ID=29:50個, 素材ID=30:5個"
272,"素材ID=28:100個, 素材ID=29:50個, 素材ID=30:5個"
273,"必殺技Lv10以上, 素材ID=28:500個, 素材ID=29:250個, 素材ID=30:30個"
274,"素材ID=31:20個, 素材ID=32:10個, 素材ID=33:1個"
275,素材ID=31:5個
276,"素材ID=31:40個, 素材ID=32:20個, 素材ID=33:2個"
277,素材ID=31:10個
278,"素材ID=31:10個, 素材ID=32:5個"
279,"素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個"
280,"必殺技Lv6以上, 素材ID=31:250個, 素材ID=32:100個, 素材ID=33:15個"
281,"素材ID=31:100個, 素材ID=32:50個, 素材ID=33:5個"
282,"素材ID=31:20個, 素材ID=32:15個, 素材ID=33:2個"
283,"素材ID=31:30個, 素材ID=32:15個, 素材ID=33:3個"
284,"素材ID=31:75個, 素材ID=32:30個, 素材ID=33:5個"
285,"必殺技Lv2以上, 素材ID=31:10個, 素材ID=32:5個"
286,"必殺技Lv2以上, 素材ID=31:10個, 素材ID=32:10個"
287,"必殺技Lv6以上, 素材ID=31:10個, 素材ID=32:10個"
288,"必殺技Lv4以上, 素材ID=31:10個, 素材ID=32:10個"
289,"必殺技Lv2以上, 素材ID=31:10個"
290,"必殺技Lv4以上, 素材ID=31:10個, 素材ID=32:5個"
291,"必殺技Lv6以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個"
292,"必殺技Lv4以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個"
293,"必殺技Lv6以上, 素材ID=31:15個, 素材ID=32:15個, 素材ID=33:2個"
294,"必殺技Lv8以上, 素材ID=31:15個, 素材ID=32:15個, 素材ID=33:2個"
295,"必殺技Lv10以上, 素材ID=31:15個, 素材ID=32:15個, 素材ID=33:2個"
296,"必殺技Lv8以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個"
297,"必殺技Lv10以上, 素材ID=31:10個, 素材ID=32:10個, 素材ID=33:1個"
298,"必殺技Lv10以上, 素材ID=31:30個, 素材ID=32:20個, 素材ID=33:3個"
299,"必殺技Lv5以上, 素材ID=31:100個, 素材ID=32:50個, 素材ID=33:5個"
300,"必殺技Lv10以上, 素材ID=31:600個, 素材ID=32:300個, 素材ID=33:40個"
301,"素材ID=34:20個, 素材ID=35:10個, 素材ID=36:1個"
302,素材ID=34:5個
303,"素材ID=34:40個, 素材ID=35:20個, 素材ID=36:2個"
304,素材ID=34:10個
305,"素材ID=34:10個, 素材ID=35:5個"
306,"素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個"
307,"必殺技Lv6以上, 素材ID=34:250個, 素材ID=35:100個, 素材ID=36:15個"
308,"素材ID=34:50個, 素材ID=35:30個, 素材ID=36:3個"
309,"素材ID=34:20個, 素材ID=35:15個, 素材ID=36:2個"
310,"素材ID=34:30個, 素材ID=35:15個, 素材ID=36:3個"
311,"素材ID=34:50個, 素材ID=35:20個, 素材ID=36:3個"
312,"必殺技Lv2以上, 素材ID=34:10個, 素材ID=35:5個"
313,"必殺技Lv2以上, 素材ID=34:10個, 素材ID=35:10個"
314,"必殺技Lv6以上, 素材ID=34:10個, 素材ID=35:10個"
315,"必殺技Lv4以上, 素材ID=34:10個, 素材ID=35:10個"
316,"必殺技Lv2以上, 素材ID=34:10個"
317,"必殺技Lv4以上, 素材ID=34:10個, 素材ID=35:5個"
318,"必殺技Lv6以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個"
319,"必殺技Lv4以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個"
320,"必殺技Lv6以上, 素材ID=34:15個, 素材ID=35:15個, 素材ID=36:2個"
321,"必殺技Lv8以上, 素材ID=34:15個, 素材ID=35:15個, 素材ID=36:2個"
322,"必殺技Lv10以上, 素材ID=34:15個, 素材ID=35:15個, 素材ID=36:2個"
323,"必殺技Lv8以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個"
324,"必殺技Lv10以上, 素材ID=34:10個, 素材ID=35:10個, 素材ID=36:1個"
325,"必殺技Lv10以上, 素材ID=34:30個, 素材ID=35:20個, 素材ID=36:3個"
326,"必殺技Lv5以上, 素材ID=34:100個, 素材ID=35:50個, 素材ID=36:5個"
327,"素材ID=34:100個, 素材ID=35:50個, 素材ID=36:5個"
328,"必殺技Lv10以上, 素材ID=34:250個, 素材ID=35:100個, 素材ID=36:15個"
329,"素材ID=37:20個, 素材ID=38:10個, 素材ID=39:1個"
330,素材ID=37:5個
331,"素材ID=37:40個, 素材ID=38:20個, 素材ID=39:2個"
332,素材ID=37:10個
333,"素材ID=37:10個, 素材ID=38:5個"
334,"素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個"
335,"必殺技Lv6以上, 素材ID=37:250個, 素材ID=38:100個, 素材ID=39:15個"
336,"素材ID=37:50個, 素材ID=38:30個, 素材ID=39:3個"
337,"素材ID=37:20個, 素材ID=38:15個, 素材ID=39:2個"
338,"素材ID=37:30個, 素材ID=38:15個, 素材ID=39:3個"
339,"素材ID=37:75個, 素材ID=38:30個, 素材ID=39:5個"
340,"必殺技Lv2以上, 素材ID=37:10個, 素材ID=38:5個"
341,"必殺技Lv2以上, 素材ID=37:10個, 素材ID=38:10個"
342,"必殺技Lv6以上, 素材ID=37:10個, 素材ID=38:10個"
343,"必殺技Lv4以上, 素材ID=37:10個, 素材ID=38:10個"
344,"必殺技Lv2以上, 素材ID=37:10個"
345,"必殺技Lv4以上, 素材ID=37:10個, 素材ID=38:5個"
346,"必殺技Lv6以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個"
347,"必殺技Lv4以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個"
348,"必殺技Lv6以上, 素材ID=37:15個, 素材ID=38:15個, 素材ID=39:2個"
349,"必殺技Lv8以上, 素材ID=37:15個, 素材ID=38:15個, 素材ID=39:2個"
350,"必殺技Lv10以上, 素材ID=37:15個, 素材ID=38:15個, 素材ID=39:2個"
351,"必殺技Lv8以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個"
352,"必殺技Lv10以上, 素材ID=37:10個, 素材ID=38:10個, 素材ID=39:1個"
353,"必殺技Lv10以上, 素材ID=37:30個, 素材ID=38:20個, 素材ID=39:3個"
354,"必殺技Lv5以上, 素材ID=37:100個, 素材ID=38:50個, 素材ID=39:5個"
355,"素材ID=37:100個, 素材ID=38:50個, 素材ID=39:5個"
356,"必殺技Lv10以上, 素材ID=37:250個, 素材ID=38:100個, 素材ID=39:15個"
357,"素材ID=28:80個, 素材ID=29:40個, 素材ID=30:4個"
358,"素材ID=40:20個, 素材ID=41:10個, 素材ID=42:1個"
359,素材ID=40:5個
360,"素材ID=40:40個, 素材ID=41:20個, 素材ID=42:2個"
361,素材ID=40:10個
362,"素材ID=40:10個, 素材ID=41:5個"
363,"素材ID=40:10個, 素材ID=41:10個, 素材ID=42:1個"
364,"素材ID=40:250個, 素材ID=41:100個, 素材ID=42:15個"
365,"素材ID=40:100個, 素材ID=41:50個, 素材ID=42:5個"
