id,card_sticker_item_id,card_decoration_id,open_at,created_at,updated_at
9126,1,127,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9127,1,128,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9128,1,129,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9129,1,130,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9130,1,131,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9131,1,132,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9132,1,133,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9133,1,134,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9134,1,135,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9135,1,136,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9136,1,137,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9138,1,139,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9139,1,140,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9140,1,141,2018-12-30 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9141,1,34,2019-01-01 00:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9142,1,142,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9143,1,143,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9144,1,144,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9145,1,145,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9146,1,146,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9147,1,25,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9148,1,26,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9149,1,27,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9150,1,28,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9151,1,30,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9152,1,31,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9153,1,32,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9154,1,33,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9155,8,30,2018-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9156,10,34,2019-12-31 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9158,1,147,2020-03-03 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9159,1,148,2020-03-18 06:18:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9160,1,149,2020-04-01 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9161,1,150,2020-04-09 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9162,1,151,2020-04-09 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9163,1,152,2020-04-24 04:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9164,1,153,2020-04-24 04:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9165,11,1,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9166,11,8,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9167,11,120,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9168,11,122,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9169,11,15,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9170,11,16,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9171,11,17,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9172,11,144,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9173,11,143,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9174,11,142,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9175,11,40,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9176,11,19,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9177,11,20,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9178,11,21,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9179,11,47,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9180,11,135,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9181,11,129,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9182,11,53,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9183,11,61,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9184,11,66,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9185,11,72,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9186,11,74,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9187,11,75,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9188,11,145,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9189,11,104,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9190,11,111,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9191,11,140,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9192,11,116,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9193,11,149,2020-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9194,1,154,2020-05-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9195,1,155,2020-05-29 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9196,1,156,2020-06-02 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9197,1,157,2020-06-02 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9198,1,160,2020-06-16 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9199,1,161,2020-06-16 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9200,1,158,2020-06-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9201,1,159,2020-06-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9202,1,162,2020-07-03 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9203,1,163,2020-07-03 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9204,1,164,2020-07-03 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9205,1,165,2020-07-16 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9206,1,166,2020-07-16 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9207,1,167,2020-07-31 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9209,1,169,2020-08-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9210,1,170,2020-08-11 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9211,1,171,2020-08-20 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9212,1,172,2020-09-15 05:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9213,1,173,2020-09-15 05:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9214,1,174,2020-09-25 05:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9215,1,175,2020-10-05 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9217,1,177,2020-10-22 05:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9218,1,178,2020-10-22 05:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9219,1,179,2020-10-26 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9220,1,180,2020-10-26 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9221,1,181,2020-10-30 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9222,1,182,2020-11-05 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9223,1,183,2020-11-30 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9224,1,184,2020-12-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9225,1,185,2020-12-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9226,1,186,2020-12-15 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9227,1,187,2020-12-15 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9228,1,188,2020-12-28 02:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9229,1,189,2020-12-28 02:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9230,1,192,2021-01-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9231,1,193,2021-01-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9232,1,194,2021-01-22 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9233,1,195,2021-01-22 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9234,1,196,2021-02-22 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9235,1,197,2021-02-22 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9236,1,198,2021-02-22 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9237,12,198,2021-02-22 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9238,1,203,2021-03-18 06:18:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9239,1,199,2021-03-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9240,1,201,2021-03-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9241,1,202,2021-03-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9242,1,200,2021-03-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9243,1,190,2021-04-02 06:30:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9244,1,191,2021-04-02 06:30:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9245,1,205,2021-04-01 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9246,1,206,2021-04-01 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9247,1,204,2021-04-01 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9248,1,207,2021-04-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9249,1,208,2021-04-28 00:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9250,1,209,2021-04-28 00:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9251,1,210,2021-04-28 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9252,1,211,2021-04-28 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9253,1,212,2021-04-28 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9254,13,8,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9255,13,19,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9256,13,1,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9257,13,40,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9258,13,47,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9259,13,53,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9260,13,66,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9261,13,74,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9262,13,75,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9263,13,104,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9264,13,111,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9265,13,122,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9266,13,129,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9267,13,140,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9268,13,142,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9269,13,143,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9270,13,144,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9271,13,145,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9272,13,149,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9273,13,187,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9274,13,184,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9275,13,185,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9276,13,192,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9277,13,208,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9278,13,15,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9279,13,16,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9280,13,17,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9281,13,20,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9282,13,61,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9283,13,72,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9284,13,116,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9285,13,120,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9286,13,135,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9287,13,186,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9288,13,167,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9289,13,21,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9290,13,201,2021-05-07 15:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9291,1,213,2021-05-20 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9292,1,214,2021-05-31 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9293,1,215,2021-07-07 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9294,1,216,2021-07-07 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9295,1,217,2021-07-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9296,1,218,2021-07-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9297,1,224,2021-07-20 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9298,1,225,2021-07-20 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9299,1,226,2021-07-13 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9300,1,219,2021-07-30 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9301,1,227,2021-07-30 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9302,1,228,2021-07-30 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9303,1,239,2021-08-05 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9304,1,240,2021-08-05 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9305,1,234,2021-08-26 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9306,1,237,2021-08-26 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9307,1,229,2021-08-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9308,1,230,2021-08-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9309,1,231,2021-08-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9310,1,232,2021-08-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9311,1,233,2021-08-12 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9312,1,235,2021-09-09 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9313,1,236,2021-09-09 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9314,1,238,2021-09-23 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9315,1,241,2021-09-23 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9316,1,242,2021-09-23 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9317,1,243,2021-09-23 06:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9318,1,245,2022-03-18 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9319,1,246,2022-03-18 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9320,1,247,2022-03-18 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9321,1,244,2021-10-05 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9322,1,250,2021-10-05 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9323,1,251,2021-10-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9324,1,252,2021-10-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9325,1,253,2021-10-08 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9331,1,257,2021-10-26 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9332,1,258,2021-10-26 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9333,1,259,2021-10-29 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9334,1,260,2021-11-02 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9335,1,261,2021-11-02 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9336,1,264,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9337,1,265,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9338,1,270,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9339,1,271,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9340,1,272,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9341,1,273,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9342,1,262,2021-11-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9343,1,263,2021-11-04 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9344,1,267,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9345,1,268,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9346,1,269,2021-11-25 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9347,1,274,2021-11-30 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
9348,1,276,2021-12-09 08:00:00,2024-07-17 02:05:48,2024-07-17 02:05:48
