id,quest_id,type,card_category_id,quest_category_bonus_rarity_table_id
120,352003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23
121,352004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23
122,352005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23
123,352006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,23
124,160004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,12
125,160004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,12
126,307001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
127,307002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
128,307003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
129,307004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
130,307005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
131,307006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
132,307007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
133,307008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
134,307009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
135,307010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,24
136,137001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,1,25
137,355001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
138,355002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
139,355003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
140,355004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
141,355005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
142,603001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,27
143,603002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,27
144,603003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,27
145,603001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,27
146,603002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,27
147,603003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,27
148,355006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
149,355007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
150,355008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
151,355009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
152,355010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
153,355011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
154,353001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28
155,353002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28
156,353003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28
157,353004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28
158,353005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,28
159,357001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
160,357002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
161,357003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
162,357004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
163,357005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
164,357006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
165,357007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
166,357008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
167,357009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
168,357010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
169,357011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
170,357012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
171,354001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30
172,354002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30
173,354003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30
174,354004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30
175,354005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,25,30
176,361001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31
177,361002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31
178,361003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31
179,361004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,32,31
180,363001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32
181,363002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32
182,363003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32
183,363004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32
184,364001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
185,364002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
186,364003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
187,364004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
188,364005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
189,364006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
190,364007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
191,364008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
192,364009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
193,364010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,33
194,601001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34
195,601002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34
196,601003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34
197,601004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,34
198,604001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35
199,604002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35
200,604003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,35
201,321001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
202,321002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
203,321003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
204,321004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
205,321005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
206,321006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
207,321007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
208,321008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
209,321009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
210,321010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
211,321011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
212,321012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,36
213,355012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,26
214,367001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,37
215,367002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,37
216,367003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,22,37
217,365001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
218,365002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
219,365003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
220,365004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
221,365005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
222,365006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
223,365007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
224,365008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,5,38
225,366001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
226,366002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
227,366003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
228,366004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
229,366005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
230,366006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
231,366007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
232,366008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,21,39
233,368001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
234,368002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
235,368003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
236,368004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
237,368005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
238,368006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
239,368007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
240,368008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,31,40
241,369001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
242,369002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
243,369003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
244,369004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
245,369005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
246,369006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
247,369007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
248,369008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
249,369009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
250,369010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,41
251,188001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,33,42
252,188002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,33,42
253,188003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,33,42
254,371001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
255,371002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
256,371003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
257,371004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
258,371005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
259,371006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
260,371007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
261,371008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
262,371009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
263,371010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
264,371011,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
265,371012,QuestCategoryBonus::SugorokuStart::AdditionalDrop,19,43
266,373001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
267,373002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
268,373003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
269,373004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
270,373005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
271,373006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
272,373007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,24,44
273,189001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,45
274,189002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,45
275,181001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
276,181002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
277,181003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
278,181004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
279,181005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
280,181006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
281,181007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
282,181008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,46
283,372001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,36,47
284,372002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,36,47
285,372003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,36,47
286,372004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,36,47
287,372005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,36,47
288,372006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,36,47
289,374001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
290,374002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
291,374003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
292,374004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
293,374005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
294,374006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
295,374007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
296,374008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
297,374009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
298,374010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,48
299,605001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,38,49
300,605002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,38,49
301,605003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,38,49
302,376001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,50
303,376002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,50
304,376003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,50
305,375001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,51
306,375002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,51
307,375003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,51
308,375004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,51
309,375005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,17,51
310,376004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,50
311,376005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,50
312,376006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,26,50
313,377001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
314,377002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
315,377003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
316,377004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
317,377005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
318,377006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
319,377007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
320,377008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
321,377009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,8,51
322,378001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
323,378002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
324,378003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
325,378004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
326,378005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
327,378006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
328,378007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
329,378008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
330,363005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,32
331,323001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
332,323002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
333,323003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
334,323004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
335,323005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
336,323006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
337,323007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
338,323008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
339,323009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
340,323010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
341,160005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,4,12
342,160005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,6,12
343,379001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,56,52
344,379002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,56,52
345,379003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,56,52
346,381001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,100
347,381002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,100
348,381003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,100
349,381004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,100
350,381005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,100
351,381006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,29,100
352,382001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
353,382002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
354,382003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
355,382004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
356,382005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
357,382006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
358,382007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
359,382008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
360,209001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,3,7
361,382009,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
362,382010,QuestCategoryBonus::SugorokuStart::AdditionalDrop,9,100
363,384001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
364,384002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
365,384003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,41,100
366,211001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,53
367,211001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,39,53
368,211002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,30,53
369,211002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,39,53
370,212001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
371,212002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,42,100
372,383001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,60,100
373,383002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,60,100
374,383003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,60,100
375,383004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,60,100
376,383005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,60,100
377,357013,QuestCategoryBonus::SugorokuStart::AdditionalDrop,2,29
378,387001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
379,387002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
380,387003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
381,387004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
382,387005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
383,387006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
384,387007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,44,100
385,606001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
386,606002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
387,606003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,50,100
388,325001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
389,325002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
390,325003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
391,325004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
392,325005,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
393,325006,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
394,325007,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
395,325008,QuestCategoryBonus::SugorokuStart::AdditionalDrop,27,100
398,337001,QuestCategoryBonus::SugorokuStart::AdditionalDrop,47,100
399,337002,QuestCategoryBonus::SugorokuStart::AdditionalDrop,47,100
400,337003,QuestCategoryBonus::SugorokuStart::AdditionalDrop,47,100
401,337004,QuestCategoryBonus::SugorokuStart::AdditionalDrop,47,100
