id,type,category,chapter_id,db_story_id,name,prev_area_id,all_clear_bonus_stones,bgm_id,event_image_path,banner_image_path,listbutton_image_path,is_listbutton_visible,event_priority,announcement_id,is_quest_num_visible,first_released_at,created_at,updated_at
24,Area::MainArea,0,4.0,,野望の人造人間,,1.0,,,,images/home/myp_banner_bouken.png,1,0,,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
25,Area::MainArea,0,4.0,,侵略の気配,,1.0,,,,images/home/myp_banner_bouken.png,1,0,,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
26,Area::MainArea,0,4.0,,悪魔のテクノロジー,,1.0,,,,images/home/myp_banner_bouken.png,1,0,,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
27,Area::MainArea,0,4.0,,重い試練,,1.0,,,,images/home/myp_banner_bouken.png,1,0,,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
28,Area::MainArea,0,5.0,,追うものと追われるもの,,,,,,images/home/myp_banner_bouken.png,1,0,200953.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
29,Area::MainArea,0,5.0,,共同戦線!!,,,,,,images/home/myp_banner_bouken.png,1,0,201038.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
30,Area::MainArea,0,5.0,,サイヤ人大激突,,,,,,images/home/myp_banner_bouken.png,1,0,201079.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
31,Area::MainArea,0,5.0,,カメハウスの再会,,,,,,images/home/myp_banner_bouken.png,1,0,201210.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
32,Area::MainArea,0,5.0,,怨念の標的,,,,,,images/home/myp_banner_bouken.png,1,0,201338.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
33,Area::MainArea,0,5.0,,闘う者たち,,,,,,images/home/myp_banner_bouken.png,1,0,201407.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
34,Area::MainArea,0,6.0,,迎え撃つフリーザ軍,,,,,,images/home/myp_banner_bouken.png,1,0,201539.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
35,Area::MainArea,0,6.0,,激戦！ギニュー特戦隊,,,,,,images/home/myp_banner_bouken.png,1,0,201576.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
101,Area::EventArea,5,,,手に入れろ!!速覚醒メダル,,,,images/event/eve_header/quest_top_banner_101.png,images/event/eve_banner/quest_list_banner_101.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
102,Area::EventArea,5,,,手に入れろ!!技覚醒メダル,,,,images/event/eve_header/quest_top_banner_102.png,images/event/eve_banner/quest_list_banner_102.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
103,Area::EventArea,5,,,手に入れろ!!知覚醒メダル,,,,images/event/eve_header/quest_top_banner_103.png,images/event/eve_banner/quest_list_banner_103.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
104,Area::EventArea,5,,,手に入れろ!!力覚醒メダル,,,,images/event/eve_header/quest_top_banner_104.png,images/event/eve_banner/quest_list_banner_104.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
105,Area::EventArea,5,,,手に入れろ!!体覚醒メダル,,,,images/event/eve_header/quest_top_banner_105.png,images/event/eve_banner/quest_list_banner_105.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
106,Area::EventArea,5,,,手に入れろ!!速覚醒メダル,,,,images/event/eve_header/quest_top_banner_101.png,images/event/eve_banner/quest_list_banner_101.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
107,Area::EventArea,5,,,手に入れろ!!技覚醒メダル,,,,images/event/eve_header/quest_top_banner_102.png,images/event/eve_banner/quest_list_banner_102.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
108,Area::EventArea,5,,,手に入れろ!!知覚醒メダル,,,,images/event/eve_header/quest_top_banner_103.png,images/event/eve_banner/quest_list_banner_103.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
109,Area::EventArea,5,,,手に入れろ!!力覚醒メダル,,,,images/event/eve_header/quest_top_banner_104.png,images/event/eve_banner/quest_list_banner_104.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
110,Area::EventArea,5,,,手に入れろ!!体覚醒メダル,,,,images/event/eve_header/quest_top_banner_105.png,images/event/eve_banner/quest_list_banner_105.png,,0,50,200201.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
111,Area::EventArea,6,,,手に入れろ! 覚醒メダル,,,,images/event/eve_header/quest_top_banner_111_4.png,images/event/eve_banner/quest_list_banner_111_2.png,,0,900,200201.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
115,Area::EventArea,6,,,大富豪!!サタンへの挑戦,,,,images/event/eve_header/quest_top_banner_115_1.png,images/event/eve_banner/quest_list_banner_115_1.png,,0,80,200203.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
116,Area::EventArea,6,,,大富豪!!サタンへの挑戦,,,,images/event/eve_header/quest_top_banner_116_1.png,images/event/eve_banner/quest_list_banner_116.png,images/home/myp_banner_event_116.png,1,920,200213.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
120,Area::EventArea,6,,,カリン塔での猛特訓,,,,images/event/eve_header/quest_top_banner_120_4.png,images/event/eve_banner/quest_list_banner_120_1.png,images/home/myp_banner_event_120b.png,1,910,200202.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
125,Area::EventArea,3,,,界王星へのヘビ〜な道のり,,,,images/event/eve_header/quest_top_banner_125.png,images/event/eve_banner/quest_list_banner_125.png,,0,0,,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
126,Area::EventArea,3,,,界王星へのヘビ〜な道のり,,1.0,,images/event/eve_header/quest_top_banner_126_3.png,images/event/eve_banner/quest_list_banner_125.png,,0,0,,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
130,Area::EventArea,1,,,雲の上のすんげぇ稽古,,,,images/event/eve_header/quest_top_banner_130.png,images/event/eve_banner/quest_list_banner_130C.png,images/home/myp_banner_event_130_beginner.png,1,1000,200024.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
131,Area::EventArea,6,,,賞金ガッポリ! サタンの武道会,,,,images/event/eve_header/quest_top_banner_131_K.png,images/event/eve_banner/quest_list_banner_131_3.png,images/home/myp_banner_event_131_30th.png,1,1010,200091.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
132,Area::EventArea,6,,,亀仙流修業の大サービス,,,,images/event/eve_header/quest_top_banner_132_K.png,images/event/eve_banner/quest_list_banner_132_3.png,images/home/myp_banner_event_132B.png,1,1020,200092.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
133,Area::EventArea,2,,,感謝と希望のアドベンチャー,,,,images/event/eve_header/quest_top_banner_133_4.png,images/event/eve_banner/quest_list_banner_133_1.png,images/home/myp_banner_event_133_2.png,1,400,200135.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
134,Area::EventArea,6,,,天才ブルマの戦闘準備,,,,images/event/eve_header/quest_top_banner_134_3.png,images/event/eve_banner/quest_list_banner_134_2.png,images/home/myp_banner_event_134_2.png,1,1150,200101.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
135,Area::EventArea,4,,,パンのひみつの冒険,,,,images/event/eve_header/quest_top_banner_135_ex.png,images/event/eve_banner/quest_list_banner_135_ex.png,images/home/myp_banner_event_135_ex.png,1,1020,200136.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
136,Area::EventArea,2,,,アニメドラゴンボール30th記念!超戦士列伝,,,,images/event/eve_header/quest_top_banner_136.png,images/event/eve_banner/quest_list_banner_136.png,,0,0,200130.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
137,Area::EventArea,2,,,ドラゴンボールフュージョンズ~融合した世界~,,,,images/event/eve_header/quest_top_banner_137_A.png,images/event/eve_banner/quest_list_banner_137.png,images/home/myp_banner_event_137.png,0,0,200152.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
138,Area::EventArea,2,,,ほよよ！摩訶不思議ペンギン村！,,,,images/event/eve_header/quest_top_banner_138_ex.png,images/event/eve_banner/quest_list_banner_138.png,images/home/myp_banner_event_138.png,1,400,200157.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
139,Area::EventArea,2,,,カッとばせ！主将ヤムチャ！,,,,images/event/eve_header/quest_top_banner_139_1.png,images/event/eve_banner/quest_list_banner_139.png,images/home/myp_banner_event_139.png,1,1130,200168.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
140,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_140.png,images/event/eve_banner/quest_list_banner_140.png,images/home/myp_banner_event_140.png,1,1030,200162.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
141,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_141.png,images/event/eve_banner/quest_list_banner_141.png,images/home/myp_banner_event_141.png,1,1030,200163.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
142,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_142.png,images/event/eve_banner/quest_list_banner_142.png,images/home/myp_banner_event_142.png,1,1030,200164.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
143,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_143.png,images/event/eve_banner/quest_list_banner_143.png,images/home/myp_banner_event_143.png,1,1030,200165.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
144,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_144.png,images/event/eve_banner/quest_list_banner_144.png,images/home/myp_banner_event_144.png,1,1030,200166.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
146,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_146_1.png,images/event/eve_banner/quest_list_banner_146.png,images/home/myp_banner_event_146.png,1,900,200177.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
147,Area::EventArea,2,,,超戦士列伝,,,,images/event/eve_header/quest_top_banner_147.png,images/event/eve_banner/quest_list_banner_147.png,images/home/myp_banner_event_147.png,0,1170,200189.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
149,Area::EventArea,5,,,解放せよ 潜在能力,,,,images/event/eve_header/quest_top_banner_149.png,images/event/eve_banner/quest_list_banner_146.png,images/home/myp_banner_event_146.png,1,1030,200238.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
150,Area::EventArea,2,,,レッツゴー！ステキな恋人さがし,,,,images/event/eve_header/quest_top_banner_150.png,images/event/eve_banner/quest_list_banner_150.png,images/home/myp_banner_event_150.png,0,400,200219.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
152,Area::EventArea,2,,,魔人ブウのお菓子なイタズラ！,,,,images/event/eve_header/quest_top_banner_152_1.png,images/event/eve_banner/quest_list_banner_152R.png,images/home/myp_banner_event_152_1.png,1,1091,200239.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
153,Area::EventArea,2,,,ギニュー特戦隊のスペシャルトレーニング,,,,images/event/eve_header/quest_top_banner_153_1.png,images/event/eve_banner/quest_list_banner_153_1.png,images/home/myp_banner_event_153.png,0,410,200270.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
154,Area::EventArea,2,,,ギニュー特戦隊のスペシャルトレーニング,,,,images/event/eve_header/quest_top_banner_154.png,images/event/eve_banner/quest_list_banner_154.png,images/home/myp_banner_event_154.png,0,410,200271.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
155,Area::EventArea,2,,,ギニュー特戦隊のスペシャルトレーニング,,,,images/event/eve_header/quest_top_banner_155.png,images/event/eve_banner/quest_list_banner_155.png,images/home/myp_banner_event_155.png,0,410,200272.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
156,Area::EventArea,2,,,ギニュー特戦隊のスペシャルトレーニング,,,,images/event/eve_header/quest_top_banner_156.png,images/event/eve_banner/quest_list_banner_156.png,images/home/myp_banner_event_156.png,0,410,200273.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
157,Area::EventArea,2,,,ギニュー特戦隊のスペシャルトレーニング,,,,images/event/eve_header/quest_top_banner_157_1.png,images/event/eve_banner/quest_list_banner_157.png,images/home/myp_banner_event_157.png,0,410,200274.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
158,Area::EventArea,2,,,ギニュー特戦隊のスペシャルトレーニング,,,,images/event/eve_header/quest_top_banner_158_1.png,images/event/eve_banner/quest_list_banner_158_1.png,images/home/myp_banner_event_158.png,0,410,200275.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
159,Area::EventArea,2,,,悟空パワー全開!!銀河の果てまで6日間,,,,images/event/eve_header/quest_top_banner_159.png,images/event/eve_banner/quest_list_banner_159.png,images/home/myp_banner_event_159.png,0,0,200265.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
160,Area::EventArea,2,,,愛をお届け！魔女っ子戦士！,,,,images/event/eve_header/quest_top_banner_160_AA.png,images/event/eve_banner/quest_list_banner_160A.png,images/home/myp_banner_event_160_AA.png,1,400,200279.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
161,Area::EventArea,2,,,ぼくらにおまかせ！チビッコレンジャー！,,,,images/event/eve_header/quest_top_banner_161.png,images/event/eve_banner/quest_list_banner_161.png,images/home/myp_banner_event_161.png,1,400,200322.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
162,Area::EventArea,2,,,ドラゴンボール ファイターズ  超戦士編,,,,images/event/eve_header/quest_top_banner_162_A1.png,images/event/eve_banner/quest_list_banner_162.png,images/home/myp_banner_event_162.png,1,1300,200307.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
163,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
164,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
165,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
166,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
167,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
168,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
169,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_163.png,images/event/eve_banner/quest_list_banner_163.png,images/home/myp_banner_event_163.png,0,0,200306.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
171,Area::EventArea,2,,,おばけDEドッキリ大作戦,,,,images/event/eve_header/quest_top_banner_171_1.png,images/event/eve_banner/quest_list_banner_171_1.png,images/home/myp_banner_event_171_1.png,1,1091,200328.0,1,,2024-07-30 02:05:01,2024-07-30 02:05:01
172,Area::EventArea,2,,,宇宙の危機!! 邪悪龍誕生,,,,images/event/eve_header/quest_top_banner_172.png,images/event/eve_banner/quest_list_banner_172.png,images/home/myp_banner_event_172.png,1,1160,200370.0,1,2019-02-21 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
173,Area::EventArea,2,,,神龍への願い,,,,images/event/eve_header/quest_top_banner_173.png,images/event/eve_banner/quest_list_banner_173.png,images/home/myp_banner_event_173.png,1,1150,200369.0,1,2019-02-15 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
177,Area::EventArea,4,,,4周年記念！パンのひみつの冒険,,,,images/event/eve_header/quest_top_banner_177.png,images/event/eve_banner/quest_list_banner_177.png,images/home/myp_banner_event_177.png,1,1160,200364.0,1,2019-01-29 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
178,Area::EventArea,2,,,武道会開催！サタンの後継者は誰！？,,,,images/event/eve_header/quest_top_banner_178.png,images/event/eve_banner/quest_list_banner_178.png,images/home/myp_banner_event_178.png,1,1101,200363.0,1,2019-01-29 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
179,Area::EventArea,2,,,対決！DOKKAN武闘伝,,,,images/event/eve_header/quest_top_banner_179_B.png,images/event/eve_banner/quest_list_banner_179.png,images/home/myp_banner_event_179_B.png,1,1140,200378.0,1,2019-04-02 08:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
181,Area::EventArea,2,,,SDBH ワールドミッション,,,,images/event/eve_header/quest_top_banner_181.png,images/event/eve_banner/quest_list_banner_181.png,images/home/myp_banner_event_181.png,1,1105,200399.0,1,2019-06-21 08:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
182,Area::EventArea,2,,,究極生命体の進化,,,,images/event/eve_header/quest_top_banner_182.png,images/event/eve_banner/quest_list_banner_182.png,,1,1020,200431.0,1,2019-09-13 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
183,Area::EventArea,2,,,トリック無用！瓦割りチャレンジ,,,,images/event/eve_header/quest_top_banner_183.png,images/event/eve_banner/quest_list_banner_183.png,,1,1030,200418.0,0,2019-08-27 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
184,Area::EventArea,2,,,トリック無用！瓦割りチャレンジ,,,,images/event/eve_header/quest_top_banner_184.png,images/event/eve_banner/quest_list_banner_183.png,,1,1030,200418.0,0,2019-08-28 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
185,Area::EventArea,2,,,トリック無用！瓦割りチャレンジ,,,,images/event/eve_header/quest_top_banner_185.png,images/event/eve_banner/quest_list_banner_183.png,,1,1030,200418.0,0,2019-08-29 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
186,Area::EventArea,2,,,トリック無用！瓦割りチャレンジ,,,,images/event/eve_header/quest_top_banner_186.png,images/event/eve_banner/quest_list_banner_183.png,,1,1030,200418.0,0,2019-08-30 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
187,Area::EventArea,2,,,トリック無用！瓦割りチャレンジ,,,,images/event/eve_header/quest_top_banner_187.png,images/event/eve_banner/quest_list_banner_183.png,,1,1030,200418.0,0,2019-08-31 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
188,Area::EventArea,2,,,仮装でバッチリ!?未来の占いSOS,,,,images/event/eve_header/quest_top_banner_188_B.png,images/event/eve_banner/quest_list_banner_188.png,images/home/myp_banner_event_188_B.png,1,1091,200433.0,1,2019-10-21 05:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
189,Area::EventArea,2,,,SDBH 監獄惑星編,,,,images/event/eve_header/quest_top_banner_189.png,images/event/eve_banner/quest_list_banner_189.png,images/home/myp_banner_event_189.png,1,1105,200452.0,1,2019-11-21 08:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
191,Area::EventArea,4,,,さらなる力を求めて！神レベルの猛特訓,,,,images/event/eve_header/quest_top_banner_191.png,images/event/eve_banner/quest_list_banner_191.png,images/home/myp_banner_event_191.png,1,1100,200472.0,1,2020-01-29 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
192,Area::EventArea,2,,,期待の新人！？フリーザ軍入隊試験,,,,images/event/eve_header/quest_top_banner_192.png,images/event/eve_banner/quest_list_banner_192.png,images/home/myp_banner_event_192.png,0,1000,200473.0,0,2020-01-29 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
193,Area::EventArea,2,,,歴戦の猛者！バーダックチーム,,,,images/event/eve_header/quest_top_banner_193.png,images/event/eve_banner/quest_list_banner_193.png,images/home/myp_banner_event_193.png,0,410,200493.0,0,2020-03-18 06:18:00,2024-07-30 02:05:01,2024-07-30 02:05:01
194,Area::EventArea,2,,,歴戦の猛者！バーダックチーム,,,,images/event/eve_header/quest_top_banner_194.png,images/event/eve_banner/quest_list_banner_194.png,images/home/myp_banner_event_194.png,0,410,200494.0,0,2020-03-18 06:18:00,2024-07-30 02:05:01,2024-07-30 02:05:01
195,Area::EventArea,2,,,歴戦の猛者！バーダックチーム,,,,images/event/eve_header/quest_top_banner_195.png,images/event/eve_banner/quest_list_banner_195.png,images/home/myp_banner_event_195.png,0,410,200495.0,0,2020-03-18 06:18:00,2024-07-30 02:05:01,2024-07-30 02:05:01
196,Area::EventArea,2,,,歴戦の猛者！バーダックチーム,,,,images/event/eve_header/quest_top_banner_196.png,images/event/eve_banner/quest_list_banner_196.png,images/home/myp_banner_event_196.png,0,410,200496.0,0,2020-03-18 06:18:00,2024-07-30 02:05:01,2024-07-30 02:05:01
197,Area::EventArea,2,,,歴戦の猛者！バーダックチーム,,,,images/event/eve_header/quest_top_banner_197.png,images/event/eve_banner/quest_list_banner_197.png,images/home/myp_banner_event_197.png,0,410,200497.0,0,2020-03-18 06:18:00,2024-07-30 02:05:01,2024-07-30 02:05:01
198,Area::EventArea,2,,,歴戦の猛者！バーダックチーム,,,,images/event/eve_header/quest_top_banner_198.png,images/event/eve_banner/quest_list_banner_198.png,images/home/myp_banner_event_198.png,0,410,200498.0,0,2020-03-18 06:18:00,2024-07-30 02:05:01,2024-07-30 02:05:01
199,Area::EventArea,4,,,さらなる力を求めて！神レベルの猛特訓,,,,images/event/eve_header/quest_top_banner_199.png,images/event/eve_banner/quest_list_banner_199.png,images/home/myp_banner_event_199.png,1,1100,200490.0,1,2020-01-29 06:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
201,Area::EventArea,2,,,激走！ブルマのトラブルチェイス！,,,,images/event/eve_header/quest_top_banner_201_R.png,images/event/eve_banner/quest_list_banner_201.png,images/home/myp_banner_event_201_R.png,1,1280,200513.0,1,2020-04-02 06:30:00,2024-07-30 02:05:01,2024-07-30 02:05:01
202,Area::EventArea,6,,,目覚める力！新たな領域への試練,,,,images/event/eve_header/quest_top_banner_202A.png,images/event/eve_banner/quest_list_banner_202A.png,images/home/myp_banner_event_202A.png,0,1200,200538.0,1,2020-06-16 08:00:00,2024-07-30 02:05:01,2024-07-30 02:05:01
203,Area::EventArea,4,,,スタミナ満タン！食いしんぼうサイヤ人,,,,images/event/eve_header/quest_top_banner_203.png,images/event/eve_banner/quest_list_banner_203.png,images/home/myp_banner_event_203.png,1,1201,200568.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
204,Area::EventArea,2,,,ランチさんのトレジャーハント,,,,images/event/eve_header/quest_top_banner_204.png,images/event/eve_banner/quest_list_banner_204.png,images/home/myp_banner_event_204.png,1,1101,200566.0,0,,2024-07-30 02:05:01,2024-07-30 02:05:01
