id,budokai_id,round,created_at,updated_at
371,37,1,2024-06-17 02:02:15,2024-06-17 02:02:15
372,37,2,2024-06-17 02:02:15,2024-06-17 02:02:15
373,37,3,2024-06-17 02:02:15,2024-06-17 02:02:15
374,37,4,2024-06-17 02:02:15,2024-06-17 02:02:15
381,38,1,2024-06-17 02:02:15,2024-06-17 02:02:15
382,38,2,2024-06-17 02:02:15,2024-06-17 02:02:15
383,38,3,2024-06-17 02:02:15,2024-06-17 02:02:15
384,38,4,2024-06-17 02:02:15,2024-06-17 02:02:15
391,39,1,2024-06-17 02:02:15,2024-06-17 02:02:15
392,39,2,2024-06-17 02:02:15,2024-06-17 02:02:15
393,39,3,2024-06-17 02:02:15,2024-06-17 02:02:15
394,39,4,2024-06-17 02:02:15,2024-06-17 02:02:15
401,40,1,2024-06-17 02:02:15,2024-06-17 02:02:15
402,40,2,2024-06-17 02:02:15,2024-06-17 02:02:15
403,40,3,2024-06-17 02:02:15,2024-06-17 02:02:15
404,40,4,2024-06-17 02:02:15,2024-06-17 02:02:15
411,41,1,2024-06-17 02:02:15,2024-06-17 02:02:15
412,41,2,2024-06-17 02:02:15,2024-06-17 02:02:15
413,41,3,2024-06-17 02:02:15,2024-06-17 02:02:15
414,41,4,2024-06-17 02:02:15,2024-06-17 02:02:15
421,42,1,2024-06-17 02:02:15,2024-06-17 02:02:15
422,42,2,2024-06-17 02:02:15,2024-06-17 02:02:15
423,42,3,2024-06-17 02:02:15,2024-06-17 02:02:15
424,42,4,2024-06-17 02:02:15,2024-06-17 02:02:15
431,43,1,2024-06-17 02:02:15,2024-06-17 02:02:15
432,43,2,2024-06-17 02:02:15,2024-06-17 02:02:15
433,43,3,2024-06-17 02:02:15,2024-06-17 02:02:15
434,43,4,2024-06-17 02:02:15,2024-06-17 02:02:15
441,44,1,2024-06-17 02:02:15,2024-06-17 02:02:15
442,44,2,2024-06-17 02:02:15,2024-06-17 02:02:15
443,44,3,2024-06-17 02:02:15,2024-06-17 02:02:15
444,44,4,2024-06-17 02:02:15,2024-06-17 02:02:15
451,45,1,2024-06-17 02:02:15,2024-06-17 02:02:15
452,45,2,2024-06-17 02:02:15,2024-06-17 02:02:15
453,45,3,2024-06-17 02:02:15,2024-06-17 02:02:15
454,45,4,2024-06-17 02:02:15,2024-06-17 02:02:15
461,46,1,2024-06-17 02:02:15,2024-06-17 02:02:15
462,46,2,2024-06-17 02:02:15,2024-06-17 02:02:15
463,46,3,2024-06-17 02:02:15,2024-06-17 02:02:15
464,46,4,2024-06-17 02:02:15,2024-06-17 02:02:15
471,47,1,2024-06-17 02:02:15,2024-06-17 02:02:15
472,47,2,2024-06-17 02:02:15,2024-06-17 02:02:15
473,47,3,2024-06-17 02:02:15,2024-06-17 02:02:15
474,47,4,2024-06-17 02:02:15,2024-06-17 02:02:15
481,48,1,2024-06-17 02:02:15,2024-06-17 02:02:15
482,48,2,2024-06-17 02:02:15,2024-06-17 02:02:15
483,48,3,2024-06-17 02:02:15,2024-06-17 02:02:15
484,48,4,2024-06-17 02:02:15,2024-06-17 02:02:15
491,49,1,2024-06-17 02:02:15,2024-06-17 02:02:15
492,49,2,2024-06-17 02:02:15,2024-06-17 02:02:15
493,49,3,2024-06-17 02:02:15,2024-06-17 02:02:15
494,49,4,2024-06-17 02:02:15,2024-06-17 02:02:15
501,50,1,2024-06-17 02:02:15,2024-06-17 02:02:15
502,50,2,2024-06-17 02:02:15,2024-06-17 02:02:15
503,50,3,2024-06-17 02:02:15,2024-06-17 02:02:15
504,50,4,2024-06-17 02:02:15,2024-06-17 02:02:15
511,51,1,2024-06-17 02:02:15,2024-06-17 02:02:15
512,51,2,2024-06-17 02:02:15,2024-06-17 02:02:15
513,51,3,2024-06-17 02:02:15,2024-06-17 02:02:15
514,51,4,2024-06-17 02:02:15,2024-06-17 02:02:15
521,52,1,2024-06-17 02:02:15,2024-06-17 02:02:15
522,52,2,2024-06-17 02:02:15,2024-06-17 02:02:15
523,52,3,2024-06-17 02:02:15,2024-06-17 02:02:15
524,52,4,2024-06-17 02:02:15,2024-06-17 02:02:15
531,53,1,2024-06-17 02:02:15,2024-06-17 02:02:15
532,53,2,2024-06-17 02:02:15,2024-06-17 02:02:15
533,53,3,2024-06-17 02:02:15,2024-06-17 02:02:15
534,53,4,2024-06-17 02:02:15,2024-06-17 02:02:15
10221,1022,1,2024-06-17 02:02:15,2024-06-17 02:02:15
10222,1022,2,2024-06-17 02:02:15,2024-06-17 02:02:15
10223,1022,3,2024-06-17 02:02:15,2024-06-17 02:02:15
10224,1022,4,2024-06-17 02:02:15,2024-06-17 02:02:15
