id,area_id,name,prev_quest_id,any_clear_bonus_stones,all_clear_bonus_stones,visit_count_max,interval_reset_visited_days,can_ignore_difficulty_order,limitation_announcement_id,boostable,start_at,enable_sugoroku_auto,enable_battle_auto
5010,5,大乱戦!ギニュー特戦隊,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6001,6,人造人間登場,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6002,6,18号のゲームその1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6003,6,18号のゲームその2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6004,6,18号のゲームその3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6005,6,18号の超パワー,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6006,6,17号参戦!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6007,6,恐怖の永久エネルギー,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6008,6,悪夢の連携攻撃,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6009,6,忍びよるセル,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
6010,6,野望のセル,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7001,7,孫悟空をさがせ!その1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7002,7,孫悟空をさがせ!その2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7003,7,孫悟空をさがせ!その3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7004,7,孫悟空をさがせ!その4,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7005,7,孫悟空登場!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7006,7,サイヤ人来襲,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7007,7,ゲーム,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7008,7,エリート戦士,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7009,7,サイヤ人タッグ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
7010,7,サイヤ人のプライド,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8001,8,侵略者との攻防その1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8002,8,侵略者との攻防その2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8003,8,侵略者との攻防その3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8004,8,侵略者との攻防その4,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8005,8,侵略者との攻防その5,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8006,8,侵略者との攻防その6,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8007,8,侵略者との攻防その7,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8008,8,ギニュー隊長おでまし!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8009,8,白熱の総力戦,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
8010,8,宇宙最強フリーザ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
9001,9,最強のサイヤ人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
9002,9,対決!超サイヤ人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
9003,9,決意,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10001,10,研究所へ…,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10002,10,蘇るレッドリボンその1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10003,10,蘇るレッドリボンその2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10004,10,蘇るレッドリボンその3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10005,10,ドクター・ゲロの野望,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10006,10,奥の手,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10007,10,意外な救世主,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
10008,10,錯綜する思惑,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11001,11,孫悟空をさがせ!その5,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11002,11,孫悟空をさがせ!その6,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11003,11,迷い込んだチャンピオン,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11004,11,迷い込んだ侵略者,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11005,11,歴戦の猛者その1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11006,11,歴戦の猛者その2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11007,11,歴戦の猛者その3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
11008,11,最強チーム,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12001,12,精鋭部隊再び!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12002,12,歴戦の猛者その4,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12003,12,歴戦の猛者その5,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12004,12,暴走する超能力,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12005,12,華麗なる連携,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12006,12,誘爆するパワー,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12007,12,知略とスピード,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
12008,12,救世主登場!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13001,13,不思議な孫悟空!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13002,13,招かれざる敵,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13003,13,望まざる闘い,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13004,13,ギニューの大誤算!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13005,13,ドクター・ゲロの逆襲,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13006,13,狙われたエネルギー,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13007,13,戦慄のメッセージ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
13008,13,標的の行方,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14001,14,追跡! ドクター・ゲロ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14002,14,因縁再び!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14003,14,最終兵器起動!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14004,14,極限バトル勃発!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14005,14,武闘派戦士の猛攻,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14006,14,脅威の戦闘回路,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14007,14,最大出力の激突!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
14008,14,戦慄の最強人造人間,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
15001,15,とびっきりの邪悪,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
15002,15,迷い込んだ戦士,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
15003,15,挑戦者たち,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16001,16,クリリンとの再会,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16002,16,3人のサイヤ人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16003,16,サイヤ人タッグ再び!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16004,16,新たなサイヤ人ターレス,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16005,16,ギニュー乱入!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16006,16,悟空との再会!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16007,16,対決!新ギニュー特戦隊!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
16008,16,ボディチェンジの結末,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17001,17,激突!フリーザ軍,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17002,17,包囲網を破れ!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17003,17,ザーボンの変身,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17004,17,精鋭部隊の底力,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17005,17,帝王の威光,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17006,17,深まる因縁,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17007,17,フリーザの変身,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
17008,17,フリーザ第2の変身,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18001,18,乱入!クウラ機甲戦隊,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18002,18,隊長の意地!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18003,18,戦闘民族と帝王,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18004,18,フリーザ最後の変身,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18005,18,意外な決着,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18006,18,魔界の達人 その1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18007,18,魔界の達人 その2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
18008,18,魔界の達人 その3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19001,19,わすれられたチャンピオン,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19002,19,集められた戦士,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19003,19,かつてない敵にむけて その1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19004,19,かつてない敵にむけて その2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19005,19,かつてない敵にむけて その3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19006,19,かつてない敵にむけて その4,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19007,19,かつてない敵にむけて その5,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
19008,19,謎のふたり組,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20001,20,虎穴に入らずんば…,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20002,20,野望の配下たち,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20003,20,第一の刺客,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20004,20,第二の刺客,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20005,20,魔界の王,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20006,20,カウントダウン,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20007,20,復活,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
20008,20,怒りの魔人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
21001,21,目覚めたさきに,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
21002,21,謎のサイヤ人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
21003,21,探り合い,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22001,22,よぎる悪夢,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22002,22,ターレス再び！,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22003,22,宇宙の壊し屋その1,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22004,22,宇宙の壊し屋その2,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22005,22,宇宙の壊し屋その3,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22006,22,宇宙の壊し屋その4,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22007,22,地球戦士の意地,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
22008,22,加速する危機,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23001,23,運命のいたずら,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23002,23,それぞれの選択,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23003,23,セルとベジータ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23004,23,接触,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23005,23,進化,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23006,23,形勢逆転!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23007,23,追いつめられたセル,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
23008,23,戦場の親子,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24001,24,不穏な予感,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24002,24,最大のチャンス,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24003,24,約束,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24004,24,執念の科学者,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24005,24,謎の17号,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24006,24,ふたりの17号,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24007,24,究極の人造人間,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
24008,24,17号と18号,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25001,25,異星人戦士との遭遇6,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25002,25,異星人戦士との遭遇7,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25003,25,アボカド兄弟合体!,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25004,25,アボカド兄弟との激戦,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25005,25,フリーザの兄,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25006,25,新たな宿敵,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25007,25,新たな宿敵…!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
25008,25,不気味な再会,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26001,26,失われた心,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26002,26,参謀の闘い,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26003,26,バイオ兵士,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26004,26,忠実な人造人間,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26005,26,ドクター・ゲロの笑み,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26006,26,悪魔の科学者,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26007,26,とっておきの戦士,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
26008,26,取り戻した心,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
27001,27,再始動,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
27002,27,ピッコロとの修業,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
27003,27,修業と経験,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28001,28,がんばるチャンピオン,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28002,28,蘇るレッドリボンその４,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28003,28,使命,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28004,28,世界の均衡,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28005,28,サイヤ人抹殺,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28006,28,機甲戦隊集結,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28007,28,ピッコロの実力,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
28008,28,拮抗,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
29001,29,ドーレとの対決,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29002,29,ドーレとの対決２,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29003,29,クウラ機甲戦隊のプライド,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29004,29,クウラ機甲戦隊のプライド２,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29005,29,ギニューの嘲笑,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29006,29,バーダック登場,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29007,29,謎の少年,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
29008,29,仲間,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
30001,30,北へ…,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30002,30,宿敵との再会…!?,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30003,30,アボとカドの抵抗,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30004,30,因縁のサイヤ人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30005,30,因縁のサイヤ人２,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30006,30,因縁のサイヤ人３,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30007,30,因縁のサイヤ人４,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
30008,30,ブロリーの真の力,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
31001,31,カメハウスでの修業１,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31002,31,カメハウスでの修業２,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31003,31,カメハウスでの修業３,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31004,31,カメハウスでの修業４,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31005,31,カメハウスでの修業５,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31006,31,カメハウスでの修業６,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31007,31,ピッコロと武天老師,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
31008,31,ラディッツの頼み,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
32001,32,サイヤ人を狙う敵,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
32002,32,ツフル人の恨み,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
32003,32,仇敵復活！？,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
32004,32,ゴースト戦士,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
32005,32,ライチーの復讐,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
32006,32,ハッチヒャック,,1.0,,,,1,,1,2015-10-31 00:00:00,1,1
32007,32,暴走VS暴走,,1.0,,,,1,,1,2015-11-01 00:00:00,1,1
32008,32,結束の力,,2.0,,,,1,,1,2015-11-02 00:00:00,1,1
33001,33,クウラ再び…,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
33002,33,疑念の中で…,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
33003,33,宇宙最強という称号,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
34001,34,荒野の決戦 その１,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34002,34,荒野の決戦 その２,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34003,34,荒野の決戦 その３,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34004,34,荒野の決戦 その４,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34005,34,荒野の決戦 その５,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34006,34,荒野の決戦 その６,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34007,34,荒野の決戦 その７,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
34008,34,荒野の決戦 その８,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
35001,35,グルドVS餃子,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35002,35,リクームVSヤムチャ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35003,35,ジース＆バータVS天津飯,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35004,35,ギニューVSピッコロ,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35005,35,追いつめられた特戦隊,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35006,35,決死の特戦隊,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35007,35,窮地のサイヤ人,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
35008,35,意地と覚悟,,2.0,,,,1,,1,2015-10-30 00:00:00,1,1
101001,101,【速】覚醒メダル,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
102001,102,【技】覚醒メダル,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
103001,103,【知】覚醒メダル,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
104001,104,【力】覚醒メダル,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
105001,105,【体】覚醒メダル,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
106001,106,【速】覚醒メダル,,,1.0,,,1,,0,2015-10-30 00:00:00,1,1
107001,107,【技】覚醒メダル,,,1.0,,,1,,0,2015-10-30 00:00:00,1,1
108001,108,【知】覚醒メダル,,,1.0,,,1,,0,2015-10-30 00:00:00,1,1
109001,109,【力】覚醒メダル,,,1.0,,,1,,0,2015-10-30 00:00:00,1,1
110001,110,【体】覚醒メダル,,,1.0,,,1,,0,2015-10-30 00:00:00,1,1
111001,111,【速】覚醒メダル,,,1.0,,,1,,1,2015-10-30 00:00:00,1,1
111002,111,【技】覚醒メダル,,,1.0,,,1,,1,2015-10-30 00:00:00,1,1
111003,111,【知】覚醒メダル,,,1.0,,,1,,1,2015-10-30 00:00:00,1,1
111004,111,【力】覚醒メダル,,,1.0,,,1,,1,2015-10-30 00:00:00,1,1
111005,111,【体】覚醒メダル,,,1.0,,,1,,1,2015-10-30 00:00:00,1,1
115001,115,サタンへの挑戦,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
115002,115,チャンピオンの底力!!,115001.0,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
116001,116,サタンへの挑戦,,1.0,,,,1,,1,2015-10-30 00:00:00,1,1
120001,120,カリン塔での猛特訓,,,1.0,,,0,,1,2015-10-30 00:00:00,1,1
120002,120,さらなる猛特訓,120001.0,,1.0,,,0,,1,2015-10-30 00:00:00,1,1
125001,125,ヘビ〜な道のり,,,1.0,,,0,,0,2015-10-30 00:00:00,1,1
126001,126,ヘビ〜な道のり,,,,,,0,,0,2015-10-30 00:00:00,1,1
130001,130,雲の上のすんげぇ稽古,,,,1.0,1.0,1,,0,2015-10-30 00:00:00,1,1
131001,131,サタンの武道会,,1.0,,1.0,1.0,1,,0,2015-10-30 00:00:00,1,1
132001,132,亀仙流修業の大サービス,,1.0,,1.0,1.0,1,,0,2015-10-30 00:00:00,1,1
133001,133,感謝と希望のアドベンチャー,,,1.0,,,0,,1,2015-10-30 00:00:00,1,1
133002,133,まだまだ続くアドベンチャー,133001.0,,1.0,,,0,,1,2015-10-30 00:00:00,1,1
134001,134,天才ブルマの戦闘準備,,,1.0,,,1,,1,2015-10-30 00:00:00,1,1
135001,135,パンのひみつの冒険,,1.0,,1.0,7.0,1,,0,2016-07-21 08:00:00,1,1
135002,135,もっとパンのひみつの冒険,135001.0,1.0,,1.0,7.0,1,,0,2015-10-30 00:00:00,1,1
136001,136,冒険のはじまり,,1.0,,,,1,,0,2015-10-30 00:00:00,1,1
136002,136,世界一の殺し屋“桃白白”,,1.0,,,,1,,0,2016-07-02 08:00:00,1,1
136003,136,ピッコロ大魔王の恐怖!!,,1.0,,,,1,,0,2016-07-03 08:00:00,1,1
136004,136,この世の運命を賭けて!,,1.0,,,,1,,0,2016-07-04 08:00:00,1,1
136005,136,謎の異星人戦士,,1.0,,,,1,,0,2016-07-05 08:00:00,1,1
136006,136,サイヤ人の猛威!,,1.0,,,,1,,0,2016-07-06 08:00:00,1,1
136007,136,悟空対ベジータ,,1.0,,,,1,,0,2016-07-07 08:00:00,1,1
136008,136,ギニュー特戦隊参上!!,,1.0,,,,1,,0,2016-07-08 08:00:00,1,1
136009,136,超決戦の幕開け,,1.0,,,,1,,0,2016-07-09 08:00:00,1,1
136010,136,伝説の超サイヤ人,,1.0,,,,1,,0,2016-07-10 08:00:00,1,1
136011,136,もうひとりの超サイヤ人,,1.0,,,,1,,0,2016-07-11 08:00:00,1,1
136012,136,目覚める超サイヤ人の血,,1.0,,,,1,,0,2016-07-12 08:00:00,1,1
136013,136,人造人間セル,,1.0,,,,1,,0,2016-07-13 08:00:00,1,1
136014,136,最強を継ぐ者,,1.0,,,,1,,0,2016-07-14 08:00:00,1,1
136015,136,愛と正義のグレートサイヤマン,,1.0,,,,1,,0,2016-07-15 08:00:00,1,1
136016,136,少年王者決定!!,,1.0,,,,1,,0,2016-07-16 08:00:00,1,1
