id,mission_category_id,item1_id,item1_type,item2_id,item2_type,item3_id,item3_type,item4_id,item4_type,created_at,updated_at
17,201,11,Point::Stone,1019960.0,Card,20101.0,AwakeningItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
18,202,1019101,Card,1012230.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
19,211,11,Point::Stone,1003970.0,Card,900000.0,AwakeningItem,19.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
20,212,11,Point::Stone,1023320.0,Card,1020880.0,Card,1002630.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
21,215,11,Point::Stone,1021840.0,Card,19.0,AwakeningItem,20.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
22,315,1003930,Card,3151.0,AwakeningItem,31502.0,SupportItem,31501.0,SupportItem,2024-05-20 01:34:08,2024-05-20 01:34:08
23,322,11,Point::Stone,3.0,SupportFilm,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
24,323,11,Point::Stone,19.0,AwakeningItem,20.0,AwakeningItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
25,324,11,Point::Stone,3.0,SupportFilm,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
26,325,11,Point::Stone,1002630.0,Card,4.0,AwakeningItem,801.0,TrainingItem,2024-05-20 01:34:08,2024-05-20 01:34:08
27,327,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
28,328,11,Point::Stone,1009560.0,Card,1002630.0,Card,1002650.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
29,329,11,Point::Stone,1009800.0,Card,1001.0,AwakeningItem,1002.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
30,332,1010350,Card,1003970.0,Card,900000.0,AwakeningItem,20.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
31,333,11,Point::Stone,33302.0,AwakeningItem,33303.0,AwakeningItem,33304.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
32,334,11,Point::Stone,1011910.0,Card,33401.0,SupportItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
33,335,11,Point::Stone,1012170.0,Card,1011920.0,Card,1011970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
34,336,11,Point::Stone,1009140.0,Card,1003970.0,Card,1012250.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
35,338,1012500,Card,33801.0,SupportItem,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
36,339,11,Point::Stone,1013150.0,Card,1003970.0,Card,20.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
37,340,11,Point::Stone,1003970.0,Card,1100.0,TrainingItem,20.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
38,341,11,Point::Stone,1013631.0,Card,1013650.0,Card,34102.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
39,343,11,Point::Stone,1005110.0,Card,1013720.0,Card,1003970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
40,344,11,Point::Stone,1013900.0,Card,1013890.0,Card,34402.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
41,345,11,Point::Stone,1005810.0,Card,1014290.0,Card,3.0,SupportFilm,2024-05-20 01:34:08,2024-05-20 01:34:08
42,346,11,Point::Stone,1014670.0,Card,1003970.0,Card,1012230.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
43,347,11,Point::Stone,1013220.0,Card,3030.0,AwakeningItem,1003970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
44,348,11,Point::Stone,1008150.0,Card,1012050.0,Card,19.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
45,349,11,Point::Stone,1015450.0,Card,1015680.0,Card,1015320.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
46,351,11,Point::Stone,1015580.0,Card,1013400.0,Card,2.0,SupportFilm,2024-05-20 01:34:08,2024-05-20 01:34:08
47,352,11,Point::Stone,1015350.0,Card,1013400.0,Card,11.0,PotentialItem,2024-05-20 01:34:08,2024-05-20 01:34:08
48,353,11,Point::Stone,11.0,PotentialItem,6.0,PotentialItem,1.0,PotentialItem,2024-05-20 01:34:08,2024-05-20 01:34:08
49,354,11,Point::Stone,11.0,PotentialItem,6.0,PotentialItem,1.0,PotentialItem,2024-05-20 01:34:08,2024-05-20 01:34:08
50,355,11,Point::Stone,1016090.0,Card,1016110.0,Card,1014530.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
51,356,11,Point::Stone,1016290.0,Card,35601.0,AwakeningItem,1003970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
52,357,11,Point::Stone,1011330.0,Card,35701.0,AwakeningItem,1112.0,EquipmentSkillItem,2024-05-20 01:34:08,2024-05-20 01:34:08
53,361,11,Point::Stone,1016210.0,Card,1016190.0,Card,1003970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
54,362,11,Point::Stone,1017150.0,Card,1003970.0,Card,900000.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
55,363,11,Point::Stone,1016910.0,Card,1017030.0,Card,904.0,EquipmentSkillItem,2024-05-20 01:34:08,2024-05-20 01:34:08
56,364,11,Point::Stone,1002690.0,Card,1000.0,TrainingItem,900.0,TrainingItem,2024-05-20 01:34:08,2024-05-20 01:34:08
57,365,11,Point::Stone,1004520.0,Card,1008270.0,Card,1017520.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
58,366,11,Point::Stone,1017710.0,Card,12.0,TrainingField,1002630.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
59,368,11,Point::Stone,1017650.0,Card,1003970.0,Card,2.0,SupportFilm,2024-05-20 01:34:08,2024-05-20 01:34:08
60,369,11,Point::Stone,1017730.0,Card,1003970.0,Card,900000.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
61,371,11,Point::Stone,1017920.0,Card,1017940.0,Card,1005610.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
62,372,11,Point::Stone,1018510.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
63,373,11,Point::Stone,1018070.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
64,374,11,Point::Stone,1018710.0,Card,1018690.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
65,375,11,Point::Stone,1018920.0,Card,1018940.0,Card,1003970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
66,376,11,Point::Stone,1019050.0,Card,1013400.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
67,377,11,Point::Stone,1003890.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
68,378,11,Point::Stone,5002.0,TreasureItem,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
69,379,11,Point::Stone,1020160.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
70,381,11,Point::Stone,1002940.0,Card,1019480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
71,382,11,Point::Stone,1020610.0,Card,1020760.0,Card,1020800.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
72,383,11,Point::Stone,1021380.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
73,384,11,Point::Stone,1021070.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
74,385,11,Point::Stone,1021600.0,Card,1013400.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
75,386,11,Point::Stone,1021630.0,Card,1021530.0,Card,1002630.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
76,387,11,Point::Stone,1021550.0,Card,1021890.0,Card,1002630.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
77,388,11,Point::Stone,1022300.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
78,401,11,Point::Stone,400124.0,AwakeningItem,1005680.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
79,404,11,Point::Stone,400104.0,AwakeningItem,1005710.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
80,405,11,Point::Stone,400114.0,AwakeningItem,1004170.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
81,406,11,Point::Stone,400024.0,AwakeningItem,1007350.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
82,408,11,Point::Stone,400034.0,AwakeningItem,1005690.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
83,409,11,Point::Stone,400044.0,AwakeningItem,1006550.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
84,411,11,Point::Stone,200764.0,AwakeningItem,1005720.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
85,412,11,Point::Stone,400064.0,AwakeningItem,1006560.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
86,413,11,Point::Stone,400054.0,AwakeningItem,1004510.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
87,414,11,Point::Stone,400014.0,AwakeningItem,1006570.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
88,415,11,Point::Stone,200924.0,AwakeningItem,1006580.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
89,416,11,Point::Stone,400134.0,AwakeningItem,1006590.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
90,417,11,Point::Stone,400074.0,AwakeningItem,1006600.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
91,418,11,Point::Stone,400084.0,AwakeningItem,400094.0,AwakeningItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
92,420,11,Point::Stone,400154.0,AwakeningItem,1006640.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
93,421,11,Point::Stone,400004.0,AwakeningItem,1006650.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
94,422,11,Point::Stone,400144.0,AwakeningItem,1008440.0,Card,1001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
95,509,1007310,Card,1007330.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
96,535,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
97,701,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
98,710,11,Point::Stone,9.0,TreasureItem,1012401.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
99,711,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
100,712,11,Point::Stone,52.0,SpecialItem,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
101,713,11,Point::Stone,1003970.0,Card,1013400.0,Card,1005480.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
102,714,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
103,715,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
104,716,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
105,717,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
106,718,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-05-20 01:34:08,2024-05-20 01:34:08
107,719,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
108,720,11,Point::Stone,19.0,TreasureItem,200224.0,AwakeningItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
109,721,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
110,722,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
111,723,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
112,724,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-05-20 01:34:08,2024-05-20 01:34:08
113,725,11,Point::Stone,1003970.0,Card,1005480.0,Card,1002630.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
114,726,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
115,727,11,Point::Stone,1019101.0,Card,1002630.0,Card,1002650.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
116,728,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-05-20 01:34:08,2024-05-20 01:34:08
117,729,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-05-20 01:34:08,2024-05-20 01:34:08
118,735,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
119,736,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
120,737,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-05-20 01:34:08,2024-05-20 01:34:08
121,741,11,Point::Stone,101.0,SpecialItem,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
122,750,11,Point::Stone,40003.0,SupportMemory,1003970.0,Card,3.0,ActItem,2024-05-20 01:34:08,2024-05-20 01:34:08
123,3001,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
124,3002,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
125,3003,11,Point::Stone,1003970.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
126,3004,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
127,3005,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
128,3006,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
129,3007,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
130,3009,11,Point::Stone,1003970.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
131,3010,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
132,3011,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
133,3012,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
134,3013,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
135,3014,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
136,3015,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
137,3016,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
138,3017,11,Point::Stone,1003970.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
139,3018,11,Point::Stone,1003970.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
140,3019,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
141,3020,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
142,3021,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
143,3022,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
144,3023,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
145,3024,11,Point::Stone,1003970.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
146,3025,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
147,3026,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
148,3027,11,Point::Stone,1002630.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
149,3028,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
150,3030,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
151,3031,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
152,3032,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
153,3033,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
154,3034,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
155,3035,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
156,3036,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
157,3037,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
158,3038,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
159,3039,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
160,3040,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
161,3041,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
162,3042,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
163,3043,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
164,3044,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
165,3045,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
166,3046,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
167,3047,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
168,3048,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
169,3049,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
170,3050,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
171,3051,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
172,3052,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
173,3053,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
174,3054,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
175,3055,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
176,3056,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
177,3057,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
178,221,1002630,Card,1303.0,EquipmentSkillItem,1304.0,EquipmentSkillItem,1305.0,EquipmentSkillItem,2024-05-20 01:34:08,2024-05-20 01:34:08
179,3058,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
180,742,11,Point::Stone,103.0,SpecialItem,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
181,3060,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
182,3059,11,Point::Stone,1002630.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
183,389,11,Point::Stone,1013440.0,Card,1002630.0,Card,2.0,SupportFilm,2024-05-20 01:34:08,2024-05-20 01:34:08
184,10001,11,Point::Stone,1003970.0,Card,1013400.0,Card,900000.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
185,10002,11,Point::Stone,301.0,SD::Pack,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
186,738,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-05-20 01:34:08,2024-05-20 01:34:08
187,760,11,Point::Stone,20014.0,SupportMemory,20015.0,SupportMemory,1003970.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
188,3061,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
189,391,11,Point::Stone,1022870.0,Card,1002630.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
190,10004,11,Point::Stone,400.0,SD::Pack,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
191,392,11,Point::Stone,1022990.0,Card,2.0,SupportFilm,1002630.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
192,222,3,ActItem,2.0,ActItem,1.0,ActItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
193,10005,11,Point::Stone,1003970.0,Card,1012230.0,Card,1013400.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
194,10006,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
195,739,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
196,217,1003970,Card,1013400.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
197,219,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
198,367,11,Point::Stone,1015920.0,Card,1003970.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
199,10007,1011481,Card,1002640.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
200,743,11,Point::Stone,1012230.0,Card,1.0,CardStickerItem,1013400.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
201,3062,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
202,10008,11,Point::Stone,1003970.0,Card,1013400.0,Card,900000.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
203,10010,49,SpecialItem,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
204,3063,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
205,10009,11,Point::Stone,401.0,SD::Pack,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
206,10011,49,SpecialItem,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
207,10012,49,SpecialItem,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
208,224,11,Point::Stone,1003970.0,Card,20.0,AwakeningItem,15.0,PotentialItem,2024-05-20 01:34:08,2024-05-20 01:34:08
210,10017,11,Point::Stone,1003970.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
211,10013,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
212,223,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
213,10015,11,Point::Stone,1003970.0,Card,1013400.0,Card,900000.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
214,744,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
215,10016,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
216,10018,11,Point::Stone,1013400.0,Card,1.0,ActItem,1.0,TreasureItem,2024-05-20 01:34:08,2024-05-20 01:34:08
217,10019,11,Point::Stone,1013400.0,Card,1005480.0,Card,900000.0,AwakeningItem,2024-05-20 01:34:08,2024-05-20 01:34:08
218,3064,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
219,745,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
220,746,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
221,3065,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
222,10020,11,Point::Stone,4.0,EventkagiItem,1003970.0,Card,1013400.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
223,3067,11,Point::Stone,,,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
224,3066,11,Point::Stone,1002630.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
225,10021,11,Point::Stone,500.0,SD::Pack,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
226,10022,11,Point::Stone,1003970.0,Card,1013400.0,Card,2.0,ActItem,2024-05-20 01:34:08,2024-05-20 01:34:08
227,10023,11,Point::Stone,1003970.0,Card,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
228,803,500,TrainingItem,400.0,TrainingItem,300.0,TrainingItem,200.0,TrainingItem,2024-05-20 01:34:08,2024-05-20 01:34:08
229,901,11,Point::Stone,1022760.0,Card,20003.0,SupportMemory,1013400.0,Card,2024-05-20 01:34:08,2024-05-20 01:34:08
230,10024,11,Point::Stone,501.0,SD::Pack,,,,,2024-05-20 01:34:08,2024-05-20 01:34:08
231,747,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
232,10025,11,Point::Stone,106.0,SpecialItem,1003970.0,Card,,,2024-05-20 01:34:08,2024-05-20 01:34:08
233,10026,11,Point::Stone,3402.0,TreasureItem,1.0,CardStickerItem,,,2024-05-20 01:34:08,2024-05-20 01:34:08
