id,equipment_skill_limitation_set_id,type,conditions,created_at,updated_at
84,84,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1020321, 1020330, 1020331, 1020340, 1020341]}",2024-07-30 02:05:25,2024-07-30 02:05:25
85,85,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1020291, 1020300, 1020301, 1020310, 1020311]}",2024-07-30 02:05:25,2024-07-30 02:05:25
86,86,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1022361, 1022370, 1022371, 1022380, 1022381]}",2024-07-30 02:05:25,2024-07-30 02:05:25
87,87,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1022401, 1022410, 1022411, 1022420, 1022421]}",2024-07-30 02:05:25,2024-07-30 02:05:25
88,88,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1025711, 1025720, 1025721, 1025730, 1025731]}",2024-07-30 02:05:25,2024-07-30 02:05:25
89,89,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1025751, 1025760, 1025761, 1025770, 1025771]}",2024-07-30 02:05:25,2024-07-30 02:05:25
90,90,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [49]}",2024-07-30 02:05:25,2024-07-30 02:05:25
91,91,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1012360, 1012361]}",2024-07-30 02:05:25,2024-07-30 02:05:25
92,92,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [50]}",2024-07-30 02:05:25,2024-07-30 02:05:25
93,93,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [51]}",2024-07-30 02:05:25,2024-07-30 02:05:25
94,94,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [52]}",2024-07-30 02:05:25,2024-07-30 02:05:25
95,95,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [53]}",2024-07-30 02:05:25,2024-07-30 02:05:25
96,96,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [54]}",2024-07-30 02:05:25,2024-07-30 02:05:25
97,97,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [38]}",2024-07-30 02:05:25,2024-07-30 02:05:25
98,98,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [55]}",2024-07-30 02:05:25,2024-07-30 02:05:25
99,99,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1027241, 1027250, 1027251]}",2024-07-30 02:05:25,2024-07-30 02:05:25
100,100,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1027401, 1027410, 1027411, 1027600, 1027601]}",2024-07-30 02:05:25,2024-07-30 02:05:25
101,101,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [74]}",2024-07-30 02:05:25,2024-07-30 02:05:25
102,102,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [57]}",2024-07-30 02:05:25,2024-07-30 02:05:25
103,103,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [42]}",2024-07-30 02:05:25,2024-07-30 02:05:25
104,104,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [61]}",2024-07-30 02:05:25,2024-07-30 02:05:25
105,105,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [28]}",2024-07-30 02:05:25,2024-07-30 02:05:25
106,106,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [43]}",2024-07-30 02:05:25,2024-07-30 02:05:25
107,108,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [35]}",2024-07-30 02:05:25,2024-07-30 02:05:25
109,109,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [92]}",2024-07-30 02:05:25,2024-07-30 02:05:25
110,110,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1027961, 1027970, 1027971, 1027980, 1027981]}",2024-07-30 02:05:25,2024-07-30 02:05:25
111,111,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1028351, 1028360, 1028361, 1028370, 1028371]}",2024-07-30 02:05:25,2024-07-30 02:05:25
112,112,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [80]}",2024-07-30 02:05:25,2024-07-30 02:05:25
113,113,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [40]}",2024-07-30 02:05:25,2024-07-30 02:05:25
114,114,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1028001, 1028010, 1028011, 1028020, 1028021]}",2024-07-30 02:05:25,2024-07-30 02:05:25
115,115,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1028301, 1028310, 1028311, 1028320, 1028321]}",2024-07-30 02:05:25,2024-07-30 02:05:25
116,116,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1025541, 1025550, 1025551, 1025560, 1025561]}",2024-07-30 02:05:25,2024-07-30 02:05:25
117,117,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1025571, 1025580, 1025581, 1025590, 1025591]}",2024-07-30 02:05:25,2024-07-30 02:05:25
118,118,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1026081, 1026090, 1026091]}",2024-07-30 02:05:25,2024-07-30 02:05:25
119,119,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1025501, 1025510, 1025511]}",2024-07-30 02:05:25,2024-07-30 02:05:25
120,120,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1025521, 1025530, 1025531]}",2024-07-30 02:05:25,2024-07-30 02:05:25
121,121,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1028531, 1028540, 1028541, 1028550, 1028551]}",2024-07-30 02:05:25,2024-07-30 02:05:25
122,122,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1018971, 1028600, 1028601]}",2024-07-30 02:05:25,2024-07-30 02:05:25
123,123,EquipmentSkillLimitation::CardLimitation,"{""card_ids"": [1026061, 1026070, 1026071]}",2024-07-30 02:05:25,2024-07-30 02:05:25
124,124,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [37]}",2024-07-30 02:05:25,2024-07-30 02:05:25
125,125,EquipmentSkillLimitation::CardUniqueInfoSetLimitation,"{""card_unique_info_set_ids"": [31]}",2024-07-30 02:05:25,2024-07-30 02:05:25
126,126,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [75]}",2024-07-30 02:05:25,2024-07-30 02:05:25
127,127,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [39]}",2024-07-30 02:05:25,2024-07-30 02:05:25
128,128,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [82]}",2024-07-30 02:05:25,2024-07-30 02:05:25
129,129,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [32]}",2024-07-30 02:05:25,2024-07-30 02:05:25
130,130,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [41]}",2024-07-30 02:05:25,2024-07-30 02:05:25
131,131,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [45]}",2024-07-30 02:05:25,2024-07-30 02:05:25
132,132,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [59]}",2024-07-30 02:05:25,2024-07-30 02:05:25
133,133,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [44]}",2024-07-30 02:05:25,2024-07-30 02:05:25
134,134,EquipmentSkillLimitation::CardCategoryLimitation,"{""card_category_ids"": [34]}",2024-07-30 02:05:25,2024-07-30 02:05:25
