id,sub_target_type_set_id,target_value_type,target_value,created_at,updated_at
118,100,1,42,2024-07-23 00:24:25,2024-07-23 00:24:25
119,101,2,42,2024-07-23 00:24:25,2024-07-23 00:24:25
120,102,1,43,2024-07-23 00:24:25,2024-07-23 00:24:25
121,103,2,43,2024-07-23 00:24:25,2024-07-23 00:24:25
122,103,1,21,2024-07-23 00:24:25,2024-07-23 00:24:25
123,104,1,36,2024-07-23 00:24:25,2024-07-23 00:24:25
124,105,1,44,2024-07-23 00:24:25,2024-07-23 00:24:25
125,106,2,44,2024-07-23 00:24:25,2024-07-23 00:24:25
126,106,1,12,2024-07-23 00:24:25,2024-07-23 00:24:25
127,107,1,45,2024-07-23 00:24:25,2024-07-23 00:24:25
128,108,2,45,2024-07-23 00:24:25,2024-07-23 00:24:25
129,108,1,7,2024-07-23 00:24:25,2024-07-23 00:24:25
130,109,1,45,2024-07-23 00:24:25,2024-07-23 00:24:25
131,110,1,46,2024-07-23 00:24:25,2024-07-23 00:24:25
132,111,2,46,2024-07-23 00:24:25,2024-07-23 00:24:25
133,111,1,1,2024-07-23 00:24:25,2024-07-23 00:24:25
134,112,2,46,2024-07-23 00:24:25,2024-07-23 00:24:25
135,112,1,10,2024-07-23 00:24:25,2024-07-23 00:24:25
136,113,1,49,2024-07-23 00:24:25,2024-07-23 00:24:25
137,114,1,48,2024-07-23 00:24:25,2024-07-23 00:24:25
138,115,2,48,2024-07-23 00:24:25,2024-07-23 00:24:25
139,115,1,11,2024-07-23 00:24:25,2024-07-23 00:24:25
140,116,1,47,2024-07-23 00:24:25,2024-07-23 00:24:25
141,117,2,47,2024-07-23 00:24:25,2024-07-23 00:24:25
142,117,1,8,2024-07-23 00:24:25,2024-07-23 00:24:25
143,118,1,51,2024-07-23 00:24:25,2024-07-23 00:24:25
144,119,1,50,2024-07-23 00:24:25,2024-07-23 00:24:25
145,120,2,50,2024-07-23 00:24:25,2024-07-23 00:24:25
146,121,1,52,2024-07-23 00:24:25,2024-07-23 00:24:25
147,122,2,52,2024-07-23 00:24:25,2024-07-23 00:24:25
148,122,1,33,2024-07-23 00:24:25,2024-07-23 00:24:25
149,123,1,53,2024-07-23 00:24:25,2024-07-23 00:24:25
150,124,2,53,2024-07-23 00:24:25,2024-07-23 00:24:25
151,124,1,32,2024-07-23 00:24:25,2024-07-23 00:24:25
152,125,2,11,2024-07-23 00:24:25,2024-07-23 00:24:25
153,126,1,54,2024-07-23 00:24:25,2024-07-23 00:24:25
154,127,2,54,2024-07-23 00:24:25,2024-07-23 00:24:25
155,128,1,54,2024-07-23 00:24:25,2024-07-23 00:24:25
156,128,2,27,2024-07-23 00:24:25,2024-07-23 00:24:25
157,129,2,52,2024-07-23 00:24:25,2024-07-23 00:24:25
158,130,1,55,2024-07-23 00:24:25,2024-07-23 00:24:25
159,131,1,28,2024-07-23 00:24:25,2024-07-23 00:24:25
160,131,2,55,2024-07-23 00:24:25,2024-07-23 00:24:25
161,132,1,56,2024-07-23 00:24:25,2024-07-23 00:24:25
162,133,2,56,2024-07-23 00:24:25,2024-07-23 00:24:25
163,134,2,56,2024-07-23 00:24:25,2024-07-23 00:24:25
164,134,1,6,2024-07-23 00:24:25,2024-07-23 00:24:25
165,135,1,56,2024-07-23 00:24:25,2024-07-23 00:24:25
166,136,2,56,2024-07-23 00:24:25,2024-07-23 00:24:25
167,136,1,52,2024-07-23 00:24:25,2024-07-23 00:24:25
168,137,1,59,2024-07-23 00:24:25,2024-07-23 00:24:25
169,138,1,58,2024-07-23 00:24:25,2024-07-23 00:24:25
170,139,2,58,2024-07-23 00:24:25,2024-07-23 00:24:25
171,139,1,9,2024-07-23 00:24:25,2024-07-23 00:24:25
172,140,2,59,2024-07-23 00:24:25,2024-07-23 00:24:25
173,140,1,53,2024-07-23 00:24:25,2024-07-23 00:24:25
174,141,2,46,2024-07-23 00:24:25,2024-07-23 00:24:25
175,142,1,57,2024-07-23 00:24:25,2024-07-23 00:24:25
176,143,2,57,2024-07-23 00:24:25,2024-07-23 00:24:25
177,143,1,5,2024-07-23 00:24:25,2024-07-23 00:24:25
178,144,2,9,2024-07-23 00:24:25,2024-07-23 00:24:25
179,145,2,51,2024-07-23 00:24:25,2024-07-23 00:24:25
180,146,1,44,2024-07-23 00:24:25,2024-07-23 00:24:25
181,146,2,7,2024-07-23 00:24:25,2024-07-23 00:24:25
182,147,1,60,2024-07-23 00:24:25,2024-07-23 00:24:25
183,148,2,60,2024-07-23 00:24:25,2024-07-23 00:24:25
184,149,1,61,2024-07-23 00:24:25,2024-07-23 00:24:25
185,150,2,61,2024-07-23 00:24:25,2024-07-23 00:24:25
186,151,1,2,2024-07-23 00:24:25,2024-07-23 00:24:25
187,151,2,60,2024-07-23 00:24:25,2024-07-23 00:24:25
188,152,1,62,2024-07-23 00:24:25,2024-07-23 00:24:25
189,153,2,62,2024-07-23 00:24:25,2024-07-23 00:24:25
190,154,1,26,2024-07-23 00:24:25,2024-07-23 00:24:25
191,154,2,62,2024-07-23 00:24:25,2024-07-23 00:24:25
192,155,1,63,2024-07-23 00:24:25,2024-07-23 00:24:25
193,156,2,63,2024-07-23 00:24:25,2024-07-23 00:24:25
194,157,1,64,2024-07-23 00:24:25,2024-07-23 00:24:25
195,158,2,64,2024-07-23 00:24:25,2024-07-23 00:24:25
196,159,1,66,2024-07-23 00:24:25,2024-07-23 00:24:25
197,160,2,66,2024-07-23 00:24:25,2024-07-23 00:24:25
198,161,2,66,2024-07-23 00:24:25,2024-07-23 00:24:25
199,161,1,22,2024-07-23 00:24:25,2024-07-23 00:24:25
200,162,1,67,2024-07-23 00:24:25,2024-07-23 00:24:25
201,163,2,67,2024-07-23 00:24:25,2024-07-23 00:24:25
202,164,2,67,2024-07-23 00:24:25,2024-07-23 00:24:25
203,164,1,22,2024-07-23 00:24:25,2024-07-23 00:24:25
204,165,1,65,2024-07-23 00:24:25,2024-07-23 00:24:25
205,166,2,65,2024-07-23 00:24:25,2024-07-23 00:24:25
206,167,2,6,2024-07-23 00:24:25,2024-07-23 00:24:25
207,167,1,28,2024-07-23 00:24:25,2024-07-23 00:24:25
208,168,1,69,2024-07-23 00:24:25,2024-07-23 00:24:25
209,169,2,69,2024-07-23 00:24:25,2024-07-23 00:24:25
210,169,1,16,2024-07-23 00:24:25,2024-07-23 00:24:25
211,170,1,68,2024-07-23 00:24:25,2024-07-23 00:24:25
212,171,2,68,2024-07-23 00:24:25,2024-07-23 00:24:25
213,172,1,39,2024-07-23 00:24:25,2024-07-23 00:24:25
214,172,2,68,2024-07-23 00:24:25,2024-07-23 00:24:25
215,173,1,70,2024-07-23 00:24:25,2024-07-23 00:24:25
216,174,2,70,2024-07-23 00:24:25,2024-07-23 00:24:25
217,175,2,70,2024-07-23 00:24:25,2024-07-23 00:24:25
218,175,1,4,2024-07-23 00:24:25,2024-07-23 00:24:25
219,176,2,3,2024-07-23 00:24:25,2024-07-23 00:24:25
220,177,1,71,2024-07-23 00:24:25,2024-07-23 00:24:25
221,178,2,71,2024-07-23 00:24:25,2024-07-23 00:24:25
222,179,1,35,2024-07-23 00:24:25,2024-07-23 00:24:25
223,179,2,71,2024-07-23 00:24:25,2024-07-23 00:24:25
224,180,1,72,2024-07-23 00:24:25,2024-07-23 00:24:25
225,181,2,72,2024-07-23 00:24:25,2024-07-23 00:24:25
226,182,1,30,2024-07-23 00:24:25,2024-07-23 00:24:25
227,182,2,72,2024-07-23 00:24:25,2024-07-23 00:24:25
228,183,1,31,2024-07-23 00:24:25,2024-07-23 00:24:25
229,183,2,72,2024-07-23 00:24:25,2024-07-23 00:24:25
230,184,1,73,2024-07-23 00:24:25,2024-07-23 00:24:25
231,185,2,73,2024-07-23 00:24:25,2024-07-23 00:24:25
232,186,2,73,2024-07-23 00:24:25,2024-07-23 00:24:25
233,186,1,21,2024-07-23 00:24:25,2024-07-23 00:24:25
234,187,2,74,2024-07-23 00:24:25,2024-07-23 00:24:25
235,187,1,40,2024-07-23 00:24:25,2024-07-23 00:24:25
238,188,1,74,2024-07-23 00:24:25,2024-07-23 00:24:25
239,189,2,57,2024-07-23 00:24:25,2024-07-23 00:24:25
240,190,1,75,2024-07-23 00:24:25,2024-07-23 00:24:25
241,191,2,75,2024-07-23 00:24:25,2024-07-23 00:24:25
242,192,1,63,2024-07-23 00:24:25,2024-07-23 00:24:25
243,192,2,75,2024-07-23 00:24:25,2024-07-23 00:24:25
244,193,2,64,2024-07-23 00:24:25,2024-07-23 00:24:25
245,193,1,16,2024-07-23 00:24:25,2024-07-23 00:24:25
246,194,1,76,2024-07-23 00:24:25,2024-07-23 00:24:25
247,194,2,17,2024-07-23 00:24:25,2024-07-23 00:24:25
248,195,2,36,2024-07-23 00:24:25,2024-07-23 00:24:25
249,196,1,36,2024-07-23 00:24:25,2024-07-23 00:24:25
250,196,2,45,2024-07-23 00:24:25,2024-07-23 00:24:25
251,197,1,45,2024-07-23 00:24:25,2024-07-23 00:24:25
252,198,1,77,2024-07-23 00:24:25,2024-07-23 00:24:25
253,199,1,36,2024-07-23 00:24:25,2024-07-23 00:24:25
254,199,2,77,2024-07-23 00:24:25,2024-07-23 00:24:25
255,200,1,78,2024-07-23 00:24:25,2024-07-23 00:24:25
256,201,1,14,2024-07-23 00:24:25,2024-07-23 00:24:25
257,201,2,78,2024-07-23 00:24:25,2024-07-23 00:24:25
258,202,2,77,2024-07-23 00:24:25,2024-07-23 00:24:25
259,203,2,78,2024-07-23 00:24:25,2024-07-23 00:24:25
260,204,1,79,2024-07-23 00:24:25,2024-07-23 00:24:25
261,205,1,54,2024-07-23 00:24:25,2024-07-23 00:24:25
262,205,2,79,2024-07-23 00:24:25,2024-07-23 00:24:25
263,206,2,79,2024-07-23 00:24:25,2024-07-23 00:24:25
264,207,1,80,2024-07-23 00:24:25,2024-07-23 00:24:25
265,208,2,80,2024-07-23 00:24:25,2024-07-23 00:24:25
266,209,1,6,2024-07-23 00:24:25,2024-07-23 00:24:25
267,209,2,80,2024-07-23 00:24:25,2024-07-23 00:24:25
268,210,1,81,2024-07-23 00:24:25,2024-07-23 00:24:25
269,211,2,81,2024-07-23 00:24:25,2024-07-23 00:24:25
270,212,1,38,2024-07-23 00:24:25,2024-07-23 00:24:25
271,212,2,81,2024-07-23 00:24:25,2024-07-23 00:24:25
272,213,2,43,2024-07-23 00:24:25,2024-07-23 00:24:25
273,214,1,40,2024-07-23 00:24:25,2024-07-23 00:24:25
274,214,2,63,2024-07-23 00:24:25,2024-07-23 00:24:25
275,215,1,82,2024-07-23 00:24:25,2024-07-23 00:24:25
276,216,2,82,2024-07-23 00:24:25,2024-07-23 00:24:25
277,217,1,19,2024-07-23 00:24:25,2024-07-23 00:24:25
278,217,2,82,2024-07-23 00:24:25,2024-07-23 00:24:25
279,218,1,83,2024-07-23 00:24:25,2024-07-23 00:24:25
280,219,2,83,2024-07-23 00:24:25,2024-07-23 00:24:25
281,220,1,80,2024-07-23 00:24:25,2024-07-23 00:24:25
282,220,2,83,2024-07-23 00:24:25,2024-07-23 00:24:25
283,221,1,9,2024-07-23 00:24:25,2024-07-23 00:24:25
284,221,2,83,2024-07-23 00:24:25,2024-07-23 00:24:25
285,222,1,8,2024-07-23 00:24:25,2024-07-23 00:24:25
286,222,2,1,2024-07-23 00:24:25,2024-07-23 00:24:25
287,223,2,1,2024-07-23 00:24:25,2024-07-23 00:24:25
288,223,1,24,2024-07-23 00:24:25,2024-07-23 00:24:25
289,224,1,84,2024-07-23 00:24:25,2024-07-23 00:24:25
290,224,2,29,2024-07-23 00:24:25,2024-07-23 00:24:25
291,225,1,84,2024-07-23 00:24:25,2024-07-23 00:24:25
292,226,2,84,2024-07-23 00:24:25,2024-07-23 00:24:25
293,227,1,85,2024-07-23 00:24:25,2024-07-23 00:24:25
294,227,2,72,2024-07-23 00:24:25,2024-07-23 00:24:25
295,228,1,85,2024-07-23 00:24:25,2024-07-23 00:24:25
296,229,2,85,2024-07-23 00:24:25,2024-07-23 00:24:25
297,230,1,84,2024-07-23 00:24:25,2024-07-23 00:24:25
298,230,1,39,2024-07-23 00:24:25,2024-07-23 00:24:25
299,231,1,29,2024-07-23 00:24:25,2024-07-23 00:24:25
300,231,1,39,2024-07-23 00:24:25,2024-07-23 00:24:25
301,231,2,84,2024-07-23 00:24:25,2024-07-23 00:24:25
302,232,1,85,2024-07-23 00:24:25,2024-07-23 00:24:25
303,232,1,39,2024-07-23 00:24:25,2024-07-23 00:24:25
304,233,1,72,2024-07-23 00:24:25,2024-07-23 00:24:25
305,233,1,39,2024-07-23 00:24:25,2024-07-23 00:24:25
306,233,2,85,2024-07-23 00:24:25,2024-07-23 00:24:25
307,234,1,5,2024-07-23 00:24:25,2024-07-23 00:24:25
308,234,2,28,2024-07-23 00:24:25,2024-07-23 00:24:25
309,235,1,46,2024-07-23 00:24:25,2024-07-23 00:24:25
310,235,2,55,2024-07-23 00:24:25,2024-07-23 00:24:25
311,236,1,60,2024-07-23 00:24:25,2024-07-23 00:24:25
312,236,2,50,2024-07-23 00:24:25,2024-07-23 00:24:25
313,237,1,28,2024-07-23 00:24:25,2024-07-23 00:24:25
314,237,2,30,2024-07-23 00:24:25,2024-07-23 00:24:25
315,238,1,28,2024-07-23 00:24:25,2024-07-23 00:24:25
316,238,2,31,2024-07-23 00:24:25,2024-07-23 00:24:25
317,239,1,3,2024-07-23 00:24:25,2024-07-23 00:24:25
318,239,2,72,2024-07-23 00:24:25,2024-07-23 00:24:25
319,240,4,30,2024-07-23 00:24:25,2024-07-23 00:24:25
320,241,1,14,2024-07-23 00:24:25,2024-07-23 00:24:25
321,241,2,41,2024-07-23 00:24:25,2024-07-23 00:24:25
322,242,1,62,2024-07-23 00:24:25,2024-07-23 00:24:25
323,242,1,41,2024-07-23 00:24:25,2024-07-23 00:24:25
324,243,1,14,2024-07-23 00:24:25,2024-07-23 00:24:25
325,243,1,62,2024-07-23 00:24:25,2024-07-23 00:24:25
326,243,2,41,2024-07-23 00:24:25,2024-07-23 00:24:25
327,244,1,9,2024-07-23 00:24:25,2024-07-23 00:24:25
328,244,2,31,2024-07-23 00:24:25,2024-07-23 00:24:25
329,245,1,9,2024-07-23 00:24:25,2024-07-23 00:24:25
330,245,1,68,2024-07-23 00:24:25,2024-07-23 00:24:25
331,246,2,9,2024-07-23 00:24:25,2024-07-23 00:24:25
332,246,1,31,2024-07-23 00:24:25,2024-07-23 00:24:25
333,246,1,68,2024-07-23 00:24:25,2024-07-23 00:24:25
334,247,1,86,2024-07-23 00:24:25,2024-07-23 00:24:25
335,248,2,86,2024-07-23 00:24:25,2024-07-23 00:24:25
336,249,1,86,2024-07-23 00:24:25,2024-07-23 00:24:25
337,249,2,17,2024-07-23 00:24:25,2024-07-23 00:24:25
338,250,1,86,2024-07-23 00:24:25,2024-07-23 00:24:25
339,250,1,62,2024-07-23 00:24:25,2024-07-23 00:24:25
340,251,2,86,2024-07-23 00:24:25,2024-07-23 00:24:25
341,251,1,62,2024-07-23 00:24:25,2024-07-23 00:24:25
342,251,1,17,2024-07-23 00:24:25,2024-07-23 00:24:25
343,252,1,58,2024-07-23 00:24:25,2024-07-23 00:24:25
344,252,2,86,2024-07-23 00:24:25,2024-07-23 00:24:25
345,253,2,44,2024-07-23 00:24:25,2024-07-23 00:24:25
346,254,2,36,2024-07-23 00:24:25,2024-07-23 00:24:25
347,254,1,30,2024-07-23 00:24:25,2024-07-23 00:24:25
348,255,1,36,2024-07-23 00:24:25,2024-07-23 00:24:25
349,255,1,38,2024-07-23 00:24:25,2024-07-23 00:24:25
350,256,1,30,2024-07-23 00:24:25,2024-07-23 00:24:25
351,256,1,38,2024-07-23 00:24:25,2024-07-23 00:24:25
352,256,2,36,2024-07-23 00:24:25,2024-07-23 00:24:25
353,257,2,38,2024-07-23 00:24:25,2024-07-23 00:24:25
354,257,1,59,2024-07-23 00:24:25,2024-07-23 00:24:25
355,258,1,38,2024-07-23 00:24:25,2024-07-23 00:24:25
356,258,1,21,2024-07-23 00:24:25,2024-07-23 00:24:25
357,259,1,59,2024-07-23 00:24:25,2024-07-23 00:24:25
358,259,1,21,2024-07-23 00:24:25,2024-07-23 00:24:25
359,259,2,38,2024-07-23 00:24:25,2024-07-23 00:24:25
360,260,1,76,2024-07-23 00:24:25,2024-07-23 00:24:25
361,261,1,39,2024-07-23 00:24:25,2024-07-23 00:24:25
362,261,2,30,2024-07-23 00:24:25,2024-07-23 00:24:25
363,262,1,76,2024-07-23 00:24:25,2024-07-23 00:24:25
364,262,2,8,2024-07-23 00:24:25,2024-07-23 00:24:25
365,263,1,8,2024-07-23 00:24:25,2024-07-23 00:24:25
366,263,1,17,2024-07-23 00:24:25,2024-07-23 00:24:25
367,264,1,76,2024-07-23 00:24:25,2024-07-23 00:24:25
368,264,1,17,2024-07-23 00:24:25,2024-07-23 00:24:25
369,264,2,8,2024-07-23 00:24:25,2024-07-23 00:24:25
370,265,1,69,2024-07-23 00:24:25,2024-07-23 00:24:25
371,265,2,7,2024-07-23 00:24:25,2024-07-23 00:24:25
372,267,1,87,2024-07-23 00:24:25,2024-07-23 00:24:25
373,268,2,87,2024-07-23 00:24:25,2024-07-23 00:24:25
374,268,1,19,2024-07-23 00:24:25,2024-07-23 00:24:25
375,269,1,87,2024-07-23 00:24:25,2024-07-23 00:24:25
376,269,1,83,2024-07-23 00:24:25,2024-07-23 00:24:25
377,270,1,19,2024-07-23 00:24:25,2024-07-23 00:24:25
378,270,1,83,2024-07-23 00:24:25,2024-07-23 00:24:25
379,270,2,87,2024-07-23 00:24:25,2024-07-23 00:24:25
380,271,1,41,2024-07-23 00:24:25,2024-07-23 00:24:25
381,272,1,24,2024-07-23 00:24:25,2024-07-23 00:24:25
382,273,1,10,2024-07-23 00:24:25,2024-07-23 00:24:25
383,273,2,82,2024-07-23 00:24:25,2024-07-23 00:24:25
384,274,2,87,2024-07-23 00:24:25,2024-07-23 00:24:25
385,275,1,79,2024-07-23 00:24:25,2024-07-23 00:24:25
386,276,1,25,2024-07-23 00:24:25,2024-07-23 00:24:25
387,276,2,79,2024-07-23 00:24:25,2024-07-23 00:24:25
388,277,1,79,2024-07-23 00:24:25,2024-07-23 00:24:25
389,277,1,72,2024-07-23 00:24:25,2024-07-23 00:24:25
390,278,1,25,2024-07-23 00:24:25,2024-07-23 00:24:25
391,278,1,72,2024-07-23 00:24:25,2024-07-23 00:24:25
392,278,2,79,2024-07-23 00:24:25,2024-07-23 00:24:25
393,279,4,64,2024-07-23 00:24:25,2024-07-23 00:24:25
394,280,1,11,2024-07-23 00:24:25,2024-07-23 00:24:25
396,281,1,4,2024-07-23 00:24:25,2024-07-23 00:24:25
397,281,2,11,2024-07-23 00:24:25,2024-07-23 00:24:25
398,282,2,41,2024-07-23 00:24:25,2024-07-23 00:24:25
399,282,1,16,2024-07-23 00:24:25,2024-07-23 00:24:25
400,283,1,41,2024-07-23 00:24:25,2024-07-23 00:24:25
401,283,1,23,2024-07-23 00:24:25,2024-07-23 00:24:25
402,284,2,41,2024-07-23 00:24:25,2024-07-23 00:24:25
403,284,1,16,2024-07-23 00:24:25,2024-07-23 00:24:25
404,284,1,23,2024-07-23 00:24:25,2024-07-23 00:24:25
405,285,1,41,2024-07-23 00:24:25,2024-07-23 00:24:25
406,285,1,23,2024-07-23 00:24:25,2024-07-23 00:24:25
407,286,2,41,2024-07-23 00:24:25,2024-07-23 00:24:25
408,286,1,16,2024-07-23 00:24:25,2024-07-23 00:24:25
409,286,1,23,2024-07-23 00:24:25,2024-07-23 00:24:25
410,287,1,41,2024-07-23 00:24:25,2024-07-23 00:24:25
411,288,2,28,2024-07-23 00:24:25,2024-07-23 00:24:25
412,288,1,29,2024-07-23 00:24:25,2024-07-23 00:24:25
413,289,1,28,2024-07-23 00:24:25,2024-07-23 00:24:25
414,289,1,17,2024-07-23 00:24:25,2024-07-23 00:24:25
415,290,2,28,2024-07-23 00:24:25,2024-07-23 00:24:25
416,290,1,29,2024-07-23 00:24:25,2024-07-23 00:24:25
417,290,1,17,2024-07-23 00:24:25,2024-07-23 00:24:25
418,291,2,48,2024-07-23 00:24:25,2024-07-23 00:24:25
419,292,2,34,2024-07-23 00:24:25,2024-07-23 00:24:25
420,292,2,33,2024-07-23 00:24:25,2024-07-23 00:24:25
