id,mission_id,item_id,item_type,quantity,card_exp_init,announcement_priority,announcement_label
3007,3007,903,TrainingItem,5,0,,
3008,3008,904,TrainingItem,5,0,,
3009,3009,902,TrainingItem,5,0,,
3010,3010,901,TrainingItem,5,0,,
3011,3011,11,Point::Stone,1,0,,
3012,3012,11,Point::Stone,1,0,,
3013,3013,11,Point::Stone,1,0,,
3014,3014,11,Point::Stone,1,0,,
3015,3015,1505,SupportItem,5,0,,
3016,3016,1700,SupportItem,5,0,,
3017,3017,1701,SupportItem,5,0,,
3018,3018,6,SupportItem,5,0,,
3019,3019,4,SupportItem,10,0,,
3020,3020,1701,SupportItem,10,0,,
3021,3021,11,Point::Stone,5,0,,
3022,3022,11,Point::Stone,5,0,,
3023,3023,1002240,Card,1,406503,,
3024,3024,8,TrainingField,5,0,,
3025,3025,8,TrainingField,5,0,,
3026,3026,8,TrainingField,5,0,,
3027,3027,8,TrainingField,5,0,,
3028,3028,1002240,Card,1,406503,,
3029,3029,11,Point::Stone,5,0,,
3030,3030,11,Point::Stone,1,0,,
3031,3031,11,Point::Stone,1,0,,
3032,3032,11,Point::Stone,1,0,,
3033,3033,11,Point::Stone,1,0,,
3034,3034,11,Point::Stone,1,0,,
3035,3035,11,Point::Stone,1,0,,
3036,3036,11,Point::Stone,1,0,,
3037,3037,11,Point::Stone,1,0,,
3038,3038,11,Point::Stone,1,0,,
3039,3039,11,Point::Stone,3,0,,
3040,3040,11,Point::Stone,3,0,,
3041,3041,11,Point::Stone,3,0,,
3042,3042,11,Point::Stone,3,0,,
3043,3043,11,Point::Stone,3,0,,
3044,3044,11,Point::Stone,3,0,,
3045,3045,11,Point::Stone,3,0,,
3046,3046,11,Point::Stone,3,0,,
3047,3047,11,Point::Stone,3,0,,
3048,3048,11,Point::Stone,3,0,,
3049,3049,11,Point::Stone,1,0,,
3050,3050,11,Point::Stone,1,0,,
3051,3051,11,Point::Stone,1,0,,
3052,3052,11,Point::Stone,3,0,,
3053,3053,11,Point::Stone,3,0,,
3054,3054,11,Point::Stone,3,0,,
3055,3055,1002520,Card,1,0,,
3056,3056,19,AwakeningItem,1,0,,
3057,3057,20,AwakeningItem,1,0,,
3058,3058,101,AwakeningItem,2,0,,
3059,3059,102,AwakeningItem,2,0,,
3060,3060,103,AwakeningItem,2,0,,
3061,3061,104,AwakeningItem,2,0,,
3062,3062,105,AwakeningItem,2,0,,
3063,3063,11,Point::Stone,1,0,,
3064,3064,11,Point::Stone,1,0,,
3065,3065,11,Point::Stone,1,0,,
3066,3066,11,Point::Stone,3,0,,
3067,3067,11,Point::Stone,3,0,,
3068,3068,11,Point::Stone,3,0,,
3069,3069,11,Point::Stone,3,0,,
4001,4001,14,AwakeningItem,1,0,,
4002,4002,16,AwakeningItem,1,0,,
4003,4003,17,AwakeningItem,1,0,,
4004,4004,15,AwakeningItem,1,0,,
4005,4005,18,AwakeningItem,1,0,,
4006,4006,11,Point::Stone,1,0,,
4007,4007,11,Point::Stone,1,0,,
4008,4008,2000680,Card,1,0,,
4009,4009,2000180,Card,1,0,,
4010,4010,3061,AwakeningItem,2,0,,
4011,4011,3062,AwakeningItem,2,0,,
4012,4012,3063,AwakeningItem,2,0,,
4013,4013,3064,AwakeningItem,2,0,,
4014,4014,3065,AwakeningItem,2,0,,
4015,4015,3066,AwakeningItem,2,0,,
4016,4016,3071,AwakeningItem,2,0,,
4017,4017,3072,AwakeningItem,2,0,,
4018,4018,3073,AwakeningItem,2,0,,
4019,4019,3074,AwakeningItem,2,0,,
4020,4020,3075,AwakeningItem,2,0,,
4021,4021,6,SupportItem,1,0,,
4022,4022,6,SupportItem,2,0,,
4023,4023,6,SupportItem,3,0,,
4024,4024,3071,AwakeningItem,2,0,,
4025,4025,3072,AwakeningItem,2,0,,
4026,4026,3073,AwakeningItem,2,0,,
4027,4027,1002630,Card,1,765122,,
4028,4028,1002640,Card,1,93879,,
4029,4029,1002650,Card,1,11333,,
4030,4030,3081,AwakeningItem,2,0,,
4031,4031,3082,AwakeningItem,2,0,,
4032,4032,3084,AwakeningItem,2,0,,
4033,4033,3083,AwakeningItem,2,0,,
4034,4034,3087,AwakeningItem,2,0,,
4035,4035,3086,AwakeningItem,2,0,,
4036,4036,1001850,Card,1,0,,
4037,4037,1001850,Card,1,0,,
4038,4038,1001850,Card,1,0,,
4039,4039,1001850,Card,1,0,,
4040,4040,1001850,Card,1,0,,
4041,4041,1001850,Card,1,0,,
4042,4042,404,TrainingItem,5,0,,
4043,4043,1,AwakeningItem,15,0,,
4044,4044,604,TrainingItem,5,0,,
4045,4045,7,AwakeningItem,5,0,,
4046,4046,704,TrainingItem,5,0,,
4047,4047,17,AwakeningItem,2,0,,
4048,4048,402,TrainingItem,5,0,,
4049,4049,2,AwakeningItem,15,0,,
4050,4050,602,TrainingItem,5,0,,
4051,4051,5,AwakeningItem,5,0,,
4052,4052,702,TrainingItem,5,0,,
4053,4053,15,AwakeningItem,2,0,,
4054,4054,403,TrainingItem,5,0,,
4055,4055,3,AwakeningItem,15,0,,
4056,4056,603,TrainingItem,5,0,,
4057,4057,6,AwakeningItem,5,0,,
4058,4058,703,TrainingItem,5,0,,
4059,4059,16,AwakeningItem,2,0,,
4060,4060,401,TrainingItem,5,0,,
4061,4061,1,AwakeningItem,15,0,,
4062,4062,601,TrainingItem,5,0,,
4063,4063,4,AwakeningItem,5,0,,
4064,4064,701,TrainingItem,5,0,,
4065,4065,18,AwakeningItem,2,0,,
4066,4066,400,TrainingItem,5,0,,
4067,4067,2,AwakeningItem,15,0,,
4068,4068,600,TrainingItem,5,0,,
4069,4069,8,AwakeningItem,5,0,,
4070,4070,700,TrainingItem,5,0,,
4071,4071,14,AwakeningItem,2,0,,
4072,4072,11,Point::Stone,1,0,,
4073,4073,11,Point::Stone,1,0,,
4074,4074,11,Point::Stone,1,0,,
4075,4075,3089,AwakeningItem,1,0,,
4076,4076,3088,AwakeningItem,1,0,,
4077,4077,3141,AwakeningItem,2,0,,
4078,4078,3142,AwakeningItem,2,0,,
4079,4079,3143,AwakeningItem,2,0,,
4080,4080,3144,AwakeningItem,2,0,,
4081,4081,3147,AwakeningItem,2,0,,
4082,4082,3146,AwakeningItem,2,0,,
4083,4083,3145,AwakeningItem,2,0,,
4084,4084,31501,SupportItem,1,0,,
4085,4085,31502,SupportItem,1,0,,
4086,4086,1003930,Card,1,0,,
4087,4087,3151,AwakeningItem,50,0,,
4088,4088,3151,AwakeningItem,50,0,,
4089,4089,3151,AwakeningItem,50,0,,
4140,4140,3181,AwakeningItem,5,0,,
4141,4141,3181,AwakeningItem,10,0,,
4142,4142,3181,AwakeningItem,15,0,,
4143,4143,3181,AwakeningItem,20,0,,
4144,4144,11,Point::Stone,1,0,,
4145,4145,11,Point::Stone,1,0,,
4146,4146,11,Point::Stone,3,0,,
4147,4147,11,Point::Stone,5,0,,
4148,4148,800,TrainingItem,5,0,,
4149,4149,801,TrainingItem,5,0,,
4150,4150,802,TrainingItem,5,0,,
4151,4151,803,TrainingItem,5,0,,
4152,4152,804,TrainingItem,5,0,,
4153,4153,1002640,Card,1,93879,,
4154,4154,1002630,Card,1,765122,,
4155,4155,900,TrainingItem,5,0,,
4156,4156,901,TrainingItem,5,0,,
4157,4157,902,TrainingItem,5,0,,
4158,4158,903,TrainingItem,5,0,,
4159,4159,904,TrainingItem,5,0,,
4160,4160,19,AwakeningItem,1,0,,
4161,4161,20,AwakeningItem,1,0,,
4162,4162,1002630,Card,3,765122,,
4163,4163,900,TrainingItem,5,0,,
4164,4164,901,TrainingItem,5,0,,
4165,4165,902,TrainingItem,5,0,,
4166,4166,903,TrainingItem,5,0,,
4167,4167,904,TrainingItem,5,0,,
4168,4168,19,AwakeningItem,1,0,,
4169,4169,20,AwakeningItem,1,0,,
4170,4170,11,Point::Stone,1,0,,
4171,4171,11,Point::Stone,1,0,,
4172,4172,11,Point::Stone,1,0,,
4173,4173,11,Point::Stone,1,0,,
4175,4175,6,SupportItem,3,0,,
4176,4176,13,Point::Zeni,100000,0,,
4177,4177,14,Point::ExchangePoint,250,0,,
4178,4178,11,Point::Stone,1,0,,
4179,4179,11,Point::Stone,1,0,,
4180,4180,11,Point::Stone,1,0,,
4181,4181,32102,AwakeningItem,5,0,,
4182,4182,1002640,Card,1,93879,,
4183,4183,32105,AwakeningItem,5,0,,
4184,4184,1002640,Card,1,93879,,
4185,4185,11,Point::Stone,1,0,,
4186,4186,11,Point::Stone,1,0,,
4187,4187,11,Point::Stone,1,0,,
4188,4188,11,Point::Stone,1,0,,
4189,4189,11,Point::Stone,1,0,,
4190,4190,1700,SupportItem,5,0,,
4191,4191,1002630,Card,1,765122,,
4192,4192,20,AwakeningItem,1,0,,
4193,4193,19,AwakeningItem,1,0,,
4194,4194,11,Point::Stone,3,0,,
4195,4195,11,Point::Stone,1,0,,
4196,4196,1,TreasureItem,5,0,,
4197,4197,1,TreasureItem,10,0,,
4198,4198,1,TreasureItem,15,0,,
4199,4199,1,TreasureItem,30,0,,
4200,4200,11,Point::Stone,1,0,,
4201,4201,11,Point::Stone,1,0,,
4202,4202,11,Point::Stone,1,0,,
4203,4203,11,Point::Stone,1,0,,
4204,4204,11,Point::Stone,1,0,,
4205,4205,11,Point::Stone,1,0,,
4206,4206,1,TreasureItem,5,0,,
4207,4207,1,TreasureItem,5,0,,
4208,4208,1,TreasureItem,5,0,,
4209,4209,11,Point::Stone,1,0,,
4210,4210,11,Point::Stone,1,0,,
4211,4211,11,Point::Stone,1,0,,
4212,4212,11,Point::Stone,1,0,,
4213,4213,11,Point::Stone,1,0,,
4214,4214,11,Point::Stone,1,0,,
4215,4215,20,AwakeningItem,1,0,,
4216,4216,11,Point::Stone,1,0,,
4217,4217,19,AwakeningItem,1,0,,
4218,4218,11,Point::Stone,1,0,,
4219,4219,1,TreasureItem,10,0,,
4220,4220,1,TreasureItem,15,0,,
4221,4221,1,TreasureItem,20,0,,
4222,4222,1,TreasureItem,30,0,,
4223,4223,11,Point::Stone,1,0,,
4224,4224,11,Point::Stone,1,0,,
4225,4225,11,Point::Stone,1,0,,
4226,4226,1,TreasureItem,5,0,,
4227,4227,1,TreasureItem,5,0,,
4228,4228,1,TreasureItem,5,0,,
4229,4229,1,TreasureItem,10,0,,
4230,4230,1,TreasureItem,10,0,,
4231,4231,1,TreasureItem,10,0,,
4232,4232,6,SupportItem,3,0,,
4233,4233,13,Point::Zeni,100000,0,,
4234,4234,14,Point::ExchangePoint,250,0,,
4235,4235,11,Point::Stone,1,0,,
4236,4236,11,Point::Stone,1,0,,
4237,4237,11,Point::Stone,1,0,,
4238,4238,11,Point::Stone,1,0,,
4239,4239,11,Point::Stone,1,0,,
4240,4240,6,SupportItem,3,0,,
4241,4241,13,Point::Zeni,100000,0,,
4242,4242,14,Point::ExchangePoint,250,0,,
4243,4243,11,Point::Stone,1,0,,
4244,4244,11,Point::Stone,1,0,,
4245,4245,11,Point::Stone,1,0,,
4246,4246,11,Point::Stone,1,0,,
4247,4247,11,Point::Stone,1,0,,
4248,4248,11,Point::Stone,1,0,,
4249,4249,1701,SupportItem,10,0,,
4250,4250,1700,SupportItem,10,0,,
4251,4251,11,Point::Stone,1,0,,
4252,4252,20,AwakeningItem,1,0,,
4253,4253,11,Point::Stone,1,0,,
4254,4254,11,Point::Stone,1,0,,
4255,4255,11,Point::Stone,1,0,,
4256,4256,6,SupportItem,3,0,,
4257,4257,13,Point::Zeni,100000,0,,
4258,4258,14,Point::ExchangePoint,250,0,,
4259,4259,11,Point::Stone,1,0,,
4260,4260,11,Point::Stone,1,0,,
4261,4261,6,SupportItem,3,0,,
4262,4262,13,Point::Zeni,100000,0,,
4263,4263,14,Point::ExchangePoint,250,0,,
4264,4264,1007360,Card,1,0,,
4265,4265,1007360,Card,1,0,,
4266,4266,1007360,Card,1,0,,
4267,4267,1007360,Card,1,0,,
4268,4268,1007360,Card,1,0,,
4269,4269,1007360,Card,1,0,,
4270,4270,1007360,Card,1,0,,
4271,4271,1002650,Card,1,11333,,
4272,4272,1002630,Card,1,765122,,
4273,4273,801,TrainingItem,5,0,,
4274,4274,11,Point::Stone,1,0,,
4275,4275,8,AwakeningItem,5,0,,
4276,4276,5,AwakeningItem,5,0,,
4277,4277,4,AwakeningItem,5,0,,
4278,4278,7,AwakeningItem,5,0,,
4279,4279,6,AwakeningItem,5,0,,
4284,4284,6,SupportItem,3,0,,
4285,4285,13,Point::Zeni,100000,0,,
4286,4286,14,Point::ExchangePoint,250,0,,
4287,4287,11,Point::Stone,1,0,,
4288,4288,11,Point::Stone,1,0,,
4289,4289,11,Point::Stone,1,0,,
4290,4290,11,Point::Stone,1,0,,
4291,4291,6,SupportItem,3,0,,
4292,4292,13,Point::Zeni,100000,0,,
4293,4293,14,Point::ExchangePoint,250,0,,
4294,4294,11,Point::Stone,1,0,,
4295,4295,11,Point::Stone,1,0,,
4296,4296,11,Point::Stone,1,0,,
4297,4297,11,Point::Stone,1,0,,
4298,4298,6,SupportItem,3,0,,
4299,4299,13,Point::Zeni,100000,0,,
4300,4300,14,Point::ExchangePoint,250,0,,
4301,4301,11,Point::Stone,1,0,,
4302,4302,11,Point::Stone,1,0,,
4303,4303,11,Point::Stone,1,0,,
4304,4304,11,Point::Stone,1,0,,
4305,4305,6,SupportItem,3,0,,
4306,4306,13,Point::Zeni,100000,0,,
4307,4307,14,Point::ExchangePoint,250,0,,
4308,4308,11,Point::Stone,1,0,,
4309,4309,11,Point::Stone,1,0,,
4310,4310,11,Point::Stone,1,0,,
4311,4311,11,Point::Stone,1,0,,
4312,4312,11,Point::Stone,1,0,,
4313,4313,11,Point::Stone,1,0,,
4314,4314,11,Point::Stone,1,0,,
4315,4315,11,Point::Stone,1,0,,
4316,4316,11,Point::Stone,1,0,,
4317,4317,1002640,Card,1,93879,,
4318,4318,1002630,Card,1,765122,,
4319,4319,11,Point::Stone,1,0,,
4320,4320,1004520,Card,1,0,,
4321,4321,11,Point::Stone,1,0,,
4322,4322,11,Point::Stone,1,0,,
5001,5001,6,SupportItem,10,0,,
5002,5002,2,TrainingField,5,0,,
5003,5003,1002240,Card,1,0,,
5004,5004,11,Point::Stone,1,0,,
5005,5005,11,Point::Stone,1,0,,
5006,5006,11,Point::Stone,1,0,,
5007,5007,11,Point::Stone,1,0,,
5008,5008,11,Point::Stone,1,0,,
5009,5009,3,TrainingField,10,0,,
5010,5010,8,TrainingField,5,0,,
5011,5011,19,AwakeningItem,1,0,,
5012,5012,11,Point::Stone,1,0,,
5013,5013,13,Point::Zeni,500000,0,,
5014,5014,2,TrainingField,5,0,,
5015,5015,1000430,Card,1,0,,
5016,5016,2,TrainingField,5,0,,
5017,5017,11,Point::Stone,5,0,,
5018,5018,4,TrainingField,10,0,,
5019,5019,8,TrainingField,5,0,,
5020,5020,11,Point::Stone,5,0,,
5021,5021,20,AwakeningItem,1,0,,
5022,5022,11,Point::Stone,5,0,,
5023,5023,11,Point::Stone,1,0,,
5024,5024,1002240,Card,1,0,,
5025,5025,11,Point::Stone,1,0,,
5026,5026,11,Point::Stone,3,0,,
5027,5027,11,Point::Stone,1,0,,
5028,5028,11,Point::Stone,1,0,,
5029,5029,2,TrainingField,5,0,,
5030,5030,11,Point::Stone,3,0,,
5031,5031,11,Point::Stone,1,0,,
5032,5032,3,TrainingField,10,0,,
5033,5033,1,AwakeningItem,30,0,,
5034,5034,8,TrainingField,5,0,,
5035,5035,19,AwakeningItem,1,0,,
5036,5036,11,Point::Stone,1,0,,
5037,5037,13,Point::Zeni,500000,0,,
5038,5038,2,TrainingField,5,0,,
5039,5039,1000430,Card,1,0,,
5040,5040,2,TrainingField,5,0,,
5041,5041,11,Point::Stone,5,0,,
5042,5042,4,TrainingField,10,0,,
5043,5043,8,TrainingField,5,0,,
5044,5044,11,Point::Stone,5,0,,
5045,5045,20,AwakeningItem,1,0,,
5046,5046,11,Point::Stone,5,0,,
5057,5057,1,SpecialItem,5,0,,
5058,5058,1,SpecialItem,3,0,,
5059,5059,11,Point::Stone,1,0,,
5060,5060,11,Point::Stone,3,0,,
5061,5061,11,Point::Stone,1,0,,
5062,5062,1,SpecialItem,3,0,,
5063,5063,1,SpecialItem,3,0,,
5064,5064,11,Point::Stone,3,0,,
5065,5065,1,SpecialItem,3,0,,
5066,5066,6,TrainingField,10,0,,
5067,5067,6,SupportItem,15,0,,
5068,5068,7,TrainingField,10,0,,
5069,5069,19,AwakeningItem,1,0,,
5070,5070,11,Point::Stone,5,0,,
5071,5071,11,Point::Stone,7,0,,
5072,5072,4,SpecialItem,1,0,,
5073,5073,11,Point::Stone,1,0,,
5074,5074,1002640,Card,1,93879,,
5075,5075,5,TrainingField,3,0,,
5076,5076,1,AwakeningItem,30,0,,
5077,5077,6,SupportItem,10,0,,
5078,5078,11,Point::Stone,1,0,,
5079,5079,4,TrainingField,10,0,,
5080,5080,8,TrainingField,5,0,,
5081,5081,11,Point::Stone,5,0,,
5082,5082,20,AwakeningItem,1,0,,
5083,5083,11,Point::Stone,5,0,,
5084,5084,1,SpecialItem,5,0,,
5085,5085,1,SpecialItem,3,0,,
5086,5086,11,Point::Stone,1,0,,
5087,5087,1,SpecialItem,5,0,,
5088,5088,1,SpecialItem,3,0,,
5089,5089,11,Point::Stone,1,0,,
5090,5090,1,SpecialItem,5,0,,
5091,5091,1,SpecialItem,3,0,,
5092,5092,11,Point::Stone,1,0,,
5093,5093,1,SpecialItem,5,0,,
5094,5094,1,SpecialItem,3,0,,
5095,5095,11,Point::Stone,1,0,,
5096,5096,1005470,Card,1,0,,
5097,5097,1,SpecialItem,5,0,,
5098,5098,1,SpecialItem,3,0,,
5099,5099,11,Point::Stone,1,0,,
5100,5100,1,SpecialItem,5,0,,
5101,5101,1,SpecialItem,3,0,,
5102,5102,11,Point::Stone,1,0,,
5103,5103,1,SpecialItem,5,0,,
5104,5104,1,SpecialItem,3,0,,
5105,5105,11,Point::Stone,1,0,,
5106,5106,1,SpecialItem,5,0,,
5107,5107,1,SpecialItem,3,0,,
5108,5108,11,Point::Stone,1,0,,
5109,5109,1,SpecialItem,5,0,,
5110,5110,1,SpecialItem,3,0,,
5111,5111,11,Point::Stone,1,0,,
5112,5112,1,SpecialItem,5,0,,
5113,5113,1003700,Card,1,0,,
5114,5114,1,SpecialItem,3,0,,
5115,5115,11,Point::Stone,1,0,,
5116,5116,1003700,Card,1,0,,
5117,5117,4,TreasureItem,5,0,,
5118,5118,1003700,Card,1,0,,
5119,5119,4,TreasureItem,5,0,,
5120,5120,1003700,Card,1,0,,
5121,5121,1001,AwakeningItem,3,0,,
5122,5122,1002,AwakeningItem,3,0,,
5123,5123,4,TreasureItem,5,0,,
5124,5124,1003700,Card,1,0,,
5125,5125,4,TreasureItem,5,0,,
5126,5126,1003700,Card,1,0,,
5127,5127,4,TreasureItem,5,0,,
5128,5128,1003700,Card,1,0,,
5129,5129,1001,AwakeningItem,2,0,,
5130,5130,1002,AwakeningItem,2,0,,
5131,5131,1001,AwakeningItem,1,0,,
5132,5132,1002,AwakeningItem,1,0,,
5133,5133,1003700,Card,1,0,,
5134,5134,1001,AwakeningItem,1,0,,
5135,5135,1002,AwakeningItem,1,0,,
5136,5136,1003700,Card,1,0,,
5137,5137,1003700,Card,1,0,,
5138,5138,1,SpecialItem,5,0,,
5139,5139,1,SpecialItem,3,0,,
5140,5140,11,Point::Stone,1,0,,
5141,5141,1002,AwakeningItem,3,0,,
5142,5142,1001,AwakeningItem,3,0,,
5143,5143,1002,AwakeningItem,1,0,,
5144,5144,1001,AwakeningItem,1,0,,
5145,5145,1002,AwakeningItem,1,0,,
5146,5146,1001,AwakeningItem,1,0,,
5147,5147,1002,AwakeningItem,2,0,,
5148,5148,1001,AwakeningItem,2,0,,
5149,5149,1,SpecialItem,5,0,,
5150,5150,1,SpecialItem,3,0,,
5151,5151,11,Point::Stone,1,0,,
6001,6001,11,Point::Stone,1,0,,
6002,6002,6,SupportItem,3,0,,
6003,6003,1,StatusExtension::CardCapacity,2,0,,
6004,6004,11,Point::Stone,1,0,,
6005,6005,12,Point::GashaPoint,3000,0,,
6006,6006,2,TrainingField,10,0,,
6007,6007,1,StatusExtension::CardCapacity,2,0,,
6008,6008,11,Point::Stone,1,0,,
6009,6009,1,AwakeningItem,10,0,,
6010,6010,11,Point::Stone,1,0,,
6011,6011,1002630,Card,1,765122,,
6012,6012,2,AwakeningItem,10,0,,
6013,6013,801,TrainingItem,4,0,,
6014,6014,4,AwakeningItem,10,0,,
6015,6015,11,Point::Stone,1,0,,
6016,6016,903,TrainingItem,3,0,,
6017,6017,1,StatusExtension::CardCapacity,2,0,,
6018,6018,1007940,Card,1,0,,
6019,6018,11,Point::Stone,10,0,,
10000,4323,1,PotentialItem,200,0,,
10001,4323,2,PotentialItem,200,0,,
10002,4323,3,PotentialItem,200,0,,
10003,4323,4,PotentialItem,200,0,,
10004,4323,5,PotentialItem,200,0,,
10005,4323,6,PotentialItem,100,0,,
10006,4323,7,PotentialItem,100,0,,
10007,4323,8,PotentialItem,100,0,,
10008,4323,9,PotentialItem,100,0,,
10009,4323,10,PotentialItem,100,0,,
10010,4323,11,PotentialItem,10,0,,
10011,4323,12,PotentialItem,10,0,,
10012,4323,13,PotentialItem,10,0,,
10013,4323,14,PotentialItem,10,0,,
10014,4323,15,PotentialItem,10,0,,
10015,4324,900000,AwakeningItem,1,0,,
10016,4325,1,PotentialItem,150,0,,
10017,4326,2,PotentialItem,150,0,,
10018,4327,3,PotentialItem,150,0,,
10019,4328,4,PotentialItem,50,0,,
10020,4328,5,PotentialItem,50,0,,
10021,4328,1,PotentialItem,50,0,,
10022,4328,2,PotentialItem,50,0,,
10023,4328,3,PotentialItem,50,0,,
10024,4329,5,PotentialItem,50,0,,
