id,z_battle_normal_reward_table_id,item_id,item_type,quantity,card_exp_init,created_at,updated_at
59,37,100044,AwakeningItem,4,0,2018-04-09 09:04:51,2018-04-09 09:04:51
62,38,100071,AwakeningItem,1,0,2018-04-17 06:17:51,2018-04-17 06:17:52
63,39,100071,AwakeningItem,2,0,2018-04-17 06:17:52,2018-04-17 06:17:52
64,40,100072,AwakeningItem,2,0,2018-04-17 06:17:52,2018-04-17 06:17:52
65,41,100072,AwakeningItem,4,0,2018-04-17 06:17:52,2018-04-17 06:17:52
66,42,100073,AwakeningItem,4,0,2018-04-17 06:17:52,2018-04-17 06:17:52
67,43,100074,AwakeningItem,4,0,2018-04-17 06:17:52,2018-04-17 06:17:52
68,44,100051,AwakeningItem,1,0,2018-04-27 01:45:08,2018-04-27 01:45:08
69,45,100061,AwakeningItem,1,0,2018-04-27 01:45:08,2018-04-27 01:45:08
70,46,100051,AwakeningItem,2,0,2018-04-27 01:45:08,2018-04-27 01:45:08
71,47,100061,AwakeningItem,2,0,2018-04-27 01:45:08,2018-04-27 01:45:08
72,48,100052,AwakeningItem,2,0,2018-04-27 01:45:08,2018-04-27 01:45:08
73,49,100062,AwakeningItem,2,0,2018-04-27 01:45:08,2018-04-27 01:45:08
74,50,100052,AwakeningItem,4,0,2018-04-27 01:45:08,2018-04-27 01:45:08
75,51,100062,AwakeningItem,4,0,2018-04-27 01:45:08,2018-04-27 01:45:08
76,52,100053,AwakeningItem,4,0,2018-04-27 01:45:08,2018-04-27 01:45:08
77,53,100063,AwakeningItem,4,0,2018-04-27 01:45:08,2018-04-27 01:45:08
78,54,100054,AwakeningItem,4,0,2018-04-27 01:45:08,2018-04-27 01:45:08
79,55,100064,AwakeningItem,4,0,2018-04-27 01:45:08,2018-04-27 01:45:08
80,56,100081,AwakeningItem,1,0,2018-05-21 05:40:26,2018-05-21 05:40:26
81,57,100081,AwakeningItem,2,0,2018-05-21 05:40:26,2018-05-21 05:40:26
82,58,100082,AwakeningItem,2,0,2018-05-21 05:40:26,2018-05-21 05:40:26
83,59,100082,AwakeningItem,4,0,2018-05-21 05:40:26,2018-05-21 05:40:26
84,60,100083,AwakeningItem,4,0,2018-05-21 05:40:26,2018-05-21 05:40:26
85,61,100084,AwakeningItem,4,0,2018-05-21 05:40:26,2018-05-21 05:40:26
86,62,100091,AwakeningItem,1,0,2018-07-22 00:44:13,2018-07-22 00:44:13
87,63,100091,AwakeningItem,2,0,2018-07-22 00:44:13,2018-07-22 00:44:13
88,64,100092,AwakeningItem,2,0,2018-07-22 00:44:13,2018-07-22 00:44:13
89,65,100092,AwakeningItem,4,0,2018-07-22 00:44:13,2018-07-22 00:44:14
90,66,100093,AwakeningItem,4,0,2018-07-22 00:44:14,2018-07-22 00:44:14
91,67,100094,AwakeningItem,4,0,2018-07-22 00:44:14,2018-07-22 00:44:14
92,68,400,TrainingItem,1,0,2018-08-22 10:58:01,2018-08-22 10:58:01
93,69,401,TrainingItem,1,0,2018-08-22 10:58:01,2018-08-22 10:58:01
94,70,402,TrainingItem,1,0,2018-08-22 10:58:01,2018-08-22 10:58:01
95,71,403,TrainingItem,1,0,2018-08-22 10:58:01,2018-08-22 10:58:01
96,72,404,TrainingItem,1,0,2018-08-22 10:58:01,2018-08-22 10:58:01
97,73,100101,AwakeningItem,1,0,2018-09-03 01:44:26,2018-09-03 01:44:26
98,74,100101,AwakeningItem,2,0,2018-09-03 01:44:26,2018-09-03 01:44:26
99,75,100102,AwakeningItem,2,0,2018-09-03 01:44:26,2018-09-03 01:44:26
100,76,100102,AwakeningItem,4,0,2018-09-03 01:44:26,2018-09-03 01:44:26
101,77,100103,AwakeningItem,4,0,2018-09-03 01:44:26,2018-09-03 01:44:26
102,78,100104,AwakeningItem,4,0,2018-09-03 01:44:26,2018-09-03 01:44:26
103,79,100111,AwakeningItem,1,0,2018-09-18 02:29:53,2018-09-18 02:29:53
104,80,100111,AwakeningItem,2,0,2018-09-18 02:29:53,2018-09-18 02:29:53
105,81,100112,AwakeningItem,2,0,2018-09-18 02:29:53,2018-09-18 02:29:53
106,82,100112,AwakeningItem,4,0,2018-09-18 02:29:53,2018-09-18 02:29:53
107,83,100113,AwakeningItem,4,0,2018-09-18 02:29:53,2018-09-18 02:29:53
108,84,100114,AwakeningItem,4,0,2018-09-18 02:29:53,2018-09-18 02:29:53
109,85,100121,AwakeningItem,1,0,2018-10-23 04:02:40,2018-10-23 04:02:40
110,86,100121,AwakeningItem,2,0,2018-10-23 04:02:40,2018-10-23 04:02:40
111,87,100122,AwakeningItem,2,0,2018-10-23 04:02:40,2018-10-23 04:02:40
112,88,100122,AwakeningItem,4,0,2018-10-23 04:02:40,2018-10-23 04:02:40
113,89,100123,AwakeningItem,4,0,2018-10-23 04:02:40,2018-10-23 04:02:40
114,90,100124,AwakeningItem,4,0,2018-10-23 04:02:40,2018-10-23 04:02:40
115,91,100131,AwakeningItem,1,0,2018-10-30 07:15:27,2018-10-30 07:15:27
116,92,100131,AwakeningItem,2,0,2018-10-30 07:15:27,2018-10-30 07:15:27
117,93,100132,AwakeningItem,2,0,2018-10-30 07:15:27,2018-10-30 07:15:27
118,94,100132,AwakeningItem,4,0,2018-10-30 07:15:27,2018-10-30 07:15:27
119,95,100133,AwakeningItem,4,0,2018-10-30 07:15:27,2018-10-30 07:15:27
120,96,100134,AwakeningItem,4,0,2018-10-30 07:15:27,2018-10-30 07:15:27
121,97,100141,AwakeningItem,1,0,2018-12-14 01:56:42,2018-12-14 01:56:42
122,98,100151,AwakeningItem,1,0,2018-12-14 01:56:42,2018-12-14 01:56:42
123,99,100161,AwakeningItem,1,0,2018-12-14 01:56:42,2018-12-14 01:56:42
124,100,100141,AwakeningItem,2,0,2018-12-14 01:56:42,2018-12-14 01:56:42
125,101,100151,AwakeningItem,2,0,2018-12-14 01:56:42,2018-12-14 01:56:42
126,102,100161,AwakeningItem,2,0,2018-12-14 01:56:42,2018-12-14 01:56:42
127,103,100142,AwakeningItem,2,0,2018-12-14 01:56:42,2018-12-14 01:56:42
128,104,100152,AwakeningItem,2,0,2018-12-14 01:56:42,2018-12-14 01:56:42
129,105,100162,AwakeningItem,2,0,2018-12-14 01:56:42,2018-12-14 01:56:42
130,106,100142,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
131,107,100152,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
132,108,100162,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
133,109,100143,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
134,110,100153,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
135,111,100163,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
136,112,100144,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
137,113,100154,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
138,114,100164,AwakeningItem,4,0,2018-12-14 01:56:42,2018-12-14 01:56:42
139,115,100171,AwakeningItem,1,0,2018-12-20 07:49:28,2018-12-20 07:49:28
140,116,100171,AwakeningItem,2,0,2018-12-20 07:49:28,2018-12-20 07:49:28
141,117,100172,AwakeningItem,2,0,2018-12-20 07:49:29,2018-12-20 07:49:29
142,118,100172,AwakeningItem,4,0,2018-12-20 07:49:29,2018-12-20 07:49:29
143,119,100173,AwakeningItem,4,0,2018-12-20 07:49:29,2018-12-20 07:49:29
144,120,100174,AwakeningItem,4,0,2018-12-20 07:49:29,2018-12-20 07:49:29
145,121,100181,AwakeningItem,1,0,2019-01-11 05:17:23,2019-01-11 05:17:23
146,122,100181,AwakeningItem,2,0,2019-01-11 05:17:23,2019-01-11 05:17:23
147,123,100182,AwakeningItem,2,0,2019-01-11 05:17:23,2019-01-11 05:17:23
148,124,100182,AwakeningItem,4,0,2019-01-11 05:17:23,2019-01-11 05:17:23
149,125,100183,AwakeningItem,4,0,2019-01-11 05:17:23,2019-01-11 05:17:23
150,126,100184,AwakeningItem,4,0,2019-01-11 05:17:23,2019-01-11 05:17:23
151,127,100191,AwakeningItem,1,0,2019-02-05 09:22:36,2019-02-05 09:22:36
152,128,100191,AwakeningItem,2,0,2019-02-05 09:22:36,2019-02-05 09:22:36
153,129,100192,AwakeningItem,2,0,2019-02-05 09:22:36,2019-02-05 09:22:36
154,130,100192,AwakeningItem,4,0,2019-02-05 09:22:37,2019-02-05 09:22:37
155,131,100193,AwakeningItem,4,0,2019-02-05 09:22:37,2019-02-05 09:22:37
156,132,100194,AwakeningItem,4,0,2019-02-05 09:22:37,2019-02-05 09:22:37
157,133,500,TrainingItem,1,0,2019-02-05 09:22:38,2019-02-05 09:22:38
158,134,501,TrainingItem,1,0,2019-02-05 09:22:38,2019-02-05 09:22:38
159,135,502,TrainingItem,1,0,2019-02-05 09:22:38,2019-02-05 09:22:38
160,136,503,TrainingItem,1,0,2019-02-05 09:22:38,2019-02-05 09:22:38
161,137,504,TrainingItem,1,0,2019-02-05 09:22:38,2019-02-05 09:22:38
162,138,100221,AwakeningItem,1,0,2019-02-14 06:16:46,2019-02-14 06:16:46
163,139,100231,AwakeningItem,1,0,2019-02-14 06:16:46,2019-02-14 06:16:46
164,140,100221,AwakeningItem,2,0,2019-02-14 06:16:46,2019-02-14 06:16:46
165,141,100231,AwakeningItem,2,0,2019-02-14 06:16:46,2019-02-14 06:16:46
166,142,100222,AwakeningItem,2,0,2019-02-14 06:16:46,2019-02-14 06:16:46
167,143,100232,AwakeningItem,2,0,2019-02-14 06:16:46,2019-02-14 06:16:46
168,144,100222,AwakeningItem,4,0,2019-02-14 06:16:46,2019-02-14 06:16:46
169,145,100232,AwakeningItem,4,0,2019-02-14 06:16:46,2019-02-14 06:16:46
170,146,100223,AwakeningItem,4,0,2019-02-14 06:16:46,2019-02-14 06:16:46
171,147,100233,AwakeningItem,4,0,2019-02-14 06:16:46,2019-02-14 06:16:46
172,148,100224,AwakeningItem,4,0,2019-02-14 06:16:46,2019-02-14 06:16:46
173,149,100234,AwakeningItem,4,0,2019-02-14 06:16:46,2019-02-14 06:16:46
174,150,100241,AwakeningItem,1,0,2019-02-21 05:51:49,2019-02-21 05:51:49
175,151,100241,AwakeningItem,2,0,2019-02-21 05:51:49,2019-02-21 05:51:49
176,152,100242,AwakeningItem,2,0,2019-02-21 05:51:49,2019-02-21 05:51:49
177,153,100242,AwakeningItem,4,0,2019-02-21 05:51:49,2019-02-21 05:51:49
178,154,100243,AwakeningItem,4,0,2019-02-21 05:51:49,2019-02-21 05:51:49
179,155,100244,AwakeningItem,4,0,2019-02-21 05:51:49,2019-02-21 05:51:49
180,156,100251,AwakeningItem,1,0,2019-03-06 06:15:17,2019-03-06 06:15:17
181,157,100251,AwakeningItem,2,0,2019-03-06 06:15:17,2019-03-06 06:15:17
182,158,100252,AwakeningItem,2,0,2019-03-06 06:15:17,2019-03-06 06:15:17
183,159,100252,AwakeningItem,4,0,2019-03-06 06:15:17,2019-03-06 06:15:17
184,160,100253,AwakeningItem,4,0,2019-03-06 06:15:18,2019-03-06 06:15:18
185,161,100254,AwakeningItem,4,0,2019-03-06 06:15:18,2019-03-06 06:15:18
186,162,100261,AwakeningItem,1,0,2019-03-26 10:02:56,2019-03-26 10:02:56
187,163,100261,AwakeningItem,2,0,2019-03-26 10:02:57,2019-03-26 10:02:57
188,164,100262,AwakeningItem,2,0,2019-03-26 10:02:57,2019-03-26 10:02:57
189,165,100262,AwakeningItem,4,0,2019-03-26 10:02:57,2019-03-26 10:02:57
190,166,100263,AwakeningItem,4,0,2019-03-26 10:02:57,2019-03-26 10:02:57
191,167,100264,AwakeningItem,4,0,2019-03-26 10:02:57,2019-03-26 10:02:57
192,168,100271,AwakeningItem,1,0,2019-05-14 02:51:24,2019-05-14 02:51:24
193,169,100271,AwakeningItem,2,0,2019-05-14 02:51:24,2019-05-14 02:51:24
194,170,100272,AwakeningItem,2,0,2019-05-14 02:51:24,2019-05-14 02:51:24
195,171,100272,AwakeningItem,4,0,2019-05-14 02:51:24,2019-05-14 02:51:24
196,172,100273,AwakeningItem,4,0,2019-05-14 02:51:24,2019-05-14 02:51:24
197,173,100274,AwakeningItem,4,0,2019-05-14 02:51:24,2019-05-14 02:51:24
198,174,100281,AwakeningItem,1,0,2019-05-21 05:38:00,2019-05-21 05:38:00
199,175,100281,AwakeningItem,2,0,2019-05-21 05:38:00,2019-05-21 05:38:00
200,176,100282,AwakeningItem,2,0,2019-05-21 05:38:00,2019-05-21 05:38:00
201,177,100282,AwakeningItem,4,0,2019-05-21 05:38:00,2019-05-21 05:38:00
202,178,100283,AwakeningItem,4,0,2019-05-21 05:38:00,2019-05-21 05:38:00
203,179,100284,AwakeningItem,4,0,2019-05-21 05:38:00,2019-05-21 05:38:00
204,180,100291,AwakeningItem,1,0,2019-06-05 05:13:01,2019-06-05 05:13:01
205,181,100291,AwakeningItem,2,0,2019-06-05 05:13:01,2019-06-05 05:13:01
206,182,100292,AwakeningItem,2,0,2019-06-05 05:13:01,2019-06-05 05:13:01
207,183,100292,AwakeningItem,4,0,2019-06-05 05:13:01,2019-06-05 05:13:01
208,184,100293,AwakeningItem,4,0,2019-06-05 05:13:01,2019-06-05 05:13:01
209,185,100294,AwakeningItem,4,0,2019-06-05 05:13:01,2019-06-05 05:13:01
210,186,100301,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
211,187,100311,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
212,188,100321,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
213,189,100331,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
214,190,100341,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
215,191,100351,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
216,192,100361,AwakeningItem,1,0,2019-07-05 12:00:31,2019-07-05 12:00:31
217,193,100301,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
218,194,100311,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
219,195,100321,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
220,196,100331,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
221,197,100341,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
222,198,100351,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
223,199,100361,AwakeningItem,2,0,2019-07-05 12:00:31,2019-07-05 12:00:31
224,200,100302,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
225,201,100312,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
226,202,100322,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
227,203,100332,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
228,204,100342,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
229,205,100352,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
230,206,100362,AwakeningItem,2,0,2019-07-05 12:00:32,2019-07-05 12:00:32
231,207,100302,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
232,208,100312,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
233,209,100322,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
234,210,100332,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
235,211,100342,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
236,212,100352,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
237,213,100362,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
238,214,100303,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
239,215,100313,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
240,216,100323,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
241,217,100333,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
242,218,100343,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
243,219,100353,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
244,220,100363,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
245,221,100304,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
246,222,100314,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
247,223,100324,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
248,224,100334,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
249,225,100344,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
250,226,100354,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
251,227,100364,AwakeningItem,4,0,2019-07-05 12:00:32,2019-07-05 12:00:32
252,228,100371,AwakeningItem,1,0,2019-07-11 08:07:17,2019-07-11 08:07:17
253,229,100371,AwakeningItem,2,0,2019-07-11 08:07:17,2019-07-11 08:07:17
254,230,100372,AwakeningItem,2,0,2019-07-11 08:07:17,2019-07-11 08:07:17
255,231,100372,AwakeningItem,4,0,2019-07-11 08:07:17,2019-07-11 08:07:17
256,232,100373,AwakeningItem,4,0,2019-07-11 08:07:17,2019-07-11 08:07:17
257,233,100374,AwakeningItem,4,0,2019-07-11 08:07:17,2019-07-11 08:07:17
258,234,100381,AwakeningItem,1,0,2019-08-06 09:17:39,2019-08-06 09:17:39
259,235,100381,AwakeningItem,2,0,2019-08-06 09:17:39,2019-08-06 09:17:39
260,236,100382,AwakeningItem,2,0,2019-08-06 09:17:39,2019-08-06 09:17:39
261,237,100382,AwakeningItem,4,0,2019-08-06 09:17:39,2019-08-06 09:17:39
262,238,100383,AwakeningItem,4,0,2019-08-06 09:17:39,2019-08-06 09:17:39
263,239,100384,AwakeningItem,4,0,2019-08-06 09:17:39,2019-08-06 09:17:39
264,240,500,TrainingItem,1,0,2019-08-06 09:17:39,2019-08-06 09:17:39
265,241,501,TrainingItem,1,0,2019-08-06 09:17:39,2019-08-06 09:17:39
266,242,502,TrainingItem,1,0,2019-08-06 09:17:39,2019-08-06 09:17:39
267,243,503,TrainingItem,1,0,2019-08-06 09:17:39,2019-08-06 09:17:39
268,244,504,TrainingItem,1,0,2019-08-06 09:17:39,2019-08-06 09:17:39
269,245,100391,AwakeningItem,1,0,2019-09-05 06:57:13,2019-09-05 06:57:13
270,246,100391,AwakeningItem,2,0,2019-09-05 06:57:13,2019-09-05 06:57:13
271,247,100392,AwakeningItem,2,0,2019-09-05 06:57:13,2019-09-05 06:57:13
272,248,100392,AwakeningItem,4,0,2019-09-05 06:57:13,2019-09-05 06:57:13
273,249,100393,AwakeningItem,4,0,2019-09-05 06:57:13,2019-09-05 06:57:13
274,250,100394,AwakeningItem,4,0,2019-09-05 06:57:13,2019-09-05 06:57:13
275,251,100401,AwakeningItem,1,0,2019-10-08 05:22:23,2019-10-08 05:22:23
276,252,100401,AwakeningItem,2,0,2019-10-08 05:22:23,2019-10-08 05:22:23
277,253,100402,AwakeningItem,2,0,2019-10-08 05:22:23,2019-10-08 05:22:23
278,254,100402,AwakeningItem,4,0,2019-10-08 05:22:23,2019-10-08 05:22:23
279,255,100403,AwakeningItem,4,0,2019-10-08 05:22:23,2019-10-08 05:22:23
280,256,100404,AwakeningItem,4,0,2019-10-08 05:22:23,2019-10-08 05:22:23
287,263,100411,AwakeningItem,1,0,2019-11-08 03:20:19,2019-11-08 03:20:19
288,264,100411,AwakeningItem,2,0,2019-11-08 03:20:19,2019-11-08 03:20:19
289,265,100412,AwakeningItem,2,0,2019-11-08 03:20:19,2019-11-08 03:20:19
290,266,100412,AwakeningItem,4,0,2019-11-08 03:20:19,2019-11-08 03:20:19
291,267,100413,AwakeningItem,4,0,2019-11-08 03:20:19,2019-11-08 03:20:19
292,268,100414,AwakeningItem,4,0,2019-11-08 03:20:19,2019-11-08 03:20:19
293,269,100421,AwakeningItem,1,0,2019-11-26 03:44:04,2019-11-26 06:39:58
294,270,100421,AwakeningItem,2,0,2019-11-26 03:44:04,2019-11-26 06:39:58
295,271,100422,AwakeningItem,2,0,2019-11-26 03:44:04,2019-11-26 06:39:58
296,272,100422,AwakeningItem,4,0,2019-11-26 03:44:04,2019-11-26 06:39:58
297,273,100423,AwakeningItem,4,0,2019-11-26 03:44:04,2019-11-26 06:39:58
298,274,100424,AwakeningItem,4,0,2019-11-26 03:44:04,2019-11-26 06:39:58
299,275,100431,AwakeningItem,1,0,2019-12-20 07:03:07,2019-12-20 07:03:07
300,276,100441,AwakeningItem,1,0,2019-12-20 07:03:07,2019-12-20 07:03:07
301,277,100431,AwakeningItem,2,0,2019-12-20 07:03:07,2019-12-20 07:03:07
302,278,100441,AwakeningItem,2,0,2019-12-20 07:03:07,2019-12-20 07:03:07
303,279,100432,AwakeningItem,2,0,2019-12-20 07:03:07,2019-12-20 07:03:07
304,280,100442,AwakeningItem,2,0,2019-12-20 07:03:07,2019-12-20 07:03:07
305,281,100432,AwakeningItem,4,0,2019-12-20 07:03:07,2019-12-20 07:03:07
306,282,100442,AwakeningItem,4,0,2019-12-20 07:03:07,2019-12-20 07:03:07
307,283,100433,AwakeningItem,4,0,2019-12-20 07:03:07,2019-12-20 07:03:07
308,284,100443,AwakeningItem,4,0,2019-12-20 07:03:07,2019-12-20 07:03:07
309,285,100434,AwakeningItem,4,0,2019-12-20 07:03:07,2019-12-20 07:03:07
310,286,100444,AwakeningItem,4,0,2019-12-20 07:03:07,2019-12-20 07:03:07
311,287,100451,AwakeningItem,1,0,2020-01-15 11:09:50,2020-01-15 11:09:50
312,288,100451,AwakeningItem,2,0,2020-01-15 11:09:50,2020-01-15 11:09:50
313,289,100452,AwakeningItem,2,0,2020-01-15 11:09:50,2020-01-15 11:09:50
314,290,100452,AwakeningItem,4,0,2020-01-15 11:09:50,2020-01-15 11:09:50
315,291,100453,AwakeningItem,4,0,2020-01-15 11:09:50,2020-01-15 11:09:50
316,292,100454,AwakeningItem,4,0,2020-01-15 11:09:50,2020-01-15 11:09:50
317,293,100471,AwakeningItem,1,0,2020-02-17 07:45:32,2020-02-17 07:45:32
318,294,100471,AwakeningItem,2,0,2020-02-17 07:45:32,2020-02-17 07:45:32
319,295,100472,AwakeningItem,2,0,2020-02-17 07:45:32,2020-02-17 07:45:32
320,296,100472,AwakeningItem,4,0,2020-02-17 07:45:32,2020-02-17 07:45:32
321,297,100473,AwakeningItem,4,0,2020-02-17 07:45:32,2020-02-17 07:45:32
322,298,100474,AwakeningItem,4,0,2020-02-17 07:45:32,2020-02-17 07:45:32
323,299,100481,AwakeningItem,1,0,2020-03-13 03:58:30,2020-03-18 10:02:40
324,300,100481,AwakeningItem,2,0,2020-03-13 03:58:30,2020-03-18 10:02:40
325,301,100482,AwakeningItem,2,0,2020-03-13 03:58:30,2020-03-18 10:02:40
326,302,100482,AwakeningItem,4,0,2020-03-13 03:58:30,2020-03-18 10:02:40
327,303,100483,AwakeningItem,4,0,2020-03-13 03:58:30,2020-03-18 10:02:40
328,304,100484,AwakeningItem,4,0,2020-03-13 03:58:30,2020-03-18 10:02:40
329,305,100461,AwakeningItem,1,0,2020-04-07 13:44:17,2020-04-07 13:44:17
330,306,100461,AwakeningItem,2,0,2020-04-07 13:44:17,2020-04-07 13:44:17
331,307,100462,AwakeningItem,2,0,2020-04-07 13:44:17,2020-04-07 13:44:17
332,308,100462,AwakeningItem,4,0,2020-04-07 13:44:17,2020-04-07 13:44:17
333,309,100463,AwakeningItem,4,0,2020-04-07 13:44:17,2020-04-07 13:44:17
334,310,100464,AwakeningItem,4,0,2020-04-07 13:44:17,2020-04-07 13:44:17
335,311,100491,AwakeningItem,1,0,2020-06-04 11:42:55,2020-06-04 11:42:55
336,312,100501,AwakeningItem,1,0,2020-06-04 11:42:55,2020-06-04 11:42:55
337,313,100491,AwakeningItem,2,0,2020-06-04 11:42:55,2020-06-04 11:42:55
338,314,100501,AwakeningItem,2,0,2020-06-04 11:42:55,2020-06-04 11:42:55
339,315,100492,AwakeningItem,2,0,2020-06-04 11:42:55,2020-06-04 11:42:55
340,316,100502,AwakeningItem,2,0,2020-06-04 11:42:55,2020-06-04 11:42:55
341,317,100492,AwakeningItem,4,0,2020-06-04 11:42:55,2020-06-04 11:42:55
342,318,100502,AwakeningItem,4,0,2020-06-04 11:42:55,2020-06-04 11:42:55
343,319,100493,AwakeningItem,4,0,2020-06-04 11:42:55,2020-06-04 11:42:55
344,320,100503,AwakeningItem,4,0,2020-06-04 11:42:55,2020-06-04 11:42:55
345,321,100494,AwakeningItem,4,0,2020-06-04 11:42:55,2020-06-04 11:42:55
346,322,100504,AwakeningItem,4,0,2020-06-04 11:42:55,2020-06-04 11:42:55
