id,name,description,support_memory_id,exec_timing_type,target_type,target_type_values,sub_target_type_set_id,probability,turn,causality_conditions,calc_option,efficacy_type,efficacy_values,created_at,updated_at
300081,神龍が敵に？！,"バトル中「邪悪龍編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
「邪悪龍編」カテゴリの
極系の味方全員の気力+1(1回のみ)",30008,1,2,[],2,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
300082,神龍が敵に？！,"バトル中「邪悪龍編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
「邪悪龍編」カテゴリの
極系の味方全員の気力+1(1回のみ)",30008,1,13,[],2,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
300091,ピッコロの激励,"HP59%以下で
チームに「救世主」カテゴリの味方がいるとき、
2ターンの間、味方全員の気力+3、
更に超系の味方全員の気力+1(1回のみ)",30009,1,2,[],0,100,2,"{""source"": ""2118&2197"", ""compiled"": [""&"", 2118, 2197]}",0,5,"[3, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
300092,ピッコロの激励,"HP59%以下で
チームに「救世主」カテゴリの味方がいるとき、
2ターンの間、味方全員の気力+3、
更に超系の味方全員の気力+1(1回のみ)",30009,1,12,[],0,100,2,"{""source"": ""2118&2197"", ""compiled"": [""&"", 2118, 2197]}",0,5,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
300101,パンのファーストキス,"バトル開始から2ターンの間、
「親友の絆」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",30010,1,2,[],204,100,2,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400011,初めてのてんぷら,"バトル開始から3ターン目に、
1ターンの間、味方全員の気力+3(1回のみ)",40001,1,2,[],0,100,1,"{""source"": ""806"", ""compiled"": 806}",0,5,"[3, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400021,師弟の目指す先,"バトル開始から2ターンの間、
「師弟の絆」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",40002,1,2,[],91,100,2,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400031,全王のありがたいお言葉,"バトル中「宇宙サバイバル編」カテゴリの
味方全員のATKとDEF10%UP",40003,1,2,[],11,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400041,姉弟の絆,"自身のHP50%以下の時、自身のHPが18%回復し、
1ターンの間、「兄弟の絆」カテゴリの
味方全員のATKとDEF18%UP(1回のみ)",40004,1,1,[],0,100,1,"{""source"": ""808"", ""compiled"": 808}",2,4,"[18, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400042,姉弟の絆,"自身のHP50%以下の時、自身のHPが18%回復し、
1ターンの間、「兄弟の絆」カテゴリの
味方全員のATKとDEF18%UP(1回のみ)",40004,1,2,[],77,100,1,"{""source"": ""808"", ""compiled"": 808}",2,3,"[18, 18, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400051,トランクスとマイの再会,"バトル開始から2ターンの間、
チームに「時空を超えし者」カテゴリの味方が2体以上いるとき
味方全員のATKとDEF10%UP(1回のみ)",40005,1,2,[],0,100,2,"{""source"": ""129"", ""compiled"": 129}",2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400061,ブラ誕生！,"バトル中「ベジータの系譜」カテゴリの
味方全員のATKとDEF10%UP",40006,1,2,[],67,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
400071,ふたりのザマス,"バトル中「世界の混乱」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「ザマス」または
「ゴクウブラック」を含む
キャラの気力+1(1回のみ)",40007,1,2,[],215,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400072,ふたりのザマス,"バトル中「世界の混乱」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「ザマス」または
「ゴクウブラック」を含む
キャラの気力+1(1回のみ)",40007,1,2,[],439,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400073,ふたりのザマス,"バトル中「世界の混乱」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「ザマス」または
「ゴクウブラック」を含む
キャラの気力+1(1回のみ)",40007,1,2,[],440,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400081,絶対神の嘆き,"「時空を超えし者」カテゴリの敵がいるとき、
3ターンの間、「神次元」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",40008,1,2,[],14,100,3,"{""source"": ""2738"", ""compiled"": 2738}",2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400091,トランクスとマイの旅立ち,"バトル中「未来編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に
「トランクス」(幼年期、GTを除く)または
「マイ(未来)」を含むキャラの気力+1(1回のみ)",40009,1,2,[],37,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400092,トランクスとマイの旅立ち,"バトル中「未来編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に
「トランクス」(幼年期、GTを除く)または
「マイ(未来)」を含むキャラの気力+1(1回のみ)",40009,1,2,[],442,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400093,トランクスとマイの旅立ち,"バトル中「未来編」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に
「トランクス」(幼年期、GTを除く)または
「マイ(未来)」を含むキャラの気力+1(1回のみ)",40009,1,2,[],443,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400101,スーパーサタンの奇跡！？,"「神次元」カテゴリの敵がいるとき、
3ターンの間、超系の味方全員の気力+4、
ATKとDEF10%UP(1回のみ)",40010,1,12,[],0,100,3,"{""source"": ""565"", ""compiled"": 565}",2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
400102,スーパーサタンの奇跡！？,"「神次元」カテゴリの敵がいるとき、
3ターンの間、超系の味方全員の気力+4、
ATKとDEF10%UP(1回のみ)",40010,1,12,[],0,100,3,"{""source"": ""565"", ""compiled"": 565}",0,5,"[4, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
500011,飛ばせハイヤードラゴン！,"HP70%以下のとき、1ターンの間、
味方全員のATKとDEF10%UP(1回のみ)",50001,1,2,[],0,100,1,"{""source"": ""807"", ""compiled"": 807}",2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500021,クリリン大熱唱,"バトル開始時の敵全体のATKを
1ターン目のみ5%DOWN、
2ターン目のみ4%DOWN、
3ターン目のみ3%DOWNさせる(1回のみ)",50002,1,4,[],0,100,1,,3,1,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500022,クリリン大熱唱,"バトル開始時の敵全体のATKを
1ターン目のみ5%DOWN、
2ターン目のみ4%DOWN、
3ターン目のみ3%DOWNさせる(1回のみ)",50002,1,4,[],0,100,2,,3,1,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500023,クリリン大熱唱,"バトル開始時の敵全体のATKを
1ターン目のみ5%DOWN、
2ターン目のみ4%DOWN、
3ターン目のみ3%DOWNさせる(1回のみ)",50002,1,4,[],0,100,3,,3,1,"[3, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500031,カカロット,"バトル中「劇場版HERO」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「孫悟空」を含むキャラ
(ギニュー、Jr.等を除く)の気力+1(1回のみ)",50003,1,2,[],59,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500032,カカロット,"バトル中「劇場版HERO」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「孫悟空」を含むキャラ
(ギニュー、Jr.等を除く)の気力+1(1回のみ)",50003,1,2,[],240,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500041,神次元への好奇心,"バトル開始から2ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
「神次元」カテゴリの敵がいる場合、
2ターンの間、味方全員の気力+1(1回のみ)",50004,1,2,[],14,100,2,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500042,神次元への好奇心,"バトル開始から2ターンの間、
「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
「神次元」カテゴリの敵がいる場合、
2ターンの間、味方全員の気力+1(1回のみ)",50004,1,2,[],0,100,2,"{""source"": ""1386"", ""compiled"": 1386}",0,5,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500051,あの世からの一撃,"バトル開始から5ターン目に、
2ターンの間、味方全員のATKとDEF10%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」カテゴリの敵がいるとき、
1ターンの間、超系の味方全員のATK10%UP
(1回のみ)",50005,1,2,[],0,100,2,"{""source"": ""1477"", ""compiled"": 1477}",2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500052,あの世からの一撃,"バトル開始から5ターン目に、
2ターンの間、味方全員のATKとDEF10%UPし、
バトル開始から5ターン目以降に、
「劇場版BOSS」カテゴリの敵がいるとき、
1ターンの間、超系の味方全員のATK10%UP
(1回のみ)",50005,1,12,[],0,100,1,"{""source"": ""1477&1478"", ""compiled"": [""&"", 1477, 1478]}",2,1,"[10, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500061,クウラの冷評,"バトル中「最凶の一族」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「クウラ」を含む
キャラの気力+1(1回のみ)",50006,1,2,[],272,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500062,クウラの冷評,"バトル中「最凶の一族」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
チームの名称に「クウラ」を含む
キャラの気力+1(1回のみ)",50006,1,2,[],279,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500071,残酷な挑発,"バトル開始から2ターンの間、
「恐怖の征服」カテゴリの
味方全員の気力+1、ATKとDEF10%UP(1回のみ)",50007,1,2,[],271,100,2,,2,3,"[10, 10, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500072,残酷な挑発,"バトル開始から2ターンの間、
「恐怖の征服」カテゴリの
味方全員の気力+1、ATKとDEF10%UP(1回のみ)",50007,1,2,[],271,100,2,,0,5,"[1, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500081,悟飯を救え！,"バトル開始から4ターン目以降、
HPが58%以下のとき、
1ターンの間、超系の味方全員の
ATKとDEF20%UPし、
チームに「救世主」カテゴリの味方がいるとき
自身のHPが10%回復する(1回のみ)",50008,1,12,[],0,100,1,"{""source"": ""1981&1982"", ""compiled"": [""&"", 1981, 1982]}",2,3,"[20, 20, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500082,悟飯を救え！,"バトル開始から4ターン目以降、
HPが58%以下のとき、
1ターンの間、超系の味方全員の
ATKとDEF20%UPし、
チームに「救世主」カテゴリの味方がいるとき
自身のHPが10%回復する(1回のみ)",50008,1,1,[],0,100,1,"{""source"": ""1981&1982&1983"", ""compiled"": [""&"", 1981, 1982, 1983]}",2,4,"[10, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500091,悟飯の心,"バトル開始から3ターン目以降、
HPが58%以下のとき、
2ターンの間、「混血サイヤ人」カテゴリの
味方全員のATKとDEF20%UP、
「大猿パワー」カテゴリの
味方全員の気力+2(1回のみ)",50009,1,2,[],8,100,2,"{""source"": ""2479&2480"", ""compiled"": [""&"", 2479, 2480]}",2,3,"[20, 20, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500092,悟飯の心,"バトル開始から3ターン目以降、
HPが58%以下のとき、
2ターンの間、「混血サイヤ人」カテゴリの
味方全員のATKとDEF20%UP、
「大猿パワー」カテゴリの
味方全員の気力+2(1回のみ)",50009,1,2,[],147,100,2,"{""source"": ""2479&2480"", ""compiled"": [""&"", 2479, 2480]}",0,5,"[2, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
500101,勇者からの贈り物,"バトル開始から2ターンの間、
「語り継がれし者」カテゴリの
味方全員のATKとDEF10%UP(1回のみ)",50010,1,2,[],481,100,2,,2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
500111,破壊神のプライド,"バトル中「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
「惑星破壊」カテゴリの
味方全員の気力+1(1回のみ)",50011,1,2,[],14,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
500112,破壊神のプライド,"バトル中「神次元」カテゴリの
味方全員のATKとDEF10%UPし、
バトル開始から7ターンの間、
「惑星破壊」カテゴリの
味方全員の気力+1(1回のみ)",50011,1,2,[],168,100,7,,0,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
500121,散りゆくスーパーヒーロー,"バトル中「超HERO」カテゴリの
味方全員のATKとDEF10%UPし、
チームに名称に「ガンマ」を含むキャラがいるとき
バトル開始から7ターンの間、
味方全員の気力+2(1回のみ)",50012,1,2,[],329,100,-1,,2,3,"[10, 10, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
500122,散りゆくスーパーヒーロー,"バトル中「超HERO」カテゴリの
味方全員のATKとDEF10%UPし、
チームに名称に「ガンマ」を含むキャラがいるとき
バトル開始から7ターンの間、
味方全員の気力+2(1回のみ)",50012,1,2,[],0,100,7,"{""source"": ""3069"", ""compiled"": 3069}",0,5,"[2, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
1000221,孫悟空の結婚,"バトル中「孫悟空の系譜」カテゴリの
味方全員のATKとDEF15%UP",100022,1,2,[],65,100,-1,,2,3,"[15, 15, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
1000231,孫悟空の結婚,"バトル中「孫悟空の系譜」カテゴリの
味方全員の気力+1、ATKとDEF20%UP",100023,1,2,[],65,100,-1,,2,3,"[20, 20, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
1000232,孫悟空の結婚,"バトル中「孫悟空の系譜」カテゴリの
味方全員の気力+1、ATKとDEF20%UP",100023,1,2,[],65,100,-1,,2,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
2000121,怒りのフリーザ,"超系の敵がいるとき、1ターンの間、
極系の味方全員のATK20%UP(1回のみ)",200012,1,13,[],0,100,1,"{""source"": ""804"", ""compiled"": 804}",2,1,"[20, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
2000131,怒りのフリーザ,"超系の敵がいるとき、2ターンの間、
極系の味方全員のATK20%UP(1回のみ)",200013,1,13,[],0,100,2,"{""source"": ""804"", ""compiled"": 804}",2,1,"[20, 0, 0]",2024-05-13 02:07:25,2024-05-13 02:07:25
2000421,超サイヤ人を超えろ！,"バトル開始から2ターンの間、
「純粋サイヤ人」または「混血サイヤ人」
カテゴリの味方全員の気力+1し、
更に「超サイヤ人」カテゴリの
味方全員のATKとDEF10%UP、
または「超サイヤ人2」カテゴリの
味方全員のATKとDEF20%UP(1回のみ)",200042,1,2,[],98,100,2,,0,5,"[1, 0, 0]",2024-05-13 02:07:26,2024-05-13 02:07:26
