id,sd_arena_id,sd_enemy_table_id,respawn_minutes,position_x,position_y,created_at,updated_at
41,9,33,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
42,9,36,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
43,9,36,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
44,9,34,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
45,9,35,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
46,10,37,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
47,10,40,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
48,10,40,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
49,10,38,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
50,10,39,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
51,11,41,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
52,11,44,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
53,11,44,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
54,11,42,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
55,11,43,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
56,12,45,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
57,12,48,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
58,12,48,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
59,12,46,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
60,12,47,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
61,13,49,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
62,13,52,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
63,13,52,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
64,13,50,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
65,13,51,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
66,14,53,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
67,14,56,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
68,14,56,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
69,14,54,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
70,14,55,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
71,15,57,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
72,15,60,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
73,15,60,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
74,15,58,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
75,15,59,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
76,16,61,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
77,16,64,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
78,16,64,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
79,16,62,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
80,16,63,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
81,17,65,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
82,17,68,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
83,17,69,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
84,17,66,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
85,17,67,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
86,18,70,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
87,18,73,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
88,18,74,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
89,18,71,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
90,18,72,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
91,19,75,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
92,19,78,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
93,19,79,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
94,19,76,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
95,19,77,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
96,20,80,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
97,20,83,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
98,20,84,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
99,20,81,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
100,20,82,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
101,21,85,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
102,21,88,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
103,21,89,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
104,21,86,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
105,21,87,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
106,22,90,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
107,22,93,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
108,22,94,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
109,22,91,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
110,22,92,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
111,23,95,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
112,23,98,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
113,23,99,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
114,23,96,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
115,23,97,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
116,24,100,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
117,24,103,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
118,24,104,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
119,24,101,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
120,24,102,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
121,25,105,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
122,25,108,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
123,25,109,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
124,25,106,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
125,25,107,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
126,26,110,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
127,26,113,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
128,26,114,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
129,26,111,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
130,26,112,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
131,27,115,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
132,27,118,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
133,27,119,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
134,27,116,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
135,27,117,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
136,28,120,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
137,28,123,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
138,28,124,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
139,28,121,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
140,28,122,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
141,29,125,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
142,29,128,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
143,29,129,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
144,29,126,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
145,29,127,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
146,30,130,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
147,30,133,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
148,30,134,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
149,30,131,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
150,30,132,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
151,31,135,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
152,31,138,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
153,31,139,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
154,31,136,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
155,31,137,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
156,32,140,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
157,32,143,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
158,32,144,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
159,32,141,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
160,32,142,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
161,33,145,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
162,33,148,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
163,33,149,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
164,33,146,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
165,33,147,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
166,34,150,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
167,34,153,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
168,34,154,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
169,34,151,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
170,34,152,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
171,35,155,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
172,35,158,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
173,35,159,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
174,35,156,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
175,35,157,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
176,36,160,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
177,36,163,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
178,36,164,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
179,36,161,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
180,36,162,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
181,37,165,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
182,37,168,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
183,37,169,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
184,37,166,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
185,37,167,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
186,38,170,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
187,38,173,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
188,38,174,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
189,38,171,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
190,38,172,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
191,39,175,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
192,39,178,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
193,39,179,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
194,39,176,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
195,39,177,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
196,40,180,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
197,40,183,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
198,40,184,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
199,40,181,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
200,40,182,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
201,41,185,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
202,41,188,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
203,41,189,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
204,41,186,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
205,41,187,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
206,42,190,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
207,42,193,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
208,42,194,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
209,42,191,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
210,42,192,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
211,43,195,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
212,43,198,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
213,43,199,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
214,43,196,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
215,43,197,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
216,44,200,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
217,44,203,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
218,44,204,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
219,44,201,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
220,44,202,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
221,45,205,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
222,45,208,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
223,45,209,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
224,45,206,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
225,45,207,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
226,46,210,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
227,46,213,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
228,46,214,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
229,46,211,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
230,46,212,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
231,47,215,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
232,47,218,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
233,47,219,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
234,47,216,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
235,47,217,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
236,48,220,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
237,48,223,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
238,48,224,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
239,48,221,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
240,48,222,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
241,49,225,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
242,49,228,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
243,49,229,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
244,49,226,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
245,49,227,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
246,50,230,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
247,50,233,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
248,50,234,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
249,50,231,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
250,50,232,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
251,51,235,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
252,51,238,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
253,51,239,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
254,51,236,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
255,51,237,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
256,52,240,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
257,52,243,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
258,52,244,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
259,52,241,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
260,52,242,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
261,53,245,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
262,53,248,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
263,53,249,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
264,53,246,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
265,53,247,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
266,54,250,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
267,54,253,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
268,54,254,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
269,54,251,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
270,54,252,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
271,55,255,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
272,55,258,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
273,55,259,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
274,55,256,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
275,55,257,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
276,56,260,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
277,56,263,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
278,56,264,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
279,56,261,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
280,56,262,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
281,57,265,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
282,57,268,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
283,57,269,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
284,57,266,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
285,57,267,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
286,58,270,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
287,58,273,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
288,58,274,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
289,58,271,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
290,58,272,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
291,59,275,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
292,59,278,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
293,59,279,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
294,59,276,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
295,59,277,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
296,60,280,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
297,60,283,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
298,60,284,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
299,60,281,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
300,60,282,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
301,61,285,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
302,61,288,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
303,61,289,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
304,61,286,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
305,61,287,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
306,62,290,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
307,62,293,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
308,62,294,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
309,62,291,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
310,62,292,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
311,63,295,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
312,63,298,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
313,63,299,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
314,63,296,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
315,63,297,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
316,64,300,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
317,64,303,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
318,64,304,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
319,64,301,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
320,64,302,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
321,65,305,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
322,65,308,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
323,65,309,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
324,65,306,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
325,65,307,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
326,66,310,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
327,66,313,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
328,66,314,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
329,66,311,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
330,66,312,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
331,67,315,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
332,67,318,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
333,67,319,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
334,67,316,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
335,67,317,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
336,68,320,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
337,68,323,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
338,68,324,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
339,68,321,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
340,68,322,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
341,69,325,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
342,69,328,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
343,69,329,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
344,69,326,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
345,69,327,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
346,70,330,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
347,70,333,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
348,70,334,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
349,70,331,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
350,70,332,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
351,71,335,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
352,71,338,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
353,71,339,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
354,71,336,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
355,71,337,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
356,72,340,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
357,72,343,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
358,72,344,0,5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
359,72,341,0,-7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
360,72,342,0,7,2,2024-07-17 02:09:19,2024-07-17 02:09:19
361,73,345,0,0,2,2024-07-17 02:09:19,2024-07-17 02:09:19
362,73,348,0,-5,10,2024-07-17 02:09:19,2024-07-17 02:09:19
