id,type,z_battle_stage_effect_escalation_type,banner_image_path,listbutton_image_path,announcement_id,priority,danger_line_hp,start_at,end_at,eventkagi_start_at,eventkagi_end_at,enable_battle_auto,cpu_friend_list_id,related_z_battle_stage_id,unlock_conditions
38,ZBattleStage::Normal,38,images/event/eve_banner/zbattle_list_banner_38.png,images/home/myp_banner_event_zbattle_038.png,200518,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
39,ZBattleStage::Normal,39,images/event/eve_banner/zbattle_list_banner_39.png,images/home/myp_banner_event_zbattle_039.png,200535,0,35000,2020-08-21 07:00:00,2030-01-01 00:00:00,,,1,514,,{}
40,ZBattleStage::Normal,40,images/event/eve_banner/zbattle_list_banner_40.png,images/home/myp_banner_event_zbattle_040.png,200545,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
41,ZBattleStage::Normal,41,images/event/eve_banner/zbattle_list_banner_41.png,images/home/myp_banner_event_zbattle_041_R.png,200551,0,35000,2020-08-21 07:00:00,2030-01-01 00:00:00,,,1,514,,{}
42,ZBattleStage::Normal,42,images/event/eve_banner/zbattle_list_banner_42.png,images/home/myp_banner_event_zbattle_042.png,200559,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
43,ZBattleStage::Normal,43,images/event/eve_banner/zbattle_list_banner_43.png,images/home/myp_banner_event_zbattle_043.png,200575,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
44,ZBattleStage::Normal,44,images/event/eve_banner/zbattle_list_banner_44.png,images/home/myp_banner_event_zbattle_044.png,200593,0,35000,2022-01-29 06:00:00,2030-01-01 00:00:00,,,1,514,,{}
45,ZBattleStage::Normal,45,images/event/eve_banner/zbattle_list_banner_45.png,images/home/myp_banner_event_zbattle_045.png,200606,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
46,ZBattleStage::Normal,46,images/event/eve_banner/zbattle_list_banner_46.png,images/home/myp_banner_event_zbattle_046.png,200618,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
47,ZBattleStage::Normal,47,images/event/eve_banner/zbattle_list_banner_47.png,images/home/myp_banner_event_zbattle_047.png,200621,0,35000,2021-01-12 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
48,ZBattleStage::Normal,48,images/event/eve_banner/zbattle_list_banner_48.png,images/home/myp_banner_event_zbattle_048.png,200640,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
49,ZBattleStage::Normal,49,images/event/eve_banner/zbattle_list_banner_49.png,images/home/myp_banner_event_zbattle_049.png,200646,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
50,ZBattleStage::Normal,50,images/event/eve_banner/zbattle_list_banner_50.png,images/home/myp_banner_event_zbattle_050.png,200652,0,35000,2021-03-04 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
51,ZBattleStage::Normal,51,images/event/eve_banner/zbattle_list_banner_51.png,images/home/myp_banner_event_zbattle_051.png,200650,0,35000,2024-04-08 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
52,ZBattleStage::Normal,52,images/event/eve_banner/zbattle_list_banner_52.png,images/home/myp_banner_event_zbattle_052.png,200651,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-05-25 08:00:00,2030-01-01 00:00:00,1,514,,{}
53,ZBattleStage::Normal,53,images/event/eve_banner/zbattle_list_banner_53.png,images/home/myp_banner_event_zbattle_053.png,200653,0,35000,2021-04-08 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
54,ZBattleStage::Normal,54,images/event/eve_banner/zbattle_list_banner_54.png,images/home/myp_banner_event_zbattle_054.png,200659,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
55,ZBattleStage::Normal,55,images/event/eve_banner/zbattle_list_banner_55.png,images/home/myp_banner_event_zbattle_055.png,200681,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
56,ZBattleStage::Normal,56,images/event/eve_banner/zbattle_list_banner_56.png,images/home/myp_banner_event_zbattle_056.png,200683,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
57,ZBattleStage::Normal,57,images/event/eve_banner/zbattle_list_banner_57.png,images/home/myp_banner_event_zbattle_057.png,200690,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
58,ZBattleStage::Normal,58,images/event/eve_banner/zbattle_list_banner_58.png,images/home/myp_banner_event_zbattle_058.png,200705,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
59,ZBattleStage::Normal,59,images/event/eve_banner/zbattle_list_banner_59.png,images/home/myp_banner_event_zbattle_059.png,200703,0,35000,2021-08-12 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
60,ZBattleStage::Normal,60,images/event/eve_banner/zbattle_list_banner_60.png,images/home/myp_banner_event_zbattle_060.png,200704,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
61,ZBattleStage::Normal,61,images/event/eve_banner/zbattle_list_banner_61.png,images/home/myp_banner_event_zbattle_061.png,200720,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
62,ZBattleStage::Normal,62,images/event/eve_banner/zbattle_list_banner_62.png,images/home/myp_banner_event_zbattle_062.png,200706,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
63,ZBattleStage::Normal,63,images/event/eve_banner/zbattle_list_banner_63.png,images/home/myp_banner_event_zbattle_063.png,200738,0,35000,2022-03-18 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
64,ZBattleStage::Normal,64,images/event/eve_banner/zbattle_list_banner_64.png,images/home/myp_banner_event_zbattle_064.png,200750,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-12-09 08:00:00,2030-01-01 00:00:00,1,514,,{}
65,ZBattleStage::Normal,65,images/event/eve_banner/zbattle_list_banner_65.png,images/home/myp_banner_event_zbattle_065.png,200761,0,35000,2021-11-25 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
66,ZBattleStage::Normal,66,images/event/eve_banner/zbattle_list_banner_66.png,images/home/myp_banner_event_zbattle_066.png,200752,0,35000,2023-11-22 06:00:00,2023-12-07 07:59:59,2022-01-29 06:00:00,2030-01-01 00:00:00,1,514,,{}
67,ZBattleStage::Normal,67,images/event/eve_banner/zbattle_list_banner_67.png,images/home/myp_banner_event_zbattle_067.png,200751,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2021-12-09 08:00:00,2030-01-01 00:00:00,1,514,,{}
68,ZBattleStage::Normal,68,images/event/eve_banner/zbattle_list_banner_68.png,images/home/myp_banner_event_zbattle_068.png,200778,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-03-03 08:00:00,2030-01-01 00:00:00,1,514,,{}
69,ZBattleStage::Normal,69,images/event/eve_banner/zbattle_list_banner_69.png,images/home/myp_banner_event_zbattle_069.png,200798,0,35000,2021-12-16 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
70,ZBattleStage::Normal,70,images/event/eve_banner/zbattle_list_banner_70.png,images/home/myp_banner_event_zbattle_070.png,200805,0,35000,2022-01-06 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
71,ZBattleStage::Normal,71,images/event/eve_banner/zbattle_list_banner_71.png,images/home/myp_banner_event_zbattle_071.png,200806,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-03-03 08:00:00,2030-01-01 00:00:00,1,514,,{}
72,ZBattleStage::Normal,72,images/event/eve_banner/zbattle_list_banner_72.png,images/home/myp_banner_event_zbattle_072.png,200811,0,35000,2022-02-10 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
73,ZBattleStage::Normal,73,images/event/eve_banner/zbattle_list_banner_73.png,images/home/myp_banner_event_zbattle_073.png,200828,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-03-08 08:00:00,2030-01-01 00:00:00,1,514,,{}
74,ZBattleStage::Normal,74,images/event/eve_banner/zbattle_list_banner_74.png,images/home/myp_banner_event_zbattle_074.png,200840,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-03-08 08:00:00,2030-01-01 00:00:00,1,514,,{}
75,ZBattleStage::Normal,75,images/event/eve_banner/zbattle_list_banner_75.png,images/home/myp_banner_event_zbattle_075.png,200837,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-03-08 08:00:00,2030-01-01 00:00:00,1,514,,{}
76,ZBattleStage::Normal,76,images/event/eve_banner/zbattle_list_banner_76.png,images/home/myp_banner_event_zbattle_076.png,200845,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-03-08 08:00:00,2030-01-01 00:00:00,1,514,,{}
77,ZBattleStage::Normal,77,images/event/eve_banner/zbattle_list_banner_77.png,images/home/myp_banner_event_zbattle_077.png,200866,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
78,ZBattleStage::Normal,78,images/event/eve_banner/zbattle_list_banner_78.png,images/home/myp_banner_event_zbattle_078.png,200861,0,0,2022-03-09 06:00:00,2030-01-01 00:00:00,,,1,514,,{}
79,ZBattleStage::Normal,79,images/event/eve_banner/zbattle_list_banner_79.png,images/home/myp_banner_event_zbattle_079.png,200867,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
80,ZBattleStage::Normal,80,images/event/eve_banner/zbattle_list_banner_80.png,images/home/myp_banner_event_zbattle_080.png,200868,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
81,ZBattleStage::Normal,81,images/event/eve_banner/zbattle_list_banner_81.png,images/home/myp_banner_event_zbattle_081.png,200891,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-06-07 08:00:00,2030-01-01 00:00:00,1,514,,{}
82,ZBattleStage::Normal,82,images/event/eve_banner/zbattle_list_banner_82.png,images/home/myp_banner_event_zbattle_082.png,200914,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
83,ZBattleStage::Normal,83,images/event/eve_banner/zbattle_list_banner_83.png,images/home/myp_banner_event_zbattle_083_2.png,200935,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
84,ZBattleStage::Normal,84,images/event/eve_banner/zbattle_list_banner_84.png,images/home/myp_banner_event_zbattle_084.png,200937,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
85,ZBattleStage::Normal,85,images/event/eve_banner/zbattle_list_banner_85.png,images/home/myp_banner_event_zbattle_085.png,200936,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
86,ZBattleStage::Normal,86,images/event/eve_banner/zbattle_list_banner_86.png,images/home/myp_banner_event_zbattle_086.png,200948,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
87,ZBattleStage::Normal,87,images/event/eve_banner/zbattle_list_banner_87.png,images/home/myp_banner_event_zbattle_087.png,200949,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
88,ZBattleStage::Normal,88,images/event/eve_banner/zbattle_list_banner_88.png,images/home/myp_banner_event_zbattle_088.png,200960,0,35000,2022-08-12 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
89,ZBattleStage::Normal,89,images/event/eve_banner/zbattle_list_banner_89.png,images/home/myp_banner_event_zbattle_089.png,200976,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
90,ZBattleStage::Normal,90,images/event/eve_banner/zbattle_list_banner_90.png,images/home/myp_banner_event_zbattle_090.png,200977,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
91,ZBattleStage::Normal,91,images/event/eve_banner/zbattle_list_banner_91.png,images/home/myp_banner_event_zbattle_091.png,200975,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
92,ZBattleStage::Normal,92,images/event/eve_banner/zbattle_list_banner_92.png,images/home/myp_banner_event_zbattle_092.png,200992,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2022-10-04 08:00:00,2030-01-01 00:00:00,1,514,,{}
93,ZBattleStage::Normal,93,images/event/eve_banner/zbattle_list_banner_93.png,images/home/myp_banner_event_zbattle_093.png,200994,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
94,ZBattleStage::Normal,94,images/event/eve_banner/zbattle_list_banner_94.png,images/home/myp_banner_event_zbattle_094.png,201039,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
95,ZBattleStage::Normal,95,images/event/eve_banner/zbattle_list_banner_95.png,images/home/myp_banner_event_zbattle_095.png,201045,0,35000,2023-11-22 06:00:00,2023-12-07 07:59:59,2023-01-29 06:00:00,2030-01-01 00:00:00,1,514,,{}
96,ZBattleStage::Normal,96,images/event/eve_banner/zbattle_list_banner_96.png,images/home/myp_banner_event_zbattle_096.png,201049,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
97,ZBattleStage::Normal,97,images/event/eve_banner/zbattle_list_banner_97.png,images/home/myp_banner_event_zbattle_097.png,201083,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
98,ZBattleStage::Normal,98,images/event/eve_banner/zbattle_list_banner_98.png,images/home/myp_banner_event_zbattle_098.png,201084,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
99,ZBattleStage::Normal,99,images/event/eve_banner/zbattle_list_banner_99.png,images/home/myp_banner_event_zbattle_099.png,201148,0,35000,2023-03-23 08:00:00,2030-01-01 00:00:00,,,1,514,,{}
100,ZBattleStage::Normal,100,images/event/eve_banner/zbattle_list_banner_100.png,images/home/myp_banner_event_zbattle_100.png,201091,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
101,ZBattleStage::Normal,101,images/event/eve_banner/zbattle_list_banner_101.png,images/home/myp_banner_event_zbattle_101.png,201092,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-01-29 08:00:00,2030-01-01 00:00:00,1,514,,{}
102,ZBattleStage::Normal,102,images/event/eve_banner/zbattle_list_banner_102.png,images/home/myp_banner_event_zbattle_102.png,201239,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-10-05 08:00:00,2030-01-01 00:00:00,1,514,,{}
103,ZBattleStage::Normal,103,images/event/eve_banner/zbattle_list_banner_103.png,images/home/myp_banner_event_zbattle_103.png,201123,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-03-06 08:00:00,2030-01-01 00:00:00,1,514,,{}
104,ZBattleStage::Normal,104,images/event/eve_banner/zbattle_list_banner_104.png,images/home/myp_banner_event_zbattle_104.png,201122,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-03-06 08:00:00,2030-01-01 00:00:00,1,514,,{}
105,ZBattleStage::Normal,105,images/event/eve_banner/zbattle_list_banner_105.png,images/home/myp_banner_event_zbattle_105.png,201131,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-03-06 08:00:00,2030-01-01 00:00:00,1,514,,{}
106,ZBattleStage::Normal,106,images/event/eve_banner/zbattle_list_banner_106.png,images/home/myp_banner_event_zbattle_106.png,201132,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-03-06 08:00:00,2030-01-01 00:00:00,1,514,,{}
107,ZBattleStage::Normal,107,images/event/eve_banner/zbattle_list_banner_107.png,images/home/myp_banner_event_zbattle_107.png,201133,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-03-06 08:00:00,2030-01-01 00:00:00,1,514,,{}
108,ZBattleStage::Normal,108,images/event/eve_banner/zbattle_list_banner_108.png,images/home/myp_banner_event_zbattle_108.png,201134,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-03-06 08:00:00,2030-01-01 00:00:00,1,514,,{}
109,ZBattleStage::Normal,109,images/event/eve_banner/zbattle_list_banner_109.png,images/home/myp_banner_event_zbattle_109.png,201149,0,35000,2024-04-26 08:00:00,2024-05-30 07:59:59,2023-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
110,ZBattleStage::Normal,110,images/event/eve_banner/zbattle_list_banner_110.png,images/home/myp_banner_event_zbattle_110.png,201152,0,35000,2024-04-08 08:00:00,2024-05-30 07:59:59,2023-05-31 08:00:00,2030-01-01 00:00:00,1,514,,{}
