id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init,created_at,updated_at
90,27,1,PotentialItem,500,0,2017-11-08 10:30:55,2017-11-08 10:30:55
91,28,11,Point::Stone,1,0,2017-11-08 10:30:55,2017-11-08 10:30:55
92,28,100004,AwakeningItem,6,0,2017-11-08 10:30:55,2017-11-08 10:30:55
93,28,6,PotentialItem,400,0,2017-11-08 10:30:55,2017-11-08 10:30:55
94,29,11,Point::Stone,1,0,2017-11-08 10:30:55,2017-11-08 10:30:55
95,29,100004,AwakeningItem,7,0,2017-11-08 10:30:55,2017-11-08 10:30:55
96,29,11,PotentialItem,40,0,2017-11-08 10:30:55,2017-11-08 10:30:55
97,30,11,Point::Stone,1,0,2017-11-08 10:30:55,2017-11-08 10:30:55
98,30,100004,AwakeningItem,8,0,2017-11-08 10:30:55,2017-11-08 10:30:55
99,30,1,PotentialItem,500,0,2017-11-08 10:30:55,2017-11-08 10:30:55
100,30,6,PotentialItem,400,0,2017-11-08 10:30:55,2017-11-08 10:30:55
101,30,11,PotentialItem,40,0,2017-11-08 10:30:55,2017-11-08 10:30:55
102,30,1012230,Card,3,0,2017-11-08 10:30:55,2017-11-08 10:30:55
103,31,1005480,Card,1,765122,2017-11-08 10:30:55,2017-11-08 10:30:55
104,32,11,Point::Stone,1,0,2017-11-28 04:30:55,2017-11-28 04:30:55
105,32,100011,AwakeningItem,1,0,2017-11-28 04:30:55,2017-12-06 05:05:57
106,32,4,PotentialItem,370,0,2017-11-28 04:30:55,2017-12-06 05:05:57
107,33,11,Point::Stone,1,0,2017-11-28 04:30:55,2017-11-28 04:30:55
108,33,100011,AwakeningItem,1,0,2017-11-28 04:30:55,2017-12-06 05:05:57
109,33,9,PotentialItem,270,0,2017-11-28 04:30:56,2017-12-06 05:05:57
110,34,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
111,34,100011,AwakeningItem,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
112,34,14,PotentialItem,20,0,2017-11-28 04:30:56,2017-12-06 05:05:57
113,35,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
114,35,100011,AwakeningItem,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
115,35,4,PotentialItem,370,0,2017-11-28 04:30:56,2017-12-06 05:05:57
116,36,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
117,36,100011,AwakeningItem,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
118,36,9,PotentialItem,270,0,2017-11-28 04:30:56,2017-12-06 05:05:57
119,36,1012260,Card,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
120,37,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
121,37,100011,AwakeningItem,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
122,37,14,PotentialItem,20,0,2017-11-28 04:30:56,2017-12-06 05:05:57
123,38,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
124,38,100011,AwakeningItem,2,0,2017-11-28 04:30:56,2017-12-06 05:05:57
125,38,4,PotentialItem,370,0,2017-11-28 04:30:56,2017-12-06 05:05:57
126,39,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
127,39,100011,AwakeningItem,2,0,2017-11-28 04:30:56,2017-12-06 05:05:57
128,39,9,PotentialItem,270,0,2017-11-28 04:30:56,2017-12-06 05:05:57
129,40,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
130,40,100011,AwakeningItem,2,0,2017-11-28 04:30:56,2017-12-06 05:05:57
131,40,14,PotentialItem,20,0,2017-11-28 04:30:56,2017-12-06 05:05:57
132,41,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
133,41,100011,AwakeningItem,3,0,2017-11-28 04:30:56,2017-12-06 05:05:57
134,41,4,PotentialItem,370,0,2017-11-28 04:30:56,2017-12-06 05:05:57
135,41,9,PotentialItem,270,0,2017-11-28 04:30:56,2017-12-06 05:05:57
136,41,14,PotentialItem,20,0,2017-11-28 04:30:56,2017-12-06 05:05:57
137,41,1012260,Card,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
138,42,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
139,42,100012,AwakeningItem,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
140,42,4,PotentialItem,430,0,2017-11-28 04:30:56,2017-12-06 05:05:57
141,43,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
142,43,100012,AwakeningItem,1,0,2017-11-28 04:30:56,2017-12-06 05:05:57
143,43,9,PotentialItem,330,0,2017-11-28 04:30:56,2017-12-06 05:05:57
144,44,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
145,44,100012,AwakeningItem,2,0,2017-11-28 04:30:56,2017-12-06 05:05:57
146,44,14,PotentialItem,30,0,2017-11-28 04:30:56,2017-12-06 05:05:57
147,45,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
148,45,100012,AwakeningItem,2,0,2017-11-28 04:30:56,2017-12-06 05:05:57
149,45,4,PotentialItem,430,0,2017-11-28 04:30:56,2017-12-06 05:05:58
150,46,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
151,46,100012,AwakeningItem,4,0,2017-11-28 04:30:56,2017-12-06 05:05:58
152,46,9,PotentialItem,330,0,2017-11-28 04:30:56,2017-12-06 05:05:58
153,46,1012260,Card,2,0,2017-11-28 04:30:56,2017-12-06 05:05:58
154,47,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
155,47,100012,AwakeningItem,4,0,2017-11-28 04:30:56,2017-12-06 05:05:58
156,47,14,PotentialItem,30,0,2017-11-28 04:30:56,2017-12-06 05:05:58
157,48,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
158,48,100012,AwakeningItem,5,0,2017-11-28 04:30:56,2017-12-06 05:05:58
159,48,4,PotentialItem,430,0,2017-11-28 04:30:56,2017-12-06 05:05:58
160,49,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
161,49,100012,AwakeningItem,6,0,2017-11-28 04:30:56,2017-12-06 05:05:58
162,49,9,PotentialItem,330,0,2017-11-28 04:30:56,2017-12-06 05:05:58
163,50,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
164,50,100012,AwakeningItem,7,0,2017-11-28 04:30:56,2017-12-06 05:05:58
165,50,14,PotentialItem,30,0,2017-11-28 04:30:56,2017-12-06 05:05:58
166,51,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
167,51,100012,AwakeningItem,8,0,2017-11-28 04:30:56,2017-12-06 05:05:58
168,51,4,PotentialItem,430,0,2017-11-28 04:30:56,2017-12-06 05:05:58
169,51,9,PotentialItem,330,0,2017-11-28 04:30:56,2017-12-06 05:05:58
170,51,14,PotentialItem,30,0,2017-11-28 04:30:56,2017-12-06 05:05:58
171,51,1012260,Card,2,0,2017-11-28 04:30:56,2017-12-06 05:05:58
172,52,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:56
173,52,100013,AwakeningItem,4,0,2017-11-28 04:30:56,2017-12-06 05:05:58
174,52,4,PotentialItem,500,0,2017-11-28 04:30:56,2017-12-06 05:05:58
175,53,11,Point::Stone,1,0,2017-11-28 04:30:56,2017-11-28 04:30:57
176,53,100013,AwakeningItem,5,0,2017-11-28 04:30:57,2017-12-06 05:05:58
177,53,9,PotentialItem,400,0,2017-11-28 04:30:57,2017-12-06 05:05:58
178,54,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
179,54,100013,AwakeningItem,6,0,2017-11-28 04:30:57,2017-12-06 05:05:58
180,54,14,PotentialItem,40,0,2017-11-28 04:30:57,2017-12-06 05:05:58
181,55,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
182,55,100013,AwakeningItem,7,0,2017-11-28 04:30:57,2017-12-06 05:05:58
183,55,4,PotentialItem,500,0,2017-11-28 04:30:57,2017-12-06 05:05:58
184,56,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
185,56,100013,AwakeningItem,8,0,2017-11-28 04:30:57,2017-12-06 05:05:58
186,56,9,PotentialItem,400,0,2017-11-28 04:30:57,2017-12-06 05:05:58
187,56,1012260,Card,2,0,2017-11-28 04:30:57,2017-12-06 05:05:58
188,57,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
189,57,100014,AwakeningItem,4,0,2017-11-28 04:30:57,2017-12-06 05:05:58
190,57,14,PotentialItem,40,0,2017-11-28 04:30:57,2017-12-06 05:05:58
191,58,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
192,58,100014,AwakeningItem,5,0,2017-11-28 04:30:57,2017-12-06 05:05:58
193,58,4,PotentialItem,500,0,2017-11-28 04:30:57,2017-12-06 05:05:58
194,59,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
195,59,100014,AwakeningItem,6,0,2017-11-28 04:30:57,2017-12-06 05:05:58
196,59,9,PotentialItem,400,0,2017-11-28 04:30:57,2017-12-06 05:05:58
197,60,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
198,60,100014,AwakeningItem,7,0,2017-11-28 04:30:57,2017-12-06 05:05:58
199,60,14,PotentialItem,40,0,2017-11-28 04:30:57,2017-12-06 05:05:58
200,61,11,Point::Stone,1,0,2017-11-28 04:30:57,2017-11-28 04:30:57
201,61,100014,AwakeningItem,8,0,2017-11-28 04:30:57,2017-12-06 05:05:58
202,61,4,PotentialItem,500,0,2017-11-28 04:30:57,2017-12-06 05:05:58
203,61,9,PotentialItem,400,0,2017-11-28 04:30:57,2017-12-06 05:05:58
204,61,14,PotentialItem,40,0,2017-11-28 04:30:57,2017-12-06 05:05:58
205,61,1012260,Card,3,0,2017-11-28 04:30:57,2017-12-06 05:05:58
206,62,1005480,Card,1,765122,2017-11-28 04:30:57,2017-11-28 04:30:57
207,63,100021,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
208,63,1,PotentialItem,160,0,2018-01-12 01:44:27,2018-01-12 01:44:27
209,64,100021,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
210,64,2,PotentialItem,160,0,2018-01-12 01:44:27,2018-01-12 01:44:27
211,65,100021,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
212,65,3,PotentialItem,160,0,2018-01-12 01:44:27,2018-01-12 01:44:27
213,66,100021,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
214,66,4,PotentialItem,160,0,2018-01-12 01:44:27,2018-01-12 01:44:27
215,67,100021,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
216,67,5,PotentialItem,160,0,2018-01-12 01:44:27,2018-01-12 01:44:27
217,67,1012260,Card,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
218,68,100021,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
219,68,6,PotentialItem,130,0,2018-01-12 01:44:27,2018-01-12 01:44:27
220,69,100021,AwakeningItem,2,0,2018-01-12 01:44:27,2018-01-12 01:44:27
221,69,7,PotentialItem,130,0,2018-01-12 01:44:27,2018-01-12 01:44:27
222,70,100021,AwakeningItem,2,0,2018-01-12 01:44:27,2018-01-12 01:44:27
223,70,8,PotentialItem,130,0,2018-01-12 01:44:27,2018-01-12 01:44:27
224,71,100021,AwakeningItem,2,0,2018-01-12 01:44:27,2018-01-12 01:44:27
225,71,9,PotentialItem,130,0,2018-01-12 01:44:27,2018-01-12 01:44:27
226,72,100021,AwakeningItem,3,0,2018-01-12 01:44:27,2018-01-12 01:44:27
227,72,10,PotentialItem,130,0,2018-01-12 01:44:27,2018-01-12 01:44:27
228,72,1012260,Card,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
229,73,100022,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
230,73,11,PotentialItem,10,0,2018-01-12 01:44:27,2018-01-12 01:44:27
231,74,100022,AwakeningItem,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
232,74,12,PotentialItem,10,0,2018-01-12 01:44:27,2018-01-12 01:44:27
233,75,100022,AwakeningItem,2,0,2018-01-12 01:44:27,2018-01-12 01:44:27
234,75,13,PotentialItem,10,0,2018-01-12 01:44:27,2018-01-12 01:44:27
235,76,100022,AwakeningItem,2,0,2018-01-12 01:44:27,2018-01-12 01:44:27
236,76,14,PotentialItem,10,0,2018-01-12 01:44:27,2018-01-12 01:44:27
237,77,100022,AwakeningItem,4,0,2018-01-12 01:44:27,2018-01-12 01:44:27
238,77,15,PotentialItem,10,0,2018-01-12 01:44:27,2018-01-12 01:44:27
239,77,1012260,Card,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
240,78,100022,AwakeningItem,4,0,2018-01-12 01:44:27,2018-01-12 01:44:27
241,78,1,PotentialItem,180,0,2018-01-12 01:44:27,2018-01-12 01:44:27
242,79,100022,AwakeningItem,5,0,2018-01-12 01:44:27,2018-01-12 01:44:27
243,79,2,PotentialItem,180,0,2018-01-12 01:44:27,2018-01-12 01:44:27
244,80,100022,AwakeningItem,6,0,2018-01-12 01:44:27,2018-01-12 01:44:27
245,80,3,PotentialItem,180,0,2018-01-12 01:44:27,2018-01-12 01:44:27
246,81,100022,AwakeningItem,7,0,2018-01-12 01:44:27,2018-01-12 01:44:27
247,81,4,PotentialItem,180,0,2018-01-12 01:44:27,2018-01-12 01:44:27
248,82,100022,AwakeningItem,8,0,2018-01-12 01:44:27,2018-01-12 01:44:27
249,82,5,PotentialItem,180,0,2018-01-12 01:44:27,2018-01-12 01:44:27
250,82,1012260,Card,1,0,2018-01-12 01:44:27,2018-01-12 01:44:27
251,83,100023,AwakeningItem,4,0,2018-01-12 01:44:27,2018-01-12 01:44:27
252,83,6,PotentialItem,140,0,2018-01-12 01:44:27,2018-01-12 01:44:27
253,84,100023,AwakeningItem,5,0,2018-01-12 01:44:27,2018-01-12 01:44:27
254,84,7,PotentialItem,140,0,2018-01-12 01:44:27,2018-01-12 01:44:27
255,85,100023,AwakeningItem,6,0,2018-01-12 01:44:27,2018-01-12 01:44:27
256,85,8,PotentialItem,140,0,2018-01-12 01:44:27,2018-01-12 01:44:27
257,86,100023,AwakeningItem,7,0,2018-01-12 01:44:27,2018-01-12 01:44:27
258,86,9,PotentialItem,140,0,2018-01-12 01:44:27,2018-01-12 01:44:27
259,87,100023,AwakeningItem,8,0,2018-01-12 01:44:28,2018-01-12 01:44:28
260,87,10,PotentialItem,140,0,2018-01-12 01:44:28,2018-01-12 01:44:28
261,87,1012260,Card,1,0,2018-01-12 01:44:28,2018-01-12 01:44:28
262,88,100024,AwakeningItem,4,0,2018-01-12 01:44:28,2018-01-12 01:44:28
263,88,11,PotentialItem,12,0,2018-01-12 01:44:28,2018-01-12 01:44:28
264,89,100024,AwakeningItem,5,0,2018-01-12 01:44:28,2018-01-12 01:44:28
265,89,12,PotentialItem,12,0,2018-01-12 01:44:28,2018-01-12 01:44:28
266,90,100024,AwakeningItem,6,0,2018-01-12 01:44:28,2018-01-12 01:44:28
267,90,13,PotentialItem,12,0,2018-01-12 01:44:28,2018-01-12 01:44:28
268,91,100024,AwakeningItem,7,0,2018-01-12 01:44:28,2018-01-12 01:44:28
269,91,14,PotentialItem,12,0,2018-01-12 01:44:28,2018-01-12 01:44:28
270,92,100024,AwakeningItem,8,0,2018-01-12 01:44:28,2018-01-12 01:44:28
271,92,15,PotentialItem,12,0,2018-01-12 01:44:28,2018-01-12 01:44:28
272,92,1012260,Card,1,0,2018-01-12 01:44:28,2018-01-12 01:44:28
273,93,1,PotentialItem,190,0,2018-01-12 01:44:28,2018-01-12 01:44:28
274,94,2,PotentialItem,190,0,2018-01-12 01:44:28,2018-01-12 01:44:28
275,95,3,PotentialItem,190,0,2018-01-12 01:44:28,2018-01-12 01:44:28
276,96,4,PotentialItem,190,0,2018-01-12 01:44:28,2018-01-12 01:44:28
277,97,5,PotentialItem,190,0,2018-01-12 01:44:28,2018-01-12 01:44:28
278,98,6,PotentialItem,145,0,2018-01-12 01:44:28,2018-01-12 01:44:28
279,99,7,PotentialItem,145,0,2018-01-12 01:44:28,2018-01-12 01:44:28
280,100,8,PotentialItem,145,0,2018-01-12 01:44:28,2018-01-12 01:44:28
281,101,9,PotentialItem,145,0,2018-01-12 01:44:28,2018-01-12 01:44:28
282,102,10,PotentialItem,145,0,2018-01-12 01:44:28,2018-01-12 01:44:28
283,102,1012230,Card,1,0,2018-01-12 01:44:28,2018-01-12 01:44:28
284,103,11,PotentialItem,13,0,2018-01-12 01:44:28,2018-01-12 01:44:28
285,104,12,PotentialItem,13,0,2018-01-12 01:44:28,2018-01-12 01:44:28
286,105,13,PotentialItem,13,0,2018-01-12 01:44:28,2018-01-12 01:44:28
287,106,14,PotentialItem,13,0,2018-01-12 01:44:28,2018-01-12 01:44:28
288,107,15,PotentialItem,13,0,2018-01-12 01:44:28,2018-01-12 01:44:28
289,108,1,PotentialItem,200,0,2018-01-12 01:44:28,2018-01-12 01:44:28
290,109,2,PotentialItem,200,0,2018-01-12 01:44:28,2018-01-12 01:44:28
291,110,3,PotentialItem,200,0,2018-01-12 01:44:28,2018-01-12 01:44:28
292,111,4,PotentialItem,200,0,2018-01-12 01:44:28,2018-01-12 01:44:28
293,112,5,PotentialItem,200,0,2018-01-12 01:44:28,2018-01-12 01:44:28
294,112,1012240,Card,1,0,2018-01-12 01:44:28,2018-01-12 01:44:28
295,113,6,PotentialItem,150,0,2018-01-12 01:44:28,2018-01-12 01:44:28
296,114,7,PotentialItem,150,0,2018-01-12 01:44:28,2018-01-12 01:44:28
297,115,8,PotentialItem,150,0,2018-01-12 01:44:28,2018-01-12 01:44:28
298,116,9,PotentialItem,150,0,2018-01-12 01:44:28,2018-01-12 01:44:28
299,117,10,PotentialItem,150,0,2018-01-12 01:44:28,2018-01-12 01:44:28
300,118,11,PotentialItem,14,0,2018-01-12 01:44:28,2018-01-12 01:44:28
301,119,12,PotentialItem,14,0,2018-01-12 01:44:28,2018-01-12 01:44:28
302,120,13,PotentialItem,14,0,2018-01-12 01:44:28,2018-01-12 01:44:28
303,121,14,PotentialItem,14,0,2018-01-12 01:44:28,2018-01-12 01:44:28
304,122,15,PotentialItem,14,0,2018-01-12 01:44:28,2018-01-12 01:44:28
305,122,1012250,Card,1,0,2018-01-12 01:44:28,2018-01-12 01:44:28
306,123,1,PotentialItem,210,0,2018-01-12 01:44:28,2018-01-12 01:44:28
307,124,2,PotentialItem,210,0,2018-01-12 01:44:28,2018-01-12 01:44:28
308,125,3,PotentialItem,210,0,2018-01-12 01:44:29,2018-01-12 01:44:29
309,126,4,PotentialItem,210,0,2018-01-12 01:44:29,2018-01-12 01:44:29
310,127,5,PotentialItem,210,0,2018-01-12 01:44:29,2018-01-12 01:44:29
311,128,6,PotentialItem,160,0,2018-01-12 01:44:29,2018-01-12 01:44:29
312,129,7,PotentialItem,160,0,2018-01-12 01:44:29,2018-01-12 01:44:29
313,130,8,PotentialItem,160,0,2018-01-12 01:44:29,2018-01-12 01:44:29
314,131,9,PotentialItem,160,0,2018-01-12 01:44:29,2018-01-12 01:44:29
315,132,10,PotentialItem,160,0,2018-01-12 01:44:29,2018-01-12 01:44:29
316,132,1012260,Card,1,0,2018-01-12 01:44:29,2018-01-12 01:44:29
317,133,11,PotentialItem,15,0,2018-01-12 01:44:29,2018-01-12 01:44:29
318,134,12,PotentialItem,15,0,2018-01-12 01:44:29,2018-01-12 01:44:29
319,135,13,PotentialItem,15,0,2018-01-12 01:44:29,2018-01-12 01:44:29
320,136,14,PotentialItem,15,0,2018-01-12 01:44:29,2018-01-12 01:44:29
