id,name,description,grade,selling_exchange_point,hp,attack,defense,equipment_skill_limitation_set_id,icon_image_id,is_eternal
12,スキル玉(速)DEF＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋200することができる。",bronze,1,0,0,200,1,9,0
13,スキル玉(速)DEF＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋300することができる。",bronze,1,0,0,300,1,9,0
14,スキル玉(速)DEF＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋400することができる。",bronze,1,0,0,400,1,9,0
15,スキル玉(速)DEF＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋500することができる。",bronze,1,0,0,500,1,9,0
16,スキル玉(技)HP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋100することができる。",bronze,1,100,0,0,2,8,0
17,スキル玉(技)HP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋200することができる。",bronze,1,200,0,0,2,8,0
18,スキル玉(技)HP＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋300することができる。",bronze,1,300,0,0,2,8,0
19,スキル玉(技)HP＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋400することができる。",bronze,1,400,0,0,2,8,0
20,スキル玉(技)HP＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋500することができる。",bronze,1,500,0,0,2,8,0
21,スキル玉(技)ATK＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋100することができる。",bronze,1,0,100,0,2,10,0
22,スキル玉(技)ATK＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋200することができる。",bronze,1,0,200,0,2,10,0
23,スキル玉(技)ATK＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋300することができる。",bronze,1,0,300,0,2,10,0
24,スキル玉(技)ATK＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋400することができる。",bronze,1,0,400,0,2,10,0
25,スキル玉(技)ATK＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋500することができる。",bronze,1,0,500,0,2,10,0
26,スキル玉(技)DEF＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋100することができる。",bronze,1,0,0,100,2,9,0
27,スキル玉(技)DEF＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋200することができる。",bronze,1,0,0,200,2,9,0
28,スキル玉(技)DEF＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋300することができる。",bronze,1,0,0,300,2,9,0
29,スキル玉(技)DEF＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋400することができる。",bronze,1,0,0,400,2,9,0
30,スキル玉(技)DEF＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋500することができる。",bronze,1,0,0,500,2,9,0
31,スキル玉(知)HP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋100することができる。",bronze,1,100,0,0,3,8,0
32,スキル玉(知)HP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋200することができる。",bronze,1,200,0,0,3,8,0
33,スキル玉(知)HP＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋300することができる。",bronze,1,300,0,0,3,8,0
34,スキル玉(知)HP＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋400することができる。",bronze,1,400,0,0,3,8,0
35,スキル玉(知)HP＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋500することができる。",bronze,1,500,0,0,3,8,0
36,スキル玉(知)ATK＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋100することができる。",bronze,1,0,100,0,3,10,0
37,スキル玉(知)ATK＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋200することができる。",bronze,1,0,200,0,3,10,0
38,スキル玉(知)ATK＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋300することができる。",bronze,1,0,300,0,3,10,0
39,スキル玉(知)ATK＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋400することができる。",bronze,1,0,400,0,3,10,0
40,スキル玉(知)ATK＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋500することができる。",bronze,1,0,500,0,3,10,0
41,スキル玉(知)DEF＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋100することができる。",bronze,1,0,0,100,3,9,0
42,スキル玉(知)DEF＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋200することができる。",bronze,1,0,0,200,3,9,0
43,スキル玉(知)DEF＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋300することができる。",bronze,1,0,0,300,3,9,0
44,スキル玉(知)DEF＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋400することができる。",bronze,1,0,0,400,3,9,0
45,スキル玉(知)DEF＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋500することができる。",bronze,1,0,0,500,3,9,0
46,スキル玉(力)HP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋100することができる。",bronze,1,100,0,0,4,8,0
47,スキル玉(力)HP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋200することができる。",bronze,1,200,0,0,4,8,0
48,スキル玉(力)HP＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋300することができる。",bronze,1,300,0,0,4,8,0
49,スキル玉(力)HP＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋400することができる。",bronze,1,400,0,0,4,8,0
50,スキル玉(力)HP＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋500することができる。",bronze,1,500,0,0,4,8,0
51,スキル玉(力)ATK＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋100することができる。",bronze,1,0,100,0,4,10,0
52,スキル玉(力)ATK＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋200することができる。",bronze,1,0,200,0,4,10,0
53,スキル玉(力)ATK＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋300することができる。",bronze,1,0,300,0,4,10,0
54,スキル玉(力)ATK＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋400することができる。",bronze,1,0,400,0,4,10,0
55,スキル玉(力)ATK＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋500することができる。",bronze,1,0,500,0,4,10,0
56,スキル玉(力)DEF＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋100することができる。",bronze,1,0,0,100,4,9,0
57,スキル玉(力)DEF＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋200することができる。",bronze,1,0,0,200,4,9,0
58,スキル玉(力)DEF＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋300することができる。",bronze,1,0,0,300,4,9,0
59,スキル玉(力)DEF＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋400することができる。",bronze,1,0,0,400,4,9,0
60,スキル玉(力)DEF＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋500することができる。",bronze,1,0,0,500,4,9,0
61,スキル玉(体)HP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋100することができる。",bronze,1,100,0,0,5,8,0
62,スキル玉(体)HP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋200することができる。",bronze,1,200,0,0,5,8,0
63,スキル玉(体)HP＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋300することができる。",bronze,1,300,0,0,5,8,0
64,スキル玉(体)HP＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋400することができる。",bronze,1,400,0,0,5,8,0
65,スキル玉(体)HP＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのHPに＋500することができる。",bronze,1,500,0,0,5,8,0
66,スキル玉(体)ATK＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋100することができる。",bronze,1,0,100,0,5,10,0
67,スキル玉(体)ATK＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋200することができる。",bronze,1,0,200,0,5,10,0
68,スキル玉(体)ATK＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋300することができる。",bronze,1,0,300,0,5,10,0
69,スキル玉(体)ATK＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋400することができる。",bronze,1,0,400,0,5,10,0
70,スキル玉(体)ATK＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのATKに＋500することができる。",bronze,1,0,500,0,5,10,0
71,スキル玉(体)DEF＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋100することができる。",bronze,1,0,0,100,5,9,0
72,スキル玉(体)DEF＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋200することができる。",bronze,1,0,0,200,5,9,0
73,スキル玉(体)DEF＋Lv.3,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋300することができる。",bronze,1,0,0,300,5,9,0
74,スキル玉(体)DEF＋Lv.4,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋400することができる。",bronze,1,0,0,400,5,9,0
75,スキル玉(体)DEF＋Lv.5,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したキャラクターのDEFに＋500することができる。",bronze,1,0,0,500,5,9,0
76,スキル玉(速)会心＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,7,0
77,スキル玉(速)会心＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,7,0
78,スキル玉(速)回避＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,6,0
79,スキル玉(速)回避＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,6,0
80,スキル玉(速)属性攻撃UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,5,0
81,スキル玉(速)属性攻撃UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,5,0
82,スキル玉(速)属性防御UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,4,0
83,スキル玉(速)属性防御UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,4,0
84,スキル玉(速)必殺技威力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,3,0
85,スキル玉(速)必殺技威力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,3,0
86,スキル玉(速)治癒能力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,11,0
87,スキル玉(速)治癒能力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,1,11,0
88,スキル玉(技)連続攻撃＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,2,0
89,スキル玉(技)連続攻撃＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,2,0
90,スキル玉(技)回避＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,6,0
91,スキル玉(技)回避＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,6,0
92,スキル玉(技)属性攻撃UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,5,0
93,スキル玉(技)属性攻撃UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,5,0
94,スキル玉(技)属性防御UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,4,0
95,スキル玉(技)属性防御UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,4,0
96,スキル玉(技)必殺技威力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,3,0
97,スキル玉(技)必殺技威力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,3,0
98,スキル玉(技)治癒能力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,11,0
99,スキル玉(技)治癒能力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,2,11,0
100,スキル玉(知)連続攻撃＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,2,0
101,スキル玉(知)連続攻撃＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,2,0
102,スキル玉(知)会心＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,7,0
103,スキル玉(知)会心＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,7,0
104,スキル玉(知)属性攻撃UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,5,0
105,スキル玉(知)属性攻撃UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,5,0
106,スキル玉(知)属性防御UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,4,0
107,スキル玉(知)属性防御UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,4,0
108,スキル玉(知)必殺技威力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,3,0
109,スキル玉(知)必殺技威力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,3,0
110,スキル玉(知)治癒能力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,11,0
111,スキル玉(知)治癒能力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,3,11,0
112,スキル玉(力)連続攻撃＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,2,0
113,スキル玉(力)連続攻撃＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,2,0
114,スキル玉(力)回避＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,6,0
115,スキル玉(力)回避＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,6,0
116,スキル玉(力)属性攻撃UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,5,0
117,スキル玉(力)属性攻撃UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,5,0
118,スキル玉(力)属性防御UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,4,0
119,スキル玉(力)属性防御UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,4,0
120,スキル玉(力)必殺技威力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,3,0
121,スキル玉(力)必殺技威力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,3,0
122,スキル玉(力)治癒能力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,11,0
123,スキル玉(力)治癒能力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,4,11,0
124,スキル玉(体)会心＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,7,0
125,スキル玉(体)会心＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,7,0
126,スキル玉(体)回避＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,6,0
127,スキル玉(体)回避＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,6,0
128,スキル玉(体)属性攻撃UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,5,0
129,スキル玉(体)属性攻撃UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,5,0
130,スキル玉(体)属性防御UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,4,0
131,スキル玉(体)属性防御UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,4,0
132,スキル玉(体)必殺技威力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,3,0
133,スキル玉(体)必殺技威力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,3,0
134,スキル玉(体)治癒能力UP＋Lv.1,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,11,0
135,スキル玉(体)治癒能力UP＋Lv.2,"UR・LRのキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",bronze,1,0,0,0,5,11,0
136,スキル玉(速)会心＋Lv.1,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,18,0
137,スキル玉(速)会心＋Lv.2,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,18,0
138,スキル玉(速)会心＋Lv.3,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,18,0
139,スキル玉(速)会心＋Lv.4,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,18,0
140,スキル玉(速)会心＋Lv.5,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,18,0
141,スキル玉(速)回避＋Lv.1,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,17,0
142,スキル玉(速)回避＋Lv.2,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,17,0
143,スキル玉(速)回避＋Lv.3,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,17,0
144,スキル玉(速)回避＋Lv.4,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,17,0
145,スキル玉(速)回避＋Lv.5,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,17,0
146,スキル玉(速)属性攻撃UP＋Lv.1,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,16,0
147,スキル玉(速)属性攻撃UP＋Lv.2,"必殺技Lv.10以上のキャラクターに装着が可能なスキル玉。
装着したスキル玉分のLvを潜在能力スキルLvに上乗せ
することができる。",silver,10,0,0,0,1,16,0
