id,grow_type,lv,coef,created_at,updated_at
66,10,6,0.01,2017-11-14 01:43:04,2017-11-14 01:43:04
67,10,7,0.014,2017-11-14 01:43:04,2017-11-14 01:43:04
68,10,8,0.02,2017-11-14 01:43:04,2017-11-14 01:43:04
69,10,9,0.026,2017-11-14 01:43:04,2017-11-14 01:43:04
70,10,10,0.034,2017-11-14 01:43:04,2017-11-14 01:43:04
71,10,11,0.043,2017-11-14 01:43:04,2017-11-14 01:43:04
72,10,12,0.053,2017-11-14 01:43:04,2017-11-14 01:43:04
73,10,13,0.064,2017-11-14 01:43:04,2017-11-14 01:43:04
74,10,14,0.076,2017-11-14 01:43:04,2017-11-14 01:43:04
75,10,15,0.09,2017-11-14 01:43:04,2017-11-14 01:43:04
76,10,16,0.106,2017-11-14 01:43:04,2017-11-14 01:43:04
77,10,17,0.122,2017-11-14 01:43:04,2017-11-14 01:43:04
78,10,18,0.141,2017-11-14 01:43:04,2017-11-14 01:43:04
79,10,19,0.161,2017-11-14 01:43:04,2017-11-14 01:43:04
80,10,20,0.182,2017-11-14 01:43:04,2017-11-14 01:43:04
81,10,21,0.205,2017-11-14 01:43:04,2017-11-14 01:43:04
82,10,22,0.23,2017-11-14 01:43:04,2017-11-14 01:43:04
83,10,23,0.256,2017-11-14 01:43:04,2017-11-14 01:43:04
84,10,24,0.284,2017-11-14 01:43:04,2017-11-14 01:43:04
85,10,25,0.314,2017-11-14 01:43:04,2017-11-14 01:43:04
86,10,26,0.346,2017-11-14 01:43:04,2017-11-14 01:43:04
87,10,27,0.38,2017-11-14 01:43:04,2017-11-14 01:43:04
88,10,28,0.415,2017-11-14 01:43:04,2017-11-14 01:43:04
89,10,29,0.453,2017-11-14 01:43:04,2017-11-14 01:43:04
90,10,30,0.492,2017-11-14 01:43:04,2017-11-14 01:43:04
91,10,31,0.533,2017-11-14 01:43:04,2017-11-14 01:43:04
92,10,32,0.577,2017-11-14 01:43:04,2017-11-14 01:43:04
93,10,33,0.622,2017-11-14 01:43:04,2017-11-14 01:43:04
94,10,34,0.67,2017-11-14 01:43:05,2017-11-14 01:43:05
95,10,35,0.719,2017-11-14 01:43:05,2017-11-14 01:43:05
96,10,36,0.771,2017-11-14 01:43:05,2017-11-14 01:43:05
97,10,37,0.825,2017-11-14 01:43:05,2017-11-14 01:43:05
98,10,38,0.881,2017-11-14 01:43:05,2017-11-14 01:43:05
99,10,39,0.939,2017-11-14 01:43:05,2017-11-14 01:43:05
100,10,40,1.0,2017-11-14 01:43:05,2017-11-14 01:43:05
101,11,1,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
102,11,2,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
103,11,3,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
104,11,4,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
105,11,5,0.001,2017-11-14 01:43:05,2017-11-14 01:43:05
106,11,6,0.002,2017-11-14 01:43:05,2017-11-14 01:43:05
107,11,7,0.003,2017-11-14 01:43:05,2017-11-14 01:43:05
108,11,8,0.004,2017-11-14 01:43:05,2017-11-14 01:43:05
109,11,9,0.006,2017-11-14 01:43:05,2017-11-14 01:43:05
110,11,10,0.009,2017-11-14 01:43:05,2017-11-14 01:43:05
111,11,11,0.012,2017-11-14 01:43:05,2017-11-14 01:43:05
112,11,12,0.016,2017-11-14 01:43:05,2017-11-14 01:43:05
113,11,13,0.021,2017-11-14 01:43:05,2017-11-14 01:43:05
114,11,14,0.027,2017-11-14 01:43:05,2017-11-14 01:43:05
115,11,15,0.035,2017-11-14 01:43:05,2017-11-14 01:43:05
116,11,16,0.043,2017-11-14 01:43:05,2017-11-14 01:43:05
117,11,17,0.053,2017-11-14 01:43:05,2017-11-14 01:43:05
118,11,18,0.064,2017-11-14 01:43:05,2017-11-14 01:43:05
119,11,19,0.077,2017-11-14 01:43:05,2017-11-14 01:43:05
120,11,20,0.092,2017-11-14 01:43:05,2017-11-14 01:43:05
121,11,21,0.109,2017-11-14 01:43:05,2017-11-14 01:43:05
122,11,22,0.128,2017-11-14 01:43:05,2017-11-14 01:43:05
123,11,23,0.149,2017-11-14 01:43:05,2017-11-14 01:43:05
124,11,24,0.172,2017-11-14 01:43:05,2017-11-14 01:43:05
125,11,25,0.198,2017-11-14 01:43:05,2017-11-14 01:43:05
126,11,26,0.227,2017-11-14 01:43:05,2017-11-14 01:43:05
127,11,27,0.258,2017-11-14 01:43:05,2017-11-14 01:43:05
128,11,28,0.292,2017-11-14 01:43:05,2017-11-14 01:43:05
129,11,29,0.33,2017-11-14 01:43:05,2017-11-14 01:43:05
130,11,30,0.371,2017-11-14 01:43:05,2017-11-14 01:43:05
131,11,31,0.415,2017-11-14 01:43:05,2017-11-14 01:43:05
132,11,32,0.463,2017-11-14 01:43:05,2017-11-14 01:43:05
133,11,33,0.515,2017-11-14 01:43:05,2017-11-14 01:43:05
134,11,34,0.57,2017-11-14 01:43:05,2017-11-14 01:43:05
135,11,35,0.63,2017-11-14 01:43:05,2017-11-14 01:43:05
136,11,36,0.695,2017-11-14 01:43:05,2017-11-14 01:43:05
137,11,37,0.764,2017-11-14 01:43:05,2017-11-14 01:43:05
138,11,38,0.838,2017-11-14 01:43:05,2017-11-14 01:43:05
139,11,39,0.916,2017-11-14 01:43:05,2017-11-14 01:43:05
140,11,40,1.0,2017-11-14 01:43:05,2017-11-14 01:43:05
141,12,1,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
142,12,2,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
143,12,3,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
144,12,4,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
145,12,5,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
146,12,6,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
147,12,7,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
148,12,8,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
149,12,9,0.001,2017-11-14 01:43:05,2017-11-14 01:43:05
150,12,10,0.001,2017-11-14 01:43:05,2017-11-14 01:43:05
151,12,11,0.002,2017-11-14 01:43:05,2017-11-14 01:43:05
152,12,12,0.003,2017-11-14 01:43:05,2017-11-14 01:43:05
153,12,13,0.004,2017-11-14 01:43:05,2017-11-14 01:43:05
154,12,14,0.006,2017-11-14 01:43:05,2017-11-14 01:43:05
155,12,15,0.008,2017-11-14 01:43:05,2017-11-14 01:43:05
156,12,16,0.011,2017-11-14 01:43:05,2017-11-14 01:43:05
157,12,17,0.015,2017-11-14 01:43:05,2017-11-14 01:43:05
158,12,18,0.02,2017-11-14 01:43:05,2017-11-14 01:43:05
159,12,19,0.026,2017-11-14 01:43:05,2017-11-14 01:43:05
160,12,20,0.033,2017-11-14 01:43:05,2017-11-14 01:43:05
161,12,21,0.042,2017-11-14 01:43:05,2017-11-14 01:43:05
162,12,22,0.053,2017-11-14 01:43:05,2017-11-14 01:43:05
163,12,23,0.066,2017-11-14 01:43:05,2017-11-14 01:43:05
164,12,24,0.081,2017-11-14 01:43:05,2017-11-14 01:43:05
165,12,25,0.099,2017-11-14 01:43:05,2017-11-14 01:43:05
166,12,26,0.12,2017-11-14 01:43:05,2017-11-14 01:43:05
167,12,27,0.144,2017-11-14 01:43:05,2017-11-14 01:43:05
168,12,28,0.172,2017-11-14 01:43:05,2017-11-14 01:43:05
169,12,29,0.205,2017-11-14 01:43:05,2017-11-14 01:43:05
170,12,30,0.242,2017-11-14 01:43:05,2017-11-14 01:43:05
171,12,31,0.285,2017-11-14 01:43:05,2017-11-14 01:43:05
172,12,32,0.333,2017-11-14 01:43:05,2017-11-14 01:43:05
173,12,33,0.387,2017-11-14 01:43:05,2017-11-14 01:43:05
174,12,34,0.448,2017-11-14 01:43:05,2017-11-14 01:43:05
175,12,35,0.517,2017-11-14 01:43:05,2017-11-14 01:43:05
176,12,36,0.594,2017-11-14 01:43:05,2017-11-14 01:43:05
177,12,37,0.681,2017-11-14 01:43:05,2017-11-14 01:43:05
178,12,38,0.776,2017-11-14 01:43:05,2017-11-14 01:43:05
179,12,39,0.882,2017-11-14 01:43:05,2017-11-14 01:43:05
180,12,40,1.0,2017-11-14 01:43:05,2017-11-14 01:43:05
181,13,1,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
182,13,2,0.026,2017-11-14 01:43:05,2017-11-14 01:43:05
183,13,3,0.051,2017-11-14 01:43:05,2017-11-14 01:43:05
184,13,4,0.077,2017-11-14 01:43:05,2017-11-14 01:43:05
185,13,5,0.103,2017-11-14 01:43:05,2017-11-14 01:43:05
186,13,6,0.128,2017-11-14 01:43:05,2017-11-14 01:43:05
187,13,7,0.154,2017-11-14 01:43:05,2017-11-14 01:43:05
188,13,8,0.179,2017-11-14 01:43:05,2017-11-14 01:43:05
189,13,9,0.205,2017-11-14 01:43:05,2017-11-14 01:43:05
190,13,10,0.231,2017-11-14 01:43:05,2017-11-14 01:43:05
191,13,11,0.256,2017-11-14 01:43:05,2017-11-14 01:43:05
192,13,12,0.282,2017-11-14 01:43:05,2017-11-14 01:43:05
193,13,13,0.308,2017-11-14 01:43:05,2017-11-14 01:43:05
194,13,14,0.333,2017-11-14 01:43:05,2017-11-14 01:43:05
195,13,15,0.359,2017-11-14 01:43:05,2017-11-14 01:43:05
196,13,16,0.385,2017-11-14 01:43:05,2017-11-14 01:43:05
197,13,17,0.41,2017-11-14 01:43:05,2017-11-14 01:43:05
198,13,18,0.436,2017-11-14 01:43:05,2017-11-14 01:43:05
199,13,19,0.462,2017-11-14 01:43:05,2017-11-14 01:43:05
200,13,20,0.487,2017-11-14 01:43:05,2017-11-14 01:43:05
201,13,21,0.513,2017-11-14 01:43:05,2017-11-14 01:43:05
202,13,22,0.538,2017-11-14 01:43:05,2017-11-14 01:43:05
203,13,23,0.564,2017-11-14 01:43:05,2017-11-14 01:43:05
204,13,24,0.59,2017-11-14 01:43:05,2017-11-14 01:43:05
205,13,25,0.615,2017-11-14 01:43:05,2017-11-14 01:43:05
206,13,26,0.641,2017-11-14 01:43:05,2017-11-14 01:43:05
207,13,27,0.667,2017-11-14 01:43:05,2017-11-14 01:43:05
208,13,28,0.692,2017-11-14 01:43:05,2017-11-14 01:43:05
209,13,29,0.718,2017-11-14 01:43:05,2017-11-14 01:43:05
210,13,30,0.744,2017-11-14 01:43:05,2017-11-14 01:43:05
211,13,31,0.769,2017-11-14 01:43:05,2017-11-14 01:43:05
212,13,32,0.795,2017-11-14 01:43:05,2017-11-14 01:43:05
213,13,33,0.821,2017-11-14 01:43:05,2017-11-14 01:43:05
214,13,34,0.846,2017-11-14 01:43:05,2017-11-14 01:43:05
215,13,35,0.872,2017-11-14 01:43:05,2017-11-14 01:43:05
216,13,36,0.897,2017-11-14 01:43:05,2017-11-14 01:43:05
217,13,37,0.923,2017-11-14 01:43:05,2017-11-14 01:43:05
218,13,38,0.949,2017-11-14 01:43:05,2017-11-14 01:43:05
219,13,39,0.974,2017-11-14 01:43:05,2017-11-14 01:43:05
220,13,40,1.0,2017-11-14 01:43:05,2017-11-14 01:43:05
221,20,1,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
222,20,2,0.0,2017-11-14 01:43:05,2017-11-14 01:43:05
223,20,3,0.001,2017-11-14 01:43:05,2017-11-14 01:43:05
224,20,4,0.001,2017-11-14 01:43:05,2017-11-14 01:43:05
225,20,5,0.002,2017-11-14 01:43:05,2017-11-14 01:43:05
226,20,6,0.004,2017-11-14 01:43:05,2017-11-14 01:43:05
227,20,7,0.005,2017-11-14 01:43:05,2017-11-14 01:43:05
228,20,8,0.007,2017-11-14 01:43:05,2017-11-14 01:43:05
229,20,9,0.01,2017-11-14 01:43:05,2017-11-14 01:43:05
230,20,10,0.012,2017-11-14 01:43:05,2017-11-14 01:43:05
231,20,11,0.016,2017-11-14 01:43:05,2017-11-14 01:43:05
232,20,12,0.019,2017-11-14 01:43:05,2017-11-14 01:43:05
233,20,13,0.023,2017-11-14 01:43:05,2017-11-14 01:43:05
234,20,14,0.028,2017-11-14 01:43:05,2017-11-14 01:43:05
235,20,15,0.033,2017-11-14 01:43:05,2017-11-14 01:43:05
236,20,16,0.039,2017-11-14 01:43:05,2017-11-14 01:43:05
237,20,17,0.045,2017-11-14 01:43:05,2017-11-14 01:43:05
238,20,18,0.052,2017-11-14 01:43:05,2017-11-14 01:43:05
239,20,19,0.059,2017-11-14 01:43:06,2017-11-14 01:43:06
240,20,20,0.067,2017-11-14 01:43:06,2017-11-14 01:43:06
241,20,21,0.075,2017-11-14 01:43:06,2017-11-14 01:43:06
242,20,22,0.084,2017-11-14 01:43:06,2017-11-14 01:43:06
243,20,23,0.094,2017-11-14 01:43:06,2017-11-14 01:43:06
244,20,24,0.104,2017-11-14 01:43:06,2017-11-14 01:43:06
245,20,25,0.115,2017-11-14 01:43:06,2017-11-14 01:43:06
246,20,26,0.127,2017-11-14 01:43:06,2017-11-14 01:43:06
247,20,27,0.139,2017-11-14 01:43:06,2017-11-14 01:43:06
248,20,28,0.152,2017-11-14 01:43:06,2017-11-14 01:43:06
249,20,29,0.166,2017-11-14 01:43:06,2017-11-14 01:43:06
250,20,30,0.18,2017-11-14 01:43:06,2017-11-14 01:43:06
251,20,31,0.196,2017-11-14 01:43:06,2017-11-14 01:43:06
252,20,32,0.211,2017-11-14 01:43:06,2017-11-14 01:43:06
253,20,33,0.228,2017-11-14 01:43:06,2017-11-14 01:43:06
254,20,34,0.245,2017-11-14 01:43:06,2017-11-14 01:43:06
255,20,35,0.264,2017-11-14 01:43:06,2017-11-14 01:43:06
256,20,36,0.283,2017-11-14 01:43:06,2017-11-14 01:43:06
257,20,37,0.302,2017-11-14 01:43:06,2017-11-14 01:43:06
258,20,38,0.323,2017-11-14 01:43:06,2017-11-14 01:43:06
259,20,39,0.344,2017-11-14 01:43:06,2017-11-14 01:43:06
260,20,40,0.367,2017-11-14 01:43:06,2017-11-14 01:43:06
261,20,41,0.39,2017-11-14 01:43:06,2017-11-14 01:43:06
262,20,42,0.414,2017-11-14 01:43:06,2017-11-14 01:43:06
263,20,43,0.438,2017-11-14 01:43:06,2017-11-14 01:43:06
264,20,44,0.464,2017-11-14 01:43:06,2017-11-14 01:43:06
265,20,45,0.49,2017-11-14 01:43:06,2017-11-14 01:43:06
266,20,46,0.518,2017-11-14 01:43:06,2017-11-14 01:43:06
267,20,47,0.546,2017-11-14 01:43:06,2017-11-14 01:43:06
268,20,48,0.575,2017-11-14 01:43:06,2017-11-14 01:43:06
269,20,49,0.605,2017-11-14 01:43:06,2017-11-14 01:43:06
270,20,50,0.637,2017-11-14 01:43:06,2017-11-14 01:43:06
271,20,51,0.669,2017-11-14 01:43:06,2017-11-14 01:43:06
272,20,52,0.701,2017-11-14 01:43:06,2017-11-14 01:43:06
273,20,53,0.735,2017-11-14 01:43:06,2017-11-14 01:43:06
274,20,54,0.77,2017-11-14 01:43:06,2017-11-14 01:43:06
275,20,55,0.806,2017-11-14 01:43:06,2017-11-14 01:43:06
276,20,56,0.843,2017-11-14 01:43:06,2017-11-14 01:43:06
277,20,57,0.881,2017-11-14 01:43:06,2017-11-14 01:43:06
278,20,58,0.919,2017-11-14 01:43:06,2017-11-14 01:43:06
279,20,59,0.959,2017-11-14 01:43:06,2017-11-14 01:43:06
280,20,60,1.0,2017-11-14 01:43:06,2017-11-14 01:43:06
281,21,1,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
282,21,2,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
283,21,3,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
284,21,4,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
285,21,5,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
286,21,6,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
287,21,7,0.001,2017-11-14 01:43:06,2017-11-14 01:43:06
288,21,8,0.001,2017-11-14 01:43:06,2017-11-14 01:43:06
289,21,9,0.002,2017-11-14 01:43:06,2017-11-14 01:43:06
290,21,10,0.002,2017-11-14 01:43:06,2017-11-14 01:43:06
291,21,11,0.003,2017-11-14 01:43:06,2017-11-14 01:43:06
292,21,12,0.004,2017-11-14 01:43:06,2017-11-14 01:43:06
293,21,13,0.005,2017-11-14 01:43:06,2017-11-14 01:43:06
294,21,14,0.007,2017-11-14 01:43:06,2017-11-14 01:43:06
295,21,15,0.008,2017-11-14 01:43:06,2017-11-14 01:43:06
296,21,16,0.011,2017-11-14 01:43:06,2017-11-14 01:43:06
297,21,17,0.013,2017-11-14 01:43:06,2017-11-14 01:43:06
298,21,18,0.016,2017-11-14 01:43:06,2017-11-14 01:43:06
299,21,19,0.019,2017-11-14 01:43:06,2017-11-14 01:43:06
300,21,20,0.023,2017-11-14 01:43:06,2017-11-14 01:43:06
301,21,21,0.027,2017-11-14 01:43:06,2017-11-14 01:43:06
302,21,22,0.031,2017-11-14 01:43:06,2017-11-14 01:43:06
303,21,23,0.037,2017-11-14 01:43:06,2017-11-14 01:43:06
304,21,24,0.042,2017-11-14 01:43:06,2017-11-14 01:43:06
305,21,25,0.049,2017-11-14 01:43:06,2017-11-14 01:43:06
306,21,26,0.056,2017-11-14 01:43:06,2017-11-14 01:43:06
307,21,27,0.063,2017-11-14 01:43:06,2017-11-14 01:43:06
308,21,28,0.072,2017-11-14 01:43:06,2017-11-14 01:43:06
309,21,29,0.081,2017-11-14 01:43:06,2017-11-14 01:43:06
310,21,30,0.091,2017-11-14 01:43:06,2017-11-14 01:43:06
311,21,31,0.102,2017-11-14 01:43:06,2017-11-14 01:43:06
312,21,32,0.114,2017-11-14 01:43:06,2017-11-14 01:43:06
313,21,33,0.126,2017-11-14 01:43:06,2017-11-14 01:43:06
314,21,34,0.14,2017-11-14 01:43:06,2017-11-14 01:43:06
315,21,35,0.155,2017-11-14 01:43:06,2017-11-14 01:43:06
316,21,36,0.171,2017-11-14 01:43:06,2017-11-14 01:43:06
317,21,37,0.187,2017-11-14 01:43:06,2017-11-14 01:43:06
318,21,38,0.206,2017-11-14 01:43:06,2017-11-14 01:43:06
319,21,39,0.225,2017-11-14 01:43:06,2017-11-14 01:43:06
320,21,40,0.245,2017-11-14 01:43:06,2017-11-14 01:43:06
321,21,41,0.267,2017-11-14 01:43:06,2017-11-14 01:43:06
322,21,42,0.291,2017-11-14 01:43:06,2017-11-14 01:43:06
323,21,43,0.315,2017-11-14 01:43:06,2017-11-14 01:43:06
324,21,44,0.341,2017-11-14 01:43:06,2017-11-14 01:43:06
325,21,45,0.369,2017-11-14 01:43:06,2017-11-14 01:43:06
326,21,46,0.398,2017-11-14 01:43:06,2017-11-14 01:43:06
327,21,47,0.429,2017-11-14 01:43:06,2017-11-14 01:43:06
328,21,48,0.461,2017-11-14 01:43:06,2017-11-14 01:43:06
329,21,49,0.495,2017-11-14 01:43:06,2017-11-14 01:43:06
330,21,50,0.531,2017-11-14 01:43:06,2017-11-14 01:43:06
331,21,51,0.569,2017-11-14 01:43:06,2017-11-14 01:43:06
332,21,52,0.609,2017-11-14 01:43:06,2017-11-14 01:43:06
333,21,53,0.65,2017-11-14 01:43:06,2017-11-14 01:43:06
334,21,54,0.694,2017-11-14 01:43:06,2017-11-14 01:43:06
335,21,55,0.739,2017-11-14 01:43:06,2017-11-14 01:43:06
336,21,56,0.787,2017-11-14 01:43:06,2017-11-14 01:43:06
337,21,57,0.837,2017-11-14 01:43:06,2017-11-14 01:43:06
338,21,58,0.889,2017-11-14 01:43:06,2017-11-14 01:43:06
339,21,59,0.943,2017-11-14 01:43:06,2017-11-14 01:43:06
340,21,60,1.0,2017-11-14 01:43:06,2017-11-14 01:43:06
341,22,1,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
342,22,2,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
343,22,3,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
344,22,4,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
345,22,5,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
346,22,6,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
347,22,7,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
348,22,8,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
349,22,9,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
350,22,10,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
351,22,11,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
352,22,12,0.0,2017-11-14 01:43:06,2017-11-14 01:43:06
353,22,13,0.001,2017-11-14 01:43:06,2017-11-14 01:43:06
354,22,14,0.001,2017-11-14 01:43:06,2017-11-14 01:43:06
355,22,15,0.001,2017-11-14 01:43:06,2017-11-14 01:43:06
356,22,16,0.002,2017-11-14 01:43:06,2017-11-14 01:43:06
357,22,17,0.002,2017-11-14 01:43:06,2017-11-14 01:43:06
358,22,18,0.003,2017-11-14 01:43:06,2017-11-14 01:43:06
359,22,19,0.003,2017-11-14 01:43:06,2017-11-14 01:43:06
360,22,20,0.004,2017-11-14 01:43:06,2017-11-14 01:43:06
361,22,21,0.006,2017-11-14 01:43:06,2017-11-14 01:43:06
362,22,22,0.007,2017-11-14 01:43:06,2017-11-14 01:43:06
363,22,23,0.009,2017-11-14 01:43:06,2017-11-14 01:43:06
364,22,24,0.011,2017-11-14 01:43:06,2017-11-14 01:43:06
365,22,25,0.013,2017-11-14 01:43:06,2017-11-14 01:43:06
366,22,26,0.016,2017-11-14 01:43:06,2017-11-14 01:43:06
367,22,27,0.019,2017-11-14 01:43:06,2017-11-14 01:43:06
368,22,28,0.023,2017-11-14 01:43:06,2017-11-14 01:43:06
369,22,29,0.028,2017-11-14 01:43:06,2017-11-14 01:43:06
370,22,30,0.033,2017-11-14 01:43:06,2017-11-14 01:43:06
371,22,31,0.038,2017-11-14 01:43:06,2017-11-14 01:43:06
372,22,32,0.045,2017-11-14 01:43:06,2017-11-14 01:43:06
373,22,33,0.052,2017-11-14 01:43:06,2017-11-14 01:43:06
374,22,34,0.06,2017-11-14 01:43:06,2017-11-14 01:43:06
375,22,35,0.07,2017-11-14 01:43:06,2017-11-14 01:43:06
376,22,36,0.08,2017-11-14 01:43:06,2017-11-14 01:43:06
377,22,37,0.091,2017-11-14 01:43:06,2017-11-14 01:43:06
378,22,38,0.104,2017-11-14 01:43:06,2017-11-14 01:43:06
379,22,39,0.119,2017-11-14 01:43:06,2017-11-14 01:43:06
380,22,40,0.134,2017-11-14 01:43:06,2017-11-14 01:43:06
381,22,41,0.152,2017-11-14 01:43:06,2017-11-14 01:43:06
382,22,42,0.171,2017-11-14 01:43:06,2017-11-14 01:43:06
383,22,43,0.192,2017-11-14 01:43:07,2017-11-14 01:43:07
384,22,44,0.215,2017-11-14 01:43:07,2017-11-14 01:43:07
385,22,45,0.241,2017-11-14 01:43:07,2017-11-14 01:43:07
386,22,46,0.268,2017-11-14 01:43:07,2017-11-14 01:43:07
387,22,47,0.298,2017-11-14 01:43:07,2017-11-14 01:43:07
