id,budokai_id,mission_type,name,priority,target_value,prev_budokai_mission_id
91,5,2,老界王神クラスに到達しよう,0,11,90.0
92,5,2,ビルスクラスに到達しよう,0,12,91.0
93,6,1,1回優勝しよう,0,1,
94,6,1,2回優勝しよう,0,2,93.0
95,6,1,3回優勝しよう,0,3,94.0
96,6,1,4回優勝しよう,0,4,95.0
97,6,1,5回優勝しよう,0,5,96.0
98,6,1,6回優勝しよう,0,6,97.0
99,6,1,7回優勝しよう,0,7,98.0
100,6,1,10回優勝しよう,0,10,99.0
101,6,1,11回優勝しよう,0,11,100.0
102,6,1,12回優勝しよう,0,12,101.0
103,6,1,13回優勝しよう,0,13,102.0
104,6,1,14回優勝しよう,0,14,103.0
105,6,1,15回優勝しよう,0,15,104.0
106,6,1,16回優勝しよう,0,16,105.0
107,6,1,17回優勝しよう,0,17,106.0
108,6,1,18回優勝しよう,0,18,107.0
109,6,1,19回優勝しよう,0,19,108.0
110,6,1,20回優勝しよう,0,20,109.0
111,6,1,25回優勝しよう,0,25,110.0
112,6,1,30回優勝しよう,0,30,111.0
113,6,1,40回優勝しよう,0,40,112.0
114,6,1,50回優勝しよう,0,50,113.0
115,6,1,60回優勝しよう,0,60,114.0
116,6,1,70回優勝しよう,0,70,115.0
117,6,1,80回優勝しよう,0,80,116.0
118,6,2,チャパ王クラスに到達しよう,0,2,
119,6,2,サタンクラスに到達しよう,0,3,118.0
120,6,2,ビーデルクラスに到達しよう,0,4,119.0
121,6,2,武天老師クラスに到達しよう,0,5,120.0
122,6,2,カリンクラスに到達しよう,0,6,121.0
123,6,2,神クラスに到達しよう,0,7,122.0
124,6,2,閻魔大王クラスに到達しよう,0,8,123.0
125,6,2,界王クラスに到達しよう,0,9,124.0
126,6,2,界王神クラスに到達しよう,0,10,125.0
127,6,2,老界王神クラスに到達しよう,0,11,126.0
128,6,2,ビルスクラスに到達しよう,0,12,127.0
129,7,1,1回優勝しよう,0,1,
130,7,1,2回優勝しよう,0,2,129.0
131,7,1,3回優勝しよう,0,3,130.0
132,7,1,4回優勝しよう,0,4,131.0
133,7,1,5回優勝しよう,0,5,132.0
134,7,1,6回優勝しよう,0,6,133.0
135,7,1,7回優勝しよう,0,7,134.0
136,7,1,10回優勝しよう,0,10,135.0
137,7,1,11回優勝しよう,0,11,136.0
138,7,1,12回優勝しよう,0,12,137.0
139,7,1,13回優勝しよう,0,13,138.0
140,7,1,14回優勝しよう,0,14,139.0
141,7,1,15回優勝しよう,0,15,140.0
142,7,1,16回優勝しよう,0,16,141.0
143,7,1,17回優勝しよう,0,17,142.0
144,7,1,18回優勝しよう,0,18,143.0
145,7,1,19回優勝しよう,0,19,144.0
146,7,1,20回優勝しよう,0,20,145.0
147,7,1,25回優勝しよう,0,25,146.0
148,7,1,30回優勝しよう,0,30,147.0
149,7,1,40回優勝しよう,0,40,148.0
150,7,1,50回優勝しよう,0,50,149.0
151,7,1,60回優勝しよう,0,60,150.0
152,7,1,70回優勝しよう,0,70,151.0
153,7,1,80回優勝しよう,0,80,152.0
154,7,2,チャパ王クラスに到達しよう,0,2,
155,7,2,サタンクラスに到達しよう,0,3,154.0
156,7,2,ビーデルクラスに到達しよう,0,4,155.0
157,7,2,武天老師クラスに到達しよう,0,5,156.0
158,7,2,カリンクラスに到達しよう,0,6,157.0
159,7,2,神クラスに到達しよう,0,7,158.0
160,7,2,閻魔大王クラスに到達しよう,0,8,159.0
161,7,2,界王クラスに到達しよう,0,9,160.0
162,7,2,界王神クラスに到達しよう,0,10,161.0
163,7,2,老界王神クラスに到達しよう,0,11,162.0
164,7,2,ビルスクラスに到達しよう,0,12,163.0
165,8,1,1回優勝しよう,0,1,
166,8,1,2回優勝しよう,0,2,165.0
167,8,1,3回優勝しよう,0,3,166.0
168,8,1,4回優勝しよう,0,4,167.0
169,8,1,5回優勝しよう,0,5,168.0
170,8,1,6回優勝しよう,0,6,169.0
171,8,1,7回優勝しよう,0,7,170.0
172,8,1,10回優勝しよう,0,10,171.0
173,8,1,11回優勝しよう,0,11,172.0
174,8,1,12回優勝しよう,0,12,173.0
175,8,1,13回優勝しよう,0,13,174.0
176,8,1,14回優勝しよう,0,14,175.0
177,8,1,15回優勝しよう,0,15,176.0
178,8,1,16回優勝しよう,0,16,177.0
179,8,1,17回優勝しよう,0,17,178.0
180,8,1,18回優勝しよう,0,18,179.0
181,8,1,19回優勝しよう,0,19,180.0
182,8,1,20回優勝しよう,0,20,181.0
183,8,1,25回優勝しよう,0,25,182.0
184,8,1,30回優勝しよう,0,30,183.0
185,8,1,40回優勝しよう,0,40,184.0
186,8,1,50回優勝しよう,0,50,185.0
187,8,1,60回優勝しよう,0,60,186.0
188,8,1,70回優勝しよう,0,70,187.0
189,8,1,80回優勝しよう,0,80,188.0
190,8,2,チャパ王クラスに到達しよう,0,2,
191,8,2,サタンクラスに到達しよう,0,3,190.0
192,8,2,ビーデルクラスに到達しよう,0,4,191.0
193,8,2,武天老師クラスに到達しよう,0,5,192.0
194,8,2,カリンクラスに到達しよう,0,6,193.0
195,8,2,神クラスに到達しよう,0,7,194.0
196,8,2,閻魔大王クラスに到達しよう,0,8,195.0
197,8,2,界王クラスに到達しよう,0,9,196.0
198,8,2,界王神クラスに到達しよう,0,10,197.0
199,8,2,老界王神クラスに到達しよう,0,11,198.0
200,8,2,ビルスクラスに到達しよう,0,12,199.0
201,9,1,1回優勝しよう,0,1,
202,9,1,2回優勝しよう,0,2,201.0
203,9,1,3回優勝しよう,0,3,202.0
204,9,1,4回優勝しよう,0,4,203.0
205,9,1,5回優勝しよう,0,5,204.0
206,9,1,6回優勝しよう,0,6,205.0
207,9,1,7回優勝しよう,0,7,206.0
208,9,1,10回優勝しよう,0,10,207.0
209,9,1,11回優勝しよう,0,11,208.0
210,9,1,12回優勝しよう,0,12,209.0
211,9,1,13回優勝しよう,0,13,210.0
212,9,1,14回優勝しよう,0,14,211.0
213,9,1,15回優勝しよう,0,15,212.0
214,9,1,16回優勝しよう,0,16,213.0
215,9,1,17回優勝しよう,0,17,214.0
216,9,1,18回優勝しよう,0,18,215.0
217,9,1,19回優勝しよう,0,19,216.0
218,9,1,20回優勝しよう,0,20,217.0
219,9,1,25回優勝しよう,0,25,218.0
220,9,1,30回優勝しよう,0,30,219.0
221,9,1,40回優勝しよう,0,40,220.0
222,9,1,50回優勝しよう,0,50,221.0
223,9,1,60回優勝しよう,0,60,222.0
224,9,1,70回優勝しよう,0,70,223.0
225,9,1,80回優勝しよう,0,80,224.0
226,9,2,チャパ王クラスに到達しよう,0,2,
227,9,2,サタンクラスに到達しよう,0,3,226.0
228,9,2,ビーデルクラスに到達しよう,0,4,227.0
229,9,2,武天老師クラスに到達しよう,0,5,228.0
230,9,2,カリンクラスに到達しよう,0,6,229.0
231,9,2,神クラスに到達しよう,0,7,230.0
232,9,2,閻魔大王クラスに到達しよう,0,8,231.0
233,9,2,界王クラスに到達しよう,0,9,232.0
234,9,2,界王神クラスに到達しよう,0,10,233.0
235,9,2,老界王神クラスに到達しよう,0,11,234.0
236,9,2,ビルスクラスに到達しよう,0,12,235.0
237,10,1,1回優勝しよう,0,1,
238,10,1,2回優勝しよう,0,2,237.0
239,10,1,3回優勝しよう,0,3,238.0
240,10,1,4回優勝しよう,0,4,239.0
241,10,1,5回優勝しよう,0,5,240.0
242,10,1,6回優勝しよう,0,6,241.0
243,10,1,7回優勝しよう,0,7,242.0
244,10,1,10回優勝しよう,0,10,243.0
245,10,1,11回優勝しよう,0,11,244.0
246,10,1,12回優勝しよう,0,12,245.0
247,10,1,13回優勝しよう,0,13,246.0
248,10,1,14回優勝しよう,0,14,247.0
249,10,1,15回優勝しよう,0,15,248.0
250,10,1,16回優勝しよう,0,16,249.0
251,10,1,17回優勝しよう,0,17,250.0
252,10,1,18回優勝しよう,0,18,251.0
253,10,1,19回優勝しよう,0,19,252.0
254,10,1,20回優勝しよう,0,20,253.0
255,10,1,25回優勝しよう,0,25,254.0
256,10,1,30回優勝しよう,0,30,255.0
257,10,1,35回優勝しよう,0,35,256.0
258,10,1,40回優勝しよう,0,40,257.0
259,10,1,45回優勝しよう,0,45,258.0
260,10,1,50回優勝しよう,0,50,259.0
261,10,1,55回優勝しよう,0,55,260.0
262,10,1,60回優勝しよう,0,60,261.0
263,10,1,65回優勝しよう,0,65,262.0
264,10,1,70回優勝しよう,0,70,263.0
265,10,1,75回優勝しよう,0,75,264.0
266,10,1,80回優勝しよう,0,80,265.0
267,10,2,チャパ王クラスに到達しよう,0,2,
268,10,2,サタンクラスに到達しよう,0,3,267.0
269,10,2,ビーデルクラスに到達しよう,0,4,268.0
270,10,2,武天老師クラスに到達しよう,0,5,269.0
271,10,2,カリンクラスに到達しよう,0,6,270.0
272,10,2,神クラスに到達しよう,0,7,271.0
273,10,2,閻魔大王クラスに到達しよう,0,8,272.0
274,10,2,界王クラスに到達しよう,0,9,273.0
275,10,2,界王神クラスに到達しよう,0,10,274.0
276,10,2,老界王神クラスに到達しよう,0,11,275.0
277,10,2,ビルスクラスに到達しよう,0,12,276.0
278,11,1,1回優勝しよう,0,1,
279,11,1,2回優勝しよう,0,2,278.0
280,11,1,3回優勝しよう,0,3,279.0
281,11,1,4回優勝しよう,0,4,280.0
282,11,1,5回優勝しよう,0,5,281.0
283,11,1,6回優勝しよう,0,6,282.0
284,11,1,7回優勝しよう,0,7,283.0
285,11,1,10回優勝しよう,0,10,284.0
286,11,1,11回優勝しよう,0,11,285.0
287,11,1,12回優勝しよう,0,12,286.0
288,11,1,13回優勝しよう,0,13,287.0
289,11,1,14回優勝しよう,0,14,288.0
290,11,1,15回優勝しよう,0,15,289.0
291,11,1,16回優勝しよう,0,16,290.0
292,11,1,17回優勝しよう,0,17,291.0
293,11,1,18回優勝しよう,0,18,292.0
294,11,1,19回優勝しよう,0,19,293.0
295,11,1,20回優勝しよう,0,20,294.0
296,11,1,25回優勝しよう,0,25,295.0
297,11,1,30回優勝しよう,0,30,296.0
298,11,1,35回優勝しよう,0,35,297.0
299,11,1,40回優勝しよう,0,40,298.0
300,11,1,45回優勝しよう,0,45,299.0
301,11,1,50回優勝しよう,0,50,300.0
302,11,1,55回優勝しよう,0,55,301.0
303,11,1,60回優勝しよう,0,60,302.0
304,11,1,65回優勝しよう,0,65,303.0
305,11,1,70回優勝しよう,0,70,304.0
306,11,1,75回優勝しよう,0,75,305.0
307,11,1,80回優勝しよう,0,80,306.0
308,11,2,チャパ王クラスに到達しよう,0,2,
309,11,2,サタンクラスに到達しよう,0,3,308.0
310,11,2,ビーデルクラスに到達しよう,0,4,309.0
311,11,2,武天老師クラスに到達しよう,0,5,310.0
312,11,2,カリンクラスに到達しよう,0,6,311.0
313,11,2,神クラスに到達しよう,0,7,312.0
314,11,2,閻魔大王クラスに到達しよう,0,8,313.0
315,11,2,界王クラスに到達しよう,0,9,314.0
316,11,2,界王神クラスに到達しよう,0,10,315.0
317,11,2,老界王神クラスに到達しよう,0,11,316.0
318,11,2,ビルスクラスに到達しよう,0,12,317.0
319,12,1,1回優勝しよう,0,1,
320,12,1,2回優勝しよう,0,2,319.0
321,12,1,3回優勝しよう,0,3,320.0
322,12,1,4回優勝しよう,0,4,321.0
323,12,1,5回優勝しよう,0,5,322.0
324,12,1,6回優勝しよう,0,6,323.0
325,12,1,7回優勝しよう,0,7,324.0
326,12,1,10回優勝しよう,0,10,325.0
327,12,1,11回優勝しよう,0,11,326.0
328,12,1,12回優勝しよう,0,12,327.0
329,12,1,13回優勝しよう,0,13,328.0
330,12,1,14回優勝しよう,0,14,329.0
331,12,1,15回優勝しよう,0,15,330.0
332,12,1,16回優勝しよう,0,16,331.0
333,12,1,17回優勝しよう,0,17,332.0
334,12,1,18回優勝しよう,0,18,333.0
335,12,1,19回優勝しよう,0,19,334.0
336,12,1,20回優勝しよう,0,20,335.0
337,12,1,25回優勝しよう,0,25,336.0
338,12,1,30回優勝しよう,0,30,337.0
339,12,1,35回優勝しよう,0,35,338.0
340,12,1,40回優勝しよう,0,40,339.0
341,12,1,45回優勝しよう,0,45,340.0
342,12,1,50回優勝しよう,0,50,341.0
343,12,1,55回優勝しよう,0,55,342.0
344,12,1,60回優勝しよう,0,60,343.0
345,12,1,65回優勝しよう,0,65,344.0
346,12,1,70回優勝しよう,0,70,345.0
347,12,1,75回優勝しよう,0,75,346.0
348,12,1,80回優勝しよう,0,80,347.0
349,12,2,チャパ王クラスに到達しよう,0,2,
350,12,2,サタンクラスに到達しよう,0,3,349.0
351,12,2,ビーデルクラスに到達しよう,0,4,350.0
352,12,2,武天老師クラスに到達しよう,0,5,351.0
353,12,2,カリンクラスに到達しよう,0,6,352.0
354,12,2,神クラスに到達しよう,0,7,353.0
355,12,2,閻魔大王クラスに到達しよう,0,8,354.0
356,12,2,界王クラスに到達しよう,0,9,355.0
357,12,2,界王神クラスに到達しよう,0,10,356.0
358,12,2,老界王神クラスに到達しよう,0,11,357.0
359,12,2,ビルスクラスに到達しよう,0,12,358.0
360,13,1,1回優勝しよう,0,1,
361,13,1,2回優勝しよう,0,2,360.0
362,13,1,3回優勝しよう,0,3,361.0
363,13,1,4回優勝しよう,0,4,362.0
364,13,1,5回優勝しよう,0,5,363.0
365,13,1,6回優勝しよう,0,6,364.0
366,13,1,7回優勝しよう,0,7,365.0
367,13,1,10回優勝しよう,0,10,366.0
368,13,1,11回優勝しよう,0,11,367.0
369,13,1,12回優勝しよう,0,12,368.0
370,13,1,13回優勝しよう,0,13,369.0
371,13,1,14回優勝しよう,0,14,370.0
372,13,1,15回優勝しよう,0,15,371.0
373,13,1,16回優勝しよう,0,16,372.0
374,13,1,17回優勝しよう,0,17,373.0
375,13,1,18回優勝しよう,0,18,374.0
376,13,1,19回優勝しよう,0,19,375.0
377,13,1,20回優勝しよう,0,20,376.0
378,13,1,25回優勝しよう,0,25,377.0
379,13,1,30回優勝しよう,0,30,378.0
380,13,1,35回優勝しよう,0,35,379.0
381,13,1,40回優勝しよう,0,40,380.0
382,13,1,45回優勝しよう,0,45,381.0
383,13,1,50回優勝しよう,0,50,382.0
384,13,1,55回優勝しよう,0,55,383.0
385,13,1,60回優勝しよう,0,60,384.0
386,13,1,65回優勝しよう,0,65,385.0
387,13,1,70回優勝しよう,0,70,386.0
388,13,1,75回優勝しよう,0,75,387.0
389,13,1,80回優勝しよう,0,80,388.0
390,13,2,チャパ王クラスに到達しよう,0,2,
391,13,2,サタンクラスに到達しよう,0,3,390.0
392,13,2,ビーデルクラスに到達しよう,0,4,391.0
393,13,2,武天老師クラスに到達しよう,0,5,392.0
394,13,2,カリンクラスに到達しよう,0,6,393.0
395,13,2,神クラスに到達しよう,0,7,394.0
396,13,2,閻魔大王クラスに到達しよう,0,8,395.0
397,13,2,界王クラスに到達しよう,0,9,396.0
398,13,2,界王神クラスに到達しよう,0,10,397.0
399,13,2,老界王神クラスに到達しよう,0,11,398.0
400,13,2,ビルスクラスに到達しよう,0,12,399.0
401,14,1,1回優勝しよう,0,1,
402,14,1,2回優勝しよう,0,2,401.0
403,14,1,3回優勝しよう,0,3,402.0
404,14,1,4回優勝しよう,0,4,403.0
405,14,1,5回優勝しよう,0,5,404.0
406,14,1,6回優勝しよう,0,6,405.0
407,14,1,7回優勝しよう,0,7,406.0
408,14,1,10回優勝しよう,0,10,407.0
409,14,1,11回優勝しよう,0,11,408.0
410,14,1,12回優勝しよう,0,12,409.0
411,14,1,13回優勝しよう,0,13,410.0
412,14,1,14回優勝しよう,0,14,411.0
413,14,1,15回優勝しよう,0,15,412.0
414,14,1,16回優勝しよう,0,16,413.0
415,14,1,17回優勝しよう,0,17,414.0
416,14,1,18回優勝しよう,0,18,415.0
417,14,1,19回優勝しよう,0,19,416.0
418,14,1,20回優勝しよう,0,20,417.0
419,14,1,25回優勝しよう,0,25,418.0
420,14,1,30回優勝しよう,0,30,419.0
421,14,1,35回優勝しよう,0,35,420.0
422,14,1,40回優勝しよう,0,40,421.0
423,14,1,45回優勝しよう,0,45,422.0
424,14,1,50回優勝しよう,0,50,423.0
425,14,1,55回優勝しよう,0,55,424.0
426,14,1,60回優勝しよう,0,60,425.0
427,14,1,65回優勝しよう,0,65,426.0
428,14,1,70回優勝しよう,0,70,427.0
429,14,1,75回優勝しよう,0,75,428.0
430,14,1,80回優勝しよう,0,80,429.0
431,14,2,チャパ王クラスに到達しよう,0,2,
432,14,2,サタンクラスに到達しよう,0,3,431.0
433,14,2,ビーデルクラスに到達しよう,0,4,432.0
434,14,2,武天老師クラスに到達しよう,0,5,433.0
435,14,2,カリンクラスに到達しよう,0,6,434.0
436,14,2,神クラスに到達しよう,0,7,435.0
437,14,2,閻魔大王クラスに到達しよう,0,8,436.0
438,14,2,界王クラスに到達しよう,0,9,437.0
439,14,2,界王神クラスに到達しよう,0,10,438.0
440,14,2,老界王神クラスに到達しよう,0,11,439.0
441,14,2,ビルスクラスに到達しよう,0,12,440.0
442,15,3,天下一武道会で1万pt獲得しよう,61,10000,
443,15,3,天下一武道会で5万pt獲得しよう,60,50000,442.0
444,15,3,天下一武道会で10万pt獲得しよう,59,100000,443.0
445,15,3,天下一武道会で25万pt獲得しよう,58,250000,444.0
446,15,3,天下一武道会で50万pt獲得しよう,57,500000,445.0
447,15,3,天下一武道会で100万pt獲得しよう,56,1000000,446.0
448,15,3,天下一武道会で150万pt獲得しよう,55,1500000,447.0
449,15,3,天下一武道会で200万pt獲得しよう,54,2000000,448.0
450,15,3,天下一武道会で250万pt獲得しよう,53,2500000,449.0
451,15,3,天下一武道会で300万pt獲得しよう,52,3000000,450.0
452,15,3,天下一武道会で400万pt獲得しよう,51,4000000,451.0
453,15,3,天下一武道会で500万pt獲得しよう,50,5000000,452.0
454,15,3,天下一武道会で600万pt獲得しよう,49,6000000,453.0
455,15,3,天下一武道会で700万pt獲得しよう,48,7000000,454.0
456,15,3,天下一武道会で800万pt獲得しよう,47,8000000,455.0
457,15,3,天下一武道会で900万pt獲得しよう,46,9000000,456.0
458,15,3,天下一武道会で1000万pt獲得しよう,45,10000000,457.0
459,15,3,天下一武道会で1500万pt獲得しよう,44,15000000,458.0
460,15,3,天下一武道会で2000万pt獲得しよう,43,20000000,459.0
461,15,4,天下一武道会で2連覇達成しよう,42,2,
462,15,4,天下一武道会で3連覇達成しよう,41,3,461.0
463,15,4,天下一武道会で4連覇達成しよう,40,4,462.0
464,15,4,天下一武道会で5連覇達成しよう,39,5,463.0
465,15,4,天下一武道会で6連覇達成しよう,38,6,464.0
466,15,4,天下一武道会で7連覇達成しよう,37,7,465.0
467,15,4,天下一武道会で8連覇達成しよう,36,8,466.0
468,15,4,天下一武道会で9連覇達成しよう,35,9,467.0
469,15,4,天下一武道会で10連覇達成しよう,34,10,468.0
470,15,4,天下一武道会で15連覇達成しよう,33,15,469.0
471,15,4,天下一武道会で20連覇達成しよう,32,20,470.0
472,15,1,天下一武道会で優勝しよう,31,1,
473,15,1,天下一武道会で2回優勝しよう,30,2,472.0
474,15,1,天下一武道会で3回優勝しよう,29,3,473.0
475,15,1,天下一武道会で4回優勝しよう,28,4,474.0
476,15,1,天下一武道会で5回優勝しよう,27,5,475.0
477,15,1,天下一武道会で6回優勝しよう,26,6,476.0
478,15,1,天下一武道会で7回優勝しよう,25,7,477.0
479,15,1,天下一武道会で8回優勝しよう,24,8,478.0
480,15,1,天下一武道会で9回優勝しよう,23,9,479.0
481,15,1,天下一武道会で10回優勝しよう,22,10,480.0
482,15,1,天下一武道会で11回優勝しよう,21,11,481.0
483,15,1,天下一武道会で12回優勝しよう,20,12,482.0
484,15,1,天下一武道会で13回優勝しよう,19,13,483.0
485,15,1,天下一武道会で14回優勝しよう,18,14,484.0
486,15,1,天下一武道会で15回優勝しよう,17,15,485.0
487,15,1,天下一武道会で16回優勝しよう,16,16,486.0
488,15,1,天下一武道会で17回優勝しよう,15,17,487.0
489,15,1,天下一武道会で18回優勝しよう,14,18,488.0
490,15,1,天下一武道会で19回優勝しよう,13,19,489.0
491,15,1,天下一武道会で20回優勝しよう,12,20,490.0
492,15,2,チャパ王クラスに到達しよう,11,2,
493,15,2,サタンクラスに到達しよう,10,3,492.0
494,15,2,ビーデルクラスに到達しよう,9,4,493.0
495,15,2,武天老師クラスに到達しよう,8,5,494.0
496,15,2,カリンクラスに到達しよう,7,6,495.0
497,15,2,神クラスに到達しよう,6,7,496.0
498,15,2,閻魔大王クラスに到達しよう,5,8,497.0
499,15,2,界王クラスに到達しよう,4,9,498.0
500,15,2,界王神クラスに到達しよう,3,10,499.0
501,15,2,老界王神クラスに到達しよう,2,11,500.0
502,15,2,ビルスクラスに到達しよう,1,12,501.0
503,16,3,天下一武道会で1万pt獲得しよう,61,10000,
504,16,3,天下一武道会で5万pt獲得しよう,60,50000,503.0
505,16,3,天下一武道会で10万pt獲得しよう,59,100000,504.0
506,16,3,天下一武道会で25万pt獲得しよう,58,250000,505.0
507,16,3,天下一武道会で50万pt獲得しよう,57,500000,506.0
508,16,3,天下一武道会で100万pt獲得しよう,56,1000000,507.0
509,16,3,天下一武道会で150万pt獲得しよう,55,1500000,508.0
510,16,3,天下一武道会で200万pt獲得しよう,54,2000000,509.0
511,16,3,天下一武道会で250万pt獲得しよう,53,2500000,510.0
512,16,3,天下一武道会で300万pt獲得しよう,52,3000000,511.0
513,16,3,天下一武道会で400万pt獲得しよう,51,4000000,512.0
514,16,3,天下一武道会で500万pt獲得しよう,50,5000000,513.0
515,16,3,天下一武道会で600万pt獲得しよう,49,6000000,514.0
516,16,3,天下一武道会で700万pt獲得しよう,48,7000000,515.0
517,16,3,天下一武道会で800万pt獲得しよう,47,8000000,516.0
518,16,3,天下一武道会で900万pt獲得しよう,46,9000000,517.0
519,16,3,天下一武道会で1000万pt獲得しよう,45,10000000,518.0
520,16,3,天下一武道会で1500万pt獲得しよう,44,15000000,519.0
521,16,3,天下一武道会で2000万pt獲得しよう,43,20000000,520.0
522,16,4,天下一武道会で2連覇達成しよう,42,2,
523,16,4,天下一武道会で3連覇達成しよう,41,3,522.0
524,16,4,天下一武道会で4連覇達成しよう,40,4,523.0
525,16,4,天下一武道会で5連覇達成しよう,39,5,524.0
526,16,4,天下一武道会で6連覇達成しよう,38,6,525.0
527,16,4,天下一武道会で7連覇達成しよう,37,7,526.0
528,16,4,天下一武道会で8連覇達成しよう,36,8,527.0
529,16,4,天下一武道会で9連覇達成しよう,35,9,528.0
530,16,4,天下一武道会で10連覇達成しよう,34,10,529.0
531,16,4,天下一武道会で15連覇達成しよう,33,15,530.0
532,16,4,天下一武道会で20連覇達成しよう,32,20,531.0
533,16,1,天下一武道会で優勝しよう,31,1,
534,16,1,天下一武道会で2回優勝しよう,30,2,533.0
535,16,1,天下一武道会で3回優勝しよう,29,3,534.0
536,16,1,天下一武道会で4回優勝しよう,28,4,535.0
537,16,1,天下一武道会で5回優勝しよう,27,5,536.0
538,16,1,天下一武道会で6回優勝しよう,26,6,537.0
539,16,1,天下一武道会で7回優勝しよう,25,7,538.0
540,16,1,天下一武道会で8回優勝しよう,24,8,539.0
541,16,1,天下一武道会で9回優勝しよう,23,9,540.0
542,16,1,天下一武道会で10回優勝しよう,22,10,541.0
543,16,1,天下一武道会で11回優勝しよう,21,11,542.0
544,16,1,天下一武道会で12回優勝しよう,20,12,543.0
545,16,1,天下一武道会で13回優勝しよう,19,13,544.0
