id,active_skill_set_id,target_type,sub_target_type_set_id,calc_option,efficacy_type,eff_val1,eff_val2,eff_val3,efficacy_values,thumb_effect_id,effect_se_id,created_at,updated_at
46,48,1,0,0,76,0,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
47,48,1,0,0,92,0,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
48,49,1,0,0,103,9117670,1,1602,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
49,50,1,0,0,103,9117671,1,1603,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
50,51,1,0,3,1,50,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
51,51,1,0,2,91,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
52,52,1,0,0,103,4019650,1,1608,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
53,53,1,0,0,103,4019651,1,1609,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
54,54,1,0,0,103,4019610,1,1612,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
55,55,1,0,0,103,4019611,1,1613,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
56,56,1,0,0,51,4,3,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
57,56,1,0,0,76,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
58,57,1,0,0,5,24,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
59,57,1,0,2,1,70,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
60,57,1,0,3,2,50,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
61,58,1,0,2,1,30,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
62,58,4,0,3,1,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
63,58,4,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
64,59,1,0,0,103,4020470,1,1618,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
65,60,1,0,0,103,4020471,1,1619,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
66,61,1,0,0,103,4020380,1,1620,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
67,62,1,0,0,103,4020381,1,1621,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
68,63,1,0,0,103,4019500,1,1622,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
69,64,1,0,0,103,4019501,1,1623,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
70,65,1,0,0,103,4020100,1,1628,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
71,66,1,0,0,103,4020101,1,1629,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
72,67,1,0,0,103,4020140,1,1630,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
73,68,1,0,0,103,4020141,1,1631,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
74,69,1,0,2,1,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
75,69,1,0,0,5,1,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
76,70,1,0,2,1,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
77,70,1,0,0,5,1,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
78,71,1,0,0,5,24,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
79,72,1,0,0,5,24,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
80,73,1,0,0,103,4020510,1,1636,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
81,74,1,0,0,103,4020511,1,1637,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
82,75,4,0,3,1,40,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
83,75,1,0,2,1,40,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
84,76,1,0,0,5,12,0,0,{},5014.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
85,76,1,0,2,1,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
86,77,1,0,0,103,4021060,1,1640,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
87,78,1,0,0,103,4021061,1,1641,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
88,79,3,0,0,107,1,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
89,80,1,0,0,103,4021300,1,1642,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
90,81,1,0,0,103,4021301,1,1643,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
91,84,2,0,0,5,7,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
92,85,1,0,0,5,7,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
93,85,1,0,2,2,77,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
94,85,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
95,86,2,0,0,5,7,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
96,87,1,0,0,5,6,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
97,87,1,0,2,1,60,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
98,87,1,0,0,76,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
99,88,1,0,0,5,6,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
100,88,1,0,2,91,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
101,89,1,0,2,1,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
102,89,1,0,3,2,20,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
103,90,2,0,0,22,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
104,90,2,0,2,1,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
105,90,2,0,0,5,3,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
106,91,1,0,0,5,7,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
107,91,4,0,3,1,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
108,94,3,0,3,1,17,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
109,95,1,0,0,5,6,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
110,96,1,0,2,4,30,0,0,{},,46.0,2024-07-30 02:05:01,2024-07-30 02:05:01
111,96,1,0,0,78,0,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
112,96,2,0,2,2,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
113,95,1,0,2,1,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
114,97,1,0,0,103,4022200,1,1644,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
115,98,1,0,0,103,4022201,1,1645,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
116,99,1,0,0,79,4022600,635,636,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
117,100,1,0,0,79,4022601,635,636,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
118,101,3,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
119,102,1,0,0,5,5,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
120,102,1,0,2,1,50,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
121,105,1,0,0,103,4022890,1,1646,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
122,106,1,0,0,103,4022891,1,1647,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
123,111,1,0,0,103,9522890,1,1652,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
124,112,1,0,0,103,9522891,1,1653,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
125,109,1,0,0,5,24,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
126,110,1,0,0,5,24,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
127,113,1,0,0,103,4022840,1,1654,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
128,114,1,0,0,103,4022841,1,1655,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
129,115,1,0,2,1,13,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
130,117,3,0,0,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
131,117,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-07-30 02:05:01,2024-07-30 02:05:01
132,117,1,0,0,103,4023120,1,1656,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
133,118,3,0,0,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
134,118,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-07-30 02:05:01,2024-07-30 02:05:01
135,118,1,0,0,103,4023121,1,1657,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
136,119,3,0,0,107,1,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
137,120,1,0,0,103,4023430,1,1658,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
138,121,1,0,0,103,4023431,1,1659,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
139,122,1,0,0,103,4022390,1,1660,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
140,123,1,0,0,103,4022391,1,1661,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
141,124,1,0,0,103,4022430,1,1662,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
142,125,1,0,0,103,4022431,1,1663,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
143,126,1,0,0,103,4023470,1,1664,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
144,127,1,0,0,103,4023471,1,1665,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
145,128,1,0,2,1,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
146,129,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
147,130,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
148,133,1,0,0,79,4023520,643,644,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
149,134,1,0,0,79,4023521,643,644,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
150,131,3,0,0,107,1,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
151,132,3,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
152,135,1,0,0,103,4023780,1,1668,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
153,136,1,0,0,103,4023781,1,1669,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
154,137,3,0,0,107,1,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
155,138,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
156,138,4,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
157,138,1,0,2,4,-18,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
158,141,1,0,0,103,4024150,1,1672,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
159,142,1,0,0,103,4024151,1,1673,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
160,139,3,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
161,140,3,0,3,1,31,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
162,140,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-07-30 02:05:01,2024-07-30 02:05:01
163,144,1,0,0,103,4024300,1,1674,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
164,145,1,0,0,103,4024301,1,1675,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
165,146,1,0,0,79,4024410,647,648,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
166,147,1,0,0,79,4024411,647,648,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
167,141,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
168,142,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
169,143,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
170,148,1,0,0,103,4024450,1,1680,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
171,149,1,0,0,103,4024451,1,1681,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
172,151,2,0,2,2,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
173,151,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
174,154,1,0,0,103,4025120,0,1682,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
175,155,1,0,0,103,4025121,0,1683,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
176,153,3,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
177,156,1,0,2,90,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
178,152,1,0,0,5,10,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
179,152,1,0,2,2,30,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
181,157,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
182,158,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
185,163,3,0,2,9,0,0,0,{},5015.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
186,160,1,0,2,4,30,0,0,{},,46.0,2024-07-30 02:05:01,2024-07-30 02:05:01
187,164,1,0,2,90,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
189,165,1,0,0,103,4025420,0,1689,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
190,166,1,0,0,103,4025421,0,1690,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
191,25,3,0,3,2,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
192,48,1,0,2,2,50,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
193,58,1,0,2,2,30,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
194,58,4,0,3,2,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
195,69,1,0,2,2,78,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
196,70,1,0,2,2,78,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
197,75,4,0,3,2,40,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
198,75,1,0,2,2,40,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
199,90,2,0,2,2,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
200,91,4,0,3,2,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
201,94,3,0,3,2,17,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
202,95,1,0,2,2,59,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
203,115,1,0,2,2,13,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
204,128,1,0,2,2,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
205,140,3,0,3,2,81,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
206,167,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
207,168,1,0,2,90,64,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
208,170,2,0,2,4,100,0,0,{},,46.0,2024-07-30 02:05:01,2024-07-30 02:05:01
209,171,1,0,0,79,4025650,651,652,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
210,172,1,0,0,79,4025651,651,652,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
211,175,1,0,0,79,4025590,653,654,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
212,176,1,0,0,79,4025591,653,654,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
213,169,1,0,0,92,0,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
214,170,2,0,0,22,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
215,174,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
216,173,1,0,2,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
217,173,2,0,0,5,5,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
218,178,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
219,177,1,0,0,76,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
220,179,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
221,179,1,0,0,103,4026260,0,1703,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
222,180,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
223,180,1,0,0,103,4026261,0,1704,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
224,181,1,0,0,103,4026290,0,1705,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
225,182,1,0,0,103,4026291,0,1706,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
226,183,1,0,0,79,9517200,1729,1730,{},1948.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
227,184,1,0,0,79,9517201,1729,1730,{},1948.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
228,185,1,0,0,103,4026210,0,1709,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
229,186,1,0,0,103,4026211,0,1710,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
230,187,1,0,0,103,4026490,0,1725,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
231,188,1,0,0,103,4026491,0,1726,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
232,189,1,0,2,4,40,0,0,{},,46.0,2024-07-30 02:05:01,2024-07-30 02:05:01
233,189,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
234,191,1,0,0,105,8,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
235,190,4,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
236,191,2,0,0,5,7,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
237,191,2,0,2,1,17,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
238,191,2,0,2,2,17,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
239,191,2,0,0,76,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
240,192,1,0,0,103,9517500,1,1739,{},3079.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
241,193,1,0,0,103,9517501,1,1740,{},3079.0,,2024-07-30 02:05:01,2024-07-30 02:05:01
242,197,3,0,3,1,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
243,197,3,0,3,2,30,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
244,197,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
245,199,1,0,0,103,4027130,0,1747,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
246,200,1,0,0,103,4027131,0,1748,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
247,201,1,0,2,91,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
248,202,13,0,0,5,3,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
249,202,1,0,0,103,4027230,0,1749,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
250,203,13,0,0,5,3,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
251,203,1,0,0,103,4027231,0,1750,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
252,204,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
253,205,3,0,0,107,1,0,0,{},5012.0,45.0,2024-07-30 02:05:01,2024-07-30 02:05:01
254,205,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
255,206,1,0,0,5,5,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
256,206,1,0,2,2,20,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
257,207,1,0,0,51,1,2,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
258,208,1,0,0,79,4027460,663,664,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
259,209,1,0,0,79,4027461,663,664,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
260,210,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
261,212,1,0,0,103,4027660,0,1769,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
262,213,1,0,0,103,4027661,0,1770,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
263,214,3,0,0,111,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
264,214,1,0,0,76,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
265,211,1,0,0,5,20,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
266,211,1,0,2,1,60,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
267,211,1,0,0,92,0,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
268,217,1,0,0,103,4028170,1,1773,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
269,218,1,0,0,103,4028171,1,1774,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
270,216,1,0,0,90,100,0,0,{},5011.0,44.0,2024-07-30 02:05:01,2024-07-30 02:05:01
271,215,3,0,0,48,0,0,0,{},5016.0,1038.0,2024-07-30 02:05:01,2024-07-30 02:05:01
272,220,1,0,0,103,4027990,0,1779,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
273,221,1,0,0,103,4027991,0,1780,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
274,223,1,0,0,103,4028030,0,1781,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
275,223,13,0,0,5,4,0,0,{},5014.0,43.0,2024-07-30 02:05:01,2024-07-30 02:05:01
276,226,1,0,0,103,4028650,0,1783,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
277,226,1,0,0,123,0,0,0,{},,,2024-07-30 02:05:01,2024-07-30 02:05:01
