id,card_id,active_skill_set_id,created_at,updated_at
310,1027330,206,2024-07-17 02:05:35,2024-07-17 02:05:35
311,1027331,206,2024-07-17 02:05:35,2024-07-17 02:05:35
312,1027430,207,2024-07-17 02:05:35,2024-07-17 02:05:35
313,1027431,207,2024-07-17 02:05:35,2024-07-17 02:05:35
314,1027460,208,2024-07-17 02:05:35,2024-07-17 02:05:35
315,1027461,209,2024-07-17 02:05:35,2024-07-17 02:05:35
316,1027710,210,2024-07-17 02:05:35,2024-07-17 02:05:35
317,1027711,210,2024-07-17 02:05:35,2024-07-17 02:05:35
318,1027600,211,2024-07-17 02:05:35,2024-07-17 02:05:35
319,1027601,211,2024-07-17 02:05:35,2024-07-17 02:05:35
320,1027650,212,2024-07-17 02:05:35,2024-07-17 02:05:35
321,1027651,213,2024-07-17 02:05:35,2024-07-17 02:05:35
322,4027660,214,2024-07-17 02:05:35,2024-07-17 02:05:35
323,4027661,214,2024-07-17 02:05:35,2024-07-17 02:05:35
324,1027470,215,2024-07-17 02:05:35,2024-07-17 02:05:35
325,1027471,215,2024-07-17 02:05:35,2024-07-17 02:05:35
326,1028060,216,2024-07-17 02:05:35,2024-07-17 02:05:35
327,1028061,216,2024-07-17 02:05:35,2024-07-17 02:05:35
328,1028160,217,2024-07-17 02:05:35,2024-07-17 02:05:35
329,1028161,218,2024-07-17 02:05:35,2024-07-17 02:05:35
330,1028280,219,2024-07-17 02:05:35,2024-07-17 02:05:35
331,1028281,228,2024-07-17 02:05:35,2024-07-17 02:05:35
332,9517910,26,2024-07-17 02:05:35,2024-07-17 02:05:35
333,9517911,26,2024-07-17 02:05:35,2024-07-17 02:05:35
334,1027980,220,2024-07-17 02:05:35,2024-07-17 02:05:35
335,1027981,221,2024-07-17 02:05:35,2024-07-17 02:05:35
336,4027990,222,2024-07-17 02:05:35,2024-07-17 02:05:35
337,4027991,222,2024-07-17 02:05:35,2024-07-17 02:05:35
338,1028020,223,2024-07-17 02:05:35,2024-07-17 02:05:35
339,1028021,224,2024-07-17 02:05:35,2024-07-17 02:05:35
342,1028550,226,2024-07-17 02:05:35,2024-07-17 02:05:35
343,1028551,227,2024-07-17 02:05:35,2024-07-17 02:05:35
345,1028320,229,2024-07-17 02:05:35,2024-07-17 02:05:35
346,1028321,229,2024-07-17 02:05:35,2024-07-17 02:05:35
347,9519990,57,2024-07-17 02:05:35,2024-07-17 02:05:35
348,9519991,57,2024-07-17 02:05:35,2024-07-17 02:05:35
349,1028570,230,2024-07-17 02:05:35,2024-07-17 02:05:35
350,1028571,230,2024-07-17 02:05:35,2024-07-17 02:05:35
351,9519760,56,2024-07-17 02:05:35,2024-07-17 02:05:35
352,9519761,56,2024-07-17 02:05:35,2024-07-17 02:05:35
353,1028490,231,2024-07-17 02:05:35,2024-07-17 02:05:35
354,1028491,233,2024-07-17 02:05:35,2024-07-17 02:05:35
355,4028500,232,2024-07-17 02:05:35,2024-07-17 02:05:35
356,4028501,232,2024-07-17 02:05:35,2024-07-17 02:05:35
357,9520310,82,2024-07-17 02:05:35,2024-07-17 02:05:35
358,9520311,82,2024-07-17 02:05:35,2024-07-17 02:05:35
359,9520340,83,2024-07-17 02:05:35,2024-07-17 02:05:35
360,9520341,83,2024-07-17 02:05:35,2024-07-17 02:05:35
361,1028680,234,2024-07-17 02:05:35,2024-07-17 02:05:35
362,1028681,235,2024-07-17 02:05:35,2024-07-17 02:05:35
363,4028690,236,2024-07-17 02:05:35,2024-07-17 02:05:35
364,4028691,236,2024-07-17 02:05:35,2024-07-17 02:05:35
365,1028720,237,2024-07-17 02:05:35,2024-07-17 02:05:35
366,1028721,237,2024-07-17 02:05:35,2024-07-17 02:05:35
367,1028790,239,2024-07-17 02:05:35,2024-07-17 02:05:35
368,1028791,239,2024-07-17 02:05:35,2024-07-17 02:05:35
369,1028810,240,2024-07-17 02:05:35,2024-07-17 02:05:35
370,1028811,240,2024-07-17 02:05:35,2024-07-17 02:05:35
371,1028920,238,2024-07-17 02:05:35,2024-07-17 02:05:35
372,1028921,238,2024-07-17 02:05:35,2024-07-17 02:05:35
373,1028890,241,2024-07-17 02:05:35,2024-07-17 02:05:35
374,1028891,241,2024-07-17 02:05:35,2024-07-17 02:05:35
375,1028960,242,2024-07-17 02:05:35,2024-07-17 02:05:35
376,1028961,242,2024-07-17 02:05:35,2024-07-17 02:05:35
377,9520370,243,2024-07-17 02:05:35,2024-07-17 02:05:35
378,9520371,244,2024-07-17 02:05:35,2024-07-17 02:05:35
379,1029050,245,2024-07-17 02:05:35,2024-07-17 02:05:35
380,1029051,246,2024-07-17 02:05:35,2024-07-17 02:05:35
385,9521480,86,2024-07-17 02:05:35,2024-07-17 02:05:35
386,9521481,86,2024-07-17 02:05:35,2024-07-17 02:05:35
387,9521430,85,2024-07-17 02:05:35,2024-07-17 02:05:35
388,9521431,85,2024-07-17 02:05:35,2024-07-17 02:05:35
